sequence,v115@/gB8FeF8DeE8EeF8AeC8JeT6IvhFxbByhB3iBcoBGo?BFsB,v115@/gB8FeF8DeE8EeF8AeC8JeT6IvhFmbBfiBxdBSoBUo?BFsB,v115@/gB8FeF8DeE8EeF8AeC8JeT6IvhFxbB0dBOsBXtB6t?BlrB,v115@/gB8FeF8DeE8EeF8AeC8JeT6IvhFmbB5jBUiBaoBfs?BlsB,v115@/gB8FeF8DeE8EeF8AeC8JeT6IvhFxbBldBcjBXnBSt?BmrB,v115@/gB8FeF8DeE8EeF8AeC8JeT6IvhFmbBRdBcjBXnBSt?BFsB,v115@/gB8FeF8DeE8EeF8AeC8JeT6IvhFxbB0dB6jBXnBVt?BmrB,v115@/gB8FeF8DeE8EeF8AeC8JeT6IvhFmbBUdB5jBlnBao?BfsB,v115@/gB8FeF8DeE8EeF8AeC8JeT6IvhFmbBxdBSoBVsBUo?BfsB
LTZOJIS,X,X,X,O,O,O,O,X,O
LTZOJSI,X,O,X,X,X,O,X,X,O
LTZOSIJ,O,O,X,X,O,O,O,X,O
LTZOSJI,O,O,X,X,O,O,O,X,O
LTOIJSZ,X,O,X,X,X,X,X,O,X
LTOIJZS,X,X,X,O,X,X,O,O,O
LTOISJZ,X,O,X,X,X,X,O,O,X
LTOISZJ,X,O,X,X,X,X,O,O,X
LTOIZJS,X,X,X,O,O,X,O,O,O
LTOIZSJ,O,X,X,X,O,X,O,O,O
LTOJISZ,X,O,X,X,X,X,X,O,X
LTOJIZS,X,X,X,O,X,X,O,O,O
LTOJSIZ,X,O,X,X,X,X,O,X,X
LTOJSZI,X,O,X,X,X,O,O,X,O
LTOJZIS,X,X,X,O,X,O,O,X,O
LTOJZSI,X,O,X,X,X,O,X,X,O
LTOSIJZ,X,O,X,X,X,X,O,X,X
LTOSIZJ,X,O,X,X,O,X,O,X,X
LTOSJIZ,X,O,X,X,X,X,O,X,X
LTOSJZI,X,O,X,X,X,O,O,X,O
LTOSZIJ,X,O,X,X,O,O,O,X,O
LTOSZJI,X,O,X,X,O,O,O,X,O
LTOZIJS,X,X,X,O,O,O,O,X,O
LTOZISJ,O,X,X,X,O,X,O,X,O
LTOZJIS,X,X,X,O,O,O,O,X,O
LTOZJSI,X,O,X,X,X,O,X,X,O
LTOZSIJ,O,O,X,X,O,O,O,X,O
LTOZSJI,O,O,X,X,O,O,O,X,O
LITJSZO,X,X,X,X,X,X,X,O,X
LITJSOZ,X,X,X,X,X,X,X,O,X
LITJZSO,X,X,X,X,X,X,X,O,X
LITJZOS,X,X,X,O,X,X,O,O,X
LITJOSZ,X,X,X,X,X,X,X,O,X
LITJOZS,X,X,X,O,X,X,O,O,X
LITSJZO,X,X,X,X,X,X,X,O,X
LITSJOZ,X,X,X,X,X,X,X,O,X
LITSZJO,X,X,X,X,X,X,X,O,X
LITSZOJ,X,X,X,X,X,X,O,O,X
LITSOJZ,X,X,X,X,X,X,X,O,X
LITSOZJ,X,X,X,X,X,X,O,O,X
LITZJSO,X,X,X,X,X,X,X,O,X
LITZJOS,X,X,X,O,O,X,O,O,X
LITZSJO,O,X,X,X,O,X,X,O,X
LITZSOJ,O,X,X,X,O,X,O,O,X
LITZOJS,X,X,X,O,O,X,O,O,X
LITZOSJ,O,X,X,X,O,X,O,O,X
LITOJSZ,X,X,X,X,X,X,X,O,X
LITOJZS,X,X,X,O,X,X,O,O,X
LITOSJZ,X,X,X,X,X,X,X,O,X
LITOSZJ,X,X,X,X,X,X,O,O,X
LITOZJS,X,X,X,O,O,X,O,O,X
LITOZSJ,O,X,X,X,O,X,O,O,X
LIJTSZO,X,X,X,X,X,X,X,O,X
LIJTSOZ,X,X,X,X,X,X,X,O,X
LIJTZSO,X,X,X,X,X,X,X,O,X
LIJTZOS,X,X,X,O,X,X,X,O,X
LIJTOSZ,X,X,X,X,X,X,X,O,X
LIJTOZS,X,X,X,O,X,X,X,O,X
LIJSTZO,X,X,O,X,X,X,X,X,X
LIJSTOZ,X,X,O,X,X,X,X,X,X
LIJSZTO,X,X,O,X,X,O,X,X,X
LIJSZOT,X,X,O,O,X,O,X,X,X
LIJSOTZ,X,X,O,X,X,X,X,X,X
LIJSOZT,X,X,O,O,X,O,X,X,X
LIJZTSO,X,X,X,X,X,X,X,X,X
LIJZTOS,X,X,X,O,O,O,X,X,X
LIJZSTO,X,X,X,X,O,O,X,X,X
LIJZSOT,X,X,X,O,O,O,X,X,X
LIJZOTS,X,X,X,O,O,O,X,X,X
LIJZOST,X,X,X,O,O,O,X,X,X
LIJOTSZ,X,X,X,X,X,X,X,O,X
LIJOTZS,X,X,X,O,X,X,X,O,X
LIJOSTZ,X,X,O,X,X,X,X,X,X
LIJOSZT,X,X,O,O,X,O,X,X,X
LIJOZTS,X,X,X,O,O,O,X,X,X
LIJOZST,X,X,X,O,O,O,X,X,X
LISTJZO,X,X,X,X,X,X,O,X,X
LISTJOZ,X,X,X,X,X,X,O,X,X
LISTZJO,X,X,X,X,O,X,O,X,X
LISTZOJ,X,X,X,X,O,X,O,X,X
LISTOJZ,X,X,X,X,X,X,O,X,X
LISTOZJ,X,X,X,X,O,X,O,X,X
LISJTZO,X,X,O,X,X,X,X,X,X
LISJTOZ,X,X,O,X,X,X,X,X,X
LISJZTO,X,X,O,X,O,O,X,X,X
LISJZOT,X,X,O,O,O,O,X,X,X
LISJOTZ,X,X,O,X,X,X,X,X,X
LISJOZT,X,X,O,O,O,O,X,X,X
LISZTJO,X,X,X,X,O,O,X,X,X
LISZTOJ,X,X,X,X,O,O,X,X,X
LISZJTO,X,X,X,X,O,O,X,X,X
LISZJOT,X,X,X,O,O,O,X,X,X
LISZOTJ,X,X,X,X,O,O,X,X,X
LISZOJT,X,X,X,O,O,O,X,X,X
LISOTJZ,X,X,X,X,X,X,O,X,X
LISOTZJ,X,X,X,X,O,X,O,X,X
LISOJTZ,X,X,O,X,X,X,X,X,X
LISOJZT,X,X,O,O,O,O,X,X,X
LISOZTJ,X,X,X,X,O,O,X,X,X
LISOZJT,X,X,X,O,O,O,X,X,X
LIZTJSO,X,X,X,X,X,X,X,X,X
LIZTJOS,X,X,X,O,O,O,X,X,X
LIZTSJO,O,X,X,X,O,X,X,X,X
LIZTSOJ,O,X,X,X,O,X,X,X,X
LIZTOJS,X,X,X,O,O,O,X,X,X
LIZTOSJ,O,X,X,X,O,X,X,X,X
LIZJTSO,X,X,X,X,X,X,X,X,X
LIZJTOS,X,X,X,O,O,O,X,X,X
LIZJSTO,X,X,X,X,O,O,X,X,X
LIZJSOT,X,X,X,O,O,O,X,X,X
LIZJOTS,X,X,X,O,O,O,X,X,X
LIZJOST,X,X,X,O,O,O,X,X,X
LIZSTJO,X,X,X,X,O,O,X,X,X
LIZSTOJ,O,X,X,X,O,O,X,X,X
LIZSJTO,X,X,X,X,O,O,X,X,X
LIZSJOT,O,X,X,O,O,O,X,X,X
LIZSOTJ,O,X,X,X,O,O,X,X,X
LIZSOJT,O,X,X,O,O,O,X,X,X
LIZOTJS,X,X,X,O,O,O,X,X,X
LIZOTSJ,O,X,X,X,O,X,X,X,X
LIZOJTS,X,X,X,O,O,O,X,X,X
LIZOJST,X,X,X,O,O,O,X,X,X
LIZOSTJ,O,X,X,X,O,O,X,X,X
LIZOSJT,O,X,X,O,O,O,X,X,X
LIOTJSZ,X,X,X,X,X,X,X,O,X
LIOTJZS,X,X,X,O,X,X,O,O,X
LIOTSJZ,X,X,X,X,X,X,X,O,X
LIOTSZJ,X,X,X,X,X,X,O,O,X
LIOTZJS,X,X,X,O,O,X,O,O,X
LIOTZSJ,O,X,X,X,O,X,O,O,X
LIOJTSZ,X,X,X,X,X,X,X,O,X
LIOJTZS,X,X,X,O,X,X,X,O,X
LIOJSTZ,X,X,O,X,X,X,X,X,X
LIOJSZT,X,X,O,O,X,O,X,X,X
LIOJZTS,X,X,X,O,O,O,X,X,X
LIOJZST,X,X,X,O,O,O,X,X,X
LIOSTJZ,X,X,X,X,X,X,O,X,X
LIOSTZJ,X,X,X,X,O,X,O,X,X
LIOSJTZ,X,X,O,X,X,X,X,X,X
LIOSJZT,X,X,O,O,O,O,X,X,X
LIOSZTJ,X,X,X,X,O,O,X,X,X
LIOSZJT,X,X,X,O,O,O,X,X,X
LIOZTJS,X,X,X,O,O,O,X,X,X
LIOZTSJ,O,X,X,X,O,X,X,X,X
LIOZJTS,X,X,X,O,O,O,X,X,X
LIOZJST,X,X,X,O,O,O,X,X,X
LIOZSTJ,O,X,X,X,O,O,X,X,X
LIOZSJT,O,X,X,O,O,O,X,X,X
LJTISZO,X,O,X,X,X,X,X,O,X
LJTISOZ,X,O,X,X,X,X,X,O,X
LJTIZSO,X,X,X,X,X,X,X,O,O
LJTIZOS,X,X,X,O,X,X,X,O,O
LJTIOSZ,X,O,X,X,X,X,X,O,X
LJTIOZS,X,X,X,O,X,X,X,O,O
LJTSIZO,X,O,X,X,X,X,X,X,X
LJTSIOZ,X,O,X,X,X,X,X,X,X
LJTSZIO,X,O,X,X,X,O,X,X,O
LJTSZOI,X,O,X,X,X,O,X,X,O
LJTSOIZ,X,O,X,X,X,X,X,X,X
LJTSOZI,X,O,X,X,X,O,X,X,O
LJTZISO,X,X,X,X,X,X,X,X,O
LJTZIOS,X,X,X,O,X,O,X,X,O
LJTZSIO,X,O,X,X,X,O,X,X,O
LJTZSOI,X,O,X,X,X,O,X,X,O
LJTZOIS,X,X,X,O,X,O,X,X,O
LJTZOSI,X,O,X,X,X,O,X,X,O
LJTOISZ,X,O,X,X,X,X,X,O,X
LJTOIZS,X,X,X,O,X,X,X,O,O
LJTOSIZ,X,O,X,X,X,X,X,X,X
LJTOSZI,X,O,X,X,X,O,X,X,O
LJTOZIS,X,X,X,O,X,O,X,X,O
LJTOZSI,X,O,X,X,X,O,X,X,O
LJITSZO,X,X,X,X,X,X,X,O,X
LJITSOZ,X,X,X,X,X,X,X,O,X
LJITZSO,X,X,X,X,X,X,X,O,X
LJITZOS,X,X,X,O,X,X,X,O,X
LJITOSZ,X,X,X,X,X,X,X,O,X
LJITOZS,X,X,X,O,X,X,X,O,X
LJISTZO,X,X,O,X,X,X,X,X,X
LJISTOZ,X,X,O,X,X,X,X,X,X
LJISZTO,X,X,O,X,X,O,X,X,X
LJISZOT,X,X,O,O,X,O,X,X,X
LJISOTZ,X,X,O,X,X,X,X,X,X
LJISOZT,X,X,O,O,X,O,X,X,X
LJIZTSO,X,X,X,X,X,X,X,X,X
LJIZTOS,X,X,X,O,O,O,X,X,X
LJIZSTO,X,X,X,X,O,O,X,X,X
LJIZSOT,X,X,X,O,O,O,X,X,X
LJIZOTS,X,X,X,O,O,O,X,X,X
LJIZOST,X,X,X,O,O,O,X,X,X
LJIOTSZ,X,X,X,X,X,X,X,O,X
LJIOTZS,X,X,X,O,X,X,X,O,X
LJIOSTZ,X,X,O,X,X,X,X,X,X
LJIOSZT,X,X,O,O,X,O,X,X,X
LJIOZTS,X,X,X,O,O,O,X,X,X
LJIOZST,X,X,X,O,O,O,X,X,X
LJSTIZO,X,X,O,X,X,X,X,X,X
LJSTIOZ,X,X,O,X,X,X,X,X,X
LJSTZIO,X,X,O,X,X,O,X,X,X
LJSTZOI,X,X,O,X,X,O,X,X,X
LJSTOIZ,X,X,O,X,X,X,X,X,X
LJSTOZI,X,X,O,X,X,O,X,X,X
LJSITZO,X,X,O,X,X,X,X,X,X
LJSITOZ,X,X,O,X,X,X,X,X,X
LJSIZTO,X,X,O,X,O,O,X,X,X
LJSIZOT,X,X,O,O,O,O,X,X,X
LJSIOTZ,X,X,O,X,X,X,X,X,X
LJSIOZT,X,X,O,O,O,O,X,X,X
LJSZTIO,X,X,O,X,O,O,X,X,X
LJSZTOI,X,X,O,X,O,O,X,X,X
LJSZITO,X,X,O,X,O,O,X,X,X
LJSZIOT,X,X,O,O,O,O,X,X,X
LJSZOTI,X,X,O,X,O,O,X,X,X
LJSZOIT,X,X,O,O,O,O,X,X,X
LJSOTIZ,X,X,O,X,X,X,X,X,X
LJSOTZI,X,X,O,X,X,O,X,X,X
LJSOITZ,X,X,O,X,X,X,X,X,X
LJSOIZT,X,X,O,O,O,O,X,X,X
LJSOZTI,X,X,O,X,O,O,X,X,X
LJSOZIT,X,X,O,O,O,O,X,X,X
LJZTISO,X,X,X,X,X,X,X,X,X
LJZTIOS,X,X,X,O,O,O,X,X,X
LJZTSIO,X,X,X,X,X,O,X,X,X
LJZTSOI,X,X,X,X,X,O,X,X,X
LJZTOIS,X,X,X,O,O,O,X,X,X
LJZTOSI,X,X,X,X,X,O,X,X,X
LJZITSO,X,X,X,X,X,X,X,X,X
LJZITOS,X,X,X,O,O,O,X,X,X
LJZISTO,X,X,X,X,O,O,X,X,X
LJZISOT,X,X,X,O,O,O,X,X,X
LJZIOTS,X,X,X,O,O,O,X,X,X
LJZIOST,X,X,X,O,O,O,X,X,X
LJZSTIO,X,X,X,X,O,O,X,X,X
LJZSTOI,X,X,X,X,O,O,X,X,X
LJZSITO,X,X,X,X,O,O,X,X,X
LJZSIOT,X,X,X,O,O,O,X,X,X
LJZSOTI,X,X,X,X,O,O,X,X,X
LJZSOIT,X,X,X,O,O,O,X,X,X
LJZOTIS,X,X,X,O,O,O,X,X,X
LJZOTSI,X,X,X,X,X,O,X,X,X
LJZOITS,X,X,X,O,O,O,X,X,X
LJZOIST,X,X,X,O,O,O,X,X,X
LJZOSTI,X,X,X,X,O,O,X,X,X
LJZOSIT,X,X,X,O,O,O,X,X,X
LJOTISZ,X,O,X,X,X,X,X,O,X
LJOTIZS,X,X,X,O,X,X,X,O,O
LJOTSIZ,X,O,X,X,X,X,X,X,X
LJOTSZI,X,O,X,X,X,O,X,X,O
LJOTZIS,X,X,X,O,X,O,X,X,O
LJOTZSI,X,O,X,X,X,O,X,X,O
LJOITSZ,X,X,X,X,X,X,X,O,X
LJOITZS,X,X,X,O,X,X,X,O,X
LJOISTZ,X,X,O,X,X,X,X,X,X
LJOISZT,X,X,O,O,X,O,X,X,X
LJOIZTS,X,X,X,O,O,O,X,X,X
LJOIZST,X,X,X,O,O,O,X,X,X
LJOSTIZ,X,X,O,X,X,X,X,X,X
LJOSTZI,X,X,O,X,X,O,X,X,X
LJOSITZ,X,X,O,X,X,X,X,X,X
LJOSIZT,X,X,O,O,O,O,X,X,X
LJOSZTI,X,X,O,X,O,O,X,X,X
LJOSZIT,X,X,O,O,O,O,X,X,X
LJOZTIS,X,X,X,O,O,O,X,X,X
LJOZTSI,X,X,X,X,X,O,X,X,X
LJOZITS,X,X,X,O,O,O,X,X,X
LJOZIST,X,X,X,O,O,O,X,X,X
LJOZSTI,X,X,X,X,O,O,X,X,X
LJOZSIT,X,X,X,O,O,O,X,X,X
LSTIJZO,X,X,X,X,X,X,O,X,X
LSTIJOZ,X,X,X,X,X,X,O,X,X
LSTIZJO,X,X,X,X,O,X,O,X,X
LSTIZOJ,X,X,X,X,O,X,O,X,X
LSTIOJZ,X,X,X,X,X,X,O,X,X
LSTIOZJ,X,X,X,X,O,X,O,X,X
LSTJIZO,X,X,X,X,X,X,O,X,X
LSTJIOZ,X,X,X,X,X,X,O,X,X
LSTJZIO,X,X,X,X,X,O,O,X,X
LSTJZOI,X,X,X,X,X,O,O,X,X
LSTJOIZ,X,X,X,X,X,X,O,X,X
LSTJOZI,X,X,X,X,X,O,O,X,X
LSTZIJO,X,X,X,X,O,O,O,X,X
LSTZIOJ,X,X,X,X,O,O,O,X,X
LSTZJIO,X,X,X,X,O,O,O,X,X
LSTZJOI,X,X,X,X,O,O,O,X,X
LSTZOIJ,X,X,X,X,O,O,O,X,X
LSTZOJI,X,X,X,X,O,O,O,X,X
LSTOIJZ,X,X,X,X,X,X,O,X,X
LSTOIZJ,X,X,X,X,O,X,O,X,X
LSTOJIZ,X,X,X,X,X,X,O,X,X
LSTOJZI,X,X,X,X,X,O,O,X,X
LSTOZIJ,X,X,X,X,O,O,O,X,X
LSTOZJI,X,X,X,X,O,O,O,X,X
LSITJZO,X,X,X,X,X,X,O,X,X
LSITJOZ,X,X,X,X,X,X,O,X,X
LSITZJO,X,X,X,X,O,X,O,X,X
LSITZOJ,X,X,X,X,O,X,O,X,X
LSITOJZ,X,X,X,X,X,X,O,X,X
LSITOZJ,X,X,X,X,O,X,O,X,X
LSIJTZO,X,X,O,X,X,X,X,X,X
LSIJTOZ,X,X,O,X,X,X,X,X,X
LSIJZTO,X,X,O,X,O,O,X,X,X
LSIJZOT,X,X,O,O,O,O,X,X,X
LSIJOTZ,X,X,O,X,X,X,X,X,X
LSIJOZT,X,X,O,O,O,O,X,X,X
LSIZTJO,X,X,X,X,O,O,X,X,X
LSIZTOJ,X,X,X,X,O,O,X,X,X
LSIZJTO,X,X,X,X,O,O,X,X,X
LSIZJOT,X,X,X,O,O,O,X,X,X
LSIZOTJ,X,X,X,X,O,O,X,X,X
LSIZOJT,X,X,X,O,O,O,X,X,X
LSIOTJZ,X,X,X,X,X,X,O,X,X
LSIOTZJ,X,X,X,X,O,X,O,X,X
LSIOJTZ,X,X,O,X,X,X,X,X,X
LSIOJZT,X,X,O,O,O,O,X,X,X
LSIOZTJ,X,X,X,X,O,O,X,X,X
LSIOZJT,X,X,X,O,O,O,X,X,X
LSJTIZO,X,X,O,X,X,X,X,X,X
LSJTIOZ,X,X,O,X,X,X,X,X,X
LSJTZIO,X,X,O,X,X,O,X,X,X
LSJTZOI,X,X,O,X,X,O,X,X,X
LSJTOIZ,X,X,O,X,X,X,X,X,X
LSJTOZI,X,X,O,X,X,O,X,X,X
LSJITZO,X,X,O,X,X,X,X,X,X
LSJITOZ,X,X,O,X,X,X,X,X,X
LSJIZTO,X,X,O,X,O,O,X,X,X
LSJIZOT,X,X,O,O,O,O,X,X,X
LSJIOTZ,X,X,O,X,X,X,X,X,X
LSJIOZT,X,X,O,O,O,O,X,X,X
LSJZTIO,X,X,O,X,O,O,X,X,X
LSJZTOI,X,X,O,X,O,O,X,X,X
LSJZITO,X,X,O,X,O,O,X,X,X
LSJZIOT,X,X,O,O,O,O,X,X,X
LSJZOTI,X,X,O,X,O,O,X,X,X
LSJZOIT,X,X,O,O,O,O,X,X,X
LSJOTIZ,X,X,O,X,X,X,X,X,X
LSJOTZI,X,X,O,X,X,O,X,X,X
LSJOITZ,X,X,O,X,X,X,X,X,X
LSJOIZT,X,X,O,O,O,O,X,X,X
LSJOZTI,X,X,O,X,O,O,X,X,X
LSJOZIT,X,X,O,O,O,O,X,X,X
LSZTIJO,X,X,X,X,O,O,X,X,X
LSZTIOJ,X,X,X,X,O,O,X,X,X
LSZTJIO,X,X,X,X,O,O,X,X,X
LSZTJOI,X,X,X,X,O,O,X,X,X
LSZTOIJ,X,X,X,X,O,O,X,X,X
LSZTOJI,X,X,X,X,O,O,X,X,X
LSZITJO,X,X,X,X,O,O,X,X,X
LSZITOJ,X,X,X,X,O,O,X,X,X
LSZIJTO,X,X,X,X,O,O,X,X,X
LSZIJOT,X,X,X,O,O,O,X,X,X
LSZIOTJ,X,X,X,X,O,O,X,X,X
LSZIOJT,X,X,X,O,O,O,X,X,X
LSZJTIO,X,X,X,X,O,O,X,X,X
LSZJTOI,X,X,X,X,O,O,X,X,X
LSZJITO,X,X,X,X,O,O,X,X,X
LSZJIOT,X,X,X,O,O,O,X,X,X
LSZJOTI,X,X,X,X,O,O,X,X,X
LSZJOIT,X,X,X,O,O,O,X,X,X
LSZOTIJ,X,X,X,X,O,O,X,X,X
LSZOTJI,X,X,X,X,O,O,X,X,X
LSZOITJ,X,X,X,X,O,O,X,X,X
LSZOIJT,X,X,X,O,O,O,X,X,X
LSZOJTI,X,X,X,X,O,O,X,X,X
LSZOJIT,X,X,X,O,O,O,X,X,X
LSOTIJZ,X,X,X,X,X,X,O,X,X
LSOTIZJ,X,X,X,X,O,X,O,X,X
LSOTJIZ,X,X,X,X,X,X,O,X,X
LSOTJZI,X,X,X,X,X,O,O,X,X
LSOTZIJ,X,X,X,X,O,O,O,X,X
LSOTZJI,X,X,X,X,O,O,O,X,X
LSOITJZ,X,X,X,X,X,X,O,X,X
LSOITZJ,X,X,X,X,O,X,O,X,X
LSOIJTZ,X,X,O,X,X,X,X,X,X
LSOIJZT,X,X,O,O,O,O,X,X,X
LSOIZTJ,X,X,X,X,O,O,X,X,X
LSOIZJT,X,X,X,O,O,O,X,X,X
LSOJTIZ,X,X,O,X,X,X,X,X,X
LSOJTZI,X,X,O,X,X,O,X,X,X
LSOJITZ,X,X,O,X,X,X,X,X,X
LSOJIZT,X,X,O,O,O,O,X,X,X
LSOJZTI,X,X,O,X,O,O,X,X,X
LSOJZIT,X,X,O,O,O,O,X,X,X
LSOZTIJ,X,X,X,X,O,O,X,X,X
LSOZTJI,X,X,X,X,O,O,X,X,X
LSOZITJ,X,X,X,X,O,O,X,X,X
LSOZIJT,X,X,X,O,O,O,X,X,X
LSOZJTI,X,X,X,X,O,O,X,X,X
LSOZJIT,X,X,X,O,O,O,X,X,X
LZTIJSO,X,X,X,X,X,X,X,X,X
LZTIJOS,X,X,X,O,O,O,X,X,X
LZTISJO,O,X,X,X,O,X,X,X,X
LZTISOJ,O,X,X,X,O,X,X,X,X
LZTIOJS,X,X,X,O,O,O,X,X,X
LZTIOSJ,O,X,X,X,O,X,X,X,X
LZTJISO,X,X,X,X,X,X,X,X,X
LZTJIOS,X,X,X,O,O,O,X,X,X
LZTJSIO,X,X,X,X,X,O,X,X,X
LZTJSOI,X,X,X,X,X,O,X,X,X
LZTJOIS,X,X,X,O,O,O,X,X,X
LZTJOSI,X,X,X,X,X,O,X,X,X
LZTSIJO,O,X,X,X,O,O,X,X,X
LZTSIOJ,O,X,X,X,O,O,X,X,X
LZTSJIO,O,X,X,X,O,O,X,X,X
LZTSJOI,O,X,X,X,O,O,X,X,X
LZTSOIJ,O,X,X,X,O,O,X,X,X
LZTSOJI,O,X,X,X,O,O,X,X,X
LZTOIJS,X,X,X,O,O,O,X,X,X
LZTOISJ,O,X,X,X,O,X,X,X,X
LZTOJIS,X,X,X,O,O,O,X,X,X
LZTOJSI,X,X,X,X,X,O,X,X,X
LZTOSIJ,O,X,X,X,O,O,X,X,X
LZTOSJI,O,X,X,X,O,O,X,X,X
LZITJSO,X,X,X,X,X,X,X,X,X
LZITJOS,X,X,X,O,O,O,X,X,X
LZITSJO,O,X,X,X,O,X,X,X,X
LZITSOJ,O,X,X,X,O,X,X,X,X
LZITOJS,X,X,X,O,O,O,X,X,X
LZITOSJ,O,X,X,X,O,X,X,X,X
LZIJTSO,X,X,X,X,X,X,X,X,X
LZIJTOS,X,X,X,O,O,O,X,X,X
LZIJSTO,X,X,X,X,O,O,X,X,X
LZIJSOT,X,X,X,O,O,O,X,X,X
LZIJOTS,X,X,X,O,O,O,X,X,X
LZIJOST,X,X,X,O,O,O,X,X,X
LZISTJO,X,X,X,X,O,O,X,X,X
LZISTOJ,O,X,X,X,O,O,X,X,X
LZISJTO,X,X,X,X,O,O,X,X,X
LZISJOT,O,X,X,O,O,O,X,X,X
LZISOTJ,O,X,X,X,O,O,X,X,X
LZISOJT,O,X,X,O,O,O,X,X,X
LZIOTJS,X,X,X,O,O,O,X,X,X
LZIOTSJ,O,X,X,X,O,X,X,X,X
LZIOJTS,X,X,X,O,O,O,X,X,X
LZIOJST,X,X,X,O,O,O,X,X,X
LZIOSTJ,O,X,X,X,O,O,X,X,X
LZIOSJT,O,X,X,O,O,O,X,X,X
LZJTISO,X,X,X,X,X,X,X,X,X
LZJTIOS,X,X,X,O,O,O,X,X,X
LZJTSIO,X,X,X,X,X,O,X,X,X
LZJTSOI,X,X,X,X,X,O,X,X,X
LZJTOIS,X,X,X,O,O,O,X,X,X
LZJTOSI,X,X,X,X,X,O,X,X,X
LZJITSO,X,X,X,X,X,X,X,X,X
LZJITOS,X,X,X,O,O,O,X,X,X
LZJISTO,X,X,X,X,O,O,X,X,X
LZJISOT,X,X,X,O,O,O,X,X,X
LZJIOTS,X,X,X,O,O,O,X,X,X
LZJIOST,X,X,X,O,O,O,X,X,X
LZJSTIO,X,X,X,X,O,O,X,X,X
LZJSTOI,X,X,X,X,O,O,X,X,X
LZJSITO,X,X,X,X,O,O,X,X,X
LZJSIOT,X,X,X,O,O,O,X,X,X
LZJSOTI,X,X,X,X,O,O,X,X,X
LZJSOIT,X,X,X,O,O,O,X,X,X
LZJOTIS,X,X,X,O,O,O,X,X,X
LZJOTSI,X,X,X,X,X,O,X,X,X
LZJOITS,X,X,X,O,O,O,X,X,X
LZJOIST,X,X,X,O,O,O,X,X,X
LZJOSTI,X,X,X,X,O,O,X,X,X
LZJOSIT,X,X,X,O,O,O,X,X,X
LZSTIJO,O,X,X,X,O,O,X,X,X
LZSTIOJ,O,X,X,X,O,O,X,X,X
LZSTJIO,O,X,X,X,O,O,X,X,X
LZSTJOI,O,X,X,X,O,O,X,X,X
LZSTOIJ,O,X,X,X,O,O,X,X,X
LZSTOJI,O,X,X,X,O,O,X,X,X
LZSITJO,X,X,X,X,O,O,X,X,X
LZSITOJ,O,X,X,X,O,O,X,X,X
LZSIJTO,X,X,X,X,O,O,X,X,X
LZSIJOT,O,X,X,O,O,O,X,X,X
LZSIOTJ,O,X,X,X,O,O,X,X,X
LZSIOJT,O,X,X,O,O,O,X,X,X
LZSJTIO,X,X,X,X,O,O,X,X,X
LZSJTOI,X,X,X,X,O,O,X,X,X
LZSJITO,X,X,X,X,O,O,X,X,X
LZSJIOT,O,X,X,O,O,O,X,X,X
LZSJOTI,O,X,X,X,O,O,X,X,X
LZSJOIT,O,X,X,O,O,O,X,X,X
LZSOTIJ,O,X,X,X,O,O,X,X,X
LZSOTJI,O,X,X,X,O,O,X,X,X
LZSOITJ,O,X,X,X,O,O,X,X,X
LZSOIJT,O,X,X,O,O,O,X,X,X
LZSOJTI,O,X,X,X,O,O,X,X,X
LZSOJIT,O,X,X,O,O,O,X,X,X
LZOTIJS,X,X,X,O,O,O,X,X,X
LZOTISJ,O,X,X,X,O,X,X,X,X
LZOTJIS,X,X,X,O,O,O,X,X,X
LZOTJSI,X,X,X,X,X,O,X,X,X
LZOTSIJ,O,X,X,X,O,O,X,X,X
LZOTSJI,O,X,X,X,O,O,X,X,X
LZOITJS,X,X,X,O,O,O,X,X,X
LZOITSJ,O,X,X,X,O,X,X,X,X
LZOIJTS,X,X,X,O,O,O,X,X,X
LZOIJST,X,X,X,O,O,O,X,X,X
LZOISTJ,O,X,X,X,O,O,X,X,X
LZOISJT,O,X,X,O,O,O,X,X,X
LZOJTIS,X,X,X,O,O,O,X,X,X
LZOJTSI,X,X,X,X,X,O,X,X,X
LZOJITS,X,X,X,O,O,O,X,X,X
LZOJIST,X,X,X,O,O,O,X,X,X
LZOJSTI,X,X,X,X,O,O,X,X,X
LZOJSIT,X,X,X,O,O,O,X,X,X
LZOSTIJ,O,X,X,X,O,O,X,X,X
LZOSTJI,O,X,X,X,O,O,X,X,X
LZOSITJ,O,X,X,X,O,O,X,X,X
LZOSIJT,O,X,X,O,O,O,X,X,X
LZOSJTI,O,X,X,X,O,O,X,X,X
LZOSJIT,O,X,X,O,O,O,X,X,X
LOTIJSZ,X,O,X,X,X,X,X,O,X
LOTIJZS,X,X,X,O,X,X,O,O,O
LOTISJZ,X,O,X,X,X,X,O,O,X
LOTISZJ,X,O,X,X,X,X,O,O,X
LOTIZJS,X,X,X,O,O,X,O,O,O
LOTIZSJ,O,X,X,X,O,X,O,O,O
LOTJISZ,X,O,X,X,X,X,X,O,X
LOTJIZS,X,X,X,O,X,X,O,O,O
LOTJSIZ,X,O,X,X,X,X,O,X,X
LOTJSZI,X,O,X,X,X,O,O,X,O
LOTJZIS,X,X,X,O,X,O,O,X,O
LOTJZSI,X,O,X,X,X,O,X,X,O
