sequence,v115@9gC8GeD8EeE8DeI8BeA8Jex6IvhFXcBTeBCiB2rBln?B0sB,v115@9gC8GeD8EeE8DeI8BeA8Jex6IvhFmcBqiBTeBFhB3m?B0sB,v115@9gC8GeD8EeE8DeI8BeA8Jex6IvhFXcB8hBSjB2rBln?BzsB,v115@9gC8GeD8EeE8DeI8BeA8Jex6IvhFXcBcjBTmB6sBFn?BmsB,v115@9gC8GeD8EeE8DeI8BeA8Jex6IvhFTeBFhB0iB3mBmm?BqsB,v115@9gC8GeD8EeE8DeI8BeA8Jex6IvhFeiBCeBFhBXjBTm?B0sB,v115@9gC8GeD8EeE8DeI8BeA8Jex6IvhFcjBFhB6nB3mBmm?BzsB
LJZSOTI,O,X,O,X,X,X,X
LJZSOIT,O,X,O,X,X,X,X
LJZOTIS,X,X,X,O,X,X,X
LJZOTSI,X,X,X,O,X,X,X
LJZOITS,X,X,X,O,X,X,X
LJZOIST,O,X,O,O,X,X,X
LJZOSTI,O,X,O,O,X,X,X
LJZOSIT,O,X,O,O,X,X,X
LJOTISZ,O,O,X,X,X,X,X
LJOTIZS,O,O,X,X,X,X,X
LJOTSIZ,O,O,X,X,X,X,X
LJOTSZI,O,X,X,X,X,X,X
LJOTZIS,O,O,X,X,X,X,X
LJOTZSI,O,X,X,X,X,X,X
LJOITSZ,O,O,X,X,X,X,X
LJOITZS,O,O,X,X,X,X,X
LJOISTZ,O,O,X,X,X,X,X
LJOISZT,O,O,O,O,X,X,X
LJOIZTS,X,X,X,O,X,X,X
LJOIZST,O,X,O,O,X,X,X
LJOSTIZ,O,O,X,X,X,X,X
LJOSTZI,O,O,X,X,X,X,X
LJOSITZ,O,O,X,X,X,X,X
LJOSIZT,O,O,O,O,X,X,X
LJOSZTI,O,X,O,O,X,X,X
LJOSZIT,O,O,O,O,X,X,X
LJOZTIS,X,X,X,O,X,X,X
LJOZTSI,X,X,X,O,X,X,X
LJOZITS,X,X,X,O,X,X,X
LJOZIST,O,X,O,O,X,X,X
LJOZSTI,O,X,O,O,X,X,X
LJOZSIT,O,X,O,O,X,X,X
LSTIJZO,X,O,O,X,X,X,O
LSTIJOZ,X,O,X,X,X,X,X
LSTIZJO,X,O,X,X,X,X,O
LSTIZOJ,X,O,X,X,O,X,O
LSTIOJZ,X,O,X,X,X,X,X
LSTIOZJ,X,O,X,X,X,X,O
LSTJIZO,X,O,O,X,X,X,O
LSTJIOZ,X,O,X,X,X,X,X
LSTJZIO,X,O,O,X,X,X,O
LSTJZOI,X,O,O,X,X,X,O
LSTJOIZ,X,O,X,X,X,X,X
LSTJOZI,X,O,X,X,X,X,X
LSTZIJO,X,O,X,X,X,X,O
LSTZIOJ,X,O,X,X,O,X,O
LSTZJIO,X,O,X,X,X,X,O
LSTZJOI,X,O,X,X,X,X,O
LSTZOIJ,X,O,X,X,O,X,O
LSTZOJI,X,O,X,X,O,X,O
LSTOIJZ,X,O,X,X,X,X,X
LSTOIZJ,X,O,X,X,X,X,O
LSTOJIZ,X,O,X,X,X,X,X
LSTOJZI,X,O,X,X,X,X,X
LSTOZIJ,X,O,X,X,X,X,O
LSTOZJI,X,O,X,X,X,X,O
LSITJZO,X,O,O,X,X,X,O
LSITJOZ,X,O,X,X,X,X,X
LSITZJO,X,O,X,X,X,X,O
LSITZOJ,X,O,X,X,O,X,O
LSITOJZ,X,O,X,X,X,X,X
LSITOZJ,X,O,X,X,X,X,O
LSIJTZO,O,O,O,X,X,X,O
LSIJTOZ,O,O,X,X,X,X,X
LSIJZTO,X,O,O,X,X,X,O
LSIJZOT,O,O,O,X,X,X,X
LSIJOTZ,O,O,X,X,X,X,X
LSIJOZT,O,O,O,X,X,X,X
LSIZTJO,X,O,X,X,X,X,O
LSIZTOJ,X,O,X,X,O,X,O
LSIZJTO,X,O,O,X,X,X,O
LSIZJOT,X,O,O,X,X,X,X
LSIZOTJ,X,O,X,O,O,X,O
LSIZOJT,X,O,X,O,X,X,X
LSIOTJZ,X,O,X,X,X,X,X
LSIOTZJ,X,O,X,O,X,X,O
LSIOJTZ,O,O,X,X,X,X,X
LSIOJZT,O,O,O,O,X,X,X
LSIOZTJ,X,O,X,O,X,X,O
LSIOZJT,X,O,X,O,X,X,X
LSJTIZO,O,O,O,X,X,X,O
LSJTIOZ,O,O,X,X,X,X,X
LSJTZIO,O,O,O,X,X,X,O
LSJTZOI,O,O,O,X,X,X,O
LSJTOIZ,O,O,X,X,X,X,X
LSJTOZI,O,O,X,X,X,X,X
LSJITZO,O,O,O,X,X,X,O
LSJITOZ,O,O,X,X,X,X,X
LSJIZTO,X,O,O,X,X,X,O
LSJIZOT,O,O,O,X,X,X,X
LSJIOTZ,O,O,X,X,X,X,X
LSJIOZT,O,O,O,X,X,X,X
LSJZTIO,X,O,O,X,X,X,O
LSJZTOI,X,O,O,X,X,X,O
LSJZITO,X,O,O,X,X,X,O
LSJZIOT,O,O,O,X,X,X,X
LSJZOTI,O,O,O,X,X,X,X
LSJZOIT,O,O,O,X,X,X,X
LSJOTIZ,O,O,X,X,X,X,X
LSJOTZI,O,O,X,X,X,X,X
LSJOITZ,O,O,X,X,X,X,X
LSJOIZT,O,O,O,X,X,X,X
LSJOZTI,O,X,O,X,X,X,X
LSJOZIT,O,O,O,X,X,X,X
LSZTIJO,X,O,X,X,X,X,O
LSZTIOJ,X,O,X,X,O,X,O
LSZTJIO,X,O,X,X,X,X,O
LSZTJOI,X,O,X,X,X,X,O
LSZTOIJ,X,O,X,X,O,X,O
LSZTOJI,X,O,X,X,O,X,O
LSZITJO,X,O,X,X,X,X,O
LSZITOJ,X,O,X,X,O,X,O
LSZIJTO,X,O,O,X,X,X,O
LSZIJOT,X,O,O,X,X,X,X
LSZIOTJ,X,O,X,O,O,X,O
LSZIOJT,X,O,X,O,X,X,X
LSZJTIO,X,O,O,X,X,X,O
LSZJTOI,X,O,O,X,X,X,O
LSZJITO,X,O,O,X,X,X,O
LSZJIOT,X,O,O,X,X,X,X
LSZJOTI,X,O,O,X,X,X,X
LSZJOIT,X,O,O,X,X,X,X
LSZOTIJ,X,O,X,O,O,X,O
LSZOTJI,X,O,X,O,O,X,O
LSZOITJ,X,O,X,O,O,X,O
LSZOIJT,X,O,X,O,X,X,X
LSZOJTI,X,O,X,O,X,X,X
LSZOJIT,X,O,X,O,X,X,X
LSOTIJZ,X,O,X,X,X,X,X
LSOTIZJ,X,O,X,O,X,X,O
LSOTJIZ,X,O,X,X,X,X,X
LSOTJZI,X,O,X,X,X,X,X
LSOTZIJ,X,O,X,O,X,X,O
LSOTZJI,X,O,X,O,X,X,O
LSOITJZ,X,O,X,X,X,X,X
LSOITZJ,X,O,X,O,X,X,O
LSOIJTZ,O,O,X,X,X,X,X
LSOIJZT,O,O,O,O,X,X,X
LSOIZTJ,X,O,X,O,X,X,O
LSOIZJT,X,O,X,O,X,X,X
LSOJTIZ,O,O,X,X,X,X,X
LSOJTZI,O,O,X,X,X,X,X
LSOJITZ,O,O,X,X,X,X,X
LSOJIZT,O,O,O,O,X,X,X
LSOJZTI,O,X,O,O,X,X,X
LSOJZIT,O,O,O,O,X,X,X
LSOZTIJ,X,O,X,O,X,X,O
LSOZTJI,X,O,X,O,X,X,O
LSOZITJ,X,O,X,O,X,X,O
LSOZIJT,X,O,X,O,X,X,X
LSOZJTI,X,X,X,O,X,X,X
LSOZJIT,X,O,X,O,X,X,X
LZTIJSO,X,O,O,X,X,O,X
LZTIJOS,X,O,O,X,X,X,X
LZTISJO,X,O,X,X,X,O,O
LZTISOJ,X,O,X,X,X,X,O
LZTIOJS,X,O,X,O,X,X,X
LZTIOSJ,X,O,X,O,O,X,X
LZTJISO,X,O,O,X,X,O,X
LZTJIOS,X,O,O,X,X,X,X
LZTJSIO,X,O,O,X,X,O,X
LZTJSOI,X,O,O,X,X,O,X
LZTJOIS,X,O,O,X,X,X,X
LZTJOSI,X,O,O,X,X,X,X
LZTSIJO,X,O,X,X,X,O,O
LZTSIOJ,X,O,X,X,X,X,O
LZTSJIO,X,O,X,X,X,O,O
LZTSJOI,X,O,X,X,X,O,O
LZTSOIJ,X,O,X,X,X,X,O
LZTSOJI,X,O,X,X,X,X,O
LZTOIJS,X,O,X,O,X,X,X
LZTOISJ,X,O,X,O,O,X,X
LZTOJIS,X,O,X,O,X,X,X
LZTOJSI,X,O,X,O,X,X,X
LZTOSIJ,X,O,X,O,O,X,X
LZTOSJI,X,O,X,O,O,X,X
LZITJSO,X,O,O,X,X,O,X
LZITJOS,X,O,O,X,X,X,X
LZITSJO,X,O,X,X,X,O,O
LZITSOJ,X,O,X,X,X,X,O
LZITOJS,X,O,X,O,X,X,X
LZITOSJ,X,O,X,O,O,X,X
LZIJTSO,X,O,O,X,X,O,X
LZIJTOS,X,O,X,X,X,X,X
LZIJSTO,X,O,O,X,X,O,X
LZIJSOT,X,O,O,X,X,O,X
LZIJOTS,X,O,X,O,X,X,X
LZIJOST,X,O,O,O,X,X,X
LZISTJO,X,O,X,X,X,O,O
LZISTOJ,X,O,X,X,O,X,O
LZISJTO,X,O,O,X,X,O,O
LZISJOT,X,O,O,X,X,O,X
LZISOTJ,X,O,X,O,O,X,O
LZISOJT,X,O,X,O,X,O,X
LZIOTJS,X,O,X,O,X,X,X
LZIOTSJ,X,O,X,O,O,X,X
LZIOJTS,X,O,X,O,X,X,X
LZIOJST,X,O,X,O,X,X,X
LZIOSTJ,X,O,X,O,O,X,X
LZIOSJT,X,O,X,O,X,X,X
LZJTISO,X,O,O,X,X,O,X
LZJTIOS,X,O,X,X,X,X,X
LZJTSIO,X,O,O,X,X,O,X
LZJTSOI,X,O,O,X,X,O,X
LZJTOIS,X,O,X,X,X,X,X
LZJTOSI,X,O,X,X,X,X,X
LZJITSO,X,O,O,X,X,O,X
LZJITOS,X,O,X,X,X,X,X
LZJISTO,X,O,O,X,X,O,X
LZJISOT,X,O,O,X,X,O,X
LZJIOTS,X,O,X,O,X,X,X
LZJIOST,X,O,O,O,X,X,X
LZJSTIO,X,O,O,X,X,O,X
LZJSTOI,X,O,O,X,X,O,X
LZJSITO,X,O,O,X,X,O,X
LZJSIOT,X,O,O,X,X,O,X
LZJSOTI,X,O,O,X,X,O,X
LZJSOIT,X,O,O,X,X,O,X
LZJOTIS,X,O,X,O,X,X,X
LZJOTSI,X,O,X,O,X,X,X
LZJOITS,X,O,X,O,X,X,X
LZJOIST,X,O,O,O,X,X,X
LZJOSTI,X,O,O,O,X,X,X
LZJOSIT,X,O,O,O,X,X,X
LZSTIJO,X,O,X,X,X,O,O
LZSTIOJ,X,O,X,X,O,X,O
LZSTJIO,X,O,X,X,X,O,O
LZSTJOI,X,O,X,X,X,O,O
LZSTOIJ,X,O,X,X,O,X,O
LZSTOJI,X,O,X,X,O,X,O
LZSITJO,X,O,X,X,X,O,O
LZSITOJ,X,O,X,X,O,X,O
LZSIJTO,X,O,O,X,X,O,O
LZSIJOT,X,O,O,X,X,O,X
LZSIOTJ,X,O,X,O,O,X,O
LZSIOJT,X,O,X,O,X,O,X
LZSJTIO,X,O,O,X,X,O,O
LZSJTOI,X,O,O,X,X,O,O
LZSJITO,X,O,O,X,X,O,O
LZSJIOT,X,O,O,X,X,O,X
LZSJOTI,X,O,O,X,X,O,X
LZSJOIT,X,O,O,X,X,O,X
LZSOTIJ,X,O,X,O,O,X,O
LZSOTJI,X,O,X,O,O,X,O
LZSOITJ,X,O,X,O,O,X,O
LZSOIJT,X,O,X,O,X,O,X
LZSOJTI,X,O,X,O,X,O,X
LZSOJIT,X,O,X,O,X,O,X
LZOTIJS,X,O,X,O,X,X,X
LZOTISJ,X,O,X,O,O,X,X
LZOTJIS,X,O,X,O,X,X,X
LZOTJSI,X,O,X,O,X,X,X
LZOTSIJ,X,O,X,O,O,X,X
LZOTSJI,X,O,X,O,O,X,X
LZOITJS,X,O,X,O,X,X,X
LZOITSJ,X,O,X,O,O,X,X
LZOIJTS,X,O,X,O,X,X,X
LZOIJST,X,O,X,O,X,X,X
LZOISTJ,X,O,X,O,O,X,X
LZOISJT,X,O,X,O,X,X,X
LZOJTIS,X,O,X,O,X,X,X
LZOJTSI,X,O,X,O,X,X,X
LZOJITS,X,O,X,O,X,X,X
LZOJIST,X,O,X,O,X,X,X
LZOJSTI,X,O,X,O,X,X,X
LZOJSIT,X,O,X,O,X,X,X
LZOSTIJ,X,O,X,O,O,X,X
LZOSTJI,X,O,X,O,O,X,X
LZOSITJ,X,O,X,O,O,X,X
LZOSIJT,X,O,X,O,X,X,X
LZOSJTI,X,O,X,O,X,X,X
LZOSJIT,X,O,X,O,X,X,X
LOTIJSZ,O,O,X,X,X,X,X
LOTIJZS,O,O,O,X,X,X,X
LOTISJZ,X,O,X,X,X,X,X
LOTISZJ,X,O,X,O,X,X,X
LOTIZJS,X,O,X,O,X,X,X
LOTIZSJ,X,X,X,O,O,X,X
LOTJISZ,O,O,X,X,X,X,X
LOTJIZS,O,O,O,X,X,X,X
LOTJSIZ,O,O,X,X,X,X,X
LOTJSZI,O,X,X,X,X,X,X
LOTJZIS,O,O,O,X,X,X,X
LOTJZSI,O,X,O,X,X,X,X
LOTSIJZ,X,O,X,X,X,X,X
LOTSIZJ,X,O,X,O,X,X,X
LOTSJIZ,X,O,X,X,X,X,X
LOTSJZI,X,O,X,X,X,X,X
LOTSZIJ,X,O,X,O,X,X,X
LOTSZJI,X,O,X,O,X,X,X
LOTZIJS,X,O,X,O,X,X,X
LOTZISJ,X,X,X,O,O,X,X
LOTZJIS,X,O,X,O,X,X,X
LOTZJSI,X,X,X,O,X,X,X
LOTZSIJ,X,X,X,O,O,X,X
LOTZSJI,X,X,X,O,O,X,X
LOITJSZ,O,O,X,X,X,X,X
LOITJZS,O,O,O,X,X,X,X
LOITSJZ,X,O,X,X,X,X,X
LOITSZJ,X,O,X,O,X,X,X
LOITZJS,X,O,X,O,X,X,X
LOITZSJ,X,X,X,O,O,X,X
LOIJTSZ,O,O,X,X,X,X,X
LOIJTZS,O,O,X,X,X,X,X
LOIJSTZ,O,O,X,X,X,X,X
LOIJSZT,O,O,O,O,X,X,X
LOIJZTS,X,X,X,O,X,X,X
LOIJZST,O,X,O,O,X,X,X
LOISTJZ,X,O,X,X,X,X,X
LOISTZJ,X,O,X,O,X,X,X
LOISJTZ,O,O,X,X,X,X,X
LOISJZT,O,O,O,O,X,X,X
LOISZTJ,X,O,X,O,X,X,X
LOISZJT,X,O,X,O,X,X,X
LOIZTJS,X,O,X,O,X,X,X
LOIZTSJ,X,X,X,O,O,X,X
LOIZJTS,X,X,X,O,X,X,X
LOIZJST,X,X,X,O,X,X,X
LOIZSTJ,X,O,X,O,O,X,X
LOIZSJT,X,O,X,O,X,X,X
LOJTISZ,O,O,X,X,X,X,X
LOJTIZS,O,O,X,X,X,X,X
LOJTSIZ,O,O,X,X,X,X,X
LOJTSZI,O,X,X,X,X,X,X
LOJTZIS,O,O,X,X,X,X,X
LOJTZSI,O,X,X,X,X,X,X
LOJITSZ,O,O,X,X,X,X,X
LOJITZS,O,O,X,X,X,X,X
LOJISTZ,O,O,X,X,X,X,X
LOJISZT,O,O,O,O,X,X,X
LOJIZTS,X,X,X,O,X,X,X
LOJIZST,O,X,O,O,X,X,X
LOJSTIZ,O,O,X,X,X,X,X
LOJSTZI,O,O,X,X,X,X,X
LOJSITZ,O,O,X,X,X,X,X
LOJSIZT,O,O,O,O,X,X,X
LOJSZTI,O,X,O,O,X,X,X
LOJSZIT,O,O,O,O,X,X,X
LOJZTIS,X,X,X,O,X,X,X
LOJZTSI,X,X,X,O,X,X,X
LOJZITS,X,X,X,O,X,X,X
LOJZIST,O,X,O,O,X,X,X
LOJZSTI,O,X,O,O,X,X,X
LOJZSIT,O,X,O,O,X,X,X
LOSTIJZ,X,O,X,X,X,X,X
LOSTIZJ,X,O,X,O,X,X,X
LOSTJIZ,X,O,X,X,X,X,X
LOSTJZI,X,O,X,X,X,X,X
LOSTZIJ,X,O,X,O,X,X,X
LOSTZJI,X,O,X,O,X,X,X
LOSITJZ,X,O,X,X,X,X,X
LOSITZJ,X,O,X,O,X,X,X
LOSIJTZ,O,O,X,X,X,X,X
LOSIJZT,O,O,O,O,X,X,X
LOSIZTJ,X,O,X,O,X,X,X
LOSIZJT,X,O,X,O,X,X,X
LOSJTIZ,O,O,X,X,X,X,X
LOSJTZI,O,O,X,X,X,X,X
LOSJITZ,O,O,X,X,X,X,X
LOSJIZT,O,O,O,O,X,X,X
LOSJZTI,O,X,O,O,X,X,X
LOSJZIT,O,O,O,O,X,X,X
LOSZTIJ,X,O,X,O,X,X,X
LOSZTJI,X,O,X,O,X,X,X
LOSZITJ,X,O,X,O,X,X,X
LOSZIJT,X,O,X,O,X,X,X
LOSZJTI,X,X,X,O,X,X,X
LOSZJIT,X,O,X,O,X,X,X
LOZTIJS,X,O,X,O,X,X,X
LOZTISJ,X,X,X,O,O,X,X
LOZTJIS,X,O,X,O,X,X,X
LOZTJSI,X,X,X,O,X,X,X
LOZTSIJ,X,X,X,O,O,X,X
LOZTSJI,X,X,X,O,O,X,X
LOZITJS,X,O,X,O,X,X,X
LOZITSJ,X,X,X,O,O,X,X
LOZIJTS,X,X,X,O,X,X,X
LOZIJST,X,X,X,O,X,X,X
LOZISTJ,X,O,X,O,O,X,X
LOZISJT,X,O,X,O,X,X,X
LOZJTIS,X,X,X,O,X,X,X
LOZJTSI,X,X,X,O,X,X,X
LOZJITS,X,X,X,O,X,X,X
LOZJIST,X,X,X,O,X,X,X
LOZJSTI,X,X,X,O,X,X,X
LOZJSIT,X,X,X,O,X,X,X
LOZSTIJ,X,O,X,O,O,X,X
LOZSTJI,X,O,X,O,O,X,X
LOZSITJ,X,O,X,O,O,X,X
LOZSIJT,X,O,X,O,X,X,X
LOZSJTI,X,X,X,O,X,X,X
LOZSJIT,X,O,X,O,X,X,X
JTILSZO,O,O,O,X,X,X,X
JTILSOZ,O,O,X,X,X,X,X
JTILZSO,O,O,O,X,X,X,X
JTILZOS,O,O,O,X,X,X,X
JTILOSZ,O,O,X,X,X,X,X
JTILOZS,O,O,O,X,X,X,X
JTISLZO,O,O,O,X,X,X,O
JTISLOZ,O,O,X,X,X,X,X
JTISZLO,O,O,O,X,X,X,O
JTISZOL,O,O,O,X,O,X,X
JTISOLZ,O,O,X,X,X,X,X
JTISOZL,O,O,X,X,X,X,X
JTIZLSO,O,O,O,X,X,O,X
JTIZLOS,O,O,O,X,X,X,X
JTIZSLO,O,O,O,X,X,O,O
JTIZSOL,O,O,O,X,X,O,X
JTIZOLS,O,O,O,X,X,X,X
JTIZOSL,O,X,O,X,O,O,X
JTIOLSZ,O,O,X,X,X,X,X
JTIOLZS,O,O,O,X,X,X,X
JTIOSLZ,O,O,X,X,X,X,X
JTIOSZL,O,O,X,X,X,X,X
JTIOZLS,O,O,O,X,X,X,X
JTIOZSL,O,X,O,X,O,X,X
JTLISZO,O,O,O,X,X,X,X
JTLISOZ,O,O,X,X,X,X,X
JTLIZSO,O,O,O,X,X,X,X
JTLIZOS,O,O,O,X,X,X,X
JTLIOSZ,O,O,X,X,X,X,X
JTLIOZS,O,O,O,X,X,X,X
JTLSIZO,O,O,O,X,X,X,X
JTLSIOZ,O,O,X,X,X,X,X
JTLSZIO,O,O,O,X,X,X,X
JTLSZOI,O,O,O,X,X,X,X
JTLSOIZ,O,O,X,X,X,X,X
JTLSOZI,O,O,X,X,X,X,X
JTLZISO,O,O,O,X,X,X,X
JTLZIOS,O,O,O,X,X,X,X
JTLZSIO,O,O,O,X,X,X,X
JTLZSOI,O,O,O,X,X,X,X
JTLZOIS,O,O,O,X,X,X,X
JTLZOSI,O,O,O,X,X,X,X
JTLOISZ,O,O,X,X,X,X,X
JTLOIZS,O,O,O,X,X,X,X
JTLOSIZ,O,O,X,X,X,X,X
JTLOSZI,O,X,X,X,X,X,X
JTLOZIS,O,O,O,X,X,X,X
JTLOZSI,O,X,O,X,X,X,X
JTSILZO,O,O,O,X,X,X,O
JTSILOZ,O,O,X,X,X,X,X
JTSIZLO,O,O,O,X,X,X,O
JTSIZOL,O,O,O,X,O,X,X
JTSIOLZ,O,O,X,X,X,X,X
JTSIOZL,O,O,X,X,X,X,X
JTSLIZO,O,O,O,X,X,X,O
JTSLIOZ,O,O,X,X,X,X,X
JTSLZIO,O,O,O,X,X,X,O
JTSLZOI,O,O,O,X,X,X,O
JTSLOIZ,O,O,X,X,X,X,X
JTSLOZI,O,O,X,X,X,X,X
JTSZILO,O,O,O,X,X,X,O
JTSZIOL,O,O,O,X,O,X,X
JTSZLIO,O,O,O,X,X,X,O
JTSZLOI,O,O,O,X,X,X,O
JTSZOIL,O,O,O,X,O,X,X
JTSZOLI,O,O,O,X,O,X,X
JTSOILZ,O,O,X,X,X,X,X
JTSOIZL,O,O,X,X,X,X,X
JTSOLIZ,O,O,X,X,X,X,X
JTSOLZI,O,O,X,X,X,X,X
JTSOZIL,O,O,X,X,X,X,X
JTSOZLI,O,O,X,X,X,X,X
JTZILSO,O,O,O,X,X,O,X
JTZILOS,O,O,O,X,X,X,X
JTZISLO,O,O,O,X,X,O,O
JTZISOL,O,O,O,X,X,O,X
JTZIOLS,O,O,O,X,X,X,X
JTZIOSL,O,X,O,X,O,O,X
JTZLISO,O,O,O,X,X,O,X
JTZLIOS,O,O,O,X,X,X,X
JTZLSIO,O,O,O,X,X,O,X
JTZLSOI,O,O,O,X,X,O,X
JTZLOIS,O,O,O,X,X,X,X
JTZLOSI,O,O,O,X,X,X,X
JTZSILO,O,O,O,X,X,O,O
JTZSIOL,O,O,O,X,X,O,X
JTZSLIO,O,O,O,X,X,O,O
JTZSLOI,O,O,O,X,X,O,O
JTZSOIL,O,O,O,X,X,O,X
JTZSOLI,O,O,O,X,X,O,X
JTZOILS,O,O,O,X,X,X,X
JTZOISL,O,X,O,X,O,O,X
JTZOLIS,O,O,O,X,X,X,X
JTZOLSI,O,O,O,X,X,X,X
JTZOSIL,O,X,O,X,O,O,X
JTZOSLI,O,X,O,X,O,O,X
JTOILSZ,O,O,X,X,X,X,X
JTOILZS,O,O,O,X,X,X,X
JTOISLZ,O,O,X,X,X,X,X
JTOISZL,O,O,X,X,X,X,X
JTOIZLS,O,O,O,X,X,X,X
JTOIZSL,O,X,O,X,O,X,X
JTOLISZ,O,O,X,X,X,X,X
JTOLIZS,O,O,O,X,X,X,X
JTOLSIZ,O,O,X,X,X,X,X
JTOLSZI,O,X,X,X,X,X,X
JTOLZIS,O,O,O,X,X,X,X
JTOLZSI,O,X,O,X,X,X,X
JTOSILZ,O,O,X,X,X,X,X
JTOSIZL,O,O,X,X,X,X,X
JTOSLIZ,O,O,X,X,X,X,X
JTOSLZI,O,O,X,X,X,X,X
JTOSZIL,O,O,X,X,X,X,X
JTOSZLI,O,O,X,X,X,X,X
JTOZILS,O,O,O,X,X,X,X
JTOZISL,O,X,O,X,O,X,X
JTOZLIS,O,O,O,X,X,X,X
JTOZLSI,O,O,O,X,X,X,X
JTOZSIL,O,X,O,X,O,X,X
JTOZSLI,O,X,O,X,O,X,X
JITLSZO,O,O,O,X,X,X,X
JITLSOZ,O,O,X,X,X,X,X
JITLZSO,O,O,O,X,X,X,X
JITLZOS,O,O,O,X,X,X,X
JITLOSZ,O,O,X,X,X,X,X
JITLOZS,O,O,O,X,X,X,X
JITSLZO,O,O,O,X,X,X,O
JITSLOZ,O,O,X,X,X,X,X
JITSZLO,O,O,O,X,X,X,O
JITSZOL,O,O,O,X,O,X,X
JITSOLZ,O,O,X,X,X,X,X
JITSOZL,O,O,X,X,X,X,X
JITZLSO,O,O,O,X,X,O,X
JITZLOS,O,O,O,X,X,X,X
JITZSLO,O,O,O,X,X,O,O
JITZSOL,O,O,O,X,X,O,X
JITZOLS,O,O,O,X,X,X,X
JITZOSL,O,X,O,X,O,O,X
JITOLSZ,O,O,X,X,X,X,X
JITOLZS,O,O,O,X,X,X,X
JITOSLZ,O,O,X,X,X,X,X
JITOSZL,O,O,X,X,X,X,X
JITOZLS,O,O,O,X,X,X,X
JITOZSL,O,X,O,X,O,X,X
JILTSZO,O,X,O,X,X,X,X
JILTSOZ,O,O,X,X,X,X,X
JILTZSO,O,X,O,X,X,X,X
JILTZOS,O,O,O,X,X,X,X
JILTOSZ,O,O,X,X,X,X,X
JILTOZS,O,O,O,X,X,X,X
JILSTZO,O,O,O,X,X,X,X
JILSTOZ,O,O,X,X,X,X,X
JILSZTO,X,X,O,X,X,X,X
JILSZOT,O,O,O,X,X,X,X
JILSOTZ,O,O,X,X,X,X,X
JILSOZT,O,O,O,X,X,X,X
JILZTSO,X,X,O,X,X,X,X
JILZTOS,X,X,O,X,X,X,X
JILZSTO,X,X,O,X,X,X,X
JILZSOT,O,X,O,X,X,X,X
JILZOTS,X,X,X,O,X,X,X
JILZOST,O,X,O,O,X,X,X
JILOTSZ,O,O,X,X,X,X,X
JILOTZS,O,O,X,X,X,X,X
JILOSTZ,O,O,X,X,X,X,X
JILOSZT,O,O,O,O,X,X,X
JILOZTS,X,X,X,O,X,X,X
JILOZST,O,X,O,O,X,X,X
JISTLZO,O,O,O,X,X,X,O
JISTLOZ,O,O,X,X,X,X,X
JISTZLO,O,O,O,X,X,X,O
JISTZOL,O,O,O,X,O,X,X
JISTOLZ,O,O,X,X,X,X,X
JISTOZL,O,O,X,X,X,X,X
JISLTZO,O,O,O,X,X,X,O
JISLTOZ,O,O,X,X,X,X,X
JISLZTO,X,O,O,X,X,X,O
JISLZOT,O,O,O,X,X,X,X
JISLOTZ,O,O,X,X,X,X,X
JISLOZT,O,O,O,X,X,X,X
JISZTLO,O,O,O,X,X,X,O
JISZTOL,O,O,O,X,O,X,X
JISZLTO,X,O,O,X,X,X,O
JISZLOT,O,O,O,X,X,X,X
JISZOTL,O,O,O,X,O,X,X
JISZOLT,O,O,O,O,X,X,X
JISOTLZ,O,O,X,X,X,X,X
JISOTZL,O,X,X,X,X,X,X
JISOLTZ,O,O,X,X,X,X,X
JISOLZT,O,O,O,O,X,X,X
JISOZTL,O,X,O,X,X,X,X
JISOZLT,O,O,O,O,X,X,X
JIZTLSO,O,O,O,X,X,O,X
JIZTLOS,O,O,O,X,X,X,X
JIZTSLO,O,O,O,X,X,O,O
JIZTSOL,O,X,O,X,X,O,X
JIZTOLS,O,O,O,X,X,X,X
JIZTOSL,O,X,O,X,O,O,X
JIZLTSO,X,O,O,X,X,O,X
JIZLTOS,X,O,O,X,X,X,X
JIZLSTO,X,O,O,X,X,O,X
JIZLSOT,O,O,O,X,X,O,X
JIZLOTS,X,O,X,O,X,X,X
JIZLOST,O,O,O,O,X,X,X
JIZSTLO,O,O,O,X,X,O,O
JIZSTOL,O,O,O,X,O,O,X
JIZSLTO,X,O,O,X,X,O,O
JIZSLOT,O,O,O,X,X,O,X
JIZSOTL,O,O,O,X,O,O,X
JIZSOLT,O,O,O,O,X,O,X
JIZOTLS,O,O,O,X,X,X,X
JIZOTSL,O,X,O,X,O,O,X
JIZOLTS,X,O,X,O,X,X,X
JIZOLST,O,O,O,O,X,X,X
JIZOSTL,O,O,O,X,O,O,X
JIZOSLT,O,O,O,O,X,O,X
JIOTLSZ,O,O,X,X,X,X,X
JIOTLZS,O,O,O,X,X,X,X
JIOTSLZ,O,O,X,X,X,X,X
JIOTSZL,O,X,X,X,X,X,X
JIOTZLS,O,X,O,X,X,X,X
JIOTZSL,O,X,O,X,O,X,X
JIOLTSZ,O,O,X,X,X,X,X
JIOLTZS,O,O,X,X,X,X,X
JIOLSTZ,O,O,X,X,X,X,X
JIOLSZT,O,O,O,O,X,X,X
JIOLZTS,X,X,X,O,X,X,X
JIOLZST,O,X,O,O,X,X,X
JIOSTLZ,O,O,X,X,X,X,X
JIOSTZL,O,X,X,X,X,X,X
