sequence,v115@9gC8GeD8EeF8DeH8BeA8Jex6IvhFlcBCeBUhBenBXj?BzsB,v115@9gC8GeD8EeF8DeH8BeA8Jex6IvhFVhBciBTeB3hBat?BGsB,v115@9gC8GeD8EeF8DeH8BeA8Jex6IvhFXcBTeBGiBlmBys?B0sB,v115@9gC8GeD8EeF8DeH8BeA8Jex6IvhF3dBcjBFhBCnBmm?BzsB,v115@9gC8GeD8EeF8DeH8BeA8Jex6IvhFCeBFhB8mBXjBmm?BzsB,v115@9gC8GeD8EeF8DeH8BeA8Jex6IvhFWjBUhBanBXjBlm?BzsB
OJTISLZ,O,X,O,X,X,X
OJTISZL,O,O,X,X,X,X
OJTIZLS,O,O,X,O,X,O
OJTIZSL,O,O,X,O,O,X
OJTLISZ,O,O,O,X,X,X
OJTLIZS,X,O,O,O,X,O
OJTLSIZ,O,O,O,X,X,X
OJTLSZI,O,O,O,X,X,X
OJTLZIS,X,O,O,O,X,O
OJTLZSI,X,O,O,O,X,O
OJTSILZ,O,X,O,X,X,X
OJTSIZL,O,O,X,X,X,X
OJTSLIZ,O,X,O,X,X,X
OJTSLZI,O,X,O,X,X,X
OJTSZIL,O,O,X,X,X,X
OJTSZLI,O,O,X,X,X,X
OJTZILS,O,O,X,O,X,O
OJTZISL,O,O,X,O,O,X
OJTZLIS,O,O,X,O,X,O
OJTZLSI,O,O,X,O,X,O
OJTZSIL,O,O,X,O,O,X
OJTZSLI,O,O,X,O,O,X
OJITLSZ,O,O,O,X,X,X
OJITLZS,X,O,O,O,X,O
OJITSLZ,O,X,O,X,X,X
OJITSZL,O,O,X,X,X,X
OJITZLS,O,O,X,O,X,O
OJITZSL,O,O,X,O,O,X
OJILTSZ,O,O,O,X,X,X
OJILTZS,X,O,O,O,X,O
OJILSTZ,O,O,O,X,X,X
OJILSZT,O,O,X,X,X,O
OJILZTS,O,O,X,O,X,O
OJILZST,O,O,X,O,X,O
OJISTLZ,O,X,O,X,X,X
OJISTZL,O,O,X,X,X,X
OJISLTZ,O,X,O,X,X,X
OJISLZT,O,X,X,X,O,O
OJISZTL,O,O,X,X,O,X
OJISZLT,O,X,X,X,O,O
OJIZTLS,O,O,X,O,X,O
OJIZTSL,O,O,X,O,O,X
OJIZLTS,O,O,X,O,X,O
OJIZLST,O,X,X,O,X,O
OJIZSTL,O,O,X,O,O,X
OJIZSLT,O,X,X,O,O,O
OJLTISZ,O,O,O,X,X,X
OJLTIZS,X,O,O,O,X,O
OJLTSIZ,O,O,O,X,X,X
OJLTSZI,O,O,O,X,X,X
OJLTZIS,X,O,O,O,X,O
OJLTZSI,X,O,O,O,X,O
OJLITSZ,O,O,O,X,X,X
OJLITZS,X,O,O,O,X,O
OJLISTZ,O,O,O,X,X,X
OJLISZT,O,O,X,X,X,O
OJLIZTS,O,O,X,O,X,O
OJLIZST,O,O,X,O,X,O
OJLSTIZ,O,O,O,X,X,X
OJLSTZI,O,O,O,X,X,X
OJLSITZ,O,O,O,X,X,X
OJLSIZT,O,O,X,X,X,O
OJLSZTI,O,O,X,X,X,O
OJLSZIT,O,O,X,X,X,O
OJLZTIS,O,O,X,O,X,O
OJLZTSI,O,O,X,O,X,O
OJLZITS,O,O,X,O,X,O
OJLZIST,O,O,X,O,X,O
OJLZSTI,O,O,X,O,X,O
OJLZSIT,O,O,X,O,X,O
OJSTILZ,O,X,O,X,X,X
OJSTIZL,O,O,X,X,X,X
OJSTLIZ,O,X,O,X,X,X
OJSTLZI,O,X,O,X,X,X
OJSTZIL,O,O,X,X,X,X
OJSTZLI,O,O,X,X,X,X
OJSITLZ,O,X,O,X,X,X
OJSITZL,O,O,X,X,X,X
OJSILTZ,O,X,O,X,X,X
OJSILZT,O,X,X,X,O,O
OJSIZTL,O,O,X,X,O,X
OJSIZLT,O,X,X,X,O,O
OJSLTIZ,O,X,O,X,X,X
OJSLTZI,O,X,O,X,X,X
OJSLITZ,O,X,O,X,X,X
OJSLIZT,O,X,X,X,O,O
OJSLZTI,O,X,X,X,O,O
OJSLZIT,O,X,X,X,O,O
OJSZTIL,O,O,X,X,O,X
OJSZTLI,O,O,X,X,O,X
OJSZITL,O,O,X,X,O,X
OJSZILT,O,X,X,X,O,O
OJSZLTI,O,X,X,X,O,O
OJSZLIT,O,X,X,X,O,O
OJZTILS,O,O,X,O,X,O
OJZTISL,O,O,X,O,O,X
OJZTLIS,O,O,X,O,X,O
OJZTLSI,O,O,X,O,X,O
OJZTSIL,O,O,X,O,O,X
OJZTSLI,O,O,X,O,O,X
OJZITLS,O,O,X,O,X,O
OJZITSL,O,O,X,O,O,X
OJZILTS,O,O,X,O,X,O
OJZILST,O,X,X,O,X,O
OJZISTL,O,O,X,O,O,X
OJZISLT,O,X,X,O,O,O
OJZLTIS,O,O,X,O,X,O
OJZLTSI,O,O,X,O,X,O
OJZLITS,O,O,X,O,X,O
OJZLIST,O,X,X,O,X,O
OJZLSTI,O,X,X,O,X,O
OJZLSIT,O,X,X,O,X,O
OJZSTIL,O,O,X,O,O,X
OJZSTLI,O,O,X,O,O,X
OJZSITL,O,O,X,O,O,X
OJZSILT,O,X,X,O,O,O
OJZSLTI,O,X,X,O,O,O
OJZSLIT,O,X,X,O,O,O
OSTILJZ,O,O,O,X,X,X
OSTILZJ,X,O,O,O,O,X
OSTIJLZ,O,X,O,X,X,X
OSTIJZL,O,O,X,X,X,X
OSTIZLJ,X,X,O,O,O,X
OSTIZJL,O,X,X,O,O,X
OSTLIJZ,O,O,O,X,X,X
OSTLIZJ,X,O,O,O,O,X
OSTLJIZ,O,O,O,X,X,X
OSTLJZI,O,O,O,X,X,X
OSTLZIJ,X,O,O,O,O,X
OSTLZJI,X,O,O,O,O,X
OSTJILZ,O,X,O,X,X,X
OSTJIZL,O,O,X,X,X,X
OSTJLIZ,O,X,O,X,X,X
OSTJLZI,O,X,O,X,X,X
OSTJZIL,O,O,X,X,X,X
OSTJZLI,O,O,X,X,X,X
OSTZILJ,X,X,O,O,O,X
OSTZIJL,O,X,X,O,O,X
OSTZLIJ,X,X,O,O,O,X
OSTZLJI,X,X,O,O,O,X
OSTZJIL,O,X,X,O,O,X
OSTZJLI,O,X,X,O,O,X
OSITLJZ,O,O,O,X,X,X
OSITLZJ,X,O,O,O,O,X
OSITJLZ,O,X,O,X,X,X
OSITJZL,O,O,X,X,X,X
OSITZLJ,X,X,O,O,O,X
OSITZJL,O,X,X,O,O,X
OSILTJZ,O,O,O,X,X,X
OSILTZJ,X,O,O,O,O,X
OSILJTZ,O,X,O,X,X,X
OSILJZT,O,X,X,X,O,O
OSILZTJ,X,O,O,O,O,X
OSILZJT,O,X,X,O,O,O
OSIJTLZ,O,X,O,X,X,X
OSIJTZL,O,O,X,X,X,X
OSIJLTZ,O,X,O,X,X,X
OSIJLZT,O,X,X,X,O,O
OSIJZTL,O,O,X,X,O,X
OSIJZLT,O,X,X,X,O,O
OSIZTLJ,X,X,O,O,O,X
OSIZTJL,O,X,X,O,O,X
OSIZLTJ,X,X,O,O,O,X
OSIZLJT,O,X,X,O,O,O
OSIZJTL,O,X,X,O,O,X
OSIZJLT,O,X,X,O,O,O
OSLTIJZ,O,O,O,X,X,X
OSLTIZJ,X,O,O,O,O,X
OSLTJIZ,O,O,O,X,X,X
OSLTJZI,O,O,O,X,X,X
OSLTZIJ,X,O,O,O,O,X
OSLTZJI,X,O,O,O,O,X
OSLITJZ,O,O,O,X,X,X
OSLITZJ,X,O,O,O,O,X
OSLIJTZ,O,X,O,X,X,X
OSLIJZT,O,X,X,X,O,O
OSLIZTJ,X,O,O,O,O,X
OSLIZJT,O,X,X,O,O,O
OSLJTIZ,O,X,O,X,X,X
OSLJTZI,O,X,O,X,X,X
OSLJITZ,O,X,O,X,X,X
OSLJIZT,O,X,X,X,O,O
OSLJZTI,O,X,X,X,O,O
OSLJZIT,O,X,X,X,O,O
OSLZTIJ,X,O,O,O,O,X
OSLZTJI,X,O,O,O,O,X
OSLZITJ,X,O,O,O,O,X
OSLZIJT,O,X,X,O,O,O
OSLZJTI,O,X,X,O,O,O
OSLZJIT,O,X,X,O,O,O
OSJTILZ,O,X,O,X,X,X
OSJTIZL,O,O,X,X,X,X
OSJTLIZ,O,X,O,X,X,X
OSJTLZI,O,X,O,X,X,X
OSJTZIL,O,O,X,X,X,X
OSJTZLI,O,O,X,X,X,X
OSJITLZ,O,X,O,X,X,X
OSJITZL,O,O,X,X,X,X
OSJILTZ,O,X,O,X,X,X
OSJILZT,O,X,X,X,O,O
OSJIZTL,O,O,X,X,O,X
OSJIZLT,O,X,X,X,O,O
OSJLTIZ,O,X,O,X,X,X
OSJLTZI,O,X,O,X,X,X
OSJLITZ,O,X,O,X,X,X
OSJLIZT,O,X,X,X,O,O
OSJLZTI,O,X,X,X,O,O
OSJLZIT,O,X,X,X,O,O
OSJZTIL,O,O,X,X,O,X
OSJZTLI,O,O,X,X,O,X
OSJZITL,O,O,X,X,O,X
OSJZILT,O,X,X,X,O,O
OSJZLTI,O,X,X,X,O,O
OSJZLIT,O,X,X,X,O,O
OSZTILJ,X,X,O,O,O,X
OSZTIJL,O,X,X,O,O,X
OSZTLIJ,X,X,O,O,O,X
OSZTLJI,X,X,O,O,O,X
OSZTJIL,O,X,X,O,O,X
OSZTJLI,O,X,X,O,O,X
OSZITLJ,X,X,O,O,O,X
OSZITJL,O,X,X,O,O,X
OSZILTJ,X,X,O,O,O,X
OSZILJT,O,X,X,O,O,O
OSZIJTL,O,X,X,O,O,X
OSZIJLT,O,X,X,O,O,O
OSZLTIJ,X,X,O,O,O,X
OSZLTJI,X,X,O,O,O,X
OSZLITJ,X,X,O,O,O,X
OSZLIJT,O,X,X,O,O,O
OSZLJTI,O,X,X,O,O,O
OSZLJIT,O,X,X,O,O,O
OSZJTIL,O,X,X,O,O,X
OSZJTLI,O,X,X,O,O,X
OSZJITL,O,X,X,O,O,X
OSZJILT,O,X,X,O,O,O
OSZJLTI,O,X,X,O,O,O
OSZJLIT,O,X,X,O,O,O
OZTILJS,O,O,O,O,X,O
OZTILSJ,X,O,O,O,O,X
OZTIJLS,O,O,X,O,X,O
OZTIJSL,O,O,X,O,O,X
OZTISLJ,X,X,O,O,O,X
OZTISJL,O,X,X,O,O,X
OZTLIJS,O,O,O,O,X,O
OZTLISJ,X,O,O,O,O,X
OZTLJIS,O,O,O,O,X,O
OZTLJSI,O,O,O,O,X,O
OZTLSIJ,X,O,O,O,O,X
OZTLSJI,X,O,O,O,O,X
OZTJILS,O,O,X,O,X,O
OZTJISL,O,O,X,O,O,X
OZTJLIS,O,O,X,O,X,O
OZTJLSI,O,O,X,O,X,O
OZTJSIL,O,O,X,O,O,X
OZTJSLI,O,O,X,O,O,X
OZTSILJ,X,X,O,O,O,X
OZTSIJL,O,X,X,O,O,X
OZTSLIJ,X,X,O,O,O,X
OZTSLJI,X,X,O,O,O,X
OZTSJIL,O,X,X,O,O,X
OZTSJLI,O,X,X,O,O,X
OZITLJS,O,O,O,O,X,O
OZITLSJ,X,O,O,O,O,X
OZITJLS,O,O,X,O,X,O
OZITJSL,O,O,X,O,O,X
OZITSLJ,X,X,O,O,O,X
OZITSJL,O,X,X,O,O,X
OZILTJS,O,O,O,O,X,O
OZILTSJ,X,O,O,O,O,X
OZILJTS,O,O,X,O,X,O
OZILJST,O,X,X,O,X,O
OZILSTJ,X,O,O,O,O,X
OZILSJT,O,X,X,O,O,O
OZIJTLS,O,O,X,O,X,O
OZIJTSL,O,O,X,O,O,X
OZIJLTS,O,O,X,O,X,O
OZIJLST,O,X,X,O,X,O
OZIJSTL,O,O,X,O,O,X
OZIJSLT,O,X,X,O,O,O
OZISTLJ,X,X,O,O,O,X
OZISTJL,O,X,X,O,O,X
OZISLTJ,X,X,O,O,O,X
OZISLJT,O,X,X,O,O,O
OZISJTL,O,X,X,O,O,X
OZISJLT,O,X,X,O,O,O
OZLTIJS,O,O,O,O,X,O
OZLTISJ,X,O,O,O,O,X
OZLTJIS,O,O,O,O,X,O
OZLTJSI,O,O,O,O,X,O
OZLTSIJ,X,O,O,O,O,X
OZLTSJI,X,O,O,O,O,X
OZLITJS,O,O,O,O,X,O
OZLITSJ,X,O,O,O,O,X
OZLIJTS,O,O,X,O,X,O
OZLIJST,O,X,X,O,X,O
OZLISTJ,X,O,O,O,O,X
OZLISJT,O,X,X,O,O,O
OZLJTIS,O,O,X,O,X,O
OZLJTSI,O,O,X,O,X,O
OZLJITS,O,O,X,O,X,O
OZLJIST,O,X,X,O,X,O
OZLJSTI,O,X,X,O,X,O
OZLJSIT,O,X,X,O,X,O
OZLSTIJ,X,O,O,O,O,X
OZLSTJI,X,O,O,O,O,X
OZLSITJ,X,O,O,O,O,X
OZLSIJT,O,X,X,O,O,O
OZLSJTI,O,X,X,O,O,O
OZLSJIT,O,X,X,O,O,O
OZJTILS,O,O,X,O,X,O
OZJTISL,O,O,X,O,O,X
OZJTLIS,O,O,X,O,X,O
OZJTLSI,O,O,X,O,X,O
OZJTSIL,O,O,X,O,O,X
OZJTSLI,O,O,X,O,O,X
OZJITLS,O,O,X,O,X,O
OZJITSL,O,O,X,O,O,X
OZJILTS,O,O,X,O,X,O
OZJILST,O,X,X,O,X,O
OZJISTL,O,O,X,O,O,X
OZJISLT,O,X,X,O,O,O
OZJLTIS,O,O,X,O,X,O
OZJLTSI,O,O,X,O,X,O
OZJLITS,O,O,X,O,X,O
OZJLIST,O,X,X,O,X,O
OZJLSTI,O,X,X,O,X,O
OZJLSIT,O,X,X,O,X,O
OZJSTIL,O,O,X,O,O,X
OZJSTLI,O,O,X,O,O,X
OZJSITL,O,O,X,O,O,X
OZJSILT,O,X,X,O,O,O
OZJSLTI,O,X,X,O,O,O
OZJSLIT,O,X,X,O,O,O
OZSTILJ,X,X,O,O,O,X
OZSTIJL,O,X,X,O,O,X
OZSTLIJ,X,X,O,O,O,X
OZSTLJI,X,X,O,O,O,X
OZSTJIL,O,X,X,O,O,X
OZSTJLI,O,X,X,O,O,X
OZSITLJ,X,X,O,O,O,X
OZSITJL,O,X,X,O,O,X
OZSILTJ,X,X,O,O,O,X
OZSILJT,O,X,X,O,O,O
OZSIJTL,O,X,X,O,O,X
OZSIJLT,O,X,X,O,O,O
OZSLTIJ,X,X,O,O,O,X
OZSLTJI,X,X,O,O,O,X
OZSLITJ,X,X,O,O,O,X
OZSLIJT,O,X,X,O,O,O
OZSLJTI,O,X,X,O,O,O
OZSLJIT,O,X,X,O,O,O
OZSJTIL,O,X,X,O,O,X
OZSJTLI,O,X,X,O,O,X
OZSJITL,O,X,X,O,O,X
OZSJILT,O,X,X,O,O,O
OZSJLTI,O,X,X,O,O,O
OZSJLIT,O,X,X,O,O,O
