sequence,v115@zgB8HeC8GeC8GeD8CeH8CeB8Je6AJvhFZhBfiB8iB+?jBtrBTsB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Jem7IvhFxdBfmBSnBT?jBUsBtrB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Jem7IvhFCeBfmB5mBN?nBToBUsB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Jex7IvhFyhBGeBfmBU?jBtrBTsB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Je6AJvhF0cBxdBTjBm?rB/rB9sB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Jex7IvhF8iB+jBChBd?nB/rBTsB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Jex7IvhF9jBzgBfnB0?rB6sBmsB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Je07IvhFxdBGiBTjBX?hB9rBKsB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Je07IvhFxdBTjBmrBt?rB6sBXrB,v115@zgB8HeC8GeC8GeD8CeH8CeB8JeU9IvhF9jBzgB5mBi?nBmlB3sB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Je07IvhFXdBTeBWoBd?mB5mBKsB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Je6AJvhFxdBNmBTjBX?nBGsB0rB,v115@zgB8HeC8GeC8GeD8CeH8CeB8Jem7IvhFUdB9jBfmB5?mBziBKsB
ISJZOLT,X,O,X,O,X,X,X,X,X,X,X,X,X
ISJOTLZ,X,X,O,X,X,X,X,X,X,X,X,X,X
ISJOTZL,X,X,O,X,X,X,X,X,X,X,X,X,X
ISJOLTZ,X,X,O,X,X,X,X,X,X,X,X,X,X
ISJOLZT,X,O,X,X,X,X,X,X,X,X,X,X,X
ISJOZTL,X,X,O,X,X,X,X,X,X,X,X,X,X
ISJOZLT,X,O,X,X,X,X,X,X,X,X,X,X,X
ISZTLJO,X,X,X,O,X,X,X,X,X,X,X,X,X
ISZTLOJ,X,X,X,O,X,X,X,X,X,X,X,X,X
ISZTJLO,X,X,X,O,X,X,X,X,X,X,X,X,X
ISZTJOL,X,X,O,O,X,X,X,X,X,X,X,X,X
ISZTOLJ,X,X,O,O,X,X,O,X,X,O,X,X,X
ISZTOJL,X,X,O,O,X,X,O,X,X,X,X,X,X
ISZLTJO,X,X,X,O,X,X,X,X,X,X,X,X,X
ISZLTOJ,X,X,X,X,X,X,X,X,X,O,X,X,X
ISZLJTO,X,X,X,O,X,X,X,X,X,X,X,X,X
ISZLJOT,X,O,X,O,X,X,X,X,X,X,X,X,X
ISZLOTJ,X,O,X,X,X,X,X,X,X,O,X,X,X
ISZLOJT,X,O,X,O,X,X,X,X,X,X,X,X,X
ISZJTLO,X,X,X,O,X,X,X,X,X,X,X,X,X
ISZJTOL,X,X,O,O,X,X,X,X,X,X,X,X,X
ISZJLTO,X,X,X,O,X,X,X,X,X,X,X,X,X
ISZJLOT,X,O,X,O,X,X,X,X,X,X,X,X,X
ISZJOTL,X,X,O,X,X,X,X,X,X,X,X,X,X
ISZJOLT,X,O,X,O,X,X,X,X,X,X,X,X,X
ISZOTLJ,X,O,O,X,X,X,O,X,X,O,X,X,X
ISZOTJL,X,X,O,X,X,X,O,X,X,X,X,X,X
ISZOLTJ,X,O,X,X,X,X,O,X,X,O,X,X,X
ISZOLJT,X,O,X,O,X,X,O,X,X,X,X,X,X
ISZOJTL,X,X,O,X,X,X,O,X,X,X,X,X,X
ISZOJLT,X,O,X,O,X,X,O,X,X,X,X,X,X
ISOTLJZ,X,X,O,O,X,X,X,X,X,X,X,O,X
ISOTLZJ,X,O,O,O,X,X,X,X,X,O,X,O,X
ISOTJLZ,X,X,O,O,X,X,X,X,X,X,X,O,X
ISOTJZL,X,X,O,O,X,X,X,X,X,X,X,X,X
ISOTZLJ,X,O,O,O,X,X,O,X,X,O,X,O,X
ISOTZJL,X,X,O,O,X,X,O,X,X,X,X,X,X
ISOLTJZ,X,X,O,X,X,X,X,X,X,X,X,O,X
ISOLTZJ,X,O,O,X,X,X,X,X,X,O,X,O,X
ISOLJTZ,X,X,O,X,X,X,X,X,X,X,X,O,X
ISOLJZT,X,O,X,X,X,X,X,X,X,X,X,X,X
ISOLZTJ,X,O,X,X,X,X,X,X,X,O,X,O,X
ISOLZJT,X,O,X,O,X,X,X,X,X,X,X,X,X
ISOJTLZ,X,X,O,X,X,X,X,X,X,X,X,O,X
ISOJTZL,X,X,O,X,X,X,X,X,X,X,X,X,X
ISOJLTZ,X,X,O,X,X,X,X,X,X,X,X,O,X
ISOJLZT,X,O,X,X,X,X,X,X,X,X,X,X,X
ISOJZTL,X,X,O,X,X,X,X,X,X,X,X,X,X
ISOJZLT,X,O,X,X,X,X,X,X,X,X,X,X,X
ISOZTLJ,X,O,O,X,X,X,O,X,X,O,X,O,X
ISOZTJL,X,X,O,X,X,X,O,X,X,X,X,X,X
ISOZLTJ,X,O,X,X,X,X,O,X,X,O,X,O,X
ISOZLJT,X,O,X,O,X,X,O,X,X,X,X,X,X
ISOZJTL,X,X,O,X,X,X,O,X,X,X,X,X,X
ISOZJLT,X,O,X,O,X,X,O,X,X,X,X,X,X
IZTLJSO,O,X,X,X,X,X,X,X,X,X,X,X,X
IZTLJOS,O,X,X,X,X,X,X,X,X,O,X,X,X
IZTLSJO,O,X,X,X,X,X,X,X,X,X,X,X,X
IZTLSOJ,X,X,X,X,X,X,X,X,X,O,X,X,X
IZTLOJS,X,X,X,X,X,X,X,X,X,O,X,X,X
IZTLOSJ,X,X,X,X,X,X,O,X,X,O,X,X,X
IZTJLSO,O,X,X,X,X,X,X,X,X,X,X,X,X
IZTJLOS,O,X,X,X,X,X,X,X,X,X,X,X,X
IZTJSLO,O,X,X,O,X,X,X,X,X,X,X,X,X
IZTJSOL,O,X,X,O,X,X,X,X,X,X,X,X,X
IZTJOLS,O,X,X,X,X,X,X,X,X,O,X,X,X
IZTJOSL,O,X,X,X,X,X,O,X,X,X,X,X,X
IZTSLJO,O,X,X,O,X,X,X,X,X,X,X,X,X
IZTSLOJ,X,X,X,O,X,X,O,X,X,X,X,X,X
IZTSJLO,O,X,X,O,X,X,X,X,X,X,X,X,X
IZTSJOL,O,X,O,O,X,X,X,X,X,X,X,X,X
IZTSOLJ,X,X,O,O,X,X,O,X,X,O,X,X,X
IZTSOJL,X,X,O,O,X,X,O,X,X,X,X,X,X
IZTOLJS,X,X,X,X,X,X,X,X,X,O,X,X,X
IZTOLSJ,X,X,O,X,X,X,O,X,X,O,X,X,X
IZTOJLS,X,X,X,X,X,X,X,X,X,O,X,X,X
IZTOJSL,X,X,X,X,X,X,O,X,X,X,X,X,X
IZTOSLJ,X,X,O,X,X,X,O,X,X,O,X,X,X
IZTOSJL,X,X,O,X,X,X,O,X,X,X,X,X,X
IZLTJSO,O,X,X,X,X,X,X,X,X,X,X,X,X
IZLTJOS,O,X,X,X,X,X,X,X,X,O,X,X,X
IZLTSJO,O,X,X,X,X,X,X,X,X,X,X,X,X
IZLTSOJ,X,X,X,X,X,X,X,X,X,O,X,X,X
IZLTOJS,X,X,X,X,X,X,X,X,X,O,X,X,X
IZLTOSJ,X,X,X,X,X,X,O,X,X,O,X,X,X
IZLJTSO,O,X,X,X,X,X,X,X,X,X,X,X,X
IZLJTOS,O,X,X,X,X,X,X,X,X,O,X,X,X
IZLJSTO,O,X,X,X,X,O,X,X,X,X,X,X,X
IZLJSOT,X,X,X,X,X,X,X,X,X,X,O,X,X
IZLJOTS,O,X,X,X,X,X,X,O,X,O,X,X,X
IZLJOST,X,X,X,X,X,X,X,O,X,X,O,X,X
IZLSTJO,X,X,X,O,X,O,X,X,X,X,X,X,X
IZLSTOJ,X,X,X,X,X,X,X,X,X,O,X,X,X
IZLSJTO,X,X,X,O,X,O,X,X,X,X,X,X,X
IZLSJOT,X,O,X,O,X,X,X,X,X,X,O,X,X
IZLSOTJ,X,O,X,X,X,X,X,X,X,O,X,X,X
IZLSOJT,X,O,X,O,X,X,X,X,X,X,X,X,X
IZLOTJS,X,X,X,X,X,X,X,O,X,O,X,X,X
IZLOTSJ,X,O,X,X,X,X,O,X,X,O,X,X,X
IZLOJTS,X,X,X,X,X,X,X,O,X,O,X,X,X
IZLOJST,X,O,X,X,X,X,X,O,X,X,X,X,X
IZLOSTJ,X,O,X,X,X,X,O,X,X,O,X,X,X
IZLOSJT,X,O,X,X,X,X,O,O,X,X,X,X,X
IZJTLSO,O,X,X,X,X,X,X,X,X,X,X,X,X
IZJTLOS,O,X,X,X,X,X,X,X,O,X,X,X,X
IZJTSLO,O,X,X,O,X,X,X,X,X,X,X,X,X
IZJTSOL,O,X,X,O,X,X,X,X,X,X,X,X,X
IZJTOLS,O,X,X,X,X,X,X,X,O,O,X,X,X
IZJTOSL,O,X,X,X,X,X,O,X,X,X,X,X,X
IZJLTSO,O,X,X,X,X,X,X,X,X,X,X,X,X
IZJLTOS,O,X,X,X,X,X,X,X,X,O,X,X,X
IZJLSTO,O,X,X,X,X,O,X,X,X,X,X,X,X
IZJLSOT,X,X,X,X,X,X,X,X,X,X,O,X,X
IZJLOTS,O,X,X,X,X,X,X,X,X,O,X,X,X
IZJLOST,X,X,X,X,X,X,X,X,X,X,O,X,X
IZJSTLO,O,X,X,O,X,X,X,X,X,X,X,X,X
IZJSTOL,O,X,X,O,X,X,X,X,X,X,X,X,X
IZJSLTO,O,X,X,O,X,X,X,X,X,X,X,X,X
IZJSLOT,X,X,X,O,X,X,X,X,X,X,X,X,X
IZJSOTL,X,X,X,X,X,X,X,X,X,X,O,X,X
IZJSOLT,X,X,X,O,X,X,X,X,X,X,O,X,X
IZJOTLS,O,X,X,X,X,X,X,O,O,O,X,X,X
IZJOTSL,O,X,X,X,X,X,O,X,X,X,X,X,X
IZJOLTS,O,X,X,X,X,X,X,O,X,O,X,X,X
IZJOLST,X,X,X,X,X,X,X,O,X,X,O,X,X
IZJOSTL,X,X,X,X,X,X,O,X,X,X,O,X,X
IZJOSLT,X,X,X,X,X,X,O,O,X,X,O,X,X
IZSTLJO,X,X,X,O,X,X,X,X,X,X,X,X,X
IZSTLOJ,X,X,X,O,X,X,O,X,X,X,X,X,X
IZSTJLO,X,X,X,O,X,X,X,X,X,X,X,X,X
IZSTJOL,X,X,O,O,X,X,X,X,X,X,X,X,X
IZSTOLJ,X,X,O,O,X,X,O,X,X,O,X,X,X
IZSTOJL,X,X,O,O,X,X,O,X,X,X,X,X,X
IZSLTJO,X,X,X,O,X,X,X,X,X,X,X,X,X
IZSLTOJ,X,X,X,X,X,X,O,X,X,O,X,X,X
IZSLJTO,X,X,X,O,X,X,X,X,X,X,X,X,X
IZSLJOT,X,O,X,O,X,X,X,X,X,X,X,X,X
IZSLOTJ,X,O,X,X,X,X,O,X,X,O,X,X,X
IZSLOJT,X,O,X,O,X,X,O,X,X,X,X,X,X
IZSJTLO,X,X,X,O,X,X,X,X,X,X,X,X,X
IZSJTOL,X,X,O,O,X,X,X,X,X,X,X,X,X
IZSJLTO,X,X,X,O,X,X,X,X,X,X,X,X,X
IZSJLOT,X,O,X,O,X,X,X,X,X,X,X,X,X
IZSJOTL,X,X,O,X,X,X,X,X,X,X,X,X,X
IZSJOLT,X,O,X,O,X,X,X,X,X,X,X,X,X
IZSOTLJ,X,O,O,X,X,X,O,X,X,O,X,X,X
IZSOTJL,X,X,O,X,X,X,O,X,X,X,X,X,X
IZSOLTJ,X,O,X,X,X,X,O,X,X,O,X,X,X
IZSOLJT,X,O,X,O,X,X,O,X,X,X,X,X,X
IZSOJTL,X,X,O,X,X,X,O,X,X,X,X,X,X
IZSOJLT,X,O,X,O,X,X,O,X,X,X,X,X,X
IZOTLJS,X,X,X,X,X,X,X,O,X,O,X,X,X
IZOTLSJ,X,O,O,X,X,X,O,X,X,O,X,X,X
IZOTJLS,X,X,X,X,X,X,X,O,X,O,X,X,X
IZOTJSL,X,X,X,X,X,X,O,X,X,X,X,X,X
IZOTSLJ,X,O,O,X,X,X,O,X,X,O,X,X,X
IZOTSJL,X,X,O,X,X,X,O,X,X,X,X,X,X
IZOLTJS,X,X,X,X,X,X,X,O,X,O,X,X,X
IZOLTSJ,X,O,X,X,X,X,O,X,X,O,X,X,X
IZOLJTS,X,X,X,X,X,X,X,O,X,O,X,X,X
IZOLJST,X,O,X,X,X,X,X,O,X,X,X,X,X
IZOLSTJ,X,O,X,X,X,X,O,X,X,O,X,X,X
IZOLSJT,X,O,X,X,X,X,O,O,X,X,X,X,X
IZOJTLS,X,X,X,X,X,X,X,O,O,O,X,X,X
IZOJTSL,X,X,X,X,X,X,O,X,X,X,X,X,X
IZOJLTS,X,X,X,X,X,X,X,O,X,O,X,X,X
IZOJLST,X,O,X,X,X,X,X,O,X,X,X,X,X
IZOJSTL,X,X,X,X,X,X,O,X,X,X,X,X,X
IZOJSLT,X,O,X,X,X,X,O,O,X,X,X,X,X
IZOSTLJ,X,O,O,X,X,X,O,X,X,O,X,X,X
IZOSTJL,X,X,O,X,X,X,O,X,X,X,X,X,X
IZOSLTJ,X,O,X,X,X,X,O,X,X,O,X,X,X
IZOSLJT,X,O,X,O,X,X,O,O,X,X,X,X,X
IZOSJTL,X,X,O,X,X,X,O,X,X,X,X,X,X
IZOSJLT,X,O,X,O,X,X,O,O,X,X,X,X,X
IOTLJSZ,O,X,O,X,O,X,X,O,X,X,X,X,X
IOTLJZS,O,X,X,X,O,X,X,O,X,O,X,X,X
IOTLSJZ,O,X,O,X,X,X,X,O,X,X,X,O,X
IOTLSZJ,X,O,O,X,X,X,X,O,X,O,X,O,X
IOTLZJS,X,X,X,X,X,X,X,O,X,O,X,X,X
IOTLZSJ,X,X,O,X,X,X,O,O,X,O,X,X,X
IOTJLSZ,O,X,O,X,O,X,X,X,O,X,X,X,X
IOTJLZS,O,X,X,X,O,X,X,O,O,O,X,X,X
IOTJSLZ,O,X,O,X,O,X,X,X,X,X,X,X,X
IOTJSZL,O,X,O,X,O,X,X,X,X,X,X,X,X
IOTJZLS,O,X,X,X,O,X,X,O,X,O,X,X,X
IOTJZSL,O,X,X,X,O,X,O,X,X,X,X,X,X
IOTSLJZ,O,X,O,X,X,X,X,X,X,X,X,O,X
IOTSLZJ,X,O,O,X,X,X,X,X,X,O,X,O,X
IOTSJLZ,O,X,O,X,X,X,X,X,X,X,X,O,X
IOTSJZL,O,X,O,X,X,X,X,X,X,X,X,X,X
IOTSZLJ,X,O,O,X,X,X,O,X,X,O,X,O,X
IOTSZJL,X,X,O,X,X,X,O,X,X,X,X,X,X
IOTZLJS,X,X,X,X,X,X,X,O,X,O,X,X,X
IOTZLSJ,X,O,O,X,X,X,O,X,X,O,X,X,X
IOTZJLS,X,X,X,X,X,X,X,O,X,O,X,X,X
IOTZJSL,X,X,X,X,X,X,O,X,X,X,X,X,X
IOTZSLJ,X,O,O,X,X,X,O,X,X,O,X,X,X
IOTZSJL,X,X,O,X,X,X,O,X,X,X,X,X,X
IOLTJSZ,O,X,O,X,O,X,X,O,X,X,X,X,X
IOLTJZS,O,X,X,X,O,X,X,O,X,O,X,X,X
IOLTSJZ,O,X,O,X,X,X,X,O,X,X,X,O,X
IOLTSZJ,X,O,O,X,X,X,X,O,X,O,X,O,X
IOLTZJS,X,X,X,X,X,X,X,O,X,O,X,X,X
IOLTZSJ,X,X,O,X,X,X,O,O,X,O,X,X,X
IOLJTSZ,O,X,X,X,O,X,X,O,O,X,X,X,X
IOLJTZS,O,X,X,X,O,X,X,O,O,O,X,X,X
IOLJSTZ,X,X,X,X,O,O,X,X,O,X,X,O,X
IOLJSZT,X,O,X,X,X,X,X,O,X,X,X,X,X
IOLJZTS,O,X,X,X,O,X,X,O,O,O,X,X,X
IOLJZST,X,X,X,X,X,X,X,O,X,X,X,X,X
IOLSTJZ,X,X,O,X,X,O,X,O,X,X,X,O,X
IOLSTZJ,X,O,O,X,X,X,X,O,X,O,X,O,X
IOLSJTZ,X,X,O,X,O,O,X,X,X,X,X,O,X
IOLSJZT,X,O,X,X,X,X,X,O,X,X,X,X,X
IOLSZTJ,X,O,X,X,X,X,X,X,X,O,X,O,X
IOLSZJT,X,O,X,X,X,X,X,O,X,X,X,X,X
IOLZTJS,X,X,X,X,X,X,X,O,X,O,X,X,X
IOLZTSJ,X,O,X,X,X,X,O,O,X,O,X,X,X
IOLZJTS,X,X,X,X,O,X,X,O,X,O,X,X,X
IOLZJST,X,O,X,X,X,X,X,O,X,X,X,X,X
IOLZSTJ,X,O,X,X,X,X,O,X,X,O,X,O,X
IOLZSJT,X,O,X,X,X,X,O,O,X,X,X,X,X
IOJTLSZ,O,X,O,X,O,X,X,X,O,X,X,X,X
IOJTLZS,O,X,X,X,O,X,X,O,O,O,X,X,X
IOJTSLZ,O,X,O,X,O,X,X,X,X,X,X,X,X
IOJTSZL,O,X,O,X,O,X,X,X,X,X,X,X,X
IOJTZLS,O,X,X,X,O,X,X,O,O,O,X,X,X
IOJTZSL,O,X,X,X,O,X,O,X,X,X,X,X,X
IOJLTSZ,O,X,X,X,O,X,X,O,O,X,X,X,X
IOJLTZS,O,X,X,X,O,X,X,O,O,O,X,X,X
IOJLSTZ,X,X,X,X,O,O,X,X,O,X,X,O,X
IOJLSZT,X,O,X,X,X,X,X,O,X,X,X,X,X
IOJLZTS,O,X,X,X,O,X,X,O,O,O,X,X,X
IOJLZST,X,X,X,X,X,X,X,O,X,X,X,X,X
IOJSTLZ,X,X,O,X,O,X,X,X,X,X,X,O,X
IOJSTZL,X,X,O,X,O,X,X,X,X,X,X,X,X
IOJSLTZ,X,X,O,X,O,X,X,X,O,X,X,O,X
IOJSLZT,X,O,X,X,X,X,X,O,X,X,X,X,X
IOJSZTL,X,X,O,X,X,X,X,X,X,X,X,X,X
IOJSZLT,X,O,X,X,X,X,X,O,X,X,X,X,X
IOJZTLS,O,X,X,X,O,X,X,O,O,O,X,X,X
IOJZTSL,O,X,X,X,O,X,O,X,X,X,X,X,X
IOJZLTS,O,X,X,X,O,X,X,O,O,O,X,X,X
IOJZLST,X,O,X,X,X,X,X,O,X,X,X,X,X
IOJZSTL,X,X,X,X,X,X,O,X,X,X,X,X,X
IOJZSLT,X,O,X,X,X,X,O,O,X,X,X,X,X
IOSTLJZ,X,X,O,O,X,X,X,X,X,X,X,O,X
IOSTLZJ,X,O,O,O,X,X,X,X,X,O,X,O,X
IOSTJLZ,X,X,O,O,X,X,X,X,X,X,X,O,X
IOSTJZL,X,X,O,O,X,X,X,X,X,X,X,X,X
IOSTZLJ,X,O,O,O,X,X,O,X,X,O,X,O,X
IOSTZJL,X,X,O,O,X,X,O,X,X,X,X,X,X
IOSLTJZ,X,X,O,X,X,X,X,O,X,X,X,O,X
IOSLTZJ,X,O,O,X,X,X,X,O,X,O,X,O,X
IOSLJTZ,X,X,O,X,O,X,X,X,X,X,X,O,X
IOSLJZT,X,O,X,X,X,X,X,O,X,X,X,X,X
IOSLZTJ,X,O,X,X,X,X,X,X,X,O,X,O,X
IOSLZJT,X,O,X,O,X,X,X,O,X,X,X,X,X
IOSJTLZ,X,X,O,X,O,X,X,X,X,X,X,O,X
IOSJTZL,X,X,O,X,O,X,X,X,X,X,X,X,X
IOSJLTZ,X,X,O,X,O,X,X,X,O,X,X,O,X
IOSJLZT,X,O,X,X,X,X,X,O,X,X,X,X,X
IOSJZTL,X,X,O,X,X,X,X,X,X,X,X,X,X
IOSJZLT,X,O,X,X,X,X,X,O,X,X,X,X,X
IOSZTLJ,X,O,O,X,X,X,O,X,X,O,X,O,X
IOSZTJL,X,X,O,X,X,X,O,X,X,X,X,X,X
IOSZLTJ,X,O,X,X,X,X,O,X,X,O,X,O,X
IOSZLJT,X,O,X,O,X,X,O,O,X,X,X,X,X
IOSZJTL,X,X,O,X,X,X,O,X,X,X,X,X,X
IOSZJLT,X,O,X,O,X,X,O,O,X,X,X,X,X
IOZTLJS,X,X,X,X,X,X,X,O,X,O,X,X,X
IOZTLSJ,X,O,O,X,X,X,O,X,X,O,X,X,X
IOZTJLS,X,X,X,X,X,X,X,O,X,O,X,X,X
IOZTJSL,X,X,X,X,X,X,O,X,X,X,X,X,X
IOZTSLJ,X,O,O,X,X,X,O,X,X,O,X,X,X
IOZTSJL,X,X,O,X,X,X,O,X,X,X,X,X,X
IOZLTJS,X,X,X,X,X,X,X,O,X,O,X,X,X
IOZLTSJ,X,O,X,X,X,X,O,O,X,O,X,X,X
IOZLJTS,X,X,X,X,O,X,X,O,X,O,X,X,X
IOZLJST,X,O,X,X,X,X,X,O,X,X,X,X,X
IOZLSTJ,X,O,X,X,X,X,O,X,X,O,X,O,X
IOZLSJT,X,O,X,X,X,X,O,O,X,X,X,X,X
IOZJTLS,X,X,X,X,O,X,X,O,O,O,X,X,X
IOZJTSL,X,X,X,X,O,X,O,X,X,X,X,X,X
IOZJLTS,X,X,X,X,O,X,X,O,O,O,X,X,X
IOZJLST,X,O,X,X,X,X,X,O,X,X,X,X,X
IOZJSTL,X,X,X,X,X,X,O,X,X,X,X,X,X
IOZJSLT,X,O,X,X,X,X,O,O,X,X,X,X,X
IOZSTLJ,X,O,O,X,X,X,O,X,X,O,X,O,X
IOZSTJL,X,X,O,X,X,X,O,X,X,X,X,X,X
IOZSLTJ,X,O,X,X,X,X,O,X,X,O,X,O,X
IOZSLJT,X,O,X,O,X,X,O,O,X,X,X,X,X
IOZSJTL,X,X,O,X,X,X,O,X,X,X,X,X,X
IOZSJLT,X,O,X,O,X,X,O,O,X,X,X,X,X
LTIJSZO,O,X,X,X,X,O,X,X,X,X,X,X,O
LTIJSOZ,O,X,X,X,X,O,X,X,X,X,X,X,O
LTIJZSO,O,X,X,X,X,X,X,X,X,X,X,X,O
LTIJZOS,O,X,X,X,X,X,X,O,X,O,X,X,X
LTIJOSZ,O,X,X,X,X,X,X,O,X,X,X,X,X
LTIJOZS,O,X,X,X,X,X,X,O,X,O,X,X,X
LTISJZO,O,X,X,X,X,O,X,X,X,X,X,X,O
LTISJOZ,O,X,O,X,X,O,X,X,X,X,X,X,O
LTISZJO,O,X,X,X,X,O,X,X,X,X,X,X,O
LTISZOJ,X,X,X,X,X,X,X,X,X,O,X,X,O
LTISOJZ,O,X,O,X,X,O,X,X,X,X,X,O,O
LTISOZJ,X,X,O,X,X,X,X,X,X,O,X,O,O
LTIZJSO,O,X,X,X,X,X,X,X,X,X,X,X,O
LTIZJOS,O,X,X,X,X,X,X,O,X,O,X,X,X
LTIZSJO,O,X,X,X,X,X,X,X,X,X,X,X,O
LTIZSOJ,X,X,X,X,X,X,X,X,X,O,X,X,O
LTIZOJS,X,X,X,X,X,X,X,O,X,O,X,X,X
LTIZOSJ,X,X,X,X,X,X,O,O,X,O,X,X,O
LTIOJSZ,O,X,O,X,X,X,X,O,X,X,X,X,X
LTIOJZS,O,X,X,X,X,X,X,O,X,O,X,X,X
LTIOSJZ,O,X,O,X,X,X,X,O,X,X,X,O,O
LTIOSZJ,X,X,O,X,X,X,X,O,X,O,X,O,O
LTIOZJS,X,X,X,X,X,X,X,O,X,O,X,X,X
LTIOZSJ,X,X,O,X,X,X,O,O,X,O,X,X,O
LTJISZO,O,X,X,X,O,O,X,X,X,X,X,X,O
LTJISOZ,O,X,X,X,O,O,X,X,X,X,X,X,O
LTJIZSO,O,X,X,X,O,X,X,X,X,X,X,X,O
LTJIZOS,O,X,X,X,X,X,X,O,X,O,X,X,X
LTJIOSZ,O,X,X,X,O,X,X,O,X,X,X,X,X
LTJIOZS,O,X,X,X,O,X,X,O,X,O,X,X,X
LTJSIZO,O,X,X,X,O,O,X,X,X,X,X,X,O
LTJSIOZ,O,X,X,X,O,O,X,X,X,X,X,X,O
LTJSZIO,O,X,X,X,O,O,X,X,X,X,X,X,O
LTJSZOI,O,X,X,X,O,O,X,O,X,X,O,X,X
LTJSOIZ,O,X,X,X,O,O,X,O,X,X,X,O,O
LTJSOZI,O,X,X,X,O,O,X,O,X,X,O,O,X
LTJZISO,O,X,X,X,O,X,X,X,X,X,X,X,X
LTJZIOS,O,X,X,X,X,X,X,O,X,X,X,X,X
LTJZSIO,O,X,X,X,O,X,X,X,X,X,X,X,X
LTJZSOI,O,X,X,X,O,X,X,O,X,X,O,X,X
LTJZOIS,O,X,X,X,O,X,X,O,X,X,X,X,X
LTJZOSI,O,X,X,X,O,X,X,O,X,X,O,X,X
LTJOISZ,O,X,X,X,O,X,X,O,X,X,X,X,X
LTJOIZS,O,X,X,X,O,X,X,O,X,O,X,X,X
LTJOSIZ,O,X,X,X,O,X,X,O,X,X,X,O,X
LTJOSZI,O,X,X,X,O,X,X,O,X,X,O,O,X
LTJOZIS,O,X,X,X,O,X,X,O,X,X,X,X,X
LTJOZSI,O,X,X,X,O,X,X,O,X,X,O,X,X
LTSIJZO,O,X,X,O,X,O,X,X,X,X,X,X,O
LTSIJOZ,O,X,O,X,X,O,X,X,X,X,X,X,O
LTSIZJO,O,X,X,O,X,O,X,X,X,X,X,X,O
LTSIZOJ,X,X,X,O,X,X,X,X,X,O,X,X,O
LTSIOJZ,O,X,O,O,X,O,X,X,X,X,X,O,O
LTSIOZJ,X,X,O,O,X,X,X,X,X,O,X,O,O
LTSJIZO,O,X,X,O,X,O,X,X,X,X,X,X,O
LTSJIOZ,O,X,O,X,X,O,X,X,X,X,X,X,O
LTSJZIO,O,X,X,O,X,O,X,X,X,X,X,X,O
LTSJZOI,O,X,X,O,X,O,X,O,X,X,O,X,X
LTSJOIZ,O,X,O,X,X,O,X,O,X,X,X,O,O
LTSJOZI,O,O,O,X,X,O,X,O,X,X,O,O,X
LTSZIJO,O,X,X,O,X,O,X,X,X,X,X,X,O
LTSZIOJ,X,X,X,O,X,X,X,X,X,X,X,X,O
LTSZJIO,O,X,X,O,X,O,X,X,X,X,X,X,O
LTSZJOI,O,X,X,O,X,O,X,O,X,X,O,X,X
LTSZOIJ,X,X,X,O,X,X,X,O,X,X,X,O,X
LTSZOJI,X,X,X,O,X,X,X,O,X,X,X,O,X
LTSOIJZ,O,X,O,O,X,O,X,O,X,X,X,O,O
LTSOIZJ,X,O,O,O,X,X,X,O,X,O,X,O,O
LTSOJIZ,O,X,O,O,X,O,X,O,X,X,X,O,O
LTSOJZI,O,O,O,O,X,O,X,O,X,X,X,O,X
LTSOZIJ,X,O,O,O,X,X,X,O,X,X,X,O,X
LTSOZJI,X,O,O,O,X,X,X,O,X,X,X,O,X
LTZIJSO,O,X,X,X,X,X,X,X,X,X,X,X,O
LTZIJOS,O,X,X,X,X,X,X,O,X,O,X,X,X
LTZISJO,O,X,X,X,X,X,X,X,X,X,X,X,O
LTZISOJ,X,X,X,X,X,X,X,X,X,O,X,X,O
LTZIOJS,X,X,X,X,X,X,X,O,X,O,X,X,X
LTZIOSJ,X,X,X,X,X,X,O,O,X,O,X,X,O
LTZJISO,O,X,X,X,X,X,X,X,X,X,X,X,X
LTZJIOS,O,X,X,X,X,X,X,O,X,X,X,X,X
LTZJSIO,O,X,X,O,X,X,X,X,X,X,X,X,X
LTZJSOI,O,X,X,O,X,X,X,O,X,X,O,X,X
LTZJOIS,O,X,X,X,X,X,X,O,X,X,X,X,X
LTZJOSI,O,X,X,X,X,X,X,O,X,X,O,X,X
LTZSIJO,O,X,X,O,X,X,X,X,X,X,X,X,O
LTZSIOJ,X,X,X,O,X,X,O,X,X,X,X,X,O
LTZSJIO,O,X,X,O,X,X,X,X,X,X,X,X,O
LTZSJOI,O,X,X,O,X,X,O,O,X,X,O,X,X
LTZSOIJ,X,X,X,O,X,X,O,O,X,X,X,O,X
LTZSOJI,X,X,X,O,X,X,O,O,X,X,X,O,X
LTZOIJS,X,X,X,X,X,X,X,O,X,O,X,X,X
LTZOISJ,X,X,X,X,X,X,O,O,X,O,X,X,X
