sequence,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeZ/IvhFqfBTbB?ehB3dBUiBFqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8Jei6IvhFRdBckB?mgBTiB3gBFqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeZ/IvhFqfBTbB?ehBUdB3iBFqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeZ/IvhFSgBehB?3dBzfBUiBFqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeO/IvhFVgBahB?RdBTiB3kBcqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeZ/IvhFufBahB?3dBTgBUiBFqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeZ/IvhFSgBehB?UdBzfB3iBFqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8Je2/IvhFRbB3dB?zgBUiBikBFqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8Je2/IvhFRbBUdB?zgB3iBikBFqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeO/IvhFRdB8lB?TiB3kBFlBiqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeaBJvhFRdBOkB?XgBTiBcqBlpB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeZ/IvhFzbB3dB?ukBUiBllBaqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeO/IvhFlbBRdB?8lBTiB3kBaqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeZ/IvhFlbBaiB?uiB8lBzkBfqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeK/IvhFfgBlbB?RdB8lBTiBmpB
ZLTJSOI,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X
ZLTJOIS,X,O,O,X,O,X,O,X,O,X,O,X,X,O,X
ZLTJOSI,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X
ZLTSIJO,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
ZLTSIOJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
ZLTSJIO,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
ZLTSJOI,X,O,O,X,O,X,X,X,O,X,O,X,O,X,X
ZLTSOIJ,X,O,X,X,O,O,X,X,O,X,O,X,O,X,X
ZLTSOJI,X,O,X,X,O,O,X,X,O,X,O,X,O,X,X
ZLTOIJS,X,O,O,X,O,O,X,X,O,X,O,X,X,O,X
ZLTOISJ,X,O,X,X,O,O,X,X,O,X,O,X,O,X,X
ZLTOJIS,X,O,O,X,O,O,X,X,O,X,O,X,X,O,X
ZLTOJSI,X,O,O,X,O,O,X,X,O,X,O,X,X,X,X
ZLTOSIJ,X,O,X,X,O,O,X,X,O,X,O,X,O,X,X
ZLTOSJI,X,O,X,X,O,O,X,X,O,X,O,X,O,X,X
ZLITJSO,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
ZLITJOS,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X
ZLITSJO,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
ZLITSOJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
ZLITOJS,X,O,O,X,O,O,X,X,X,X,X,X,X,O,X
ZLITOSJ,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
ZLIJTSO,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O
ZLIJTOS,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X
ZLIJSTO,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O
ZLIJSOT,X,X,X,X,X,X,O,X,X,X,O,X,X,O,O
ZLIJOTS,X,O,X,X,X,X,O,X,O,X,O,X,X,O,X
ZLIJOST,X,O,X,X,X,X,O,X,O,X,O,X,X,O,O
ZLISTJO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
ZLISTOJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
ZLISJTO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
ZLISJOT,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
ZLISOTJ,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLISOJT,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
ZLIOTJS,X,O,X,X,O,X,X,X,O,X,O,X,X,O,X
ZLIOTSJ,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLIOJTS,X,O,X,X,O,X,X,X,O,X,O,X,X,O,X
ZLIOJST,X,O,X,X,O,X,X,X,O,X,O,X,X,O,X
ZLIOSTJ,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLIOSJT,X,O,X,X,O,X,X,X,O,X,O,X,X,O,X
ZLJTISO,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O
ZLJTIOS,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X
ZLJTSIO,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O
ZLJTSOI,X,O,O,X,O,X,X,X,X,X,O,X,X,X,O
ZLJTOIS,X,O,O,X,O,X,O,X,O,X,O,X,X,O,O
ZLJTOSI,X,O,O,X,O,X,X,X,O,X,O,X,X,X,O
ZLJITSO,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O
ZLJITOS,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X
ZLJISTO,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O
ZLJISOT,X,X,X,X,X,X,O,X,X,X,O,X,X,O,O
ZLJIOTS,X,O,X,X,X,X,O,X,O,X,O,X,X,O,O
ZLJIOST,X,O,X,X,X,X,O,X,O,X,O,X,X,O,O
ZLJSTIO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ZLJSTOI,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
ZLJSITO,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O
ZLJSIOT,X,X,X,X,X,X,O,X,X,X,O,X,X,O,O
ZLJSOTI,X,O,X,X,O,X,X,O,O,X,O,X,X,X,O
ZLJSOIT,X,O,X,X,O,X,X,O,O,X,O,X,X,O,O
ZLJOTIS,X,O,O,X,O,X,X,X,O,X,O,X,X,O,O
ZLJOTSI,X,O,O,X,O,X,X,X,O,X,O,X,X,X,O
ZLJOITS,X,O,X,X,O,X,O,X,O,X,O,X,X,O,O
ZLJOIST,X,O,X,X,O,X,O,O,O,X,O,X,X,O,O
ZLJOSTI,X,O,X,X,O,X,X,O,O,X,O,X,X,X,O
ZLJOSIT,X,O,X,X,O,X,X,O,O,X,O,X,X,O,O
ZLSTIJO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
ZLSTIOJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
ZLSTJIO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
ZLSTJOI,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZLSTOIJ,X,O,X,X,O,O,X,X,X,X,O,X,O,X,X
ZLSTOJI,X,O,X,X,O,O,X,X,X,X,O,X,O,X,X
ZLSITJO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
ZLSITOJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
ZLSIJTO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
ZLSIJOT,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
ZLSIOTJ,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLSIOJT,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
ZLSJTIO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
ZLSJTOI,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X
ZLSJITO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
ZLSJIOT,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
ZLSJOTI,X,O,X,X,O,X,X,O,O,O,O,X,O,X,X
ZLSJOIT,X,O,X,X,O,X,X,O,O,O,O,X,O,O,X
ZLSOTIJ,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZLSOTJI,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZLSOITJ,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZLSOIJT,X,O,X,X,O,X,X,O,O,O,O,X,O,O,X
ZLSOJTI,X,O,X,X,O,X,X,O,O,O,O,X,O,X,X
ZLSOJIT,X,O,X,X,O,X,X,O,O,O,O,X,O,O,X
ZLOTIJS,X,O,X,X,O,X,X,X,O,X,O,X,X,O,X
ZLOTISJ,X,O,X,X,O,X,X,X,O,X,O,X,O,X,X
ZLOTJIS,X,O,X,X,O,X,X,X,O,X,O,X,X,O,X
ZLOTJSI,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X
ZLOTSIJ,X,O,X,X,O,X,X,X,O,X,O,X,O,X,X
ZLOTSJI,X,O,X,X,O,X,X,X,O,X,O,X,O,X,X
ZLOITJS,X,O,X,X,O,X,X,X,O,X,O,X,X,O,X
ZLOITSJ,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZLOIJTS,X,O,X,X,O,X,X,X,O,X,O,X,X,O,O
ZLOIJST,X,O,X,X,O,X,X,O,O,X,O,X,X,O,O
ZLOISTJ,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZLOISJT,X,O,X,X,O,X,X,O,O,O,O,X,O,O,X
ZLOJTIS,X,O,X,X,O,X,X,X,O,X,O,X,X,O,O
ZLOJTSI,X,O,X,X,O,X,X,X,O,X,O,X,X,X,O
ZLOJITS,X,O,X,X,O,X,X,X,O,X,O,X,X,O,O
ZLOJIST,X,O,X,X,O,X,X,O,O,X,O,X,X,O,O
ZLOJSTI,X,O,X,X,O,X,X,O,O,X,O,X,X,X,O
ZLOJSIT,X,O,X,X,O,X,X,O,O,X,O,X,X,O,O
ZLOSTIJ,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZLOSTJI,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZLOSITJ,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZLOSIJT,X,O,X,X,O,X,X,O,O,O,O,X,O,O,X
ZLOSJTI,X,O,X,X,O,X,X,O,O,O,O,X,O,X,X
ZLOSJIT,X,O,X,X,O,X,X,O,O,O,O,X,O,O,X
ZJTILSO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,O
ZJTILOS,O,O,O,X,O,X,O,X,X,X,X,X,X,O,X
ZJTISLO,O,X,O,O,O,X,O,X,X,X,X,X,O,X,X
ZJTISOL,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X
ZJTIOLS,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X
ZJTIOSL,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
ZJTLISO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,O
ZJTLIOS,O,O,O,X,O,X,O,X,O,X,X,X,X,O,X
ZJTLSIO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,O
ZJTLSOI,O,O,O,X,O,X,X,X,O,X,O,X,X,X,O
ZJTLOIS,O,O,O,X,O,X,O,X,O,X,O,X,X,O,O
ZJTLOSI,O,O,O,X,O,X,X,X,O,X,O,X,X,X,O
ZJTSILO,O,X,O,O,O,X,O,X,X,X,X,X,O,X,X
ZJTSIOL,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X
ZJTSLIO,O,X,O,O,O,X,O,X,X,X,X,X,O,X,X
ZJTSLOI,O,O,O,X,O,X,X,X,X,X,O,X,O,X,X
ZJTSOIL,X,O,X,X,O,X,X,X,X,X,O,O,O,X,X
ZJTSOLI,O,O,O,X,O,X,X,X,X,X,O,X,O,X,X
ZJTOILS,X,O,O,X,O,X,O,X,X,X,O,X,X,O,O
ZJTOISL,X,O,X,X,O,X,X,X,X,X,O,O,O,X,X
ZJTOLIS,O,O,O,X,O,X,O,X,O,X,O,X,X,O,O
ZJTOLSI,O,O,O,X,O,X,X,X,O,X,O,X,X,X,O
ZJTOSIL,X,O,X,X,O,X,X,X,X,X,O,O,O,X,X
ZJTOSLI,O,O,O,X,O,X,X,X,X,X,O,X,O,X,X
ZJITLSO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,O
ZJITLOS,O,X,O,X,O,X,O,X,X,X,X,X,X,O,X
ZJITSLO,O,X,O,O,O,X,O,X,X,X,X,X,O,X,X
ZJITSOL,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X
ZJITOLS,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X
ZJITOSL,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZJILTSO,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O
ZJILTOS,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X
ZJILSTO,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O
ZJILSOT,X,X,X,O,X,X,O,X,X,X,O,X,X,O,O
ZJILOTS,X,O,X,X,X,X,O,X,X,X,O,X,X,O,O
ZJILOST,X,O,X,X,X,X,O,X,X,X,O,X,X,O,O
ZJISTLO,O,X,O,O,O,X,O,X,X,X,X,X,O,X,X
ZJISTOL,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X
ZJISLTO,X,X,X,O,O,X,O,X,X,X,X,X,O,X,O
ZJISLOT,X,X,X,O,X,X,O,X,X,X,O,X,X,O,O
ZJISOTL,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X
ZJISOLT,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
ZJIOTLS,X,O,O,X,X,X,O,X,X,X,O,X,X,O,O
ZJIOTSL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZJIOLTS,X,O,X,X,X,X,O,X,X,X,O,X,X,O,O
ZJIOLST,X,O,X,X,X,X,O,X,X,X,O,X,X,O,O
ZJIOSTL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZJIOSLT,X,O,X,X,X,X,X,X,X,X,O,X,X,O,O
ZJLTISO,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O
ZJLTIOS,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X
ZJLTSIO,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O
ZJLTSOI,X,O,O,X,O,X,X,X,X,X,O,X,X,X,O
ZJLTOIS,X,O,O,X,O,X,O,X,O,X,O,X,X,O,O
ZJLTOSI,X,O,O,X,O,X,X,X,O,X,O,X,X,X,O
ZJLITSO,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O
ZJLITOS,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X
ZJLISTO,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O
ZJLISOT,X,X,X,O,X,X,O,X,X,X,O,X,X,O,O
ZJLIOTS,X,O,X,X,X,X,O,X,O,X,O,X,X,O,O
ZJLIOST,X,O,X,X,X,X,O,X,O,X,O,X,X,O,O
ZJLSTIO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ZJLSTOI,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
ZJLSITO,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O
ZJLSIOT,X,X,X,O,X,X,O,X,X,X,O,X,X,O,O
ZJLSOTI,X,O,X,X,O,X,X,X,O,X,O,X,X,X,O
ZJLSOIT,X,O,X,X,O,X,X,X,O,X,O,X,X,O,O
ZJLOTIS,X,O,O,X,O,X,X,X,O,X,O,X,X,O,O
ZJLOTSI,X,O,O,X,O,X,X,X,O,X,O,X,X,X,O
ZJLOITS,X,O,X,X,O,X,O,X,O,X,O,X,X,O,O
ZJLOIST,X,O,X,X,O,X,O,X,O,X,O,X,X,O,O
ZJLOSTI,X,O,X,X,O,X,X,X,O,X,O,X,X,X,O
ZJLOSIT,X,O,X,X,O,X,X,X,O,X,O,X,X,O,O
ZJSTILO,O,X,O,O,O,X,O,X,X,X,X,X,O,X,X
ZJSTIOL,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X
ZJSTLIO,O,X,O,O,O,X,O,X,X,X,X,X,O,X,X
ZJSTLOI,O,X,O,X,O,X,X,X,X,X,O,X,O,X,X
ZJSTOIL,X,X,X,X,O,X,X,X,X,O,O,O,O,X,X
ZJSTOLI,O,X,O,X,O,X,X,X,X,O,O,X,O,X,X
ZJSITLO,O,X,O,O,O,X,O,X,X,X,X,X,O,X,X
ZJSITOL,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X
ZJSILTO,X,X,X,O,O,X,O,X,X,X,X,X,O,X,O
ZJSILOT,X,X,X,O,X,X,O,X,X,X,O,X,X,O,O
ZJSIOTL,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X
ZJSIOLT,X,X,X,X,O,X,X,X,X,O,O,X,O,O,X
ZJSLTIO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O
ZJSLTOI,X,X,X,X,O,X,X,X,X,X,O,X,O,X,O
ZJSLITO,X,X,X,O,O,X,O,X,X,X,X,X,O,X,O
ZJSLIOT,X,X,X,O,X,X,O,X,X,X,O,X,X,O,O
ZJSLOTI,X,O,X,X,O,X,X,X,X,O,O,X,O,X,O
ZJSLOIT,X,O,X,X,O,X,X,X,X,O,O,X,O,O,O
ZJSOTIL,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X
ZJSOTLI,O,X,O,X,O,X,X,X,X,O,O,X,O,X,X
ZJSOITL,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X
ZJSOILT,X,O,X,X,O,X,X,X,X,O,O,X,O,O,O
ZJSOLTI,X,O,X,X,O,X,X,X,X,O,O,X,O,X,O
ZJSOLIT,X,O,X,X,O,X,X,X,X,O,O,X,O,O,O
ZJOTILS,X,O,O,X,O,X,O,X,X,X,O,X,X,O,O
ZJOTISL,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZJOTLIS,O,O,O,X,O,X,O,X,O,X,O,X,X,O,O
ZJOTLSI,O,O,O,X,O,X,X,X,O,X,O,X,X,X,O
ZJOTSIL,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZJOTSLI,O,O,O,X,O,X,X,X,X,X,O,X,O,X,X
ZJOITLS,X,O,O,X,O,X,O,X,X,X,O,X,X,O,O
ZJOITSL,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZJOILTS,X,O,X,X,O,X,O,X,X,X,O,X,X,O,O
ZJOILST,X,O,X,X,O,X,O,X,X,X,O,X,X,O,O
ZJOISTL,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X
ZJOISLT,X,O,X,X,O,X,X,X,X,O,O,X,O,O,O
ZJOLTIS,X,O,O,X,O,X,X,X,O,X,O,X,X,O,O
ZJOLTSI,X,O,O,X,O,X,X,X,O,X,O,X,X,X,O
ZJOLITS,X,O,X,X,O,X,O,X,O,X,O,X,X,O,O
ZJOLIST,X,O,X,X,O,X,O,X,O,X,O,X,X,O,O
ZJOLSTI,X,O,X,X,O,X,X,X,O,X,O,X,X,X,O
ZJOLSIT,X,O,X,X,O,X,X,X,O,X,O,X,X,O,O
ZJOSTIL,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X
ZJOSTLI,O,X,O,X,O,X,X,X,X,O,O,X,O,X,X
ZJOSITL,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X
ZJOSILT,X,O,X,X,O,X,X,X,X,O,O,X,O,O,O
ZJOSLTI,X,O,X,X,O,X,X,X,X,O,O,X,O,X,O
ZJOSLIT,X,O,X,X,O,X,X,X,X,O,O,X,O,O,O
ZSTILJO,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X
ZSTILOJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
ZSTIJLO,O,X,O,O,O,X,O,X,X,X,X,X,O,X,X
ZSTIJOL,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X
ZSTIOLJ,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X
ZSTIOJL,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X
ZSTLIJO,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X
ZSTLIOJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
ZSTLJIO,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X
ZSTLJOI,O,O,O,X,O,X,X,O,O,X,O,X,O,X,X
ZSTLOIJ,O,O,X,X,O,O,X,O,O,X,O,X,O,X,X
ZSTLOJI,O,O,X,X,O,O,X,O,O,X,O,X,O,X,X
ZSTJILO,O,X,O,O,O,X,O,X,X,X,X,X,O,X,X
ZSTJIOL,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X
ZSTJLIO,O,X,O,O,O,X,O,X,X,X,X,X,O,X,X
ZSTJLOI,O,O,O,X,O,X,X,X,X,X,O,X,O,X,X
ZSTJOIL,X,O,X,X,O,O,X,X,X,O,O,O,O,X,X
ZSTJOLI,O,O,O,X,O,O,X,X,X,O,O,X,O,X,X
ZSTOILJ,X,O,X,X,O,O,X,X,X,X,O,X,O,X,X
ZSTOIJL,X,O,X,X,O,O,X,X,X,O,O,O,O,X,X
ZSTOLIJ,X,O,X,X,O,O,X,O,O,X,O,X,O,X,X
ZSTOLJI,X,O,X,X,O,O,X,O,O,X,O,X,O,X,X
ZSTOJIL,X,O,X,X,O,O,X,X,X,O,O,O,O,X,X
ZSTOJLI,X,O,X,X,O,O,X,X,X,O,O,X,O,X,X
ZSITLJO,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X
ZSITLOJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
ZSITJLO,O,X,O,O,O,X,O,X,X,X,X,X,O,X,X
ZSITJOL,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X
ZSITOLJ,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X
ZSITOJL,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X
ZSILTJO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
ZSILTOJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
ZSILJTO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
ZSILJOT,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
ZSILOTJ,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZSILOJT,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
ZSIJTLO,O,X,O,O,O,X,O,X,X,X,X,X,O,X,X
ZSIJTOL,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X
ZSIJLTO,X,X,X,O,O,X,O,X,X,X,X,X,O,X,O
ZSIJLOT,X,X,X,O,X,X,O,X,X,X,O,X,X,O,O
ZSIJOTL,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X
ZSIJOLT,X,X,X,X,O,X,X,X,X,O,O,X,O,O,X
ZSIOTLJ,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X
ZSIOTJL,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X
ZSIOLTJ,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X
ZSIOLJT,X,X,X,X,O,X,X,X,X,O,O,X,O,O,X
ZSIOJTL,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X
ZSIOJLT,X,X,X,X,O,X,X,X,X,O,O,X,O,O,X
ZSLTIJO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
ZSLTIOJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
ZSLTJIO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
ZSLTJOI,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZSLTOIJ,X,O,X,X,O,O,X,X,X,X,O,X,O,X,X
ZSLTOJI,X,O,X,X,O,O,X,X,X,X,O,X,O,X,X
ZSLITJO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
ZSLITOJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
ZSLIJTO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
ZSLIJOT,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
ZSLIOTJ,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZSLIOJT,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
ZSLJTIO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
ZSLJTOI,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X
ZSLJITO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
ZSLJIOT,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
ZSLJOTI,X,O,X,X,O,X,X,O,O,O,O,X,O,X,X
ZSLJOIT,X,O,X,X,O,X,X,O,O,O,O,X,O,O,X
ZSLOTIJ,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZSLOTJI,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZSLOITJ,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZSLOIJT,X,O,X,X,O,X,X,O,O,O,O,X,O,O,X
ZSLOJTI,X,O,X,X,O,X,X,O,O,O,O,X,O,X,X
ZSLOJIT,X,O,X,X,O,X,X,O,O,O,O,X,O,O,X
ZSJTILO,O,X,O,O,O,X,O,X,X,X,X,X,O,X,X
ZSJTIOL,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X
ZSJTLIO,O,X,O,O,O,X,O,X,X,X,X,X,O,X,X
ZSJTLOI,O,X,O,X,O,X,X,X,X,X,O,X,O,X,X
ZSJTOIL,X,X,X,X,O,X,X,X,X,O,O,O,O,X,X
ZSJTOLI,O,X,O,X,O,X,X,X,X,O,O,X,O,X,X
ZSJITLO,O,X,O,O,O,X,O,X,X,X,X,X,O,X,X
ZSJITOL,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X
ZSJILTO,X,X,X,O,O,X,O,X,X,X,X,X,O,X,O
ZSJILOT,X,X,X,O,X,X,O,X,X,X,O,X,X,O,O
ZSJIOTL,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X
ZSJIOLT,X,X,X,X,O,X,X,X,X,O,O,X,O,O,X
ZSJLTIO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O
ZSJLTOI,X,X,X,X,O,X,X,X,X,X,O,X,O,X,O
ZSJLITO,X,X,X,O,O,X,O,X,X,X,X,X,O,X,O
ZSJLIOT,X,X,X,O,X,X,O,X,X,X,O,X,X,O,O
ZSJLOTI,X,O,X,X,O,X,X,X,X,O,O,X,O,X,O
ZSJLOIT,X,O,X,X,O,X,X,X,X,O,O,X,O,O,O
ZSJOTIL,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X
ZSJOTLI,O,X,O,X,O,X,X,X,X,O,O,X,O,X,X
ZSJOITL,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X
ZSJOILT,X,O,X,X,O,X,X,X,X,O,O,X,O,O,O
ZSJOLTI,X,O,X,X,O,X,X,X,X,O,O,X,O,X,O
ZSJOLIT,X,O,X,X,O,X,X,X,X,O,O,X,O,O,O
ZSOTILJ,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZSOTIJL,X,O,X,X,O,X,X,X,X,O,O,X,O,X,X
ZSOTLIJ,X,O,X,X,O,X,X,O,O,X,O,X,O,X,X
ZSOTLJI,X,O,X,X,O,X,X,O,O,X,O,X,O,X,X
ZSOTJIL,X,O,X,X,O,X,X,X,X,O,O,X,O,X,X
ZSOTJLI,X,O,X,X,O,X,X,X,X,O,O,X,O,X,X
ZSOITLJ,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZSOITJL,X,O,X,X,O,X,X,X,X,O,O,X,O,X,X
ZSOILTJ,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZSOILJT,X,O,X,X,O,X,X,X,X,O,O,X,O,O,X
ZSOIJTL,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X
