sequence,v115@7gB8GeC8FeD8FeE8AeH8JeZ/IvhFUbBFcBXdBWlBTm?BCqB,v115@7gB8GeC8FeD8FeE8AeH8JeT6IvhF0bBxcBykB3hBWr?BlpB,v115@7gB8GeC8FeD8FeE8AeH8Jex7IvhFXdBOkBlgB0fBTm?BCqB,v115@7gB8GeC8FeD8FeE8AeH8JeZ/IvhFufB3bBFdB6mB8p?BzqB,v115@7gB8GeC8FeD8FeE8AeH8JeZ/IvhFufBXdBlgB8pBTr?BCrB,v115@7gB8GeC8FeD8FeE8AeH8JeO/IvhF0bBxcBzfBCmB3m?BlpB,v115@7gB8GeC8FeD8FeE8AeH8JeK/IvhFzaBfhBxcBumB0l?BlpB,v115@7gB8GeC8FeD8FeE8AeH8Jey/IvhFfhBxcBumBTfB0l?BlpB,v115@7gB8GeC8FeD8FeE8AeH8Jex6IvhFXdBTfBmgB6mB0l?BlpB,v115@7gB8GeC8FeD8FeE8AeH8Jex8IvhFTfBlgB3hB8pBip?BWwB,v115@7gB8GeC8FeD8FeE8AeH8Jem7IvhFxfB3hBTfB0lBCn?BlpB,v115@7gB8GeC8FeD8FeE8AeH8JeZ/IvhFufBlgB3hB8pBzq?BCsB
LIZSTJO,O,X,X,O,O,O,X,X,X,X,X,O
LIZSTOJ,X,X,X,O,X,O,X,X,X,O,X,X
LIZSJTO,O,X,X,O,O,X,X,X,X,X,X,O
LIZSJOT,O,X,X,O,O,X,X,X,X,X,X,X
LIZSOTJ,X,X,X,O,O,X,X,X,X,O,X,X
LIZSOJT,X,X,X,O,O,X,X,X,X,X,X,X
LIZOTJS,O,X,X,O,O,O,X,X,X,X,X,X
LIZOTSJ,O,X,X,O,O,O,X,X,X,X,X,X
LIZOJTS,O,X,X,O,O,X,X,X,X,X,X,X
LIZOJST,O,X,X,O,O,X,X,X,X,X,X,X
LIZOSTJ,O,X,X,O,O,X,X,X,X,O,X,X
LIZOSJT,O,X,X,O,O,X,X,X,X,X,X,X
LIOTJSZ,O,X,O,X,X,O,X,X,X,X,X,X
LIOTJZS,O,X,O,O,X,O,X,X,X,X,X,X
LIOTSJZ,O,X,O,X,X,O,X,X,X,X,X,X
LIOTSZJ,O,X,O,O,X,O,X,X,X,X,X,X
LIOTZJS,O,X,O,O,X,O,X,X,X,X,X,X
LIOTZSJ,O,X,O,O,X,O,X,X,X,X,X,X
LIOJTSZ,O,X,O,X,X,X,X,X,X,X,X,X
LIOJTZS,O,X,O,O,X,X,X,X,X,X,X,X
LIOJSTZ,O,X,O,X,X,X,X,X,X,X,X,X
LIOJSZT,O,X,X,X,X,X,X,X,X,X,X,X
LIOJZTS,O,X,X,O,X,X,X,X,X,X,X,X
LIOJZST,O,X,X,O,X,X,X,X,X,X,X,X
LIOSTJZ,O,X,O,X,X,X,X,X,X,X,X,X
LIOSTZJ,O,X,O,O,X,X,X,X,X,X,X,X
LIOSJTZ,O,X,O,X,X,X,X,X,X,X,X,X
LIOSJZT,O,X,X,X,X,X,X,X,X,X,X,X
LIOSZTJ,O,X,O,O,O,X,X,X,X,X,X,X
LIOSZJT,O,X,X,O,O,X,X,X,X,X,X,X
LIOZTJS,O,X,X,O,O,O,X,X,X,X,X,X
LIOZTSJ,O,X,X,O,O,O,X,X,X,X,X,X
LIOZJTS,O,X,X,O,O,X,X,X,X,X,X,X
LIOZJST,O,X,X,O,O,X,X,X,X,X,X,X
LIOZSTJ,O,X,X,O,O,X,X,X,X,X,X,X
LIOZSJT,O,X,X,O,O,X,X,X,X,X,X,X
LJTISZO,O,O,O,X,X,O,X,X,X,X,X,X
LJTISOZ,O,O,O,X,X,X,X,X,X,X,X,X
LJTIZSO,O,O,O,O,X,O,O,X,X,X,X,X
LJTIZOS,O,O,X,O,X,O,O,X,X,X,X,X
LJTIOSZ,O,O,O,X,X,O,X,X,X,X,X,X
LJTIOZS,O,O,X,O,X,O,O,X,X,X,X,X
LJTSIZO,O,O,O,X,X,O,X,X,X,X,X,X
LJTSIOZ,O,O,O,X,X,X,X,X,X,X,X,X
LJTSZIO,O,O,O,O,X,O,O,X,X,X,X,X
LJTSZOI,O,O,O,O,X,X,O,X,X,X,X,X
LJTSOIZ,O,O,O,X,X,X,X,X,X,X,X,X
LJTSOZI,O,O,O,O,X,X,O,X,X,X,X,X
LJTZISO,O,O,O,O,X,O,O,O,X,X,X,X
LJTZIOS,O,O,X,O,X,O,O,X,X,X,X,X
LJTZSIO,O,O,O,O,X,O,O,O,X,X,X,X
LJTZSOI,O,O,O,O,X,X,O,O,X,X,X,X
LJTZOIS,O,O,X,O,X,O,O,X,X,X,X,X
LJTZOSI,O,O,X,O,X,O,O,O,X,X,X,X
LJTOISZ,O,O,O,X,X,O,X,X,X,X,X,X
LJTOIZS,O,O,O,O,X,O,O,X,X,X,X,X
LJTOSIZ,O,O,O,X,X,O,X,X,X,X,X,X
LJTOSZI,O,O,O,O,X,O,O,X,X,X,X,X
LJTOZIS,O,O,O,O,X,O,O,X,X,X,X,X
LJTOZSI,O,O,O,O,X,O,O,X,X,X,X,X
LJITSZO,O,O,O,X,X,O,X,X,X,X,X,X
LJITSOZ,O,O,O,X,X,X,X,X,X,X,X,X
LJITZSO,O,O,O,O,X,O,X,X,X,X,X,X
LJITZOS,O,O,X,O,X,O,X,X,X,X,X,X
LJITOSZ,O,O,O,X,X,O,X,X,X,X,X,X
LJITOZS,O,O,X,O,X,O,X,X,X,X,X,X
LJISTZO,O,X,O,X,X,X,X,X,X,X,X,X
LJISTOZ,O,X,O,X,X,X,X,X,X,X,X,X
LJISZTO,O,X,X,X,X,X,X,X,X,X,X,X
LJISZOT,O,X,X,X,X,X,X,X,X,X,X,X
LJISOTZ,O,X,X,X,X,X,X,X,X,X,X,X
LJISOZT,O,X,X,X,X,X,X,X,X,X,X,X
LJIZTSO,O,O,X,O,X,O,X,X,X,X,X,X
LJIZTOS,O,O,X,O,X,O,X,X,X,X,X,X
LJIZSTO,O,X,X,O,X,X,X,X,X,X,X,X
LJIZSOT,O,X,X,O,X,X,X,X,X,X,X,X
LJIZOTS,O,X,X,O,X,X,X,X,X,X,X,X
LJIZOST,O,X,X,O,X,X,X,X,X,X,X,X
LJIOTSZ,O,X,O,X,X,X,X,X,X,X,X,X
LJIOTZS,O,X,O,O,X,X,X,X,X,X,X,X
LJIOSTZ,O,X,O,X,X,X,X,X,X,X,X,X
LJIOSZT,O,X,X,X,X,X,X,X,X,X,X,X
LJIOZTS,O,X,X,O,X,X,X,X,X,X,X,X
LJIOZST,O,X,X,O,X,X,X,X,X,X,X,X
LJSTIZO,O,O,O,X,X,X,X,X,X,X,X,X
LJSTIOZ,O,O,O,X,X,X,X,X,X,X,X,X
LJSTZIO,O,O,O,O,X,X,X,X,X,X,X,X
LJSTZOI,O,O,O,O,X,X,X,X,X,X,X,X
LJSTOIZ,O,O,O,X,X,X,X,X,X,X,X,X
LJSTOZI,O,O,O,O,X,X,X,X,X,X,X,X
LJSITZO,O,O,O,X,X,X,X,X,X,X,X,X
LJSITOZ,O,O,O,X,X,X,X,X,X,X,X,X
LJSIZTO,O,O,X,X,X,X,X,X,X,X,X,X
LJSIZOT,O,X,X,X,X,X,X,X,X,X,X,X
LJSIOTZ,O,X,X,X,X,X,X,X,X,X,X,X
LJSIOZT,O,X,X,X,X,X,X,X,X,X,X,X
LJSZTIO,O,O,O,O,X,X,X,X,X,X,X,X
LJSZTOI,O,O,O,O,X,X,X,X,X,X,X,X
LJSZITO,O,O,X,O,X,X,X,X,X,X,X,X
LJSZIOT,O,X,X,O,X,X,X,X,X,X,X,X
LJSZOTI,O,X,X,O,X,X,X,X,X,X,X,X
LJSZOIT,O,X,X,O,X,X,X,X,X,X,X,X
LJSOTIZ,O,X,O,X,X,X,X,X,X,X,X,X
LJSOTZI,O,X,O,O,X,X,X,X,X,X,X,X
LJSOITZ,O,X,O,X,X,X,X,X,X,X,X,X
LJSOIZT,O,X,X,X,X,X,X,X,X,X,X,X
LJSOZTI,O,X,O,O,X,X,X,X,X,X,X,X
LJSOZIT,O,X,X,O,X,X,X,X,X,X,X,X
LJZTISO,O,O,O,O,X,O,O,O,X,X,X,X
LJZTIOS,O,O,X,O,X,O,O,X,X,X,X,X
LJZTSIO,O,O,O,O,X,O,O,O,X,X,X,X
LJZTSOI,O,O,O,O,X,X,O,O,X,X,X,X
LJZTOIS,O,O,X,O,X,O,O,X,X,X,X,X
LJZTOSI,O,O,X,O,X,O,O,O,X,X,X,X
LJZITSO,O,O,X,O,X,O,X,X,X,X,X,X
LJZITOS,O,O,X,O,X,O,X,X,X,X,X,X
LJZISTO,O,X,X,O,X,X,X,O,X,X,X,X
LJZISOT,O,X,X,O,X,X,X,O,X,X,X,X
LJZIOTS,O,X,X,O,X,X,X,X,X,X,X,X
LJZIOST,O,X,X,O,X,X,X,X,X,X,X,X
LJZSTIO,O,O,O,O,X,X,O,O,X,X,X,X
LJZSTOI,O,O,O,O,X,X,O,O,X,X,X,X
LJZSITO,O,O,X,O,X,X,O,O,X,X,X,X
LJZSIOT,O,X,X,O,X,X,X,O,X,X,X,X
LJZSOTI,O,X,X,O,X,X,X,O,X,X,X,X
LJZSOIT,O,X,X,O,X,X,X,O,X,X,X,X
LJZOTIS,O,X,O,O,X,X,X,X,X,X,X,X
LJZOTSI,O,X,O,O,X,X,X,X,X,X,X,X
LJZOITS,O,X,X,O,X,X,X,X,X,X,X,X
LJZOIST,O,X,X,O,X,X,X,X,X,X,X,X
LJZOSTI,O,X,O,O,X,X,X,O,X,X,X,X
LJZOSIT,O,X,X,O,X,X,X,O,X,X,X,X
LJOTISZ,O,X,O,X,X,X,X,X,X,X,X,X
LJOTIZS,O,X,O,O,X,X,X,X,X,X,X,X
LJOTSIZ,O,X,O,X,X,X,X,X,X,X,X,X
LJOTSZI,O,X,O,O,X,X,X,X,X,X,X,X
LJOTZIS,O,X,O,O,X,X,X,X,X,X,X,X
LJOTZSI,O,X,O,O,X,X,X,X,X,X,X,X
LJOITSZ,O,X,O,X,X,X,X,X,X,X,X,X
LJOITZS,O,X,O,O,X,X,X,X,X,X,X,X
LJOISTZ,O,X,O,X,X,X,X,X,X,X,X,X
LJOISZT,O,X,X,X,X,X,X,X,X,X,X,X
LJOIZTS,O,X,X,O,X,X,X,X,X,X,X,X
LJOIZST,O,X,X,O,X,X,X,X,X,X,X,X
LJOSTIZ,O,X,O,X,X,X,X,X,X,X,X,X
LJOSTZI,O,X,O,O,X,X,X,X,X,X,X,X
LJOSITZ,O,X,O,X,X,X,X,X,X,X,X,X
LJOSIZT,O,X,X,X,X,X,X,X,X,X,X,X
LJOSZTI,O,X,O,O,X,X,X,X,X,X,X,X
LJOSZIT,O,X,X,O,X,X,X,X,X,X,X,X
LJOZTIS,O,X,O,O,X,X,X,X,X,X,X,X
LJOZTSI,O,X,O,O,X,X,X,X,X,X,X,X
LJOZITS,O,X,X,O,X,X,X,X,X,X,X,X
LJOZIST,O,X,X,O,X,X,X,X,X,X,X,X
LJOZSTI,O,X,O,O,X,X,X,X,X,X,X,X
LJOZSIT,O,X,X,O,X,X,X,X,X,X,X,X
LSTIJZO,O,O,O,X,X,O,X,X,X,X,X,X
LSTIJOZ,O,O,O,X,X,X,X,X,X,X,X,X
LSTIZJO,O,O,O,O,X,O,X,X,X,X,X,X
LSTIZOJ,X,O,X,O,X,O,X,X,X,O,X,X
LSTIOJZ,O,O,O,X,X,O,X,X,X,X,X,X
LSTIOZJ,O,O,X,O,X,O,X,X,X,X,X,X
LSTJIZO,O,O,O,X,X,O,X,X,X,X,X,X
LSTJIOZ,O,O,O,X,X,X,X,X,X,X,X,X
LSTJZIO,O,O,O,O,X,O,X,X,X,X,X,X
LSTJZOI,O,O,O,O,X,X,X,X,X,X,X,X
LSTJOIZ,O,O,O,X,X,X,X,X,X,X,X,X
LSTJOZI,O,O,O,O,X,X,X,X,X,X,X,X
LSTZIJO,O,O,O,O,X,O,X,X,X,X,O,O
LSTZIOJ,X,O,X,O,X,O,X,X,X,O,X,X
LSTZJIO,O,O,O,O,X,O,X,X,X,X,O,O
LSTZJOI,O,O,O,O,X,X,X,X,O,X,X,X
LSTZOIJ,X,O,X,O,X,O,X,X,O,O,X,X
LSTZOJI,X,O,X,O,X,O,X,X,O,O,X,X
LSTOIJZ,O,O,O,X,X,O,X,X,X,X,X,X
LSTOIZJ,O,O,X,O,X,O,X,X,O,X,X,X
LSTOJIZ,O,O,O,X,X,O,X,X,X,X,X,X
LSTOJZI,O,O,O,O,X,O,X,X,X,X,X,X
LSTOZIJ,O,O,X,O,X,O,X,X,O,X,X,X
LSTOZJI,O,O,X,O,X,O,X,X,O,X,X,X
LSITJZO,O,O,O,X,X,O,X,X,X,X,X,X
LSITJOZ,O,O,O,X,X,X,X,X,X,X,X,X
LSITZJO,O,O,O,O,X,O,X,X,X,X,X,X
LSITZOJ,X,O,X,O,X,O,X,X,X,O,X,X
LSITOJZ,O,O,O,X,X,O,X,X,X,X,X,X
LSITOZJ,O,O,X,O,X,O,X,X,X,X,X,X
LSIJTZO,O,O,O,X,X,X,X,X,X,X,X,X
LSIJTOZ,O,O,O,X,X,X,X,X,X,X,X,X
LSIJZTO,O,O,X,X,X,X,X,X,X,X,X,X
LSIJZOT,O,X,X,X,X,X,X,X,X,X,X,X
LSIJOTZ,O,X,X,X,X,X,X,X,X,X,X,X
LSIJOZT,O,X,X,X,X,X,X,X,X,X,X,X
LSIZTJO,O,O,O,O,O,O,X,X,X,X,X,O
LSIZTOJ,X,O,X,O,X,O,X,X,X,O,X,X
LSIZJTO,O,O,X,O,O,X,X,X,X,X,X,O
LSIZJOT,O,X,X,O,O,X,X,X,X,X,X,X
LSIZOTJ,X,X,X,O,O,X,X,X,X,O,X,X
LSIZOJT,X,X,X,O,O,X,X,X,X,X,X,X
LSIOTJZ,O,X,O,X,X,X,X,X,X,X,X,X
LSIOTZJ,O,X,O,O,X,X,X,X,X,X,X,X
LSIOJTZ,O,X,O,X,X,X,X,X,X,X,X,X
LSIOJZT,O,X,X,X,X,X,X,X,X,X,X,X
LSIOZTJ,O,X,O,O,O,X,X,X,X,X,X,X
LSIOZJT,O,X,X,O,O,X,X,X,X,X,X,X
LSJTIZO,O,O,O,X,X,X,X,X,X,X,X,X
LSJTIOZ,O,O,O,X,X,X,X,X,X,X,X,X
LSJTZIO,O,O,O,O,X,X,X,X,X,X,X,X
LSJTZOI,O,O,O,O,X,X,X,X,X,X,X,X
LSJTOIZ,O,O,O,X,X,X,X,X,X,X,X,X
LSJTOZI,O,O,O,O,X,X,X,X,X,X,X,X
LSJITZO,O,O,O,X,X,X,X,X,X,X,X,X
LSJITOZ,O,O,O,X,X,X,X,X,X,X,X,X
LSJIZTO,O,O,X,X,X,X,X,X,X,X,X,X
LSJIZOT,O,X,X,X,X,X,X,X,X,X,X,X
LSJIOTZ,O,X,X,X,X,X,X,X,X,X,X,X
LSJIOZT,O,X,X,X,X,X,X,X,X,X,X,X
LSJZTIO,O,O,O,O,X,X,X,X,X,X,O,X
LSJZTOI,O,O,O,O,X,X,X,X,X,X,X,X
LSJZITO,O,O,X,O,X,X,X,X,X,X,O,X
LSJZIOT,O,X,X,O,X,X,X,X,X,X,X,X
LSJZOTI,O,X,X,O,X,X,X,X,X,X,X,X
LSJZOIT,O,X,X,O,X,X,X,X,X,X,X,X
LSJOTIZ,O,X,O,X,X,X,X,X,X,X,X,X
LSJOTZI,O,X,O,O,X,X,X,X,X,X,X,X
LSJOITZ,O,X,O,X,X,X,X,X,X,X,X,X
LSJOIZT,O,X,X,X,X,X,X,X,X,X,X,X
LSJOZTI,O,X,O,O,X,X,X,X,X,X,X,X
LSJOZIT,O,X,X,O,X,X,X,X,X,X,X,X
LSZTIJO,O,O,O,O,O,O,X,X,X,X,O,O
LSZTIOJ,X,O,X,O,X,O,X,X,X,O,X,X
LSZTJIO,O,O,O,O,O,O,X,X,X,X,O,O
LSZTJOI,O,O,O,O,X,X,X,X,O,X,X,X
LSZTOIJ,X,O,X,O,X,O,X,X,O,O,X,X
LSZTOJI,X,O,X,O,X,O,X,X,O,O,X,X
LSZITJO,O,O,O,O,O,O,X,X,X,X,X,O
LSZITOJ,X,O,X,O,X,O,X,X,X,O,X,X
LSZIJTO,O,O,X,O,O,X,X,X,X,X,O,O
LSZIJOT,O,X,X,O,O,X,X,X,X,X,X,X
LSZIOTJ,X,X,X,O,O,X,X,X,X,O,X,X
LSZIOJT,X,X,X,O,O,X,X,X,X,X,X,X
LSZJTIO,O,O,O,O,O,X,X,X,X,X,O,O
LSZJTOI,O,O,O,O,X,X,X,X,O,X,X,X
LSZJITO,O,O,X,O,O,X,X,X,X,X,O,O
LSZJIOT,O,X,X,O,O,X,X,X,X,X,X,X
LSZJOTI,O,X,X,O,O,X,X,X,X,X,X,X
LSZJOIT,O,X,X,O,O,X,X,X,X,X,X,X
LSZOTIJ,X,X,X,O,O,X,X,X,X,O,X,X
LSZOTJI,X,X,X,O,O,X,X,X,X,O,X,X
LSZOITJ,X,X,X,O,O,X,X,X,X,O,X,X
LSZOIJT,X,X,X,O,O,X,X,X,X,X,X,X
LSZOJTI,X,X,X,O,O,X,X,X,X,X,X,X
LSZOJIT,X,X,X,O,O,X,X,X,X,X,X,X
LSOTIJZ,O,X,O,X,X,X,X,X,X,X,X,X
LSOTIZJ,O,X,O,O,X,X,X,X,X,X,X,X
LSOTJIZ,O,X,O,X,X,X,X,X,X,X,X,X
LSOTJZI,O,X,O,O,X,X,X,X,X,X,X,X
LSOTZIJ,O,X,O,O,O,X,X,X,X,X,X,X
LSOTZJI,O,X,O,O,O,X,X,X,X,X,X,X
LSOITJZ,O,X,O,X,X,X,X,X,X,X,X,X
LSOITZJ,O,X,O,O,X,X,X,X,X,X,X,X
LSOIJTZ,O,X,O,X,X,X,X,X,X,X,X,X
LSOIJZT,O,X,X,X,X,X,X,X,X,X,X,X
LSOIZTJ,O,X,O,O,O,X,X,X,X,X,X,X
LSOIZJT,O,X,X,O,O,X,X,X,X,X,X,X
LSOJTIZ,O,X,O,X,X,X,X,X,X,X,X,X
LSOJTZI,O,X,O,O,X,X,X,X,X,X,X,X
LSOJITZ,O,X,O,X,X,X,X,X,X,X,X,X
LSOJIZT,O,X,X,X,X,X,X,X,X,X,X,X
LSOJZTI,O,X,O,O,X,X,X,X,X,X,X,X
LSOJZIT,O,X,X,O,X,X,X,X,X,X,X,X
LSOZTIJ,O,X,O,O,O,X,X,X,X,X,X,X
LSOZTJI,O,X,O,O,O,X,X,X,X,X,X,X
LSOZITJ,O,X,O,O,O,X,X,X,X,X,X,X
LSOZIJT,O,X,X,O,O,X,X,X,X,X,X,X
LSOZJTI,O,X,O,O,O,X,X,X,X,X,X,X
LSOZJIT,O,X,X,O,O,X,X,X,X,X,X,X
LZTIJSO,X,X,O,O,O,O,O,O,X,X,X,O
LZTIJOS,X,X,X,O,X,O,O,X,X,X,X,X
LZTISJO,X,X,O,O,O,O,O,O,X,X,O,O
LZTISOJ,X,X,X,O,X,O,O,X,X,X,X,X
LZTIOJS,X,X,X,O,X,O,O,X,X,X,X,X
LZTIOSJ,X,X,X,O,X,O,O,X,X,X,X,X
LZTJISO,X,X,O,O,O,O,O,O,X,X,X,O
LZTJIOS,X,X,X,O,X,O,O,X,X,X,X,X
LZTJSIO,X,X,O,O,O,O,O,O,X,X,X,O
LZTJSOI,X,X,O,O,X,X,O,O,O,X,X,X
LZTJOIS,X,X,X,O,X,O,O,X,O,X,X,X
LZTJOSI,X,X,X,O,X,O,O,O,O,X,X,X
LZTSIJO,X,X,O,O,O,O,O,O,X,X,O,O
LZTSIOJ,X,X,X,O,X,O,O,X,X,O,X,X
LZTSJIO,X,X,O,O,O,O,O,O,X,X,O,O
LZTSJOI,X,X,O,O,X,X,O,O,O,X,X,X
LZTSOIJ,X,X,X,O,X,O,O,X,O,O,X,X
LZTSOJI,X,X,X,O,X,O,O,O,O,O,X,X
LZTOIJS,X,X,X,O,X,O,O,X,O,X,X,X
LZTOISJ,X,X,X,O,X,O,O,X,O,X,X,X
LZTOJIS,X,X,X,O,X,O,O,X,O,X,X,X
LZTOJSI,X,X,X,O,X,O,O,O,O,X,X,X
LZTOSIJ,X,X,X,O,X,O,O,X,O,O,X,X
LZTOSJI,X,X,X,O,X,O,O,O,O,O,X,X
LZITJSO,X,X,X,O,O,O,X,X,X,X,X,O
LZITJOS,X,X,X,O,X,O,X,X,X,X,X,X
LZITSJO,X,X,X,O,O,O,X,X,X,X,X,O
LZITSOJ,X,X,X,O,X,O,X,X,X,X,X,X
LZITOJS,X,X,X,O,X,O,X,X,X,X,X,X
LZITOSJ,X,X,X,O,X,O,X,X,X,X,X,X
LZIJTSO,O,X,X,O,O,O,X,X,X,X,X,O
LZIJTOS,O,X,X,O,X,O,X,X,X,X,X,X
LZIJSTO,O,X,X,O,O,X,X,O,X,X,X,O
LZIJSOT,O,X,X,O,O,X,X,O,X,X,X,X
LZIJOTS,O,X,X,O,O,X,X,X,X,X,X,X
LZIJOST,O,X,X,O,O,X,X,X,X,X,X,X
LZISTJO,O,X,X,O,O,O,X,X,X,X,X,O
LZISTOJ,X,X,X,O,X,O,X,X,X,O,X,X
LZISJTO,O,X,X,O,O,X,X,O,X,X,O,O
LZISJOT,O,X,X,O,O,X,X,O,X,X,X,X
LZISOTJ,X,X,X,O,O,X,X,X,X,O,X,X
LZISOJT,X,X,X,O,O,X,X,X,X,X,X,X
LZIOTJS,O,X,X,O,O,O,X,X,X,X,X,X
LZIOTSJ,O,X,X,O,O,O,X,X,X,X,X,X
LZIOJTS,O,X,X,O,O,X,X,X,X,X,X,X
LZIOJST,O,X,X,O,O,X,X,X,X,X,X,X
LZIOSTJ,O,X,X,O,O,X,X,X,X,O,X,X
LZIOSJT,O,X,X,O,O,X,X,X,X,X,X,X
LZJTISO,O,X,O,O,O,O,O,O,X,X,X,O
LZJTIOS,O,X,X,O,X,O,O,X,X,X,X,X
LZJTSIO,O,X,O,O,O,O,O,O,X,X,X,O
LZJTSOI,O,X,O,O,X,X,O,O,O,X,X,X
LZJTOIS,O,X,X,O,X,O,O,X,O,X,X,X
LZJTOSI,O,X,X,O,X,O,O,O,O,X,X,X
LZJITSO,O,X,X,O,O,O,X,X,X,X,X,O
LZJITOS,O,X,X,O,X,O,X,X,X,X,X,X
LZJISTO,O,X,X,O,O,X,X,O,X,X,X,O
LZJISOT,O,X,X,O,O,X,X,O,X,X,X,X
LZJIOTS,O,X,X,O,O,X,X,X,X,X,X,X
LZJIOST,O,X,X,O,O,X,X,X,X,X,X,X
LZJSTIO,O,X,O,O,O,X,O,O,X,X,X,O
LZJSTOI,O,X,O,O,X,X,O,O,O,X,X,X
LZJSITO,O,X,X,O,O,X,O,O,X,X,X,O
LZJSIOT,O,X,X,O,O,X,X,O,X,X,X,X
LZJSOTI,O,X,X,O,O,X,X,O,X,X,X,X
LZJSOIT,O,X,X,O,O,X,X,O,X,X,X,X
LZJOTIS,O,X,O,O,O,X,X,X,X,X,X,X
LZJOTSI,O,X,O,O,O,X,X,X,X,X,X,X
LZJOITS,O,X,X,O,O,X,X,X,X,X,X,X
LZJOIST,O,X,X,O,O,X,X,X,X,X,X,X
LZJOSTI,O,X,O,O,O,X,X,O,X,X,X,X
LZJOSIT,O,X,X,O,O,X,X,O,X,X,X,X
LZSTIJO,O,X,O,O,O,O,O,O,X,X,O,O
LZSTIOJ,X,X,X,O,X,O,O,X,X,O,X,X
LZSTJIO,O,X,O,O,O,O,O,O,X,X,O,O
LZSTJOI,O,X,O,O,X,X,O,O,O,X,X,X
LZSTOIJ,X,X,X,O,X,O,O,X,O,O,X,X
LZSTOJI,X,X,X,O,X,O,O,O,O,O,X,X
LZSITJO,O,X,O,O,O,O,O,X,X,X,X,O
LZSITOJ,X,X,X,O,X,O,O,X,X,O,X,X
LZSIJTO,O,X,X,O,O,X,X,O,X,X,O,O
LZSIJOT,O,X,X,O,O,X,X,O,X,X,X,X
LZSIOTJ,X,X,X,O,O,X,X,X,X,O,X,X
LZSIOJT,X,X,X,O,O,X,X,X,X,X,X,X
LZSJTIO,O,X,O,O,O,X,O,O,X,X,O,O
LZSJTOI,O,X,O,O,X,X,O,O,O,X,X,X
LZSJITO,O,X,X,O,O,X,O,O,X,X,O,O
LZSJIOT,O,X,X,O,O,X,X,O,X,X,X,X
LZSJOTI,O,X,X,O,O,X,X,O,X,X,X,X
LZSJOIT,O,X,X,O,O,X,X,O,X,X,X,X
LZSOTIJ,X,X,X,O,O,X,X,X,X,O,X,X
LZSOTJI,X,X,X,O,O,X,X,X,X,O,X,X
LZSOITJ,X,X,X,O,O,X,X,X,X,O,X,X
LZSOIJT,X,X,X,O,O,X,X,X,X,X,X,X
LZSOJTI,X,X,X,O,O,X,X,O,X,X,X,X
LZSOJIT,X,X,X,O,O,X,X,O,X,X,X,X
LZOTIJS,O,X,O,O,O,O,X,X,X,X,X,X
LZOTISJ,O,X,O,O,O,O,X,X,X,X,X,X
LZOTJIS,O,X,O,O,O,O,X,X,X,X,X,X
LZOTJSI,O,X,O,O,O,O,X,X,X,X,X,X
LZOTSIJ,O,X,O,O,O,O,X,X,X,O,X,X
LZOTSJI,O,X,O,O,O,O,X,X,X,O,X,X
LZOITJS,O,X,X,O,O,O,X,X,X,X,X,X
LZOITSJ,O,X,X,O,O,O,X,X,X,X,X,X
LZOIJTS,O,X,X,O,O,X,X,X,X,X,X,X
LZOIJST,O,X,X,O,O,X,X,X,X,X,X,X
LZOISTJ,O,X,X,O,O,X,X,X,X,O,X,X
LZOISJT,O,X,X,O,O,X,X,X,X,X,X,X
LZOJTIS,O,X,O,O,O,X,X,X,X,X,X,X
LZOJTSI,O,X,O,O,O,X,X,X,X,X,X,X
LZOJITS,O,X,X,O,O,X,X,X,X,X,X,X
LZOJIST,O,X,X,O,O,X,X,X,X,X,X,X
LZOJSTI,O,X,O,O,O,X,X,O,X,X,X,X
LZOJSIT,O,X,X,O,O,X,X,O,X,X,X,X
LZOSTIJ,O,X,O,O,O,X,X,X,X,O,X,X
LZOSTJI,O,X,O,O,O,X,X,X,X,O,X,X
LZOSITJ,O,X,O,O,O,X,X,X,X,O,X,X
LZOSIJT,O,X,X,O,O,X,X,X,X,X,X,X
LZOSJTI,O,X,O,O,O,X,X,O,X,X,X,X
LZOSJIT,O,X,X,O,O,X,X,O,X,X,X,X
LOTIJSZ,O,X,O,X,X,O,X,X,X,X,X,X
LOTIJZS,O,X,O,O,X,O,X,X,X,X,X,X
LOTISJZ,O,X,O,X,X,O,X,X,X,X,X,X
LOTISZJ,O,X,O,O,X,O,X,X,X,X,X,X
LOTIZJS,O,X,O,O,X,O,X,X,X,X,X,X
LOTIZSJ,O,X,O,O,X,O,X,X,X,X,X,X
LOTJISZ,O,X,O,X,X,O,X,X,X,X,X,X
LOTJIZS,O,X,O,O,X,O,X,X,X,X,X,X
LOTJSIZ,O,X,O,X,X,O,X,X,X,X,X,X
LOTJSZI,O,X,O,O,X,O,X,X,X,X,X,X
LOTJZIS,O,X,O,O,X,O,X,X,X,X,X,X
LOTJZSI,O,X,O,O,X,O,X,X,X,X,X,X
LOTSIJZ,O,X,O,X,X,O,X,X,X,X,X,X
LOTSIZJ,O,X,O,O,X,O,X,X,X,X,X,X
LOTSJIZ,O,X,O,X,X,O,X,X,X,X,X,X
LOTSJZI,O,X,O,O,X,O,X,X,X,X,X,X
LOTSZIJ,O,X,O,O,O,O,X,X,X,X,X,X
LOTSZJI,O,X,O,O,O,O,X,X,X,X,X,X
LOTZIJS,O,X,O,O,O,O,X,X,X,X,X,X
LOTZISJ,O,X,O,O,O,O,X,X,X,X,X,X
LOTZJIS,O,X,O,O,O,O,X,X,X,X,X,X
