sequence,v115@7gB8GeE8FeE8DeF8AeA8BeC8JeT6IvhFxbBXdBigBu?qBFnB0rB,v115@7gB8GeE8FeE8DeF8AeA8BeC8JeT6IvhFxbBXdBmgB6?qBFnB0rB,v115@7gB8GeE8FeE8DeF8AeA8BeC8JeT6IvhFOgB0cB5lBK?mBFnBXsB,v115@7gB8GeE8FeE8DeF8AeA8BeC8JeT6IvhFOgBXdB5lBK?mBFnB0rB,v115@7gB8GeE8FeE8DeF8AeA8BeC8JeT6IvhFibBFdB3gB5?mB8qBOsB,v115@7gB8GeE8FeE8DeF8AeA8BeC8Je2/IvhFRbBCdB3gBV?nB8qBzrB,v115@7gB8GeE8FeE8DeF8AeA8BeC8Jex6IvhFXdBmfBzgBF?nBCrB0rB,v115@7gB8GeE8FeE8DeF8AeA8BeC8Jex6IvhF0cBmfBzgBF?nBCrBXsB,v115@7gB8GeE8FeE8DeF8AeA8BeC8Jei6IvhFTcBUgB/rBF?nB5lBOsB,v115@7gB8GeE8FeE8DeF8AeA8BeC8Jei6IvhFFdBRgBWnB3?gB8qBzrB,v115@7gB8GeE8FeE8DeF8AeA8BeC8JeT6IvhFZhB/lBWnB8?rB6qBFsB,v115@7gB8GeE8FeE8DeF8AeA8BeC8Jei6IvhFFdBUgBxmBX?mBzrBuqB
JIOLZST,O,X,O,X,O,X,X,O,X,X,X,X
JIOSTLZ,O,X,X,X,X,O,X,X,X,O,X,X
JIOSTZL,X,X,X,X,O,X,X,X,X,X,O,X
JIOSLTZ,O,X,O,O,X,X,X,X,X,O,X,X
JIOSLZT,O,X,O,X,X,X,X,X,X,X,O,X
JIOSZTL,X,X,X,X,O,X,X,X,X,X,O,X
JIOSZLT,O,X,X,X,O,X,X,X,X,X,O,X
JIOZTLS,O,X,X,X,O,O,X,X,X,O,X,X
JIOZTSL,O,X,X,X,O,X,X,X,X,X,X,X
JIOZLTS,O,X,O,O,O,X,X,X,X,O,X,X
JIOZLST,O,X,O,X,O,X,X,X,X,X,X,X
JIOZSTL,O,X,X,X,O,O,X,X,X,X,O,X
JIOZSLT,O,X,X,X,O,O,X,X,X,X,O,X
JLTISZO,O,O,O,O,X,O,X,X,X,O,X,X
JLTISOZ,O,O,O,O,X,X,O,X,X,X,X,X
JLTIZSO,O,O,O,O,O,O,X,X,X,O,X,X
JLTIZOS,O,O,O,O,O,O,X,X,X,O,X,X
JLTIOSZ,O,O,O,O,X,X,O,O,X,X,X,X
JLTIOZS,O,O,O,O,O,O,O,O,X,O,X,X
JLTSIZO,O,O,X,O,X,O,X,X,X,O,X,X
JLTSIOZ,O,O,X,O,X,X,O,X,X,X,X,X
JLTSZIO,O,O,X,X,X,O,X,X,X,O,X,X
JLTSZOI,O,O,X,X,X,O,O,X,X,X,X,X
JLTSOIZ,O,O,X,O,X,X,O,O,X,X,X,X
JLTSOZI,O,O,X,X,X,X,O,O,X,X,X,X
JLTZISO,O,O,O,X,O,O,X,X,X,O,X,X
JLTZIOS,O,O,O,X,O,O,X,X,X,O,X,X
JLTZSIO,O,O,X,X,O,O,X,X,X,O,X,X
JLTZSOI,O,O,X,X,O,O,O,X,X,X,X,X
JLTZOIS,O,O,O,X,O,O,O,O,X,O,X,X
JLTZOSI,O,O,X,X,O,O,O,O,X,X,X,X
JLTOISZ,O,O,O,O,X,X,O,O,X,O,X,X
JLTOIZS,O,O,O,O,O,O,O,O,X,O,X,O
JLTOSIZ,O,O,X,O,X,X,O,O,X,O,X,X
JLTOSZI,O,O,X,X,X,X,O,O,X,O,X,X
JLTOZIS,O,O,O,X,O,O,O,O,X,O,X,O
JLTOZSI,O,O,X,X,O,O,O,O,X,O,X,X
JLITSZO,O,O,O,O,X,O,X,X,X,O,X,X
JLITSOZ,O,O,O,O,X,X,O,X,X,X,X,X
JLITZSO,O,O,O,O,O,O,X,X,X,O,X,X
JLITZOS,O,O,O,O,O,O,X,X,X,O,X,X
JLITOSZ,O,O,O,O,X,X,O,O,X,X,X,X
JLITOZS,O,O,O,O,O,O,O,O,X,O,X,X
JLISTZO,X,X,O,O,X,O,X,X,X,O,X,X
JLISTOZ,O,O,O,O,X,X,X,X,X,X,X,X
JLISZTO,O,O,X,X,X,X,X,X,X,X,O,X
JLISZOT,O,O,O,X,X,X,X,X,X,X,O,X
JLISOTZ,O,O,O,O,X,X,O,O,X,X,X,X
JLISOZT,O,O,O,X,X,X,X,O,X,X,O,X
JLIZTSO,O,O,O,O,O,O,X,X,X,O,X,X
JLIZTOS,O,O,O,O,O,O,X,X,X,O,X,X
JLIZSTO,O,O,X,X,O,X,X,X,X,O,X,X
JLIZSOT,O,O,O,X,O,X,X,X,X,X,X,X
JLIZOTS,O,O,O,O,O,X,O,O,X,O,X,O
JLIZOST,O,O,O,X,O,X,X,O,X,O,X,O
JLIOTSZ,O,O,O,O,X,O,O,O,X,O,X,X
JLIOTZS,O,O,O,O,O,O,O,O,X,O,X,X
JLIOSTZ,O,O,O,O,X,X,O,O,X,O,X,X
JLIOSZT,O,O,O,X,X,X,X,O,X,X,O,X
JLIOZTS,O,O,O,O,O,X,O,O,X,O,X,X
JLIOZST,O,O,O,X,O,X,X,O,X,X,X,X
JLSTIZO,O,O,X,X,X,O,X,X,X,O,X,X
JLSTIOZ,O,O,X,X,X,X,O,X,X,X,X,X
JLSTZIO,O,O,X,X,X,O,X,X,O,O,X,X
JLSTZOI,O,O,X,X,X,O,O,X,O,X,X,X
JLSTOIZ,O,O,X,X,X,X,O,O,X,X,X,X
JLSTOZI,O,O,X,X,X,X,O,O,X,X,X,X
JLSITZO,X,X,X,X,X,O,X,X,X,O,X,X
JLSITOZ,O,O,X,X,X,X,X,X,X,X,X,X
JLSIZTO,O,O,X,X,X,X,X,X,X,X,O,X
JLSIZOT,O,O,X,X,X,X,X,X,X,X,O,X
JLSIOTZ,O,O,X,X,X,X,O,O,X,X,X,X
JLSIOZT,O,O,X,X,X,X,X,O,X,X,O,X
JLSZTIO,O,O,X,X,X,X,X,X,O,O,X,X
JLSZTOI,O,O,X,X,X,X,X,X,O,X,X,X
JLSZITO,O,O,X,X,X,X,X,X,X,O,X,X
JLSZIOT,O,O,X,X,X,X,X,X,X,X,X,X
JLSZOTI,O,O,X,X,X,X,X,X,X,X,X,X
JLSZOIT,O,O,X,X,X,X,X,X,X,X,X,X
JLSOTIZ,O,O,X,X,X,X,O,O,X,X,X,X
JLSOTZI,O,O,X,X,X,X,O,O,X,X,X,X
JLSOITZ,O,O,X,X,X,X,O,O,X,X,X,X
JLSOIZT,O,O,X,X,X,X,X,O,X,X,O,X
JLSOZTI,O,O,X,X,X,X,X,O,X,X,X,X
JLSOZIT,O,O,X,X,X,X,X,O,X,X,X,X
JLZTISO,O,O,X,X,O,O,X,X,X,O,X,X
JLZTIOS,O,O,X,X,O,O,X,X,X,O,X,X
JLZTSIO,O,O,X,X,O,O,X,X,X,O,X,X
JLZTSOI,O,O,X,X,O,O,O,X,X,X,X,X
JLZTOIS,O,O,X,X,O,O,O,O,X,O,X,X
JLZTOSI,O,O,X,X,O,O,O,O,X,X,X,X
JLZITSO,O,O,X,X,O,O,X,X,X,O,X,X
JLZITOS,O,O,O,X,O,O,X,X,X,O,X,X
JLZISTO,O,O,X,X,O,X,X,X,X,O,X,X
JLZISOT,O,O,O,X,O,X,X,X,X,X,X,X
JLZIOTS,O,O,O,X,O,X,O,O,X,O,X,O
JLZIOST,O,O,O,X,O,X,X,O,X,O,X,O
JLZSTIO,O,O,X,X,O,O,X,X,O,O,X,X
JLZSTOI,O,O,X,X,O,O,X,X,O,X,X,X
JLZSITO,O,O,X,X,O,O,X,X,X,O,X,X
JLZSIOT,O,O,X,X,O,O,X,X,X,X,X,X
JLZSOTI,O,O,X,X,O,O,X,X,X,X,X,X
JLZSOIT,O,O,X,X,O,O,X,X,X,X,X,X
JLZOTIS,O,O,X,X,O,X,O,O,X,O,X,O
JLZOTSI,O,O,X,X,O,X,O,O,X,X,X,X
JLZOITS,O,O,O,X,O,X,O,O,X,O,X,O
JLZOIST,O,O,O,X,O,X,X,O,X,O,X,O
JLZOSTI,O,O,X,X,O,O,X,O,X,X,X,X
JLZOSIT,O,O,X,X,O,O,X,O,X,X,X,X
JLOTISZ,O,O,O,O,X,O,O,O,X,O,X,X
JLOTIZS,O,O,O,O,O,O,O,O,X,O,X,O
JLOTSIZ,O,O,X,O,X,O,O,O,X,O,X,X
JLOTSZI,O,O,X,X,X,O,O,O,X,O,X,X
JLOTZIS,O,O,O,X,O,O,O,O,X,O,X,O
JLOTZSI,O,O,X,X,O,O,O,O,X,O,X,X
JLOITSZ,O,O,O,O,X,O,O,O,X,O,X,X
JLOITZS,O,O,O,O,O,O,O,O,X,O,X,O
JLOISTZ,O,O,O,O,X,X,O,O,X,O,X,X
JLOISZT,O,O,O,X,X,X,X,O,X,X,O,X
JLOIZTS,O,O,O,O,O,X,O,O,X,O,X,O
JLOIZST,O,O,O,X,O,X,X,O,X,O,X,O
JLOSTIZ,O,O,X,X,X,X,O,O,X,O,X,X
JLOSTZI,O,O,X,X,X,X,O,O,X,O,X,X
JLOSITZ,O,O,X,X,X,X,O,O,X,O,X,X
JLOSIZT,O,O,X,X,X,X,X,O,X,X,O,X
JLOSZTI,O,O,X,X,X,X,X,O,X,O,X,X
JLOSZIT,O,O,X,X,X,X,X,O,X,O,X,X
JLOZTIS,O,O,X,X,O,X,O,O,X,O,X,O
JLOZTSI,O,O,X,X,O,X,O,O,X,O,X,X
JLOZITS,O,O,O,X,O,X,O,O,X,O,X,O
JLOZIST,O,O,O,X,O,X,X,O,X,O,X,O
JLOZSTI,O,O,X,X,O,O,X,O,X,O,X,X
JLOZSIT,O,O,X,X,O,O,X,O,X,O,X,X
JSTILZO,O,X,X,X,X,O,X,X,X,O,X,X
JSTILOZ,O,X,X,X,X,X,O,X,X,X,X,X
JSTIZLO,X,X,X,X,O,X,X,X,X,X,O,X
JSTIZOL,O,X,X,X,O,X,X,X,X,X,O,X
JSTIOLZ,O,O,X,X,X,X,X,X,X,X,X,X
JSTIOZL,O,X,X,X,O,X,X,X,X,X,O,X
JSTLIZO,O,O,X,O,X,O,X,X,X,O,X,X
JSTLIOZ,O,O,X,O,X,X,O,X,X,X,X,X
JSTLZIO,O,O,X,X,X,O,X,X,O,O,X,X
JSTLZOI,O,O,X,X,X,O,O,X,O,X,X,X
JSTLOIZ,O,O,X,O,X,X,O,O,X,X,X,X
JSTLOZI,O,O,X,X,X,X,O,O,X,X,X,X
JSTZILO,X,X,X,X,O,O,X,X,O,O,X,X
JSTZIOL,O,X,X,X,O,O,X,X,O,X,X,X
JSTZLIO,O,X,X,X,O,O,X,X,O,O,X,X
JSTZLOI,O,X,X,X,O,O,O,X,O,X,X,X
JSTZOIL,O,X,X,X,O,O,X,X,O,X,X,X
JSTZOLI,O,X,X,X,O,O,X,X,O,X,X,X
JSTOILZ,O,O,X,X,X,X,X,X,X,X,X,X
JSTOIZL,O,X,X,X,O,X,X,X,X,X,O,X
JSTOLIZ,O,O,X,O,X,X,O,X,X,X,X,X
JSTOLZI,O,O,X,X,X,X,O,X,X,X,X,X
JSTOZIL,O,X,X,X,O,X,X,X,O,X,X,X
JSTOZLI,O,X,X,X,O,X,X,X,O,X,X,X
JSITLZO,X,X,X,X,X,O,X,X,X,O,X,X
JSITLOZ,O,X,X,X,X,X,O,X,X,X,X,X
JSITZLO,X,X,X,X,O,X,X,X,X,X,O,X
JSITZOL,O,X,X,X,O,X,X,X,X,X,O,X
JSITOLZ,O,O,X,X,X,X,X,X,X,X,X,X
JSITOZL,O,X,X,X,O,X,X,X,X,X,O,X
JSILTZO,X,X,O,O,X,O,X,X,X,O,X,X
JSILTOZ,O,X,O,O,X,X,X,X,X,X,X,X
JSILZTO,X,X,X,X,X,X,X,X,X,X,O,X
JSILZOT,O,X,O,X,X,X,X,X,X,X,O,X
JSILOTZ,O,X,O,O,X,X,O,O,X,X,X,X
JSILOZT,O,X,O,X,X,X,X,O,X,X,O,X
JSIZTLO,X,X,X,X,O,O,X,X,X,X,O,X
JSIZTOL,X,X,X,X,O,X,X,X,X,X,O,X
JSIZLTO,X,X,X,X,O,X,X,X,X,X,O,X
JSIZLOT,X,X,X,X,O,X,X,X,X,X,O,X
JSIZOTL,X,X,X,X,O,X,X,X,X,X,O,X
JSIZOLT,O,X,X,X,O,X,X,X,X,X,O,X
JSIOTLZ,O,O,X,X,X,O,X,X,X,X,X,X
JSIOTZL,O,X,X,X,O,X,X,X,X,X,O,X
JSIOLTZ,O,O,O,O,X,X,X,X,X,X,X,X
JSIOLZT,O,O,O,X,X,X,X,X,X,X,O,X
JSIOZTL,O,O,X,X,O,X,X,X,X,X,O,X
JSIOZLT,O,O,X,X,O,X,X,X,X,X,O,X
JSLTIZO,O,X,X,X,X,O,X,X,X,O,X,X
JSLTIOZ,O,O,X,X,X,X,O,X,X,X,X,X
JSLTZIO,O,X,X,X,X,O,X,X,O,O,X,X
JSLTZOI,O,X,X,X,X,O,O,X,O,X,X,X
JSLTOIZ,O,O,X,X,X,X,O,O,X,X,X,X
JSLTOZI,O,X,X,X,X,X,O,O,X,X,X,X
JSLITZO,X,X,X,X,X,O,X,X,X,O,X,X
JSLITOZ,O,O,X,X,X,X,X,X,X,X,X,X
JSLIZTO,O,X,X,X,X,X,X,X,X,X,O,X
JSLIZOT,O,O,X,X,X,X,X,X,X,X,O,X
JSLIOTZ,O,O,X,X,X,X,O,O,X,X,X,X
JSLIOZT,O,O,X,X,X,X,X,O,X,X,O,X
JSLZTIO,O,X,X,X,X,X,X,X,O,O,X,X
JSLZTOI,O,X,X,X,X,X,X,X,O,X,X,X
JSLZITO,O,X,X,X,X,X,X,X,X,O,X,X
JSLZIOT,O,O,X,X,X,X,X,X,X,X,X,X
JSLZOTI,O,X,X,X,X,X,X,X,X,X,X,X
JSLZOIT,O,O,X,X,X,X,X,X,X,X,X,X
JSLOTIZ,O,O,X,X,X,X,O,O,X,X,X,X
JSLOTZI,O,X,X,X,X,X,O,O,X,X,X,X
JSLOITZ,O,O,X,X,X,X,O,O,X,X,X,X
JSLOIZT,O,O,X,X,X,X,X,O,X,X,O,X
JSLOZTI,O,X,X,X,X,X,X,O,X,X,X,X
JSLOZIT,O,O,X,X,X,X,X,O,X,X,X,X
JSZTILO,O,X,X,X,O,O,X,X,O,O,X,X
JSZTIOL,O,O,X,X,O,O,X,X,O,X,X,X
JSZTLIO,O,X,X,X,O,O,X,X,O,O,X,X
JSZTLOI,O,X,X,X,O,O,O,X,O,X,X,X
JSZTOIL,O,O,X,X,O,O,X,X,O,X,X,X
JSZTOLI,O,O,X,X,O,O,X,X,O,X,X,X
JSZITLO,X,X,X,X,O,O,X,X,X,O,O,X
JSZITOL,O,O,X,X,O,O,X,X,X,X,O,X
JSZILTO,O,X,X,X,O,O,X,X,X,O,O,X
JSZILOT,O,O,X,X,O,O,X,X,X,X,O,X
JSZIOTL,O,O,X,X,O,O,X,X,X,X,O,X
JSZIOLT,O,O,X,X,O,O,X,X,X,X,O,X
JSZLTIO,O,O,X,X,O,O,X,X,O,O,X,X
JSZLTOI,O,O,X,X,O,O,X,X,O,X,X,X
JSZLITO,O,O,X,X,O,O,X,X,X,O,X,X
JSZLIOT,O,O,X,X,O,O,X,X,X,X,X,X
JSZLOTI,O,O,X,X,O,O,X,X,X,X,X,X
JSZLOIT,O,O,X,X,O,O,X,X,X,X,X,X
JSZOTIL,O,O,X,X,O,O,X,X,X,X,X,X
JSZOTLI,O,O,X,X,O,O,X,X,X,X,X,X
JSZOITL,O,O,X,X,O,O,X,X,X,X,O,X
JSZOILT,O,O,X,X,O,O,X,X,X,X,O,X
JSZOLTI,O,O,X,X,O,O,X,X,X,X,X,X
JSZOLIT,O,O,X,X,O,O,X,X,X,X,X,X
JSOTILZ,O,O,X,X,X,O,X,X,X,X,X,X
JSOTIZL,O,X,X,X,O,X,X,X,X,X,O,X
JSOTLIZ,O,O,X,O,X,O,O,X,X,X,X,X
JSOTLZI,O,O,X,X,X,O,O,X,X,X,X,X
JSOTZIL,O,X,X,X,O,O,X,X,X,X,X,X
JSOTZLI,O,X,X,X,O,O,X,X,X,X,X,X
JSOITLZ,O,O,X,X,X,O,X,X,X,X,X,X
JSOITZL,O,X,X,X,O,X,X,X,X,X,O,X
JSOILTZ,O,O,O,O,X,X,X,X,X,X,X,X
JSOILZT,O,O,O,X,X,X,X,X,X,X,O,X
JSOIZTL,O,O,X,X,O,X,X,X,X,X,O,X
JSOIZLT,O,O,X,X,O,X,X,X,X,X,O,X
JSOLTIZ,O,O,X,X,X,X,X,X,X,X,X,X
JSOLTZI,O,X,X,X,X,X,X,X,X,X,X,X
JSOLITZ,O,O,X,X,X,X,X,X,X,X,X,X
JSOLIZT,O,O,X,X,X,X,X,X,X,X,O,X
JSOLZTI,O,X,X,X,X,X,X,X,X,X,X,X
JSOLZIT,O,O,X,X,X,X,X,X,X,X,X,X
JSOZTIL,O,O,X,X,O,O,X,X,X,X,X,X
JSOZTLI,O,O,X,X,O,O,X,X,X,X,X,X
JSOZITL,O,O,X,X,O,O,X,X,X,X,O,X
JSOZILT,O,O,X,X,O,O,X,X,X,X,O,X
JSOZLTI,O,O,X,X,O,O,X,X,X,X,X,X
JSOZLIT,O,O,X,X,O,O,X,X,X,X,X,X
JZTILSO,O,O,X,X,O,O,X,X,X,O,X,X
JZTILOS,O,O,X,X,O,O,X,X,X,O,X,X
JZTISLO,O,O,X,X,O,O,X,X,X,O,X,X
JZTISOL,O,O,X,X,O,O,X,X,X,X,X,X
JZTIOLS,O,O,X,X,O,O,X,X,X,O,X,X
JZTIOSL,O,O,X,X,O,X,X,X,X,X,X,X
JZTLISO,O,O,X,X,O,O,X,X,X,O,X,X
JZTLIOS,O,O,X,X,O,O,X,X,X,O,X,X
JZTLSIO,O,O,X,X,O,O,X,X,X,O,X,X
JZTLSOI,O,O,X,X,O,O,O,X,X,X,X,X
JZTLOIS,O,O,X,X,O,O,O,O,X,O,X,X
JZTLOSI,O,O,X,X,O,O,O,O,X,X,X,X
JZTSILO,O,O,X,X,O,O,X,X,X,O,X,X
JZTSIOL,O,O,X,X,O,O,X,X,X,X,X,X
JZTSLIO,O,O,X,X,O,O,X,X,X,O,X,X
JZTSLOI,O,O,X,X,O,O,O,X,X,X,X,X
JZTSOIL,O,O,X,X,O,O,X,X,X,X,X,X
JZTSOLI,O,O,X,X,O,O,X,X,X,X,X,X
JZTOILS,O,O,X,X,O,O,X,X,X,O,X,X
JZTOISL,O,O,X,X,O,X,X,X,X,X,X,X
JZTOLIS,O,O,X,X,O,O,X,X,X,O,X,X
JZTOLSI,O,O,X,X,O,O,X,X,X,X,X,X
JZTOSIL,O,O,X,X,O,O,X,X,X,X,X,X
JZTOSLI,O,O,X,X,O,O,X,X,X,X,X,X
JZITLSO,O,O,X,X,O,O,X,X,X,O,X,X
JZITLOS,O,O,X,X,O,O,X,X,X,O,X,X
JZITSLO,O,O,X,X,O,O,X,X,X,O,X,X
JZITSOL,O,O,X,X,O,O,X,X,X,X,X,X
JZITOLS,O,O,X,X,O,O,X,X,X,O,X,X
JZITOSL,O,O,X,X,O,X,X,X,X,X,X,X
JZILTSO,O,X,O,O,O,O,X,X,X,O,X,X
JZILTOS,O,X,O,O,O,O,X,X,X,O,X,X
JZILSTO,O,X,X,X,O,X,X,X,X,O,X,X
JZILSOT,O,O,O,X,O,X,X,X,X,X,X,X
JZILOTS,O,X,O,O,O,X,O,O,X,O,X,O
JZILOST,O,O,O,X,O,X,X,O,X,O,X,O
JZISTLO,X,X,X,X,O,O,X,X,X,O,O,X
JZISTOL,O,O,X,X,O,O,X,X,X,X,O,X
JZISLTO,O,X,X,X,O,O,X,X,X,O,O,X
JZISLOT,O,O,X,X,O,O,X,X,X,X,O,X
JZISOTL,O,O,X,X,O,O,X,X,X,X,O,X
JZISOLT,O,O,X,X,O,O,X,X,X,X,O,X
JZIOTLS,O,O,X,X,O,O,X,X,X,O,X,O
JZIOTSL,O,O,X,X,O,X,X,X,X,O,X,O
JZIOLTS,O,X,O,O,O,X,X,X,X,O,X,O
JZIOLST,O,O,O,X,O,X,X,X,X,O,X,O
JZIOSTL,O,O,X,X,O,O,X,X,X,O,O,O
JZIOSLT,O,O,X,X,O,O,X,X,X,O,O,O
JZLTISO,O,O,X,X,O,O,X,X,X,O,X,X
JZLTIOS,O,O,X,X,O,O,X,X,X,O,X,X
JZLTSIO,O,O,X,X,O,O,X,X,X,O,X,X
JZLTSOI,O,O,X,X,O,O,O,X,X,X,X,X
JZLTOIS,O,O,X,X,O,O,O,O,X,O,X,X
JZLTOSI,O,O,X,X,O,O,O,O,X,X,X,X
JZLITSO,O,O,X,X,O,O,X,X,X,O,X,X
JZLITOS,O,O,X,X,O,O,X,X,X,O,X,X
JZLISTO,O,O,X,X,O,X,X,X,X,O,X,X
JZLISOT,O,O,X,X,O,X,X,X,X,X,X,X
JZLIOTS,O,O,X,X,O,X,O,O,X,O,X,O
JZLIOST,O,O,X,X,O,X,X,O,X,O,X,O
JZLSTIO,O,O,X,X,O,O,X,X,O,O,X,X
JZLSTOI,O,O,X,X,O,O,X,X,O,X,X,X
JZLSITO,O,O,X,X,O,O,X,X,X,O,X,X
JZLSIOT,O,O,X,X,O,O,X,X,X,X,X,X
JZLSOTI,O,O,X,X,O,O,X,X,X,X,X,X
JZLSOIT,O,O,X,X,O,O,X,X,X,X,X,X
JZLOTIS,O,O,X,X,O,X,O,O,X,O,X,O
JZLOTSI,O,O,X,X,O,X,O,O,X,X,X,X
JZLOITS,O,O,X,X,O,X,O,O,X,O,X,O
JZLOIST,O,O,X,X,O,X,X,O,X,O,X,O
JZLOSTI,O,O,X,X,O,O,X,O,X,X,X,X
JZLOSIT,O,O,X,X,O,O,X,O,X,X,X,X
JZSTILO,O,O,X,X,O,O,X,X,O,O,X,X
JZSTIOL,O,O,X,X,O,O,X,X,O,X,X,X
JZSTLIO,O,O,X,X,O,O,X,X,O,O,X,X
JZSTLOI,O,O,X,X,O,O,O,X,O,X,X,X
JZSTOIL,O,O,X,X,O,O,X,X,O,X,X,X
JZSTOLI,O,O,X,X,O,O,X,X,O,X,X,X
JZSITLO,X,X,X,X,O,O,X,X,X,O,O,X
JZSITOL,O,O,X,X,O,O,X,X,X,X,O,X
JZSILTO,O,X,X,X,O,O,X,X,X,O,O,X
JZSILOT,O,O,X,X,O,O,X,X,X,X,O,X
JZSIOTL,O,O,X,X,O,O,X,X,X,X,O,X
JZSIOLT,O,O,X,X,O,O,X,X,X,X,O,X
JZSLTIO,O,O,X,X,O,O,X,X,O,O,X,X
JZSLTOI,O,O,X,X,O,O,X,X,O,X,X,X
JZSLITO,O,O,X,X,O,O,X,X,X,O,X,X
JZSLIOT,O,O,X,X,O,O,X,X,X,X,X,X
JZSLOTI,O,O,X,X,O,O,X,X,X,X,X,X
JZSLOIT,O,O,X,X,O,O,X,X,X,X,X,X
JZSOTIL,O,O,X,X,O,O,X,X,X,X,X,X
JZSOTLI,O,O,X,X,O,O,X,X,X,X,X,X
JZSOITL,O,O,X,X,O,O,X,X,X,X,O,X
JZSOILT,O,O,X,X,O,O,X,X,X,X,O,X
JZSOLTI,O,O,X,X,O,O,X,X,X,X,X,X
JZSOLIT,O,O,X,X,O,O,X,X,X,X,X,X
JZOTILS,O,O,X,X,O,O,X,X,X,O,X,O
JZOTISL,O,O,X,X,O,O,X,X,X,X,X,O
JZOTLIS,O,O,X,X,O,O,X,X,X,O,X,O
JZOTLSI,O,O,X,X,O,O,X,X,X,X,X,X
JZOTSIL,O,O,X,X,O,O,X,X,X,X,X,X
JZOTSLI,O,O,X,X,O,O,X,X,X,X,X,X
JZOITLS,O,O,X,X,O,O,X,X,X,O,X,O
JZOITSL,O,O,X,X,O,X,X,X,X,O,X,O
JZOILTS,O,X,O,O,O,X,X,X,X,O,X,O
JZOILST,O,O,O,X,O,X,X,X,X,O,X,O
JZOISTL,O,O,X,X,O,O,X,X,X,O,O,O
JZOISLT,O,O,X,X,O,O,X,X,X,O,O,O
JZOLTIS,O,O,X,X,O,X,X,X,X,O,X,O
JZOLTSI,O,O,X,X,O,X,X,X,X,X,X,X
JZOLITS,O,O,X,X,O,X,X,X,X,O,X,O
JZOLIST,O,O,X,X,O,X,X,X,X,O,X,O
JZOLSTI,O,O,X,X,O,O,X,X,X,X,X,X
JZOLSIT,O,O,X,X,O,O,X,X,X,X,X,X
JZOSTIL,O,O,X,X,O,O,X,X,X,X,X,X
JZOSTLI,O,O,X,X,O,O,X,X,X,X,X,X
JZOSITL,O,O,X,X,O,O,X,X,X,X,O,X
JZOSILT,O,O,X,X,O,O,X,X,X,X,O,X
JZOSLTI,O,O,X,X,O,O,X,X,X,X,X,X
JZOSLIT,O,O,X,X,O,O,X,X,X,X,X,X
JOTILSZ,O,X,O,O,X,O,X,X,X,O,X,X
JOTILZS,O,X,O,O,O,O,X,X,X,O,X,O
JOTISLZ,O,X,X,X,X,O,X,X,X,O,X,X
JOTISZL,O,X,X,X,O,X,X,X,X,X,O,X
JOTIZLS,X,X,X,X,O,O,X,X,X,O,X,O
JOTIZSL,X,X,X,X,O,O,X,X,X,O,X,O
JOTLISZ,O,O,O,O,X,O,O,O,X,O,X,X
JOTLIZS,O,O,O,O,O,O,O,O,X,O,X,O
JOTLSIZ,O,O,X,O,X,O,O,O,X,O,X,X
JOTLSZI,O,O,X,X,X,O,O,O,X,O,X,X
JOTLZIS,O,O,O,X,O,O,O,O,X,O,X,O
JOTLZSI,O,O,X,X,O,O,O,O,X,O,X,X
JOTSILZ,O,O,X,X,X,O,X,X,X,O,X,X
JOTSIZL,O,X,X,X,O,X,X,X,X,X,O,X
JOTSLIZ,O,O,X,O,X,O,O,X,X,O,X,X
JOTSLZI,O,O,X,X,X,O,O,X,X,O,X,X
JOTSZIL,O,X,X,X,O,O,X,X,X,O,X,X
JOTSZLI,O,X,X,X,O,O,X,X,X,O,X,X
JOTZILS,O,X,X,X,O,O,X,X,X,O,X,O
JOTZISL,O,X,X,X,O,O,X,X,X,O,X,O
JOTZLIS,O,X,O,X,O,O,X,X,X,O,X,O
JOTZLSI,O,X,X,X,O,O,X,X,X,O,X,X
JOTZSIL,O,X,X,X,O,O,X,X,X,O,X,X
JOTZSLI,O,X,X,X,O,O,X,X,X,O,X,X
JOITLSZ,O,X,O,O,X,O,X,X,X,O,X,X
JOITLZS,O,X,O,O,O,O,X,X,X,O,X,O
JOITSLZ,O,X,X,X,X,O,X,X,X,O,X,X
JOITSZL,O,X,X,X,O,X,X,X,X,X,O,X
JOITZLS,X,X,X,X,O,O,X,X,X,O,X,O
JOITZSL,X,X,X,X,O,O,X,X,X,O,X,O
JOILTSZ,O,X,O,O,X,O,O,O,X,O,X,X
JOILTZS,O,X,O,O,O,O,O,O,X,O,X,O
JOILSTZ,O,X,O,O,X,X,O,O,X,O,X,X
JOILSZT,O,X,O,X,X,X,X,O,X,X,O,X
JOILZTS,O,X,O,O,O,X,O,O,X,O,X,O
JOILZST,O,X,O,X,O,X,X,O,X,O,X,O
JOISTLZ,O,X,X,X,X,O,X,X,X,O,X,X
JOISTZL,X,X,X,X,O,X,X,X,X,X,O,X
JOISLTZ,O,X,O,O,X,X,X,X,X,O,X,X
JOISLZT,O,X,O,X,X,X,X,X,X,X,O,X
JOISZTL,X,X,X,X,O,X,X,X,X,X,O,X
JOISZLT,O,X,X,X,O,X,X,X,X,X,O,X
JOIZTLS,O,X,X,X,O,O,X,X,X,O,X,O
JOIZTSL,O,X,X,X,O,X,X,X,X,O,X,O
JOIZLTS,O,X,O,O,O,X,X,X,X,O,X,O
JOIZLST,O,X,O,X,O,X,X,X,X,O,X,O
JOIZSTL,O,X,X,X,O,O,X,X,X,O,O,O
