sequence,v115@EhD8EeF8DeI8BeC8JeT6IvhFegBCcBxdBlhB3lB0rB,v115@EhD8EeF8DeI8BeC8Jei6IvhFFcBxdBzfB+lB3hB0rB,v115@EhD8EeF8DeI8BeC8JeT6IvhF0cBxdBmgBXgB1qBqrB,v115@EhD8EeF8DeI8BeC8JeT6IvhFxdBSlBXmBOlBlmB0rB,v115@EhD8EeF8DeI8BeC8JeT6IvhFibBxdBUhBFlBGrBfsB,v115@EhD8EeF8DeI8BeC8JeT6IvhF2gBxdB3hBFlBCmB0rB,v115@EhD8EeF8DeI8BeC8Je//IvhFFbBOhBxdBclBSrBzrB,v115@EhD8EeF8DeI8BeC8Jei6IvhFfhBxdBzfBumB1qB0rB
LIOZJTS,X,O,O,X,X,X,X,O
LIOZJST,X,O,X,X,X,X,O,X
LIOZSTJ,X,X,O,O,X,X,O,X
LIOZSJT,X,O,X,O,X,X,O,X
LJTISZO,X,O,O,X,X,X,O,X
LJTISOZ,O,O,O,X,X,X,X,O
LJTIZSO,X,O,O,X,O,X,O,X
LJTIZOS,O,O,O,X,O,X,X,X
LJTIOSZ,O,O,O,X,X,X,X,O
LJTIOZS,O,O,O,X,O,X,X,O
LJTSIZO,X,O,O,X,X,X,O,X
LJTSIOZ,O,O,O,X,X,X,X,O
LJTSZIO,X,O,O,X,O,X,O,X
LJTSZOI,X,X,O,X,O,X,O,X
LJTSOIZ,O,O,O,X,X,X,X,O
LJTSOZI,X,X,O,X,O,X,X,O
LJTZISO,X,O,O,X,O,X,O,X
LJTZIOS,O,O,O,X,O,X,X,X
LJTZSIO,X,O,O,X,O,X,O,X
LJTZSOI,X,O,O,X,O,X,O,X
LJTZOIS,O,O,O,X,O,X,X,X
LJTZOSI,X,X,O,X,O,X,X,X
LJTOISZ,O,O,O,X,X,X,X,O
LJTOIZS,O,O,O,X,O,X,X,O
LJTOSIZ,O,O,O,X,X,X,X,O
LJTOSZI,X,X,O,X,O,X,X,O
LJTOZIS,O,O,O,X,O,X,X,O
LJTOZSI,X,X,O,X,O,X,X,O
LJITSZO,X,O,O,X,X,X,O,X
LJITSOZ,O,O,O,X,X,X,X,O
LJITZSO,X,O,O,X,X,X,O,X
LJITZOS,O,O,O,X,X,X,X,X
LJITOSZ,O,O,O,X,X,X,X,O
LJITOZS,O,O,O,X,X,X,X,O
LJISTZO,O,O,X,O,X,X,O,X
LJISTOZ,O,O,X,O,X,X,X,X
LJISZTO,X,O,X,O,X,X,O,X
LJISZOT,O,O,X,O,X,X,O,X
LJISOTZ,O,O,X,O,X,X,X,O
LJISOZT,O,O,X,O,X,X,O,X
LJIZTSO,X,O,O,X,X,X,O,X
LJIZTOS,X,O,O,X,X,X,X,X
LJIZSTO,X,O,X,X,X,X,O,X
LJIZSOT,X,O,X,X,X,X,O,X
LJIZOTS,X,O,O,X,X,X,X,O
LJIZOST,X,O,X,X,X,X,O,X
LJIOTSZ,O,O,O,X,X,X,X,O
LJIOTZS,O,O,O,X,X,X,X,O
LJIOSTZ,O,O,X,O,X,X,X,O
LJIOSZT,O,O,X,O,X,X,O,X
LJIOZTS,X,O,O,X,X,X,X,O
LJIOZST,X,O,X,X,X,X,O,X
LJSTIZO,O,O,X,O,X,X,O,X
LJSTIOZ,O,O,X,O,X,X,X,X
LJSTZIO,O,O,X,O,X,X,O,X
LJSTZOI,O,X,X,O,X,X,O,X
LJSTOIZ,O,O,X,O,X,X,X,X
LJSTOZI,O,O,X,O,X,X,X,X
LJSITZO,O,O,X,O,X,X,O,X
LJSITOZ,O,O,X,O,X,X,X,X
LJSIZTO,X,O,X,O,X,X,O,X
LJSIZOT,O,O,X,O,X,X,O,X
LJSIOTZ,O,O,X,O,X,X,X,O
LJSIOZT,O,O,X,O,X,X,O,X
LJSZTIO,X,O,X,O,X,X,O,X
LJSZTOI,X,O,X,O,X,X,O,X
LJSZITO,X,O,X,O,X,X,O,X
LJSZIOT,O,O,X,O,X,X,O,X
LJSZOTI,X,O,X,O,X,X,O,X
LJSZOIT,O,O,X,O,X,X,O,X
LJSOTIZ,O,O,X,O,X,X,X,O
LJSOTZI,O,O,X,O,X,X,X,O
LJSOITZ,O,O,X,O,X,X,X,O
LJSOIZT,O,O,X,O,X,X,O,X
LJSOZTI,X,O,X,O,X,X,O,X
LJSOZIT,O,O,X,O,X,X,O,X
LJZTISO,X,O,O,X,O,X,O,X
LJZTIOS,X,O,O,X,O,X,X,X
LJZTSIO,X,O,O,X,O,X,O,X
LJZTSOI,X,O,O,X,O,X,O,X
LJZTOIS,X,O,O,X,O,X,X,X
LJZTOSI,X,O,O,X,O,X,X,X
LJZITSO,X,O,O,X,X,X,O,X
LJZITOS,X,O,O,X,X,X,X,X
LJZISTO,X,O,X,X,X,X,O,X
LJZISOT,X,O,X,X,X,X,O,X
LJZIOTS,X,O,O,X,X,X,X,O
LJZIOST,X,O,X,X,X,X,O,X
LJZSTIO,X,O,X,X,X,X,O,X
LJZSTOI,X,O,X,X,X,X,O,X
LJZSITO,X,O,X,X,X,X,O,X
LJZSIOT,X,O,X,X,X,X,O,X
LJZSOTI,X,O,X,X,X,X,O,X
LJZSOIT,X,O,X,X,X,X,O,X
LJZOTIS,X,O,O,X,X,X,X,O
LJZOTSI,X,O,O,X,X,X,X,O
LJZOITS,X,O,O,X,X,X,X,O
LJZOIST,X,O,X,X,X,X,O,X
LJZOSTI,X,O,X,X,X,X,O,X
LJZOSIT,X,O,X,X,X,X,O,X
LJOTISZ,O,O,O,X,X,X,X,O
LJOTIZS,O,O,O,X,O,X,X,O
LJOTSIZ,O,O,O,X,X,X,X,O
LJOTSZI,X,O,O,X,O,X,X,O
LJOTZIS,O,O,O,X,O,X,X,O
LJOTZSI,X,O,O,X,O,X,X,O
LJOITSZ,O,O,O,X,X,X,X,O
LJOITZS,O,O,O,X,X,X,X,O
LJOISTZ,O,O,X,O,X,X,X,O
LJOISZT,O,O,X,O,X,X,O,X
LJOIZTS,X,O,O,X,X,X,X,O
LJOIZST,X,O,X,X,X,X,O,X
LJOSTIZ,O,O,X,O,X,X,X,O
LJOSTZI,O,O,X,O,X,X,X,O
LJOSITZ,O,O,X,O,X,X,X,O
LJOSIZT,O,O,X,O,X,X,O,X
LJOSZTI,X,O,X,O,X,X,O,X
LJOSZIT,O,O,X,O,X,X,O,X
LJOZTIS,X,O,O,X,X,X,X,O
LJOZTSI,X,O,O,X,X,X,X,O
LJOZITS,X,O,O,X,X,X,X,O
LJOZIST,X,O,X,X,X,X,O,X
LJOZSTI,X,O,X,X,X,X,O,X
LJOZSIT,X,O,X,X,X,X,O,X
LSTIJZO,O,O,O,O,X,X,O,X
LSTIJOZ,O,O,O,O,X,O,X,X
LSTIZJO,O,O,O,O,X,X,O,X
LSTIZOJ,X,X,O,O,X,X,O,X
LSTIOJZ,O,O,O,O,X,O,X,X
LSTIOZJ,X,X,O,O,X,X,X,X
LSTJIZO,O,O,O,O,X,X,O,X
LSTJIOZ,O,O,O,O,X,O,X,X
LSTJZIO,O,O,O,O,X,X,O,X
LSTJZOI,O,X,O,O,X,X,O,X
LSTJOIZ,O,O,O,O,X,O,X,X
LSTJOZI,O,O,O,O,X,O,X,X
LSTZIJO,O,O,O,O,X,X,O,X
LSTZIOJ,X,X,O,O,X,X,O,X
LSTZJIO,O,X,O,O,X,X,O,X
LSTZJOI,O,X,O,O,X,X,O,X
LSTZOIJ,X,X,O,O,X,X,O,X
LSTZOJI,X,X,O,O,X,X,O,X
LSTOIJZ,O,O,O,O,X,O,X,X
LSTOIZJ,X,X,O,O,X,X,X,X
LSTOJIZ,O,X,O,O,X,O,X,X
LSTOJZI,O,X,O,O,X,O,X,X
LSTOZIJ,X,X,O,O,X,X,X,X
LSTOZJI,X,X,O,O,X,X,X,X
LSITJZO,O,O,O,O,X,X,O,X
LSITJOZ,O,O,O,O,X,O,X,X
LSITZJO,O,O,O,O,X,X,O,X
LSITZOJ,X,X,O,O,X,X,O,X
LSITOJZ,O,O,O,O,X,O,X,X
LSITOZJ,X,X,O,O,X,X,X,X
LSIJTZO,O,O,X,O,X,X,O,X
LSIJTOZ,O,O,X,O,X,X,X,X
LSIJZTO,X,O,X,O,X,X,O,X
LSIJZOT,O,O,X,O,X,X,O,X
LSIJOTZ,O,O,X,O,X,X,X,O
LSIJOZT,O,O,X,O,X,X,O,X
LSIZTJO,X,O,O,O,X,X,O,X
LSIZTOJ,X,X,O,O,X,X,O,X
LSIZJTO,X,O,X,O,X,X,O,X
LSIZJOT,O,X,X,O,X,X,O,X
LSIZOTJ,X,X,O,O,X,X,O,X
LSIZOJT,X,X,X,O,X,X,O,X
LSIOTJZ,O,O,O,O,X,O,X,X
LSIOTZJ,X,X,O,O,X,X,X,X
LSIOJTZ,O,O,X,O,X,X,X,O
LSIOJZT,O,O,X,O,X,X,O,X
LSIOZTJ,X,X,O,O,X,X,O,X
LSIOZJT,X,O,X,O,X,X,O,X
LSJTIZO,O,O,X,O,X,X,O,X
LSJTIOZ,O,O,X,O,X,X,X,X
LSJTZIO,O,O,X,O,X,X,O,X
LSJTZOI,O,X,X,O,X,X,O,X
LSJTOIZ,O,O,X,O,X,X,X,X
LSJTOZI,O,O,X,O,X,X,X,X
LSJITZO,O,O,X,O,X,X,O,X
LSJITOZ,O,O,X,O,X,X,X,X
LSJIZTO,X,O,X,O,X,X,O,X
LSJIZOT,O,O,X,O,X,X,O,X
LSJIOTZ,O,O,X,O,X,X,X,O
LSJIOZT,O,O,X,O,X,X,O,X
LSJZTIO,X,O,X,O,X,X,O,X
LSJZTOI,X,O,X,O,X,X,O,X
LSJZITO,X,O,X,O,X,X,O,X
LSJZIOT,O,O,X,O,X,X,O,X
LSJZOTI,X,O,X,O,X,X,O,X
LSJZOIT,O,O,X,O,X,X,O,X
LSJOTIZ,O,O,X,O,X,X,X,O
LSJOTZI,O,O,X,O,X,X,X,O
LSJOITZ,O,O,X,O,X,X,X,O
LSJOIZT,O,O,X,O,X,X,O,X
LSJOZTI,X,O,X,O,X,X,O,X
LSJOZIT,O,O,X,O,X,X,O,X
LSZTIJO,X,O,O,O,X,X,O,X
LSZTIOJ,X,X,O,O,X,X,O,X
LSZTJIO,X,X,O,O,X,X,O,X
LSZTJOI,X,X,O,O,X,X,O,X
LSZTOIJ,X,X,O,O,X,X,O,X
LSZTOJI,X,X,O,O,X,X,O,X
LSZITJO,X,O,O,O,X,X,O,X
LSZITOJ,X,X,O,O,X,X,O,X
LSZIJTO,X,O,X,O,X,X,O,X
LSZIJOT,O,X,X,O,X,X,O,X
LSZIOTJ,X,X,O,O,X,X,O,X
LSZIOJT,X,X,X,O,X,X,O,X
LSZJTIO,X,O,X,O,X,X,O,X
LSZJTOI,X,X,X,O,X,X,O,X
LSZJITO,X,O,X,O,X,X,O,X
LSZJIOT,O,X,X,O,X,X,O,X
LSZJOTI,X,X,X,O,X,X,O,X
LSZJOIT,O,X,X,O,X,X,O,X
LSZOTIJ,X,X,O,O,X,X,O,X
LSZOTJI,X,X,O,O,X,X,O,X
LSZOITJ,X,X,O,O,X,X,O,X
LSZOIJT,X,X,X,O,X,X,O,X
LSZOJTI,X,X,X,O,X,X,O,X
LSZOJIT,X,X,X,O,X,X,O,X
LSOTIJZ,O,O,O,O,X,O,X,O
LSOTIZJ,X,X,O,O,X,X,X,X
LSOTJIZ,O,O,O,O,X,O,X,O
LSOTJZI,O,O,O,O,X,O,X,O
LSOTZIJ,X,X,O,O,X,X,X,X
LSOTZJI,X,X,O,O,X,X,X,O
LSOITJZ,O,O,O,O,X,O,X,X
LSOITZJ,X,X,O,O,X,X,X,X
LSOIJTZ,O,O,X,O,X,X,X,O
LSOIJZT,O,O,X,O,X,X,O,X
LSOIZTJ,X,X,O,O,X,X,O,X
LSOIZJT,X,O,X,O,X,X,O,X
LSOJTIZ,O,O,X,O,X,X,X,O
LSOJTZI,O,O,X,O,X,X,X,O
LSOJITZ,O,O,X,O,X,X,X,O
LSOJIZT,O,O,X,O,X,X,O,X
LSOJZTI,X,O,X,O,X,X,O,X
LSOJZIT,O,O,X,O,X,X,O,X
LSOZTIJ,X,X,O,O,X,X,O,X
LSOZTJI,X,X,O,O,X,X,O,X
LSOZITJ,X,X,O,O,X,X,O,X
LSOZIJT,X,O,X,O,X,X,O,X
LSOZJTI,X,O,X,O,X,X,O,X
LSOZJIT,X,O,X,O,X,X,O,X
LZTIJSO,X,X,O,X,X,X,O,X
LZTIJOS,X,X,O,X,X,X,X,X
LZTISJO,X,X,O,X,X,X,O,X
LZTISOJ,X,X,O,X,X,X,O,X
LZTIOJS,X,X,O,X,X,X,X,X
LZTIOSJ,X,X,O,X,X,X,X,X
LZTJISO,X,X,O,X,X,X,O,X
LZTJIOS,X,X,O,X,X,X,X,X
LZTJSIO,X,X,O,X,X,X,O,X
LZTJSOI,X,X,O,X,X,X,O,X
LZTJOIS,X,X,O,X,X,X,X,X
LZTJOSI,X,X,O,X,X,X,X,X
LZTSIJO,X,X,O,X,X,X,O,X
LZTSIOJ,X,X,O,X,X,X,O,X
LZTSJIO,X,X,O,X,X,X,O,X
LZTSJOI,X,X,O,X,X,X,O,X
LZTSOIJ,X,X,O,X,X,X,O,X
LZTSOJI,X,X,O,X,X,X,O,X
LZTOIJS,X,X,O,X,X,X,X,X
LZTOISJ,X,X,O,X,X,X,X,X
LZTOJIS,X,X,O,X,X,X,X,X
LZTOJSI,X,X,O,X,X,X,X,X
LZTOSIJ,X,X,O,X,X,X,X,X
LZTOSJI,X,X,O,X,X,X,X,X
LZITJSO,X,X,O,X,X,X,O,X
LZITJOS,X,X,O,X,X,X,X,X
LZITSJO,X,X,O,X,X,X,O,X
LZITSOJ,X,X,O,X,X,X,O,X
LZITOJS,X,X,O,X,X,X,X,X
LZITOSJ,X,X,O,X,X,X,X,X
LZIJTSO,X,O,O,X,X,X,O,X
LZIJTOS,X,O,O,X,X,X,X,X
LZIJSTO,X,O,X,X,X,X,O,X
LZIJSOT,X,O,X,X,X,X,O,X
LZIJOTS,X,O,O,X,X,X,X,O
LZIJOST,X,O,X,X,X,X,O,X
LZISTJO,X,O,O,O,X,X,O,X
LZISTOJ,X,X,O,O,X,X,O,X
LZISJTO,X,O,X,O,X,X,O,X
LZISJOT,X,X,X,O,X,X,O,X
LZISOTJ,X,X,O,O,X,X,O,X
LZISOJT,X,X,X,O,X,X,O,X
LZIOTJS,X,X,O,X,X,X,X,X
LZIOTSJ,X,X,O,X,X,X,X,X
LZIOJTS,X,O,O,X,X,X,X,O
LZIOJST,X,O,X,X,X,X,O,X
LZIOSTJ,X,X,O,O,X,X,O,X
LZIOSJT,X,O,X,O,X,X,O,X
LZJTISO,X,O,O,X,X,X,O,X
LZJTIOS,X,O,O,X,X,X,X,X
LZJTSIO,X,O,O,X,X,X,O,X
LZJTSOI,X,O,O,X,X,X,O,X
LZJTOIS,X,O,O,X,X,X,X,X
LZJTOSI,X,X,O,X,X,X,X,X
LZJITSO,X,O,O,X,X,X,O,X
LZJITOS,X,O,O,X,X,X,X,X
LZJISTO,X,O,X,X,X,X,O,X
LZJISOT,X,O,X,X,X,X,O,X
LZJIOTS,X,O,O,X,X,X,X,O
LZJIOST,X,O,X,X,X,X,O,X
LZJSTIO,X,O,X,X,X,X,O,X
LZJSTOI,X,O,X,X,X,X,O,X
LZJSITO,X,O,X,X,X,X,O,X
LZJSIOT,X,O,X,X,X,X,O,X
LZJSOTI,X,O,X,X,X,X,O,X
LZJSOIT,X,O,X,X,X,X,O,X
LZJOTIS,X,O,O,X,X,X,X,O
LZJOTSI,X,X,O,X,X,X,X,O
LZJOITS,X,O,O,X,X,X,X,O
LZJOIST,X,O,X,X,X,X,O,X
LZJOSTI,X,O,X,X,X,X,O,X
LZJOSIT,X,O,X,X,X,X,O,X
LZSTIJO,X,O,O,O,X,X,O,X
LZSTIOJ,X,X,O,O,X,X,O,X
LZSTJIO,X,X,O,O,X,X,O,X
LZSTJOI,X,X,O,O,X,X,O,X
LZSTOIJ,X,X,O,O,X,X,O,X
LZSTOJI,X,X,O,O,X,X,O,X
LZSITJO,X,O,O,O,X,X,O,X
LZSITOJ,X,X,O,O,X,X,O,X
LZSIJTO,X,O,X,O,X,X,O,X
LZSIJOT,X,X,X,O,X,X,O,X
LZSIOTJ,X,X,O,O,X,X,O,X
LZSIOJT,X,X,X,O,X,X,O,X
LZSJTIO,X,O,X,O,X,X,O,X
LZSJTOI,X,X,X,O,X,X,O,X
LZSJITO,X,O,X,O,X,X,O,X
LZSJIOT,X,X,X,O,X,X,O,X
LZSJOTI,X,X,X,O,X,X,O,X
LZSJOIT,X,X,X,O,X,X,O,X
LZSOTIJ,X,X,O,O,X,X,O,X
LZSOTJI,X,X,O,O,X,X,O,X
LZSOITJ,X,X,O,O,X,X,O,X
LZSOIJT,X,X,X,O,X,X,O,X
LZSOJTI,X,X,X,O,X,X,O,X
LZSOJIT,X,X,X,O,X,X,O,X
LZOTIJS,X,X,O,X,X,X,X,X
LZOTISJ,X,X,O,X,X,X,X,X
LZOTJIS,X,X,O,X,X,X,X,O
LZOTJSI,X,X,O,X,X,X,X,O
LZOTSIJ,X,X,O,X,X,X,X,X
LZOTSJI,X,X,O,X,X,X,X,O
LZOITJS,X,X,O,X,X,X,X,X
LZOITSJ,X,X,O,X,X,X,X,X
LZOIJTS,X,O,O,X,X,X,X,O
LZOIJST,X,O,X,X,X,X,O,X
LZOISTJ,X,X,O,O,X,X,O,X
LZOISJT,X,O,X,O,X,X,O,X
LZOJTIS,X,O,O,X,X,X,X,O
LZOJTSI,X,O,O,X,X,X,X,O
LZOJITS,X,O,O,X,X,X,X,O
LZOJIST,X,O,X,X,X,X,O,X
LZOJSTI,X,O,X,X,X,X,O,X
LZOJSIT,X,O,X,X,X,X,O,X
LZOSTIJ,X,X,O,O,X,X,O,X
LZOSTJI,X,X,O,O,X,X,O,X
LZOSITJ,X,X,O,O,X,X,O,X
LZOSIJT,X,O,X,O,X,X,O,X
LZOSJTI,X,O,X,O,X,X,O,X
LZOSJIT,X,O,X,O,X,X,O,X
LOTIJSZ,O,O,O,X,X,O,X,O
LOTIJZS,O,O,O,X,O,X,X,O
LOTISJZ,O,O,O,O,X,O,X,O
LOTISZJ,X,X,O,O,X,X,X,X
LOTIZJS,X,X,O,X,O,O,X,X
LOTIZSJ,X,X,O,X,X,O,X,X
LOTJISZ,O,O,O,X,X,O,X,O
LOTJIZS,O,O,O,X,O,X,X,O
LOTJSIZ,O,O,O,X,X,O,X,O
LOTJSZI,X,O,O,X,O,O,X,O
LOTJZIS,O,O,O,X,O,X,X,O
LOTJZSI,X,O,O,X,O,X,X,O
LOTSIJZ,O,O,O,O,X,O,X,O
LOTSIZJ,X,X,O,O,X,X,X,X
LOTSJIZ,O,O,O,O,X,O,X,O
LOTSJZI,O,O,O,O,O,O,X,O
LOTSZIJ,X,X,O,O,X,X,X,X
LOTSZJI,X,X,O,O,O,X,X,O
LOTZIJS,X,X,O,X,O,O,X,X
LOTZISJ,X,X,O,X,X,O,X,X
LOTZJIS,X,X,O,X,O,O,X,O
LOTZJSI,X,X,O,X,O,O,X,O
LOTZSIJ,X,X,O,X,X,O,X,X
LOTZSJI,X,X,O,X,O,O,X,O
LOITJSZ,O,O,O,X,X,O,X,O
LOITJZS,O,O,O,X,X,X,X,O
LOITSJZ,O,O,O,O,X,O,X,O
LOITSZJ,X,X,O,O,X,X,X,X
LOITZJS,X,X,O,X,X,O,X,X
LOITZSJ,X,X,O,X,X,O,X,X
LOIJTSZ,O,O,O,X,X,X,X,O
LOIJTZS,O,O,O,X,X,X,X,O
LOIJSTZ,O,O,X,O,X,X,X,O
LOIJSZT,O,O,X,O,X,X,O,X
LOIJZTS,X,O,O,X,X,X,X,O
LOIJZST,X,O,X,X,X,X,O,X
LOISTJZ,O,O,O,O,X,O,X,X
LOISTZJ,X,X,O,O,X,X,X,X
LOISJTZ,O,O,X,O,X,X,X,O
LOISJZT,O,O,X,O,X,X,O,X
LOISZTJ,X,X,O,O,X,X,O,X
LOISZJT,X,O,X,O,X,X,O,X
LOIZTJS,X,X,O,X,X,X,X,X
LOIZTSJ,X,X,O,X,X,X,X,X
LOIZJTS,X,O,O,X,X,X,X,O
LOIZJST,X,O,X,X,X,X,O,X
LOIZSTJ,X,X,O,O,X,X,O,X
LOIZSJT,X,O,X,O,X,X,O,X
LOJTISZ,O,O,O,X,X,X,X,O
LOJTIZS,O,O,O,X,O,X,X,O
LOJTSIZ,O,O,O,X,X,X,X,O
LOJTSZI,X,O,O,X,O,X,X,O
LOJTZIS,O,O,O,X,O,X,X,O
LOJTZSI,X,O,O,X,O,X,X,O
LOJITSZ,O,O,O,X,X,X,X,O
LOJITZS,O,O,O,X,X,X,X,O
LOJISTZ,O,O,X,O,X,X,X,O
LOJISZT,O,O,X,O,X,X,O,X
LOJIZTS,X,O,O,X,X,X,X,O
LOJIZST,X,O,X,X,X,X,O,X
LOJSTIZ,O,O,X,O,X,X,X,O
LOJSTZI,O,O,X,O,X,X,X,O
LOJSITZ,O,O,X,O,X,X,X,O
LOJSIZT,O,O,X,O,X,X,O,X
LOJSZTI,X,O,X,O,X,X,O,X
LOJSZIT,O,O,X,O,X,X,O,X
LOJZTIS,X,O,O,X,X,X,X,O
LOJZTSI,X,O,O,X,X,X,X,O
LOJZITS,X,O,O,X,X,X,X,O
LOJZIST,X,O,X,X,X,X,O,X
LOJZSTI,X,O,X,X,X,X,O,X
LOJZSIT,X,O,X,X,X,X,O,X
LOSTIJZ,O,O,O,O,X,O,X,O
LOSTIZJ,X,X,O,O,X,X,X,X
LOSTJIZ,O,O,O,O,X,O,X,O
LOSTJZI,O,O,O,O,X,O,X,O
LOSTZIJ,X,X,O,O,X,X,X,X
LOSTZJI,X,X,O,O,X,X,X,O
LOSITJZ,O,O,O,O,X,O,X,X
LOSITZJ,X,X,O,O,X,X,X,X
LOSIJTZ,O,O,X,O,X,X,X,O
LOSIJZT,O,O,X,O,X,X,O,X
LOSIZTJ,X,X,O,O,X,X,O,X
LOSIZJT,X,O,X,O,X,X,O,X
LOSJTIZ,O,O,X,O,X,X,X,O
LOSJTZI,O,O,X,O,X,X,X,O
LOSJITZ,O,O,X,O,X,X,X,O
LOSJIZT,O,O,X,O,X,X,O,X
LOSJZTI,X,O,X,O,X,X,O,X
LOSJZIT,O,O,X,O,X,X,O,X
LOSZTIJ,X,X,O,O,X,X,O,X
LOSZTJI,X,X,O,O,X,X,O,X
LOSZITJ,X,X,O,O,X,X,O,X
LOSZIJT,X,O,X,O,X,X,O,X
LOSZJTI,X,O,X,O,X,X,O,X
LOSZJIT,X,O,X,O,X,X,O,X
LOZTIJS,X,X,O,X,X,X,X,X
LOZTISJ,X,X,O,X,X,X,X,X
LOZTJIS,X,X,O,X,X,X,X,O
LOZTJSI,X,X,O,X,X,X,X,O
LOZTSIJ,X,X,O,X,X,X,X,X
LOZTSJI,X,X,O,X,X,X,X,O
LOZITJS,X,X,O,X,X,X,X,X
LOZITSJ,X,X,O,X,X,X,X,X
LOZIJTS,X,O,O,X,X,X,X,O
LOZIJST,X,O,X,X,X,X,O,X
LOZISTJ,X,X,O,O,X,X,O,X
LOZISJT,X,O,X,O,X,X,O,X
LOZJTIS,X,O,O,X,X,X,X,O
LOZJTSI,X,O,O,X,X,X,X,O
LOZJITS,X,O,O,X,X,X,X,O
LOZJIST,X,O,X,X,X,X,O,X
LOZJSTI,X,O,X,X,X,X,O,X
LOZJSIT,X,O,X,X,X,X,O,X
LOZSTIJ,X,X,O,O,X,X,O,X
LOZSTJI,X,X,O,O,X,X,O,X
LOZSITJ,X,X,O,O,X,X,O,X
LOZSIJT,X,O,X,O,X,X,O,X
LOZSJTI,X,O,X,O,X,X,O,X
LOZSJIT,X,O,X,O,X,X,O,X
JTILSZO,O,O,O,X,X,X,X,X
JTILSOZ,O,O,O,X,X,O,X,O
JTILZSO,X,O,O,X,O,X,X,X
JTILZOS,O,O,O,X,O,X,X,X
JTILOSZ,O,O,O,X,X,O,X,O
JTILOZS,O,O,O,X,O,X,X,O
JTISLZO,O,O,X,X,X,X,X,X
JTISLOZ,O,O,X,X,X,O,X,O
JTISZLO,O,O,X,X,X,X,X,X
JTISZOL,O,O,X,X,X,O,X,O
JTISOLZ,O,O,X,X,X,O,X,O
JTISOZL,O,O,X,X,X,O,X,O
JTIZLSO,X,O,X,X,O,O,X,X
JTIZLOS,O,O,X,X,O,O,X,X
JTIZSLO,X,O,X,X,O,O,X,X
JTIZSOL,X,O,X,X,O,O,X,O
JTIZOLS,O,O,X,X,O,O,X,O
JTIZOSL,X,O,X,X,O,O,X,O
JTIOLSZ,O,O,O,X,X,O,X,O
JTIOLZS,O,O,O,X,O,X,X,O
JTIOSLZ,O,O,X,X,X,O,X,O
JTIOSZL,O,O,X,X,X,O,X,O
JTIOZLS,O,O,X,X,O,O,X,O
JTIOZSL,X,O,X,X,O,O,X,O
JTLISZO,O,O,O,X,X,X,X,X
JTLISOZ,O,O,O,X,X,O,X,O
JTLIZSO,X,O,O,X,O,X,X,X
JTLIZOS,O,O,O,X,O,X,X,X
JTLIOSZ,O,O,O,X,X,O,X,O
JTLIOZS,O,O,O,X,O,X,X,O
JTLSIZO,O,O,O,X,X,X,X,X
JTLSIOZ,O,O,O,X,X,O,X,O
JTLSZIO,O,O,O,X,O,X,X,X
JTLSZOI,O,X,O,X,O,X,X,X
JTLSOIZ,O,O,O,X,X,O,X,O
JTLSOZI,O,X,O,X,O,O,X,O
JTLZISO,X,O,O,X,O,X,X,X
JTLZIOS,O,O,O,X,O,X,X,X
JTLZSIO,X,O,O,X,O,X,X,X
JTLZSOI,X,O,O,X,O,X,X,X
JTLZOIS,O,O,O,X,O,X,X,X
JTLZOSI,X,X,O,X,O,X,X,X
JTLOISZ,O,O,O,X,X,O,X,O
JTLOIZS,O,O,O,X,O,X,X,O
JTLOSIZ,O,O,O,X,X,O,X,O
JTLOSZI,X,X,O,X,O,O,X,O
JTLOZIS,O,O,O,X,O,X,X,O
JTLOZSI,X,X,O,X,O,X,X,O
JTSILZO,O,O,X,X,X,X,X,X
JTSILOZ,O,O,X,X,X,O,X,O
JTSIZLO,O,O,X,X,X,X,X,X
JTSIZOL,O,O,X,X,X,O,X,O
JTSIOLZ,O,O,X,X,X,O,X,O
JTSIOZL,O,O,X,X,X,O,X,O
JTSLIZO,O,O,X,X,X,X,X,X
JTSLIOZ,O,O,X,X,X,O,X,O
JTSLZIO,O,O,X,X,O,X,X,X
JTSLZOI,O,X,X,X,O,X,X,X
JTSLOIZ,O,O,X,X,X,O,X,O
JTSLOZI,O,O,X,X,O,O,X,O
JTSZILO,O,O,X,X,O,X,X,X
JTSZIOL,O,O,X,X,O,O,X,O
JTSZLIO,O,O,X,X,O,X,X,X
JTSZLOI,O,X,X,X,O,X,X,X
JTSZOIL,O,O,X,X,O,O,X,O
JTSZOLI,O,O,X,X,O,O,X,O
JTSOILZ,O,O,X,X,X,O,X,O
JTSOIZL,O,O,X,X,X,O,X,O
JTSOLIZ,O,O,X,X,X,O,X,O
JTSOLZI,O,O,X,X,O,O,X,O
JTSOZIL,O,O,X,X,O,O,X,O
JTSOZLI,O,O,X,X,O,O,X,O
JTZILSO,X,O,X,X,O,O,X,X
JTZILOS,O,O,X,X,O,O,X,X
JTZISLO,X,O,X,X,O,O,X,X
JTZISOL,X,O,X,X,O,O,X,O
JTZIOLS,O,O,X,X,O,O,X,O
JTZIOSL,X,O,X,X,O,O,X,O
JTZLISO,X,O,X,X,O,O,X,X
JTZLIOS,O,O,X,X,O,O,X,X
JTZLSIO,X,O,X,X,O,O,X,X
JTZLSOI,X,O,X,X,O,O,X,X
JTZLOIS,O,O,X,X,O,O,X,X
JTZLOSI,X,O,X,X,O,O,X,X
