sequence,v115@zgA8IeA8EeA8BeB8EeE8FeH8AeD8JeC7IvhFxcBXeB?8kB+lBThBlrB,v115@zgA8IeA8EeA8BeB8EeE8FeH8AeD8JeR7IvhFCdBXeB?ukBUhBTlBlrB,v115@zgA8IeA8EeA8BeB8EeE8FeH8AeD8Jeu/IvhFcgBxcB?XeBThBSqBlrB,v115@zgA8IeA8EeA8BeB8EeE8FeH8AeD8Je5/IvhF2gBCdB?XeBUhBTlBlrB,v115@zgA8IeA8EeA8BeB8EeE8FeH8AeD8JeSAJvhFxcBXeB?ThBUgBWqBlrB,v115@zgA8IeA8EeA8BeB8EeE8FeH8AeD8JeG7IvhFxcBXeB?ThBClBUlBlrB,v115@zgA8IeA8EeA8BeB8EeE8FeH8AeD8Je5/IvhFibBXeB?clBThBFnBGrB,v115@zgA8IeA8EeA8BeB8EeE8FeH8AeD8Jeu/IvhFUcBXeB?TgB6rBFsBRvB,v115@zgA8IeA8EeA8BeB8EeE8FeH8AeD8JeC7IvhFXeB0gB?5mBzpBerBFsB
SILOZTJ,X,X,X,X,X,X,X,O,O
SILOZJT,X,X,O,O,X,X,X,O,O
SIJTLZO,O,O,O,X,X,O,X,X,X
SIJTLOZ,X,O,X,O,O,O,X,X,X
SIJTZLO,O,O,X,X,X,X,X,X,X
SIJTZOL,O,O,X,X,O,X,O,X,X
SIJTOLZ,O,O,O,O,O,O,X,O,X
SIJTOZL,O,X,X,O,O,X,O,X,X
SIJLTZO,X,O,X,X,X,O,X,X,X
SIJLTOZ,X,O,X,O,O,O,X,X,X
SIJLZTO,O,O,O,X,X,O,X,X,X
SIJLZOT,O,O,O,X,X,X,O,O,X
SIJLOTZ,X,O,X,O,X,O,X,O,X
SIJLOZT,X,O,X,O,X,X,O,O,X
SIJZTLO,O,X,X,X,X,X,X,X,X
SIJZTOL,O,X,X,X,O,X,O,X,X
SIJZLTO,O,O,X,X,X,X,X,X,X
SIJZLOT,O,O,X,X,X,X,O,X,X
SIJZOTL,X,X,X,X,X,X,O,X,X
SIJZOLT,O,X,X,X,X,X,O,O,X
SIJOTLZ,X,O,X,O,O,X,X,O,X
SIJOTZL,X,O,X,O,O,X,O,X,X
SIJOLTZ,X,O,X,O,X,X,X,O,X
SIJOLZT,X,O,X,O,X,X,O,O,X
SIJOZTL,X,O,X,X,X,X,O,X,O
SIJOZLT,O,O,X,O,X,X,O,O,O
SIZTLJO,O,X,O,X,X,O,X,X,X
SIZTLOJ,O,X,O,O,X,X,X,X,X
SIZTJLO,O,X,X,X,X,X,X,X,X
SIZTJOL,O,X,X,X,O,X,O,X,X
SIZTOLJ,O,X,O,O,X,O,X,X,X
SIZTOJL,O,X,X,O,O,X,X,X,X
SIZLTJO,O,X,O,X,X,X,X,X,X
SIZLTOJ,O,X,X,O,X,X,X,O,X
SIZLJTO,O,X,O,X,X,O,X,X,X
SIZLJOT,O,X,O,X,X,X,O,O,X
SIZLOTJ,O,X,X,X,X,X,X,O,X
SIZLOJT,O,X,O,O,X,X,X,O,X
SIZJTLO,O,X,X,X,X,X,X,X,X
SIZJTOL,O,X,X,X,O,X,O,X,X
SIZJLTO,O,X,X,X,X,X,X,X,X
SIZJLOT,O,X,X,X,X,X,O,X,X
SIZJOTL,X,X,X,X,X,X,O,X,X
SIZJOLT,O,X,X,X,X,X,O,O,X
SIZOTLJ,X,X,X,O,X,X,X,X,O
SIZOTJL,X,X,X,O,X,X,X,X,O
SIZOLTJ,O,X,X,X,X,X,X,O,O
SIZOLJT,O,X,X,O,X,X,X,O,O
SIZOJTL,X,X,X,X,X,X,O,X,O
SIZOJLT,O,X,X,O,X,X,O,O,O
SIOTLJZ,O,O,O,O,O,O,X,O,X
SIOTLZJ,X,X,O,O,X,O,X,O,X
SIOTJLZ,O,O,O,O,O,O,X,O,X
SIOTJZL,O,O,X,O,O,X,X,X,X
SIOTZLJ,O,O,O,O,X,O,X,X,O
SIOTZJL,O,O,X,O,O,X,X,X,O
SIOLTJZ,X,X,X,O,X,X,X,O,X
SIOLTZJ,X,X,X,O,X,X,X,O,X
SIOLJTZ,X,O,X,O,X,O,X,O,X
SIOLJZT,X,O,X,O,X,X,X,O,X
SIOLZTJ,X,X,X,X,X,X,X,O,O
SIOLZJT,X,X,O,O,X,X,X,O,O
SIOJTLZ,X,O,X,O,O,X,X,O,X
SIOJTZL,X,O,X,O,O,X,O,X,X
SIOJLTZ,X,O,X,O,X,X,X,O,X
SIOJLZT,X,O,X,O,X,X,O,O,X
SIOJZTL,X,O,X,X,X,X,O,X,O
SIOJZLT,O,O,X,O,X,X,O,O,O
SIOZTLJ,X,O,X,O,X,X,X,X,O
SIOZTJL,X,X,X,O,X,X,X,X,O
SIOZLTJ,O,O,X,X,X,X,X,O,O
SIOZLJT,O,O,X,O,X,X,X,O,O
SIOZJTL,X,O,X,X,X,X,O,X,O
SIOZJLT,O,O,X,O,X,X,O,O,O
SLTIJZO,O,O,O,X,X,O,X,X,X
SLTIJOZ,X,O,X,O,O,O,X,X,X
SLTIZJO,O,O,O,X,X,O,X,X,X
SLTIZOJ,O,O,O,O,X,X,X,O,X
SLTIOJZ,O,O,O,O,O,O,X,O,X
SLTIOZJ,X,X,O,O,X,O,X,O,X
SLTJIZO,O,O,O,X,X,O,X,X,X
SLTJIOZ,X,O,X,O,O,O,X,X,X
SLTJZIO,O,O,O,X,X,O,X,X,X
SLTJZOI,O,O,O,X,O,O,X,X,X
SLTJOIZ,O,O,O,O,O,O,X,X,X
SLTJOZI,O,O,O,O,O,O,X,X,X
SLTZIJO,O,O,O,X,X,O,X,X,X
SLTZIOJ,O,O,O,O,X,X,X,O,X
SLTZJIO,O,O,O,X,X,O,X,X,X
SLTZJOI,O,O,O,X,X,O,X,X,X
SLTZOIJ,O,O,O,O,X,O,X,X,X
SLTZOJI,O,O,O,O,X,O,X,X,X
SLTOIJZ,O,O,O,O,O,O,X,X,X
SLTOIZJ,X,X,O,O,X,O,X,X,X
SLTOJIZ,O,O,O,O,O,O,X,X,X
SLTOJZI,O,O,O,O,O,O,X,X,X
SLTOZIJ,X,O,O,O,X,O,X,X,X
SLTOZJI,X,O,O,O,X,O,X,X,X
SLITJZO,O,O,O,X,X,O,X,X,X
SLITJOZ,X,O,X,O,O,O,X,X,X
SLITZJO,O,O,O,X,X,O,X,X,X
SLITZOJ,O,O,O,O,X,X,X,O,X
SLITOJZ,O,O,O,O,O,O,X,O,X
SLITOZJ,X,X,O,O,X,O,X,O,X
SLIJTZO,X,O,X,X,X,O,X,X,X
SLIJTOZ,X,O,X,O,O,O,X,X,X
SLIJZTO,O,O,O,X,X,O,X,X,X
SLIJZOT,O,O,O,X,X,X,O,O,X
SLIJOTZ,X,O,X,O,X,O,X,O,X
SLIJOZT,X,O,X,O,X,X,O,O,X
SLIZTJO,O,X,O,X,X,X,X,X,X
SLIZTOJ,O,X,O,O,X,X,X,O,X
SLIZJTO,O,X,O,X,X,O,X,X,X
SLIZJOT,O,X,O,X,X,X,O,O,X
SLIZOTJ,O,X,X,X,X,X,X,O,X
SLIZOJT,O,X,O,O,X,X,X,O,X
SLIOTJZ,X,X,X,O,X,X,X,O,X
SLIOTZJ,X,X,X,O,X,X,X,O,X
SLIOJTZ,X,O,X,O,X,O,X,O,X
SLIOJZT,X,O,X,O,X,X,X,O,X
SLIOZTJ,X,X,X,X,X,X,X,O,O
SLIOZJT,X,X,O,O,X,X,X,O,O
SLJTIZO,O,O,O,X,X,O,X,X,X
SLJTIOZ,X,O,X,O,O,O,X,X,X
SLJTZIO,O,O,O,X,X,O,X,X,X
SLJTZOI,O,O,O,X,O,O,X,X,X
SLJTOIZ,O,O,O,O,O,O,X,X,X
SLJTOZI,O,O,O,O,O,O,X,X,X
SLJITZO,X,O,X,X,X,O,X,X,X
SLJITOZ,X,O,X,O,O,O,X,X,X
SLJIZTO,O,O,O,X,X,O,X,X,X
SLJIZOT,O,O,O,X,X,X,O,O,X
SLJIOTZ,X,O,X,O,X,O,X,O,X
SLJIOZT,X,O,X,O,X,X,O,O,X
SLJZTIO,O,O,O,X,X,O,X,X,X
SLJZTOI,O,O,O,X,O,O,X,X,X
SLJZITO,O,O,O,X,X,O,X,X,X
SLJZIOT,O,O,O,X,X,X,O,O,X
SLJZOTI,O,X,O,X,X,X,O,X,X
SLJZOIT,O,O,O,X,X,X,O,X,X
SLJOTIZ,X,O,X,O,O,O,X,X,X
SLJOTZI,X,O,X,X,O,O,X,X,X
SLJOITZ,X,O,X,O,X,O,X,X,X
SLJOIZT,X,O,X,O,X,X,O,X,X
SLJOZTI,X,O,X,X,X,X,O,X,X
SLJOZIT,X,O,X,O,X,X,O,X,X
SLZTIJO,O,O,O,X,X,O,X,X,X
SLZTIOJ,O,O,O,O,X,X,X,O,X
SLZTJIO,O,O,O,X,X,O,X,X,X
SLZTJOI,O,O,O,X,X,O,X,X,X
SLZTOIJ,O,O,O,O,X,O,X,X,X
SLZTOJI,O,O,O,O,X,O,X,X,X
SLZITJO,O,X,O,X,X,X,X,X,X
SLZITOJ,O,X,O,O,X,X,X,O,X
SLZIJTO,O,X,O,X,X,O,X,X,X
SLZIJOT,O,X,O,X,X,X,O,O,X
SLZIOTJ,O,X,X,X,X,X,X,O,X
SLZIOJT,O,X,O,O,X,X,X,O,X
SLZJTIO,O,O,O,X,X,O,X,X,X
SLZJTOI,O,O,O,X,X,O,X,X,X
SLZJITO,O,O,O,X,X,O,X,X,X
SLZJIOT,O,O,O,X,X,X,O,O,X
SLZJOTI,O,X,O,X,X,X,O,X,X
SLZJOIT,O,O,O,X,X,X,O,X,X
SLZOTIJ,O,X,O,X,X,X,X,X,X
SLZOTJI,O,X,O,X,X,X,X,X,X
SLZOITJ,O,X,X,X,X,X,X,O,X
SLZOIJT,O,X,O,O,X,X,X,O,X
SLZOJTI,O,X,O,X,X,X,X,X,X
SLZOJIT,O,O,O,O,X,X,X,X,X
SLOTIJZ,X,O,O,O,X,O,X,X,X
SLOTIZJ,X,X,O,O,X,O,X,X,X
SLOTJIZ,X,O,O,O,X,O,X,X,X
SLOTJZI,X,O,O,O,X,O,X,X,X
SLOTZIJ,X,O,O,O,X,O,X,X,O
SLOTZJI,X,O,O,O,X,O,X,X,X
SLOITJZ,X,X,X,O,X,X,X,O,X
SLOITZJ,X,X,X,O,X,X,X,O,X
SLOIJTZ,X,O,X,O,X,O,X,O,X
SLOIJZT,X,O,X,O,X,X,X,O,X
SLOIZTJ,X,X,X,X,X,X,X,O,O
SLOIZJT,X,X,O,O,X,X,X,O,O
SLOJTIZ,X,O,X,O,X,O,X,X,X
SLOJTZI,X,O,X,X,X,O,X,X,X
SLOJITZ,X,O,X,O,X,O,X,X,X
SLOJIZT,X,O,X,O,X,X,X,X,X
SLOJZTI,X,O,X,X,X,X,X,X,X
SLOJZIT,X,O,X,O,X,X,X,X,O
SLOZTIJ,X,O,O,X,X,X,X,X,O
SLOZTJI,X,O,O,X,X,X,X,X,X
SLOZITJ,X,O,X,X,X,X,X,O,O
SLOZIJT,X,O,O,O,X,X,X,O,O
SLOZJTI,X,O,O,X,X,X,X,X,X
SLOZJIT,X,O,O,O,X,X,X,X,O
SJTILZO,O,O,O,X,X,O,X,X,X
SJTILOZ,X,O,X,O,O,O,X,X,X
SJTIZLO,O,O,X,X,X,X,X,X,X
SJTIZOL,O,O,X,X,O,X,O,X,X
SJTIOLZ,O,O,O,O,O,O,X,X,X
SJTIOZL,O,X,X,O,O,X,O,X,X
SJTLIZO,O,O,O,X,X,O,X,X,X
SJTLIOZ,X,O,X,O,O,O,X,X,X
SJTLZIO,O,O,O,X,X,O,X,X,X
SJTLZOI,O,O,O,X,O,O,X,X,X
SJTLOIZ,O,O,O,O,O,O,X,X,X
SJTLOZI,O,O,O,O,O,O,X,X,X
SJTZILO,O,O,X,X,X,X,X,X,X
SJTZIOL,O,O,X,X,O,X,O,X,X
SJTZLIO,O,O,X,X,X,X,X,X,X
SJTZLOI,O,O,X,X,O,X,X,X,X
SJTZOIL,O,O,X,X,O,X,O,X,X
SJTZOLI,O,O,X,X,O,X,O,X,X
SJTOILZ,O,O,O,O,O,O,X,X,X
SJTOIZL,O,O,X,O,O,X,O,X,X
SJTOLIZ,O,O,O,O,O,O,X,X,X
SJTOLZI,O,O,O,O,O,O,X,X,X
SJTOZIL,O,O,X,O,O,X,O,X,X
SJTOZLI,O,O,X,O,O,X,O,X,X
SJITLZO,O,O,O,X,X,O,X,X,X
SJITLOZ,X,O,X,O,O,O,X,X,X
SJITZLO,O,O,X,X,X,X,X,X,X
SJITZOL,O,O,X,X,O,X,O,X,X
SJITOLZ,O,O,O,O,O,O,X,O,X
SJITOZL,O,X,X,O,O,X,O,X,X
SJILTZO,X,O,X,X,X,O,X,X,X
SJILTOZ,X,O,X,O,O,O,X,X,X
SJILZTO,O,O,O,X,X,O,X,X,X
SJILZOT,O,O,O,X,X,X,O,O,X
SJILOTZ,X,O,X,O,X,O,X,O,X
SJILOZT,X,O,X,O,X,X,O,O,X
SJIZTLO,O,X,X,X,X,X,X,X,X
SJIZTOL,O,X,X,X,O,X,O,X,X
SJIZLTO,O,O,X,X,X,X,X,X,X
SJIZLOT,O,O,X,X,X,X,O,X,X
SJIZOTL,X,X,X,X,X,X,O,X,X
SJIZOLT,O,X,X,X,X,X,O,O,X
SJIOTLZ,X,O,X,O,O,X,X,O,X
SJIOTZL,X,O,X,O,O,X,O,X,X
SJIOLTZ,X,O,X,O,X,X,X,O,X
SJIOLZT,X,O,X,O,X,X,O,O,X
SJIOZTL,X,O,X,X,X,X,O,X,O
SJIOZLT,O,O,X,O,X,X,O,O,O
SJLTIZO,O,O,O,X,X,O,X,X,X
SJLTIOZ,X,O,X,O,O,O,X,X,X
SJLTZIO,O,O,O,X,X,O,X,X,X
SJLTZOI,O,O,O,X,O,O,X,X,X
SJLTOIZ,O,O,O,O,O,O,X,X,X
SJLTOZI,O,O,O,O,O,O,X,X,X
SJLITZO,X,O,X,X,X,O,X,X,X
SJLITOZ,X,O,X,O,O,O,X,X,X
SJLIZTO,O,O,O,X,X,O,X,X,X
SJLIZOT,O,O,O,X,X,X,O,O,X
SJLIOTZ,X,O,X,O,X,O,X,O,X
SJLIOZT,X,O,X,O,X,X,O,O,X
SJLZTIO,O,O,O,X,X,O,X,X,X
SJLZTOI,O,O,O,X,O,O,X,X,X
SJLZITO,O,O,O,X,X,O,X,X,X
SJLZIOT,O,O,O,X,X,X,O,O,X
SJLZOTI,O,X,O,X,X,X,O,X,X
SJLZOIT,O,O,O,X,X,X,O,X,X
SJLOTIZ,X,O,X,O,O,O,X,X,X
SJLOTZI,X,O,X,X,O,O,X,X,X
SJLOITZ,X,O,X,O,X,O,X,X,X
SJLOIZT,X,O,X,O,X,X,O,X,X
SJLOZTI,X,O,X,X,X,X,O,X,X
SJLOZIT,X,O,X,O,X,X,O,X,X
SJZTILO,O,O,X,X,X,X,X,X,X
SJZTIOL,O,O,X,X,O,X,O,X,X
SJZTLIO,O,O,X,X,X,X,X,X,X
SJZTLOI,O,O,X,X,O,X,X,X,X
SJZTOIL,O,O,X,X,O,X,O,X,X
SJZTOLI,O,O,X,X,O,X,O,X,X
SJZITLO,O,X,X,X,X,X,X,X,X
SJZITOL,O,X,X,X,O,X,O,X,X
SJZILTO,O,O,X,X,X,X,X,X,X
SJZILOT,O,O,X,X,X,X,O,X,X
SJZIOTL,X,X,X,X,X,X,O,X,X
SJZIOLT,O,X,X,X,X,X,O,X,X
SJZLTIO,O,O,X,X,X,X,X,X,X
SJZLTOI,O,O,X,X,O,X,X,X,X
SJZLITO,O,O,X,X,X,X,X,X,X
SJZLIOT,O,O,X,X,X,X,O,X,X
SJZLOTI,O,X,X,X,X,X,O,X,X
SJZLOIT,O,O,X,X,X,X,O,X,X
SJZOTIL,O,O,X,X,X,X,O,X,X
SJZOTLI,O,O,X,X,X,X,O,X,X
SJZOITL,X,O,X,X,X,X,O,X,X
SJZOILT,O,O,X,X,X,X,O,X,X
SJZOLTI,O,O,X,X,X,X,O,X,X
SJZOLIT,O,O,X,X,X,X,O,X,X
SJOTILZ,O,O,X,O,O,X,X,X,X
SJOTIZL,O,O,X,O,O,X,O,X,X
SJOTLIZ,O,O,X,O,O,X,X,X,X
SJOTLZI,O,O,X,O,O,X,X,X,X
SJOTZIL,O,O,X,O,O,X,O,X,X
SJOTZLI,O,O,X,O,O,X,O,X,X
SJOITLZ,X,O,X,O,O,X,X,X,X
SJOITZL,X,O,X,O,O,X,O,X,X
SJOILTZ,X,O,X,O,X,X,X,X,X
SJOILZT,X,O,X,O,X,X,O,X,X
SJOIZTL,X,O,X,X,X,X,O,X,O
SJOIZLT,O,O,X,O,X,X,O,X,O
SJOLTIZ,X,O,X,O,O,X,X,X,X
SJOLTZI,X,O,X,X,O,X,X,X,X
SJOLITZ,X,O,X,O,X,X,X,X,X
SJOLIZT,X,O,X,O,X,X,O,X,X
SJOLZTI,X,O,X,X,X,X,O,X,X
SJOLZIT,X,O,X,O,X,X,O,X,O
SJOZTIL,O,O,X,X,X,X,O,X,X
SJOZTLI,O,O,X,X,X,X,O,X,X
SJOZITL,X,O,X,X,X,X,O,X,O
SJOZILT,O,O,X,O,X,X,O,X,O
SJOZLTI,O,O,X,X,X,X,O,X,X
SJOZLIT,O,O,X,O,X,X,O,X,O
SZTILJO,O,O,O,X,X,O,X,X,X
SZTILOJ,O,O,O,O,X,X,X,X,X
SZTIJLO,O,O,X,X,X,X,X,X,X
SZTIJOL,O,O,X,X,O,X,O,X,X
SZTIOLJ,O,O,O,O,X,O,X,X,X
SZTIOJL,O,O,X,O,O,X,X,X,X
SZTLIJO,O,O,O,X,X,O,X,X,X
SZTLIOJ,O,O,O,O,X,X,X,X,X
SZTLJIO,O,O,O,X,X,O,X,X,X
SZTLJOI,O,O,O,X,X,O,X,X,X
SZTLOIJ,O,O,O,O,X,O,X,X,X
SZTLOJI,O,O,O,O,X,O,X,X,X
SZTJILO,O,O,X,X,X,X,X,X,X
SZTJIOL,O,O,X,X,O,X,O,X,X
SZTJLIO,O,O,X,X,X,X,X,X,X
SZTJLOI,O,O,X,X,O,X,X,X,X
SZTJOIL,O,O,X,X,O,X,O,X,X
SZTJOLI,O,O,X,X,O,X,O,X,X
SZTOILJ,O,O,O,O,X,O,X,X,X
SZTOIJL,O,O,X,O,O,X,X,X,X
SZTOLIJ,O,O,O,O,X,O,X,X,X
SZTOLJI,O,O,O,O,X,O,X,X,X
SZTOJIL,O,O,X,O,O,X,X,X,X
SZTOJLI,O,O,X,O,O,X,X,X,X
SZITLJO,O,X,O,X,X,O,X,X,X
SZITLOJ,O,X,O,O,X,X,X,X,X
SZITJLO,O,X,X,X,X,X,X,X,X
SZITJOL,O,X,X,X,O,X,O,X,X
SZITOLJ,O,X,O,O,X,O,X,X,X
SZITOJL,O,X,X,O,O,X,X,X,X
SZILTJO,O,X,O,X,X,X,X,X,X
SZILTOJ,O,X,X,O,X,X,X,O,X
SZILJTO,O,X,O,X,X,O,X,X,X
SZILJOT,O,X,O,X,X,X,O,O,X
SZILOTJ,O,X,X,X,X,X,X,O,X
SZILOJT,O,X,O,O,X,X,X,O,X
SZIJTLO,O,X,X,X,X,X,X,X,X
SZIJTOL,O,X,X,X,O,X,O,X,X
SZIJLTO,O,X,X,X,X,X,X,X,X
SZIJLOT,O,X,X,X,X,X,O,X,X
SZIJOTL,X,X,X,X,X,X,O,X,X
SZIJOLT,O,X,X,X,X,X,O,O,X
SZIOTLJ,X,X,X,O,X,X,X,X,O
SZIOTJL,X,X,X,O,X,X,X,X,O
SZIOLTJ,O,X,X,X,X,X,X,O,O
SZIOLJT,O,X,X,O,X,X,X,O,O
SZIOJTL,X,X,X,X,X,X,O,X,O
SZIOJLT,O,X,X,O,X,X,O,O,O
SZLTIJO,O,O,O,X,X,O,X,X,X
SZLTIOJ,O,O,O,O,X,X,X,O,X
SZLTJIO,O,O,O,X,X,O,X,X,X
SZLTJOI,O,O,O,X,X,O,X,X,X
SZLTOIJ,O,O,O,O,X,O,X,X,X
SZLTOJI,O,O,O,O,X,O,X,X,X
SZLITJO,O,X,O,X,X,X,X,X,X
SZLITOJ,O,X,O,O,X,X,X,O,X
SZLIJTO,O,X,O,X,X,O,X,X,X
SZLIJOT,O,X,O,X,X,X,O,O,X
SZLIOTJ,O,X,X,X,X,X,X,O,X
SZLIOJT,O,X,O,O,X,X,X,O,X
SZLJTIO,O,O,O,X,X,O,X,X,X
SZLJTOI,O,O,O,X,X,O,X,X,X
SZLJITO,O,O,O,X,X,O,X,X,X
SZLJIOT,O,O,O,X,X,X,O,O,X
SZLJOTI,O,X,O,X,X,X,O,X,X
SZLJOIT,O,O,O,X,X,X,O,X,X
SZLOTIJ,O,X,O,X,X,X,X,X,X
SZLOTJI,O,X,O,X,X,X,X,X,X
SZLOITJ,O,X,X,X,X,X,X,O,X
SZLOIJT,O,X,O,O,X,X,X,O,X
SZLOJTI,O,X,O,X,X,X,X,X,X
SZLOJIT,O,O,O,O,X,X,X,X,X
SZJTILO,O,O,X,X,X,X,X,X,X
SZJTIOL,O,O,X,X,O,X,O,X,X
SZJTLIO,O,O,X,X,X,X,X,X,X
SZJTLOI,O,O,X,X,O,X,X,X,X
SZJTOIL,O,O,X,X,O,X,O,X,X
SZJTOLI,O,O,X,X,O,X,O,X,X
SZJITLO,O,X,X,X,X,X,X,X,X
SZJITOL,O,X,X,X,O,X,O,X,X
SZJILTO,O,O,X,X,X,X,X,X,X
SZJILOT,O,O,X,X,X,X,O,X,X
SZJIOTL,X,X,X,X,X,X,O,X,X
SZJIOLT,O,X,X,X,X,X,O,X,X
SZJLTIO,O,O,X,X,X,X,X,X,X
SZJLTOI,O,O,X,X,O,X,X,X,X
SZJLITO,O,O,X,X,X,X,X,X,X
SZJLIOT,O,O,X,X,X,X,O,X,X
SZJLOTI,O,X,X,X,X,X,O,X,X
SZJLOIT,O,O,X,X,X,X,O,X,X
SZJOTIL,O,O,X,X,X,X,O,X,X
SZJOTLI,O,O,X,X,X,X,O,X,X
SZJOITL,X,O,X,X,X,X,O,X,X
SZJOILT,O,O,X,X,X,X,O,X,X
SZJOLTI,O,O,X,X,X,X,O,X,X
SZJOLIT,O,O,X,X,X,X,O,X,X
SZOTILJ,O,O,X,O,X,X,X,X,O
SZOTIJL,O,O,X,O,X,X,X,X,O
SZOTLIJ,O,O,X,O,X,X,X,X,O
SZOTLJI,O,O,X,O,X,X,X,X,X
SZOTJIL,O,O,X,O,X,X,X,X,X
SZOTJLI,O,O,X,O,X,X,X,X,X
SZOITLJ,X,O,X,O,X,X,X,X,O
SZOITJL,X,X,X,O,X,X,X,X,O
SZOILTJ,O,O,X,X,X,X,X,X,O
SZOILJT,O,O,X,O,X,X,X,X,O
SZOIJTL,X,O,X,X,X,X,O,X,O
SZOIJLT,O,O,X,O,X,X,O,X,O
SZOLTIJ,O,O,X,X,X,X,X,X,O
SZOLTJI,O,O,X,X,X,X,X,X,X
SZOLITJ,O,O,X,X,X,X,X,X,O
SZOLIJT,O,O,X,O,X,X,X,X,O
SZOLJTI,O,O,X,X,X,X,X,X,X
SZOLJIT,O,O,X,O,X,X,X,X,O
SZOJTIL,O,O,X,X,X,X,O,X,X
SZOJTLI,O,O,X,X,X,X,O,X,X
SZOJITL,X,O,X,X,X,X,O,X,O
SZOJILT,O,O,X,O,X,X,O,X,O
SZOJLTI,O,O,X,X,X,X,O,X,X
SZOJLIT,O,O,X,O,X,X,O,X,O
SOTILJZ,O,O,O,O,O,O,X,X,X
SOTILZJ,X,X,O,O,X,O,X,X,X
SOTIJLZ,O,O,O,O,O,O,X,X,X
SOTIJZL,O,O,X,O,O,X,X,X,X
SOTIZLJ,O,O,O,O,X,O,X,X,O
SOTIZJL,O,O,X,O,O,X,X,X,O
SOTLIJZ,O,O,O,O,O,O,X,X,X
SOTLIZJ,X,X,O,O,X,O,X,X,X
SOTLJIZ,O,O,O,O,O,O,X,X,X
SOTLJZI,O,O,O,O,O,O,X,X,X
SOTLZIJ,X,O,O,O,X,O,X,X,O
SOTLZJI,X,O,O,O,X,O,X,X,X
SOTJILZ,O,O,O,O,O,O,X,X,X
SOTJIZL,O,O,X,O,O,X,X,X,X
SOTJLIZ,O,O,O,O,O,O,X,X,X
SOTJLZI,O,O,O,O,O,O,X,X,X
SOTJZIL,O,O,X,O,O,X,X,X,X
SOTJZLI,O,O,X,O,O,X,X,X,X
SOTZILJ,O,O,O,O,X,O,X,X,O
SOTZIJL,O,O,X,O,O,X,X,X,O
SOTZLIJ,O,O,O,O,X,O,X,X,O
SOTZLJI,O,O,O,O,X,O,X,X,X
SOTZJIL,O,O,X,O,O,X,X,X,X
SOTZJLI,O,O,X,O,O,X,X,X,X
SOITLJZ,O,O,O,O,O,O,X,O,X
SOITLZJ,X,X,O,O,X,O,X,O,X
SOITJLZ,O,O,O,O,O,O,X,O,X
SOITJZL,O,O,X,O,O,X,X,X,X
SOITZLJ,O,O,O,O,X,O,X,X,O
SOITZJL,O,O,X,O,O,X,X,X,O
SOILTJZ,X,X,X,O,X,X,X,O,X
SOILTZJ,X,X,X,O,X,X,X,O,X
SOILJTZ,X,O,X,O,X,O,X,O,X
SOILJZT,X,O,X,O,X,X,X,O,X
SOILZTJ,X,X,X,X,X,X,X,O,O
SOILZJT,X,X,O,O,X,X,X,O,O
SOIJTLZ,X,O,X,O,O,X,X,O,X
SOIJTZL,X,O,X,O,O,X,O,X,X
SOIJLTZ,X,O,X,O,X,X,X,O,X
SOIJLZT,X,O,X,O,X,X,O,O,X
SOIJZTL,X,O,X,X,X,X,O,X,O
SOIJZLT,O,O,X,O,X,X,O,O,O
SOIZTLJ,X,O,X,O,X,X,X,X,O
SOIZTJL,X,X,X,O,X,X,X,X,O
SOIZLTJ,O,O,X,X,X,X,X,O,O
SOIZLJT,O,O,X,O,X,X,X,O,O
SOIZJTL,X,O,X,X,X,X,O,X,O
SOIZJLT,O,O,X,O,X,X,O,O,O
SOLTIJZ,X,O,O,O,X,O,X,X,X
SOLTIZJ,X,X,O,O,X,O,X,X,X
SOLTJIZ,X,O,O,O,X,O,X,X,X
SOLTJZI,X,O,O,O,X,O,X,X,X
SOLTZIJ,X,O,O,O,X,O,X,X,O
SOLTZJI,X,O,O,O,X,O,X,X,X
SOLITJZ,X,X,X,O,X,X,X,O,X
SOLITZJ,X,X,X,O,X,X,X,O,X
SOLIJTZ,X,O,X,O,X,O,X,O,X
SOLIJZT,X,O,X,O,X,X,X,O,X
SOLIZTJ,X,X,X,X,X,X,X,O,O
SOLIZJT,X,X,O,O,X,X,X,O,O
SOLJTIZ,X,O,X,O,X,O,X,X,X
SOLJTZI,X,O,X,X,X,O,X,X,X
SOLJITZ,X,O,X,O,X,O,X,X,X
SOLJIZT,X,O,X,O,X,X,X,X,X
SOLJZTI,X,O,X,X,X,X,X,X,X
SOLJZIT,X,O,X,O,X,X,X,X,O
SOLZTIJ,X,O,O,X,X,X,X,X,O
SOLZTJI,X,O,O,X,X,X,X,X,X
SOLZITJ,X,O,X,X,X,X,X,O,O
SOLZIJT,X,O,O,O,X,X,X,O,O
SOLZJTI,X,O,O,X,X,X,X,X,X
SOLZJIT,X,O,O,O,X,X,X,X,O
SOJTILZ,O,O,X,O,O,X,X,X,X
SOJTIZL,O,O,X,O,O,X,O,X,X
SOJTLIZ,O,O,X,O,O,X,X,X,X
SOJTLZI,O,O,X,O,O,X,X,X,X
SOJTZIL,O,O,X,O,O,X,O,X,X
SOJTZLI,O,O,X,O,O,X,O,X,X
SOJITLZ,X,O,X,O,O,X,X,X,X
SOJITZL,X,O,X,O,O,X,O,X,X
SOJILTZ,X,O,X,O,X,X,X,X,X
SOJILZT,X,O,X,O,X,X,O,X,X
