sequence,v115@7gB8GeC8GeF8CeF8CeE8Jex6IvhFCdBTfB2lB8mB3q?BdrB,v115@7gB8GeC8GeF8CeF8CeE8JeK/IvhFfgB8gB5hBOiBdr?BTqB,v115@7gB8GeC8GeF8CeF8CeE8Jem6IvhFCdBTfB9lBZmB8m?B3qB,v115@7gB8GeC8GeF8CeF8CeE8JeK/IvhFfgBxcBtlBmhBcr?BTqB,v115@7gB8GeC8GeF8CeF8CeE8Jex6IvhFXcBOiBTfBCrBNq?BcrB,v115@7gB8GeC8GeF8CeF8CeE8Jei6IvhFWhBxcB3fB8mBdr?BTqB,v115@7gB8GeC8GeF8CeF8CeE8JeN/IvhFxcB8lBzhBXrBOq?BCqB,v115@7gB8GeC8GeF8CeF8CeE8Jex6IvhFXdBTfBigB0hB+q?BNrB,v115@7gB8GeC8GeF8CeF8CeE8Jex6IvhFXdBTfBCrBOqBdr?B0rB,v115@7gB8GeC8GeF8CeF8CeE8JeN/IvhF3bBZmBzhBGlBCn?BUqB,v115@7gB8GeC8GeF8CeF8CeE8JeT6IvhF0bBXdBykBZmBtm?B+qB,v115@7gB8GeC8GeF8CeF8CeE8JeK/IvhFxcB9lBmhBTmBfq?B0qB,v115@7gB8GeC8GeF8CeF8CeE8JeN/IvhF3bBCdBZmB8mBzf?B+qB
LTOISZJ,X,O,X,X,O,X,O,X,X,X,X,X,X
LTOIZJS,X,O,O,X,O,X,X,X,X,X,X,X,X
LTOIZSJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LTOJISZ,X,O,X,X,O,X,X,O,O,O,X,O,X
LTOJIZS,X,O,O,X,O,X,X,X,O,X,X,O,X
LTOJSIZ,X,O,X,X,O,X,X,O,O,X,X,O,X
LTOJSZI,X,O,X,X,O,X,X,O,O,X,O,O,X
LTOJZIS,X,O,O,X,O,X,X,X,O,X,X,O,X
LTOJZSI,X,O,O,X,O,X,X,X,O,X,O,O,X
LTOSIJZ,X,O,X,X,O,X,X,O,O,X,X,X,X
LTOSIZJ,X,O,X,X,O,X,O,X,X,X,X,X,X
LTOSJIZ,X,O,X,X,O,X,X,O,O,X,X,O,X
LTOSJZI,X,O,X,X,O,X,X,O,O,X,O,O,X
LTOSZIJ,X,O,X,X,O,X,O,X,X,X,O,X,X
LTOSZJI,X,O,X,X,O,X,O,X,O,X,O,X,X
LTOZIJS,X,O,O,X,O,X,X,X,X,X,X,X,X
LTOZISJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LTOZJIS,X,O,O,X,O,X,X,X,O,X,X,O,X
LTOZJSI,X,O,O,X,O,X,X,X,O,X,O,O,X
LTOZSIJ,X,O,O,X,O,X,X,X,X,X,O,X,X
LTOZSJI,X,O,O,X,O,X,X,X,O,X,O,X,X
LITJSZO,X,O,X,X,O,X,X,X,X,X,X,X,X
LITJSOZ,X,O,X,X,X,X,X,X,O,O,X,X,X
LITJZSO,X,O,X,O,O,X,X,X,X,X,X,X,X
LITJZOS,X,O,X,O,O,X,X,X,X,X,X,X,X
LITJOSZ,X,O,X,X,O,X,X,X,O,O,X,X,X
LITJOZS,X,O,X,X,O,X,X,X,O,X,X,X,X
LITSJZO,X,O,X,X,O,X,X,X,X,X,X,X,X
LITSJOZ,X,O,X,X,X,X,X,X,O,X,X,X,X
LITSZJO,X,O,X,X,O,X,X,X,X,X,X,X,X
LITSZOJ,X,O,X,X,O,X,X,X,X,X,X,X,X
LITSOJZ,X,O,X,X,X,X,X,X,O,O,X,X,X
LITSOZJ,X,O,X,X,X,X,O,X,X,X,X,X,X
LITZJSO,X,O,X,O,O,X,X,X,X,X,X,X,X
LITZJOS,X,O,O,O,O,X,X,X,X,X,X,X,X
LITZSJO,X,O,X,X,O,X,X,X,X,X,X,X,X
LITZSOJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LITZOJS,X,O,O,X,O,X,X,X,X,X,X,X,X
LITZOSJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LITOJSZ,X,O,X,X,O,X,X,X,O,O,X,O,X
LITOJZS,X,O,O,X,O,X,X,X,O,X,X,O,X
LITOSJZ,X,O,X,X,O,X,X,X,O,O,X,X,X
LITOSZJ,X,O,X,X,O,X,O,X,X,X,X,X,X
LITOZJS,X,O,O,X,O,X,X,X,X,X,X,X,X
LITOZSJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LIJTSZO,X,O,X,X,O,X,X,X,X,X,X,X,X
LIJTSOZ,X,O,X,X,X,X,X,X,O,O,X,X,X
LIJTZSO,X,O,X,O,O,X,X,X,X,X,X,X,X
LIJTZOS,X,O,X,O,O,X,X,X,X,X,X,X,X
LIJTOSZ,X,O,X,X,O,X,X,X,O,O,X,X,X
LIJTOZS,X,O,X,X,O,X,X,X,O,X,X,X,X
LIJSTZO,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJSTOZ,X,O,X,X,X,X,X,X,X,O,X,X,X
LIJSZTO,X,O,X,O,X,X,X,X,X,X,X,X,X
LIJSZOT,X,X,X,X,X,X,X,X,X,X,O,X,X
LIJSOTZ,X,O,X,X,X,X,X,O,X,O,X,X,X
LIJSOZT,X,X,X,X,X,X,X,O,X,X,O,X,X
LIJZTSO,X,O,X,O,O,X,X,X,X,X,X,X,X
LIJZTOS,X,O,X,O,O,X,X,X,X,X,X,X,X
LIJZSTO,X,O,X,O,O,X,X,X,X,X,X,X,X
LIJZSOT,X,X,X,X,O,X,X,X,X,X,O,X,X
LIJZOTS,X,X,X,O,O,X,X,X,X,X,X,X,X
LIJZOST,X,X,X,X,X,X,X,X,X,X,O,X,X
LIJOTSZ,X,O,X,X,O,X,X,O,O,O,X,O,X
LIJOTZS,X,O,X,X,O,X,X,X,O,X,X,O,X
LIJOSTZ,X,O,X,X,O,X,X,O,O,O,X,O,X
LIJOSZT,X,X,X,X,X,X,X,O,X,X,O,X,X
LIJOZTS,X,X,X,O,O,X,X,X,O,X,X,O,X
LIJOZST,X,X,X,X,X,X,X,O,X,X,O,X,X
LISTJZO,X,O,X,X,X,X,X,X,X,X,X,X,X
LISTJOZ,X,O,X,X,X,X,X,X,O,X,X,X,X
LISTZJO,X,O,X,X,X,X,X,X,X,X,X,X,X
LISTZOJ,X,O,X,X,X,X,X,X,X,X,X,X,X
LISTOJZ,X,O,X,X,X,X,X,X,O,O,X,X,X
LISTOZJ,X,O,X,X,X,X,O,X,X,X,X,X,X
LISJTZO,X,O,X,X,X,X,X,X,X,X,X,X,X
LISJTOZ,X,O,X,X,X,X,X,X,X,O,X,X,X
LISJZTO,X,O,X,O,X,X,X,X,X,X,X,X,X
LISJZOT,X,X,X,X,X,X,X,X,X,X,O,X,X
LISJOTZ,X,O,X,X,X,X,X,X,X,O,X,X,X
LISJOZT,X,X,X,X,X,X,X,X,X,X,O,X,X
LISZTJO,X,O,X,O,X,O,X,X,X,X,X,X,X
LISZTOJ,X,O,X,X,X,X,X,X,X,X,X,X,X
LISZJTO,X,O,X,O,X,O,X,X,X,X,X,X,X
LISZJOT,X,X,X,X,X,O,X,X,X,X,X,X,X
LISZOTJ,X,X,X,X,X,X,X,X,X,X,O,X,X
LISZOJT,X,X,X,X,X,O,X,X,X,X,O,X,X
LISOTJZ,X,O,X,X,X,X,X,O,O,O,X,X,X
LISOTZJ,X,O,X,X,X,X,O,X,X,X,X,X,X
LISOJTZ,X,O,X,X,X,X,X,O,X,O,X,O,X
LISOJZT,X,X,X,X,X,X,X,O,X,X,O,X,X
LISOZTJ,X,X,X,X,X,X,O,X,X,X,O,X,X
LISOZJT,X,X,X,X,X,X,O,O,X,X,O,X,X
LIZTJSO,X,O,X,O,O,O,X,X,X,X,X,X,X
LIZTJOS,X,O,O,O,O,X,X,X,X,X,X,X,X
LIZTSJO,X,O,X,O,O,O,X,X,X,X,X,X,X
LIZTSOJ,X,O,O,X,O,O,X,X,X,X,X,X,X
LIZTOJS,X,O,O,X,O,O,X,X,X,X,X,X,X
LIZTOSJ,X,O,O,X,O,O,X,X,X,X,X,X,X
LIZJTSO,X,O,X,O,O,X,X,X,X,X,X,X,X
LIZJTOS,X,O,O,O,O,X,X,X,X,X,X,X,X
LIZJSTO,X,O,X,O,O,O,X,X,X,X,X,X,X
LIZJSOT,X,X,X,X,O,O,X,X,X,X,O,X,X
LIZJOTS,X,X,O,O,O,X,X,X,X,X,X,X,X
LIZJOST,X,X,X,X,X,X,X,X,X,X,O,X,X
LIZSTJO,X,O,X,O,O,O,X,X,X,X,X,X,X
LIZSTOJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LIZSJTO,X,O,X,O,O,O,X,X,X,X,X,X,X
LIZSJOT,X,X,X,X,O,O,X,X,X,X,X,X,X
LIZSOTJ,X,X,O,X,X,X,X,X,X,X,O,X,X
LIZSOJT,X,X,X,X,O,O,X,X,X,X,O,X,X
LIZOTJS,X,X,O,X,O,X,X,X,X,X,X,X,X
LIZOTSJ,X,X,O,X,O,X,X,X,X,X,X,X,X
LIZOJTS,X,X,O,O,O,X,X,X,X,X,X,O,X
LIZOJST,X,X,X,X,X,X,X,X,X,X,O,X,X
LIZOSTJ,X,X,O,X,X,X,X,X,X,X,O,X,X
LIZOSJT,X,X,X,X,X,X,X,X,X,X,O,X,X
LIOTJSZ,X,O,X,X,O,X,X,O,O,O,X,O,X
LIOTJZS,X,O,O,X,O,X,X,X,O,X,X,O,X
LIOTSJZ,X,O,X,X,O,X,X,O,O,O,X,X,X
LIOTSZJ,X,O,X,X,O,X,O,X,X,X,X,X,X
LIOTZJS,X,O,O,X,O,X,X,X,X,X,X,X,X
LIOTZSJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LIOJTSZ,X,O,X,X,O,X,X,O,O,O,X,O,X
LIOJTZS,X,O,X,X,O,X,X,X,O,X,X,O,X
LIOJSTZ,X,O,X,X,O,X,X,O,O,O,X,O,X
LIOJSZT,X,X,X,X,X,X,X,O,X,X,O,X,X
LIOJZTS,X,X,X,O,O,X,X,X,O,X,X,O,X
LIOJZST,X,X,X,X,X,X,X,O,X,X,O,X,X
LIOSTJZ,X,O,X,X,O,X,X,O,O,O,X,X,X
LIOSTZJ,X,O,X,X,O,X,O,X,X,X,X,X,X
LIOSJTZ,X,O,X,X,O,X,X,O,O,O,X,O,X
LIOSJZT,X,X,X,X,X,X,X,O,X,X,O,X,X
LIOSZTJ,X,X,X,X,X,X,O,X,X,X,O,X,X
LIOSZJT,X,X,X,X,X,X,O,O,X,X,O,X,X
LIOZTJS,X,X,O,X,O,X,X,X,X,X,X,X,X
LIOZTSJ,X,X,O,X,O,X,X,X,X,X,X,X,X
LIOZJTS,X,X,O,O,O,X,X,X,O,X,X,O,X
LIOZJST,X,X,X,X,X,X,X,O,X,X,O,X,X
LIOZSTJ,X,X,O,X,X,X,X,X,X,X,O,X,X
LIOZSJT,X,X,X,X,X,X,X,O,X,X,O,X,X
LJTISZO,X,O,X,X,O,X,X,X,X,X,X,X,O
LJTISOZ,X,O,X,X,X,X,X,O,O,O,X,X,X
LJTIZSO,X,O,X,O,O,X,X,X,X,X,X,X,O
LJTIZOS,X,O,X,O,O,X,X,X,X,X,X,X,O
LJTIOSZ,X,O,X,X,O,X,X,O,O,O,X,X,X
LJTIOZS,X,O,X,X,O,X,X,O,O,X,X,X,X
LJTSIZO,X,O,X,X,O,X,X,X,X,X,X,X,X
LJTSIOZ,X,O,X,X,X,X,X,O,O,X,X,X,X
LJTSZIO,X,O,X,X,O,X,X,X,X,X,X,X,X
LJTSZOI,X,O,X,X,O,X,X,O,O,X,O,X,X
LJTSOIZ,X,O,X,X,O,X,X,O,O,X,X,X,X
LJTSOZI,X,O,X,X,O,X,X,O,O,X,O,X,X
LJTZISO,X,O,X,O,O,X,X,X,X,X,X,X,O
LJTZIOS,X,O,X,O,O,X,X,X,X,X,X,X,O
LJTZSIO,X,O,X,O,O,X,X,X,X,X,X,X,O
LJTZSOI,X,O,X,O,O,X,X,O,O,X,O,X,X
LJTZOIS,X,O,X,O,O,X,X,O,O,X,X,X,O
LJTZOSI,X,O,X,O,O,X,X,O,O,X,O,X,X
LJTOISZ,X,O,X,X,O,X,X,O,O,O,X,O,X
LJTOIZS,X,O,X,X,O,X,X,O,O,X,X,O,X
LJTOSIZ,X,O,X,X,O,X,X,O,O,X,X,O,X
LJTOSZI,X,O,X,X,O,X,X,O,O,X,O,O,X
LJTOZIS,X,O,X,X,O,X,X,O,O,X,X,O,X
LJTOZSI,X,O,X,X,O,X,X,O,O,X,O,O,X
LJITSZO,X,O,X,X,O,X,X,X,X,X,X,X,O
LJITSOZ,X,O,X,X,X,X,X,X,O,O,X,X,X
LJITZSO,X,O,X,O,O,X,X,X,X,X,X,X,O
LJITZOS,X,O,X,O,O,X,X,X,X,X,X,X,O
LJITOSZ,X,O,X,X,O,X,X,X,O,O,X,X,X
LJITOZS,X,O,X,X,O,X,X,X,O,X,X,X,X
LJISTZO,X,O,X,X,X,X,X,X,X,X,X,X,O
LJISTOZ,X,O,X,X,X,X,X,X,X,O,X,X,X
LJISZTO,X,O,X,O,X,X,X,X,X,X,X,X,O
LJISZOT,X,X,X,X,X,X,X,X,X,X,O,X,O
LJISOTZ,X,O,X,X,X,X,X,O,X,O,X,X,X
LJISOZT,X,X,X,X,X,X,X,O,X,X,O,X,X
LJIZTSO,X,O,X,O,O,X,X,X,X,X,X,X,O
LJIZTOS,X,O,X,O,O,X,X,X,X,X,X,X,O
LJIZSTO,X,O,X,O,O,X,X,X,X,X,X,X,O
LJIZSOT,X,X,X,X,O,X,X,X,X,X,O,X,O
LJIZOTS,X,X,X,O,O,X,X,X,X,X,X,X,O
LJIZOST,X,X,X,X,X,X,X,X,X,X,O,X,O
LJIOTSZ,X,O,X,X,O,X,X,O,O,O,X,O,X
LJIOTZS,X,O,X,X,O,X,X,X,O,X,X,O,X
LJIOSTZ,X,O,X,X,O,X,X,O,O,O,X,O,X
LJIOSZT,X,X,X,X,X,X,X,O,X,X,O,X,X
LJIOZTS,X,X,X,O,O,X,X,X,O,X,X,O,X
LJIOZST,X,X,X,X,X,X,X,O,X,X,O,X,X
LJSTIZO,X,O,X,X,O,X,X,X,X,X,X,X,X
LJSTIOZ,X,O,X,X,X,X,X,X,O,X,X,X,X
LJSTZIO,X,O,X,X,O,X,X,X,X,X,X,X,X
LJSTZOI,X,O,X,X,O,X,X,X,O,X,O,X,X
LJSTOIZ,X,O,X,X,O,X,X,O,O,X,X,X,X
LJSTOZI,X,O,X,X,O,X,X,O,O,X,O,X,X
LJSITZO,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSITOZ,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSIZTO,X,O,X,O,X,X,X,X,X,X,X,X,X
LJSIZOT,X,X,X,X,X,X,X,X,X,X,O,X,X
LJSIOTZ,X,O,X,X,X,X,X,O,X,X,X,X,X
LJSIOZT,X,X,X,X,X,X,X,O,X,X,O,X,X
LJSZTIO,X,O,X,O,O,X,X,X,X,X,X,X,X
LJSZTOI,X,O,X,O,O,X,X,X,X,X,O,X,X
LJSZITO,X,O,X,O,O,X,X,X,X,X,X,X,X
LJSZIOT,X,X,X,X,O,X,X,X,X,X,O,X,X
LJSZOTI,X,X,X,X,O,X,X,O,X,X,O,X,X
LJSZOIT,X,X,X,X,O,X,X,O,X,X,O,X,X
LJSOTIZ,X,O,X,X,O,X,X,O,O,X,X,X,X
LJSOTZI,X,O,X,X,O,X,X,O,O,X,O,X,X
LJSOITZ,X,O,X,X,O,X,X,O,O,X,X,X,X
LJSOIZT,X,X,X,X,X,X,X,O,X,X,O,X,X
LJSOZTI,X,X,X,X,O,X,X,O,X,X,O,X,X
LJSOZIT,X,X,X,X,X,X,X,O,X,X,O,X,X
LJZTISO,X,O,X,O,O,X,X,X,X,X,X,X,O
LJZTIOS,X,O,X,O,O,X,X,X,X,X,X,X,O
LJZTSIO,X,O,X,O,O,X,X,X,X,X,X,X,O
LJZTSOI,X,O,X,O,O,X,X,X,O,X,O,X,X
LJZTOIS,X,O,X,O,O,X,X,X,O,X,X,X,O
LJZTOSI,O,O,X,O,O,X,X,X,O,X,O,X,X
LJZITSO,X,O,X,O,O,X,X,X,X,X,X,X,O
LJZITOS,X,O,X,O,O,X,X,X,X,X,X,X,O
LJZISTO,X,O,X,O,O,X,X,X,X,X,X,X,O
LJZISOT,X,X,X,X,O,X,X,X,X,X,O,X,O
LJZIOTS,X,X,X,O,O,X,X,X,X,X,X,X,O
LJZIOST,O,X,X,X,X,X,X,X,X,X,O,X,O
LJZSTIO,X,O,X,O,O,X,X,X,X,X,X,X,O
LJZSTOI,X,O,X,O,O,X,X,X,X,X,O,X,X
LJZSITO,X,O,X,O,O,X,X,X,X,X,X,X,O
LJZSIOT,X,X,X,X,O,X,X,X,X,X,O,X,O
LJZSOTI,O,X,X,X,O,X,X,O,X,X,O,X,X
LJZSOIT,O,X,X,X,O,X,X,O,X,X,O,X,X
LJZOTIS,X,X,X,O,O,X,X,X,O,X,X,X,O
LJZOTSI,O,X,X,O,O,X,X,X,O,X,O,X,X
LJZOITS,X,X,X,O,O,X,X,X,O,X,X,X,O
LJZOIST,O,X,X,X,X,X,X,O,X,X,O,X,O
LJZOSTI,O,X,X,X,O,X,X,O,X,X,O,X,X
LJZOSIT,O,X,X,X,O,X,X,O,X,X,O,X,X
LJOTISZ,X,O,X,X,O,X,X,O,O,O,X,O,X
LJOTIZS,X,O,X,X,O,X,X,O,O,X,X,O,X
LJOTSIZ,X,O,X,X,O,X,X,O,O,X,X,O,X
LJOTSZI,X,O,X,X,O,X,X,O,O,X,O,O,X
LJOTZIS,X,O,X,X,O,X,X,O,O,X,X,O,X
LJOTZSI,X,O,X,X,O,X,X,O,O,X,O,O,X
LJOITSZ,X,O,X,X,O,X,X,O,O,O,X,O,X
LJOITZS,X,O,X,X,O,X,X,O,O,X,X,O,X
LJOISTZ,X,O,X,X,O,X,X,O,O,O,X,O,X
LJOISZT,X,X,X,X,X,X,X,O,X,X,O,X,X
LJOIZTS,X,X,X,O,O,X,X,X,O,X,X,O,X
LJOIZST,O,X,X,X,X,X,X,O,X,X,O,X,X
LJOSTIZ,X,O,X,X,O,X,X,O,O,X,X,O,X
LJOSTZI,X,O,X,X,O,X,X,O,O,X,O,O,X
LJOSITZ,X,O,X,X,O,X,X,O,O,X,X,O,X
LJOSIZT,X,X,X,X,X,X,X,O,X,X,O,X,X
LJOSZTI,X,X,X,X,O,X,X,O,X,X,O,X,X
LJOSZIT,X,X,X,X,X,X,X,O,X,X,O,X,X
LJOZTIS,X,X,X,O,O,X,X,X,O,X,X,O,X
LJOZTSI,O,X,X,O,O,X,X,X,O,X,O,O,X
LJOZITS,X,X,X,O,O,X,X,X,O,X,X,O,X
LJOZIST,O,X,X,X,X,X,X,O,X,X,O,X,X
LJOZSTI,O,X,X,X,O,X,X,O,X,X,O,X,X
LJOZSIT,O,X,X,X,O,X,X,O,X,X,O,X,X
LSTIJZO,X,O,X,X,O,X,X,X,X,X,X,X,X
LSTIJOZ,X,O,X,X,X,X,X,X,O,X,X,X,X
LSTIZJO,X,O,X,X,O,O,X,X,X,X,X,X,X
LSTIZOJ,X,O,X,X,O,O,X,X,X,X,X,X,X
LSTIOJZ,X,O,X,X,X,X,X,X,O,X,X,X,X
LSTIOZJ,X,O,X,X,X,X,O,X,X,X,X,X,X
LSTJIZO,X,O,X,X,O,X,X,X,X,X,X,X,X
LSTJIOZ,X,O,X,X,X,X,X,X,O,X,X,X,X
LSTJZIO,X,O,X,X,O,O,X,X,X,X,X,X,X
LSTJZOI,X,O,X,X,O,O,X,X,O,X,O,X,X
LSTJOIZ,X,O,X,X,O,X,X,X,O,X,X,X,X
LSTJOZI,X,O,X,X,O,X,X,X,O,X,O,X,X
LSTZIJO,X,O,X,O,O,O,X,X,X,X,X,X,X
LSTZIOJ,X,O,X,X,O,O,X,X,X,X,X,X,X
LSTZJIO,X,O,X,O,O,O,X,X,X,X,X,X,X
LSTZJOI,X,O,X,O,O,O,O,X,O,X,X,X,X
LSTZOIJ,X,O,X,X,O,O,O,X,X,X,O,X,X
LSTZOJI,X,O,X,O,O,O,O,X,O,X,O,X,X
LSTOIJZ,X,O,X,X,O,X,X,O,O,X,X,X,X
LSTOIZJ,X,O,X,X,O,X,O,X,X,X,X,X,X
LSTOJIZ,X,O,X,X,O,X,X,O,O,X,X,O,X
LSTOJZI,X,O,X,X,O,X,X,O,O,X,O,O,X
LSTOZIJ,X,O,X,X,O,O,O,X,X,X,O,X,X
LSTOZJI,X,O,X,X,O,O,O,X,O,X,O,X,X
LSITJZO,X,O,X,X,X,X,X,X,X,X,X,X,X
LSITJOZ,X,O,X,X,X,X,X,X,O,X,X,X,X
LSITZJO,X,O,X,X,X,O,X,X,X,X,X,X,X
LSITZOJ,X,O,X,X,X,O,X,X,X,X,X,X,X
LSITOJZ,X,O,X,X,X,X,X,X,O,X,X,X,X
LSITOZJ,X,O,X,X,X,X,O,X,X,X,X,X,X
LSIJTZO,X,O,X,X,X,X,X,X,X,X,X,X,X
LSIJTOZ,X,O,X,X,X,X,X,X,X,X,X,X,X
LSIJZTO,X,O,X,O,X,X,X,X,X,X,X,X,X
LSIJZOT,X,X,X,X,X,X,X,X,X,X,O,X,X
LSIJOTZ,X,O,X,X,X,X,X,X,X,X,X,X,X
LSIJOZT,X,X,X,X,X,X,X,X,X,X,O,X,X
LSIZTJO,X,O,X,O,X,O,X,X,X,X,X,X,X
LSIZTOJ,X,O,X,X,X,O,X,X,X,X,X,X,X
LSIZJTO,X,O,X,O,X,O,X,X,X,X,X,X,X
LSIZJOT,X,X,X,X,X,O,X,X,X,X,X,X,X
LSIZOTJ,X,X,X,X,X,X,X,X,X,X,O,X,X
LSIZOJT,X,X,X,X,X,O,X,X,X,X,O,X,X
LSIOTJZ,X,O,X,X,X,X,X,O,O,X,X,X,X
LSIOTZJ,X,O,X,X,X,X,O,X,X,X,X,X,X
LSIOJTZ,X,O,X,X,X,X,X,O,X,X,X,O,X
LSIOJZT,X,X,X,X,X,X,X,O,X,X,O,X,X
LSIOZTJ,X,X,X,X,X,X,O,X,X,X,O,X,X
LSIOZJT,X,X,X,X,X,X,O,O,X,X,O,X,X
LSJTIZO,X,O,X,X,O,X,X,X,X,X,X,X,X
LSJTIOZ,X,O,X,X,X,X,X,X,O,X,X,X,X
LSJTZIO,X,O,X,X,O,O,X,X,X,X,X,X,X
LSJTZOI,X,O,X,X,O,O,X,X,O,X,O,X,X
LSJTOIZ,X,O,X,X,O,X,X,O,O,X,X,X,X
LSJTOZI,X,O,X,X,O,X,X,O,O,X,O,X,X
LSJITZO,X,O,X,X,X,X,X,X,X,X,X,X,X
LSJITOZ,X,O,X,X,X,X,X,X,X,X,X,X,X
LSJIZTO,X,O,X,O,X,X,X,X,X,X,X,X,X
LSJIZOT,X,X,X,X,X,X,X,X,X,X,O,X,X
LSJIOTZ,X,O,X,X,X,X,X,O,X,X,X,X,X
LSJIOZT,X,X,X,X,X,X,X,O,X,X,O,X,X
LSJZTIO,X,O,X,O,O,O,X,X,X,X,X,X,X
LSJZTOI,O,O,X,O,O,O,X,X,X,X,O,X,X
LSJZITO,X,O,X,O,O,O,X,X,X,X,X,X,X
LSJZIOT,O,X,X,X,O,O,X,X,X,X,O,X,X
LSJZOTI,O,X,X,X,O,X,X,O,X,X,O,X,X
LSJZOIT,O,X,X,X,O,O,X,O,X,X,O,X,X
LSJOTIZ,X,O,X,X,O,X,X,O,O,X,X,X,X
LSJOTZI,X,O,X,X,O,X,X,O,O,X,O,X,X
LSJOITZ,X,O,X,X,O,X,X,O,O,X,X,X,X
LSJOIZT,O,X,X,X,X,X,X,O,X,X,O,X,X
LSJOZTI,O,X,X,X,O,X,X,O,X,X,O,X,X
LSJOZIT,O,X,X,X,X,X,X,O,X,X,O,X,X
LSZTIJO,X,O,X,O,O,O,X,X,X,X,X,X,X
LSZTIOJ,X,O,X,X,O,O,X,X,X,X,X,X,X
LSZTJIO,X,O,X,O,O,O,X,X,X,X,X,X,X
LSZTJOI,O,O,X,O,O,O,O,X,O,X,X,X,X
LSZTOIJ,X,O,X,X,O,O,O,X,X,X,O,X,X
LSZTOJI,O,O,X,O,O,O,O,X,O,X,O,X,X
LSZITJO,X,O,X,O,O,O,X,X,X,X,X,X,X
LSZITOJ,X,O,X,X,O,O,X,X,X,X,X,X,X
LSZIJTO,X,O,X,O,O,O,X,X,X,X,X,X,X
LSZIJOT,O,X,X,X,O,O,X,X,X,X,X,X,X
LSZIOTJ,X,X,X,X,X,X,X,X,X,X,O,X,X
LSZIOJT,O,X,X,X,O,O,X,X,X,X,O,X,X
LSZJTIO,X,O,X,O,O,O,X,X,X,X,X,X,X
LSZJTOI,O,O,X,O,O,O,O,X,X,X,O,X,X
LSZJITO,X,O,X,O,O,O,X,X,X,X,X,X,X
LSZJIOT,O,X,X,X,O,O,X,X,X,X,O,X,X
LSZJOTI,O,X,X,X,O,X,O,X,X,X,O,X,X
LSZJOIT,O,X,X,X,O,O,O,X,X,X,O,X,X
LSZOTIJ,X,X,X,X,O,O,O,X,X,X,O,X,X
LSZOTJI,O,X,X,O,O,O,O,X,O,X,O,X,X
LSZOITJ,X,X,X,X,X,X,O,X,X,X,O,X,X
LSZOIJT,O,X,X,X,O,O,O,O,X,X,O,X,X
LSZOJTI,O,X,X,X,O,X,O,O,X,X,O,X,X
LSZOJIT,O,X,X,X,O,O,O,O,X,X,O,X,X
LSOTIJZ,X,O,X,X,O,X,X,O,O,X,X,X,X
LSOTIZJ,X,O,X,X,O,X,O,X,X,X,X,X,X
LSOTJIZ,X,O,X,X,O,X,X,O,O,X,X,O,X
LSOTJZI,X,O,X,X,O,X,X,O,O,X,O,O,X
LSOTZIJ,X,O,X,X,O,O,O,X,X,X,O,X,X
LSOTZJI,X,O,X,X,O,O,O,X,O,X,O,X,X
LSOITJZ,X,O,X,X,O,X,X,O,O,X,X,X,X
LSOITZJ,X,O,X,X,O,X,O,X,X,X,X,X,X
LSOIJTZ,X,O,X,X,O,X,X,O,O,X,X,O,X
LSOIJZT,O,X,X,X,X,X,X,O,X,X,O,X,X
LSOIZTJ,X,X,X,X,X,X,O,X,X,X,O,X,X
LSOIZJT,O,X,X,X,X,X,O,O,X,X,O,X,X
LSOJTIZ,X,O,X,X,O,X,X,O,O,X,X,O,X
LSOJTZI,X,O,X,X,O,X,X,O,O,X,O,O,X
LSOJITZ,X,O,X,X,O,X,X,O,O,X,X,O,X
LSOJIZT,O,X,X,X,X,X,X,O,X,X,O,X,X
LSOJZTI,O,X,X,X,O,X,X,O,X,X,O,X,X
LSOJZIT,O,X,X,X,X,X,X,O,X,X,O,X,X
LSOZTIJ,X,X,X,X,O,O,O,X,X,X,O,X,X
LSOZTJI,O,X,X,O,O,O,O,X,O,X,O,X,X
LSOZITJ,X,X,X,X,X,X,O,X,X,X,O,X,X
LSOZIJT,O,X,X,X,X,O,O,O,X,X,O,X,X
LSOZJTI,O,X,X,X,O,X,O,O,X,X,O,X,X
LSOZJIT,O,X,X,X,X,O,O,O,X,X,O,X,X
LZTIJSO,X,O,X,O,O,O,X,X,X,X,X,X,O
LZTIJOS,X,O,O,O,O,X,X,X,X,X,X,X,O
LZTISJO,X,O,X,O,O,O,X,X,X,X,X,X,X
LZTISOJ,X,O,O,X,O,O,X,X,X,X,X,X,X
LZTIOJS,X,O,O,X,O,O,X,X,X,X,X,X,X
LZTIOSJ,X,O,O,X,O,O,X,X,X,X,X,X,X
LZTJISO,X,O,X,O,O,O,X,X,X,X,X,X,O
LZTJIOS,X,O,O,O,O,X,X,X,X,X,X,X,O
LZTJSIO,X,O,X,O,O,O,X,X,X,X,X,X,O
LZTJSOI,X,O,X,O,O,O,X,X,O,X,O,X,X
