sequence,v115@8gA8IeA8AeC8EeG8BeG8BeC8JeO/IvhFVgBUcBRdBy?mBziBXsB,v115@8gA8IeA8AeC8EeG8BeG8BeC8Jex6IvhFXcBldBifB8?nBmmBzrB,v115@8gA8IeA8AeC8EeG8BeG8BeC8JeO/IvhFVgBRcBzdBy?mB3nB0rB,v115@8gA8IeA8AeC8EeG8BeG8BeC8Jex6IvhFeiBifBFhBz?iB3nB0rB,v115@8gA8IeA8AeC8EeG8BeG8BeC8JeO/IvhFXbBzdBFhBR?nBKnB0rB,v115@8gA8IeA8AeC8EeG8BeG8BeC8Jex6IvhFzdBifBFhB3?nB8rBmrB,v115@8gA8IeA8AeC8EeG8BeG8BeC8JeO/IvhFXbByiBFhBR?nBTnB0rB,v115@8gA8IeA8AeC8EeG8BeG8BeC8Jex6IvhFlcBzdBifBU?hB3nBesB,v115@8gA8IeA8AeC8EeG8BeG8BeC8Jex6IvhFeiBzdBifBF?hB3nB0rB,v115@8gA8IeA8AeC8EeG8BeG8BeC8Jex6IvhFejBifBFhBX?iBTnB0rB,v115@8gA8IeA8AeC8EeG8BeG8BeC8JeT9IvhFejBxfB0hBi?fBFhBXsB
JTIOSZL,O,X,O,X,O,X,X,X,X,X,X
JTIOZLS,O,X,X,X,O,X,X,X,X,X,O
JTIOZSL,O,X,X,X,O,X,X,X,X,X,O
JTLISZO,O,O,O,X,O,X,O,X,O,O,X
JTLISOZ,X,X,O,O,O,X,O,X,O,O,X
JTLIZSO,O,O,O,X,O,X,O,X,O,O,X
JTLIZOS,O,O,X,O,O,X,X,X,X,X,X
JTLIOSZ,O,X,O,O,O,X,O,X,O,O,X
JTLIOZS,O,X,X,O,O,X,X,X,X,X,X
JTLSIZO,O,O,O,X,O,X,O,X,O,O,X
JTLSIOZ,O,X,O,O,O,X,O,X,O,O,X
JTLSZIO,O,O,O,X,X,X,X,X,O,O,X
JTLSZOI,O,O,O,X,X,X,X,X,O,O,X
JTLSOIZ,O,X,O,O,X,X,X,X,O,O,X
JTLSOZI,O,X,O,O,X,X,X,X,O,O,X
JTLZISO,O,O,O,X,X,X,X,X,O,O,X
JTLZIOS,O,O,X,O,X,X,X,X,X,X,X
JTLZSIO,O,O,O,X,X,X,X,X,O,O,X
JTLZSOI,O,O,O,X,X,X,X,X,O,O,X
JTLZOIS,O,O,X,O,X,X,X,X,X,X,X
JTLZOSI,O,O,X,O,X,X,X,X,X,X,X
JTLOISZ,O,X,O,O,X,X,X,X,O,O,X
JTLOIZS,O,X,X,O,X,X,X,X,X,X,X
JTLOSIZ,O,X,O,O,X,X,X,X,O,O,X
JTLOSZI,O,X,O,O,X,X,X,X,O,O,X
JTLOZIS,O,X,X,O,X,X,X,X,X,X,X
JTLOZSI,O,X,X,O,X,X,X,X,X,X,X
JTSILZO,O,X,O,X,O,X,O,X,O,O,X
JTSILOZ,O,X,O,X,O,X,O,X,O,O,X
JTSIZLO,O,O,O,X,O,X,O,X,X,X,X
JTSIZOL,O,O,O,X,O,X,X,X,X,X,O
JTSIOLZ,O,X,O,X,O,X,O,X,O,X,X
JTSIOZL,O,X,O,X,O,X,X,X,X,X,O
JTSLIZO,O,O,O,X,O,X,O,X,O,O,X
JTSLIOZ,O,X,O,O,O,X,O,X,O,O,X
JTSLZIO,O,O,O,X,X,X,X,X,O,O,X
JTSLZOI,O,O,O,X,X,X,X,X,O,O,X
JTSLOIZ,O,X,O,O,X,X,X,X,O,O,X
JTSLOZI,O,X,O,O,X,X,X,X,O,O,X
JTSZILO,O,O,O,X,O,X,O,X,X,X,X
JTSZIOL,O,O,O,X,O,X,X,X,X,X,O
JTSZLIO,O,O,O,X,X,X,X,X,O,O,X
JTSZLOI,O,O,O,X,X,X,X,X,O,O,X
JTSZOIL,O,O,O,X,X,X,X,X,X,X,O
JTSZOLI,O,O,O,X,X,X,X,X,O,X,X
JTSOILZ,O,X,O,X,O,X,O,X,O,X,X
JTSOIZL,O,X,O,X,O,X,X,X,X,X,O
JTSOLIZ,O,X,O,O,X,X,X,X,O,O,X
JTSOLZI,O,X,O,O,X,X,X,X,O,O,X
JTSOZIL,O,X,O,X,X,X,X,X,X,X,O
JTSOZLI,O,X,O,X,X,X,X,X,O,X,X
JTZILSO,O,O,O,X,O,X,O,X,X,X,X
JTZILOS,O,O,X,X,O,X,X,X,X,X,X
JTZISLO,O,O,O,X,O,X,O,X,X,X,X
JTZISOL,O,O,O,X,O,X,X,X,X,X,X
JTZIOLS,O,X,X,X,O,X,X,X,X,X,O
JTZIOSL,O,X,X,X,O,X,X,X,X,X,O
JTZLISO,O,O,O,X,X,X,X,X,O,O,X
JTZLIOS,O,O,X,O,X,X,X,X,X,X,X
JTZLSIO,O,O,O,X,X,X,X,X,O,O,X
JTZLSOI,O,O,O,X,X,X,X,X,O,O,X
JTZLOIS,O,O,X,O,X,X,X,X,X,X,X
JTZLOSI,O,O,X,O,X,X,X,X,X,X,X
JTZSILO,O,O,O,X,O,X,O,X,X,X,X
JTZSIOL,O,O,O,X,O,X,X,X,X,X,X
JTZSLIO,O,O,O,X,X,X,X,X,O,O,X
JTZSLOI,O,O,O,X,X,X,X,X,O,O,X
JTZSOIL,O,O,O,X,X,X,X,X,X,X,X
JTZSOLI,O,O,O,X,X,X,X,X,O,X,X
JTZOILS,O,X,X,X,X,X,X,X,X,X,O
JTZOISL,O,X,X,X,X,X,X,X,X,X,O
JTZOLIS,O,O,X,O,X,X,X,X,X,X,X
JTZOLSI,O,O,X,O,X,X,X,X,X,X,X
JTZOSIL,O,O,X,X,X,X,X,X,X,X,X
JTZOSLI,O,O,X,X,X,X,X,X,X,X,X
JTOILSZ,O,X,O,O,O,X,O,X,X,X,X
JTOILZS,O,X,X,O,O,X,X,X,X,X,X
JTOISLZ,O,X,O,X,O,X,O,X,X,X,X
JTOISZL,O,X,O,X,O,X,X,X,X,X,X
JTOIZLS,O,X,X,X,O,X,X,X,X,X,O
JTOIZSL,O,X,X,X,O,X,X,X,X,X,O
JTOLISZ,O,X,O,O,X,X,X,X,O,O,X
JTOLIZS,O,X,X,O,X,X,X,X,X,X,X
JTOLSIZ,O,X,O,O,X,X,X,X,O,O,X
JTOLSZI,O,X,O,O,X,X,X,X,O,O,X
JTOLZIS,O,X,X,O,X,X,X,X,X,X,X
JTOLZSI,O,X,X,O,X,X,X,X,X,X,X
JTOSILZ,O,X,O,X,O,X,O,X,O,X,X
JTOSIZL,O,X,O,X,O,X,X,X,X,X,X
JTOSLIZ,O,X,O,O,X,X,X,X,O,O,X
JTOSLZI,O,X,O,O,X,X,X,X,O,O,X
JTOSZIL,O,X,O,X,X,X,X,X,X,X,X
JTOSZLI,O,X,O,X,X,X,X,X,O,X,X
JTOZILS,O,X,X,X,X,X,X,X,X,X,O
JTOZISL,O,X,X,X,X,X,X,X,X,X,O
JTOZLIS,O,X,X,O,X,X,X,X,X,X,X
JTOZLSI,O,X,X,O,X,X,X,X,X,X,X
JTOZSIL,O,X,X,X,X,X,X,X,X,X,X
JTOZSLI,O,X,X,X,X,X,X,X,X,X,X
JITLSZO,O,X,O,X,O,X,O,X,O,O,X
JITLSOZ,X,X,O,O,O,X,O,X,O,O,X
JITLZSO,O,X,O,X,O,X,O,X,O,O,X
JITLZOS,O,X,X,O,O,X,X,X,X,X,X
JITLOSZ,O,X,O,O,O,X,O,X,O,O,X
JITLOZS,O,X,X,O,O,X,X,X,X,X,X
JITSLZO,O,X,O,X,O,X,O,X,O,O,X
JITSLOZ,O,X,O,X,O,X,O,X,O,O,X
JITSZLO,O,X,O,X,O,X,O,X,X,X,X
JITSZOL,O,X,O,X,O,X,X,X,X,X,O
JITSOLZ,O,X,O,X,O,X,O,X,O,X,X
JITSOZL,O,X,O,X,O,X,X,X,X,X,O
JITZLSO,O,X,O,X,O,X,O,X,X,X,X
JITZLOS,O,X,X,X,O,X,X,X,X,X,X
JITZSLO,O,X,O,X,O,X,O,X,X,X,X
JITZSOL,O,X,O,X,O,X,X,X,X,X,X
JITZOLS,O,X,X,X,O,X,X,X,X,X,O
JITZOSL,O,X,X,X,O,X,X,X,X,X,O
JITOLSZ,O,X,O,O,O,X,O,X,X,X,X
JITOLZS,O,X,X,O,O,X,X,X,X,X,X
JITOSLZ,O,X,O,X,O,X,O,X,X,X,X
JITOSZL,O,X,O,X,O,X,X,X,X,X,X
JITOZLS,O,X,X,X,O,X,X,X,X,X,O
JITOZSL,O,X,X,X,O,X,X,X,X,X,O
JILTSZO,O,O,O,X,O,X,O,X,O,O,X
JILTSOZ,X,X,O,O,O,X,O,X,O,O,X
JILTZSO,O,O,O,X,O,X,O,X,O,O,X
JILTZOS,O,O,X,O,O,X,X,X,X,X,X
JILTOSZ,O,X,O,O,O,X,O,X,O,O,X
JILTOZS,O,X,X,O,O,X,X,X,X,X,X
JILSTZO,O,O,O,X,O,X,O,X,O,O,X
JILSTOZ,X,X,O,O,O,X,O,X,O,O,X
JILSZTO,X,O,X,X,X,X,O,X,O,O,X
JILSZOT,X,O,X,X,X,X,X,X,O,X,O
JILSOTZ,X,X,O,O,O,X,O,X,O,O,X
JILSOZT,X,O,X,X,X,X,X,X,O,X,O
JILZTSO,O,O,X,X,X,X,O,X,O,O,X
JILZTOS,O,O,X,O,X,X,X,X,X,X,X
JILZSTO,X,O,X,X,X,X,O,X,O,O,X
JILZSOT,X,O,X,X,X,X,X,X,O,X,X
JILZOTS,X,O,X,O,X,X,X,X,X,X,O
JILZOST,X,O,X,X,X,X,X,X,X,X,O
JILOTSZ,O,X,X,O,O,X,O,X,O,O,X
JILOTZS,O,X,X,O,O,X,X,X,X,X,X
JILOSTZ,O,X,X,O,O,X,O,X,O,O,X
JILOSZT,X,O,X,X,X,X,X,X,O,X,X
JILOZTS,O,O,X,O,X,X,X,X,X,X,O
JILOZST,X,O,X,X,X,X,X,X,X,X,O
JISTLZO,O,X,O,X,O,X,O,X,O,O,X
JISTLOZ,O,X,O,X,O,X,O,X,O,O,X
JISTZLO,O,O,O,X,O,X,O,X,X,X,X
JISTZOL,O,O,O,X,O,X,X,X,X,X,O
JISTOLZ,O,X,O,X,O,X,O,X,O,X,X
JISTOZL,O,X,O,X,O,X,X,X,X,X,O
JISLTZO,O,O,O,X,O,X,O,X,O,O,X
JISLTOZ,O,X,O,X,O,X,O,X,O,O,X
JISLZTO,O,O,X,X,X,X,O,X,O,O,X
JISLZOT,X,O,X,X,X,X,X,X,O,X,O
JISLOTZ,O,X,O,X,O,X,O,X,O,O,X
JISLOZT,O,O,X,X,X,X,X,X,O,X,O
JISZTLO,X,O,X,X,O,X,O,X,X,X,X
JISZTOL,X,O,X,X,O,X,X,X,X,X,O
JISZLTO,X,O,X,X,X,X,O,X,X,X,X
JISZLOT,X,O,X,X,X,X,X,X,X,X,O
JISZOTL,X,O,X,X,O,X,X,X,X,X,O
JISZOLT,X,X,X,X,X,X,X,X,X,X,O
JISOTLZ,O,X,O,X,O,X,O,X,O,X,X
JISOTZL,O,X,O,X,O,X,X,X,X,X,O
JISOLTZ,O,X,O,X,O,X,O,X,O,X,X
JISOLZT,O,X,X,X,X,X,X,X,O,X,O
JISOZTL,O,O,X,X,O,X,X,X,X,X,O
JISOZLT,O,X,X,X,X,X,X,X,X,X,O
JIZTLSO,X,O,X,X,O,X,O,X,X,X,X
JIZTLOS,X,O,X,X,O,X,X,X,X,X,X
JIZTSLO,X,O,X,X,O,X,O,X,X,X,X
JIZTSOL,X,O,X,X,O,X,X,X,X,X,X
JIZTOLS,X,X,X,X,O,X,X,X,X,X,O
JIZTOSL,X,X,X,X,O,X,X,X,X,X,O
JIZLTSO,X,O,X,X,X,X,O,X,X,X,X
JIZLTOS,X,O,X,X,X,X,X,X,X,X,X
JIZLSTO,X,O,X,X,X,X,O,X,X,X,X
JIZLSOT,X,O,X,X,X,X,X,X,X,X,X
JIZLOTS,X,O,X,X,X,X,X,X,X,X,O
JIZLOST,X,O,X,X,X,X,X,X,X,X,O
JIZSTLO,X,O,X,X,O,X,O,X,X,X,X
JIZSTOL,X,O,X,X,O,X,X,X,X,X,O
JIZSLTO,X,O,X,X,X,X,O,X,X,X,X
JIZSLOT,X,O,X,X,X,X,X,X,X,X,O
JIZSOTL,X,O,X,X,O,X,X,X,X,X,O
JIZSOLT,X,X,X,X,X,X,X,X,X,X,O
JIZOTLS,X,X,X,X,O,X,X,X,X,X,O
JIZOTSL,X,X,X,X,O,X,X,X,X,X,O
JIZOLTS,X,X,X,X,X,X,X,X,X,X,O
JIZOLST,X,X,X,X,X,X,X,X,X,X,O
JIZOSTL,X,X,X,X,O,X,X,X,X,X,O
JIZOSLT,X,X,X,X,X,X,X,X,X,X,O
JIOTLSZ,O,X,X,O,O,X,O,X,X,X,X
JIOTLZS,O,X,X,O,O,X,X,X,X,X,X
JIOTSLZ,O,X,X,X,O,X,O,X,X,X,X
JIOTSZL,O,X,X,X,O,X,X,X,X,X,X
JIOTZLS,O,X,X,X,O,X,X,X,X,X,O
JIOTZSL,O,X,X,X,O,X,X,X,X,X,O
JIOLTSZ,O,X,X,O,O,X,O,X,X,X,X
JIOLTZS,O,X,X,O,O,X,X,X,X,X,X
JIOLSTZ,O,X,X,O,O,X,O,X,X,X,X
JIOLSZT,O,X,X,X,X,X,X,X,X,X,X
JIOLZTS,O,X,X,O,X,X,X,X,X,X,O
JIOLZST,X,X,X,X,X,X,X,X,X,X,O
JIOSTLZ,O,X,X,X,O,X,O,X,X,X,X
JIOSTZL,O,X,X,X,O,X,X,X,X,X,O
JIOSLTZ,O,X,X,X,O,X,O,X,X,X,X
JIOSLZT,O,X,X,X,X,X,X,X,X,X,O
JIOSZTL,O,X,X,X,O,X,X,X,X,X,O
JIOSZLT,O,X,X,X,X,X,X,X,X,X,O
JIOZTLS,O,X,X,X,O,X,X,X,X,X,O
JIOZTSL,O,X,X,X,O,X,X,X,X,X,O
JIOZLTS,O,X,X,X,X,X,X,X,X,X,O
JIOZLST,X,X,X,X,X,X,X,X,X,X,O
JIOZSTL,O,X,X,X,O,X,X,X,X,X,O
JIOZSLT,O,X,X,X,X,X,X,X,X,X,O
JLTISZO,O,O,O,X,O,X,O,X,O,O,X
JLTISOZ,X,X,O,O,O,X,O,X,O,O,X
JLTIZSO,O,O,O,X,O,X,O,X,O,O,X
JLTIZOS,O,O,X,O,O,X,X,X,X,X,X
JLTIOSZ,O,X,O,O,O,X,O,X,O,O,X
JLTIOZS,O,X,X,O,O,X,X,X,X,X,X
JLTSIZO,O,O,O,X,O,X,O,X,O,O,X
JLTSIOZ,O,X,O,O,O,X,O,X,O,O,X
JLTSZIO,O,O,O,X,X,X,X,X,O,O,X
JLTSZOI,O,O,O,X,X,X,X,X,O,O,X
JLTSOIZ,O,X,O,O,X,X,X,X,O,O,X
JLTSOZI,O,X,O,O,X,X,X,X,O,O,X
JLTZISO,O,O,O,X,X,X,X,X,O,O,X
JLTZIOS,O,O,X,O,X,X,X,X,X,X,X
JLTZSIO,O,O,O,X,X,X,X,X,O,O,X
JLTZSOI,O,O,O,X,X,X,X,X,O,O,X
JLTZOIS,O,O,X,O,X,X,X,X,X,X,X
JLTZOSI,O,O,X,O,X,X,X,X,X,X,X
JLTOISZ,O,X,O,O,X,X,X,X,O,O,X
JLTOIZS,O,X,X,O,X,X,X,X,X,X,X
JLTOSIZ,O,X,O,O,X,X,X,X,O,O,X
JLTOSZI,O,X,O,O,X,X,X,X,O,O,X
JLTOZIS,O,X,X,O,X,X,X,X,X,X,X
JLTOZSI,O,X,X,O,X,X,X,X,X,X,X
JLITSZO,O,O,O,X,O,X,O,X,O,O,X
JLITSOZ,X,X,O,O,O,X,O,X,O,O,X
JLITZSO,O,O,O,X,O,X,O,X,O,O,X
JLITZOS,O,O,X,O,O,X,X,X,X,X,X
JLITOSZ,O,X,O,O,O,X,O,X,O,O,X
JLITOZS,O,X,X,O,O,X,X,X,X,X,X
JLISTZO,O,O,O,X,O,X,O,O,O,O,X
JLISTOZ,X,X,O,O,O,X,O,O,O,O,X
JLISZTO,X,O,X,X,X,O,O,O,O,O,X
JLISZOT,X,O,X,X,X,O,X,O,O,X,O
JLISOTZ,X,X,O,O,O,X,O,O,O,O,X
JLISOZT,X,O,X,X,X,O,X,O,O,X,O
JLIZTSO,O,O,X,X,X,X,O,X,O,O,X
JLIZTOS,O,O,X,O,X,X,X,X,X,X,X
JLIZSTO,X,O,X,X,X,X,O,O,O,O,X
JLIZSOT,X,O,X,X,X,X,X,O,O,X,X
JLIZOTS,X,O,X,O,X,X,X,X,X,X,O
JLIZOST,X,O,X,X,X,X,X,X,X,X,O
JLIOTSZ,O,X,X,O,O,X,O,X,O,O,X
JLIOTZS,O,X,X,O,O,X,X,X,X,X,X
JLIOSTZ,O,X,X,O,O,X,O,X,O,O,X
JLIOSZT,X,O,X,X,X,X,X,X,O,X,X
JLIOZTS,O,O,X,O,X,X,X,X,X,X,O
JLIOZST,X,O,X,X,X,X,X,X,X,X,O
JLSTIZO,O,O,O,X,O,X,O,O,O,O,X
JLSTIOZ,O,X,O,O,O,X,O,O,O,O,X
JLSTZIO,O,O,O,X,X,X,X,O,O,O,X
JLSTZOI,O,O,O,X,X,X,X,O,O,O,X
JLSTOIZ,O,X,O,O,X,X,X,O,O,O,X
JLSTOZI,O,X,O,O,X,X,X,O,O,O,X
JLSITZO,O,O,O,X,O,X,O,O,O,O,X
JLSITOZ,O,X,O,O,O,X,O,O,O,O,X
JLSIZTO,O,O,X,X,X,O,O,O,O,O,X
JLSIZOT,X,O,X,X,X,O,X,O,O,X,O
JLSIOTZ,O,X,O,O,O,X,O,O,O,O,X
JLSIOZT,O,O,X,X,X,O,X,O,O,X,O
JLSZTIO,O,O,O,X,X,O,X,O,O,O,X
JLSZTOI,O,O,O,X,X,O,X,O,O,O,X
JLSZITO,O,O,X,X,X,O,X,O,O,O,X
JLSZIOT,X,O,X,X,X,O,X,O,O,X,O
JLSZOTI,O,O,O,X,X,O,X,O,O,X,X
JLSZOIT,O,O,X,X,X,O,X,O,O,X,O
JLSOTIZ,O,X,O,O,X,X,X,O,O,O,X
JLSOTZI,O,X,O,O,X,X,X,O,O,O,X
JLSOITZ,O,X,O,O,X,X,X,O,O,O,X
JLSOIZT,O,O,X,X,X,O,X,O,O,X,O
JLSOZTI,O,O,O,X,X,O,X,O,O,X,X
JLSOZIT,O,O,X,X,X,O,X,O,O,X,O
JLZTISO,O,O,O,X,X,X,X,X,O,O,X
JLZTIOS,O,O,X,O,X,X,X,X,X,X,X
JLZTSIO,O,O,O,X,X,X,X,X,O,O,X
JLZTSOI,O,O,O,X,X,X,X,X,O,O,X
JLZTOIS,O,O,X,O,X,X,X,X,X,X,X
JLZTOSI,O,O,X,O,X,X,X,X,X,X,X
JLZITSO,O,O,X,X,X,X,X,X,O,O,X
JLZITOS,O,O,X,O,X,X,X,X,X,X,X
JLZISTO,X,O,X,X,X,X,X,O,O,O,X
JLZISOT,X,O,X,X,X,X,X,O,O,X,X
JLZIOTS,X,O,X,O,X,X,X,X,X,X,O
JLZIOST,X,O,X,X,X,X,X,X,X,X,O
JLZSTIO,X,O,O,X,X,X,X,O,O,O,X
JLZSTOI,X,O,O,X,X,X,X,O,O,O,X
JLZSITO,X,O,X,X,X,X,X,O,O,O,X
JLZSIOT,X,O,X,X,X,X,X,O,O,X,X
JLZSOTI,X,O,O,X,X,X,X,O,O,X,X
JLZSOIT,X,O,X,X,X,X,X,O,O,X,X
JLZOTIS,O,O,X,O,X,X,X,X,X,X,X
JLZOTSI,O,O,X,O,X,X,X,X,X,X,X
JLZOITS,O,O,X,O,X,X,X,X,X,X,O
JLZOIST,X,O,X,X,X,X,X,X,X,X,O
JLZOSTI,X,O,X,X,X,X,X,X,X,X,X
JLZOSIT,X,O,X,X,X,X,X,X,X,X,X
JLOTISZ,O,X,O,O,X,X,X,X,O,O,X
JLOTIZS,O,X,X,O,X,X,X,X,X,X,X
JLOTSIZ,O,X,O,O,X,X,X,X,O,O,X
JLOTSZI,O,X,O,O,X,X,X,X,O,O,X
JLOTZIS,O,X,X,O,X,X,X,X,X,X,X
JLOTZSI,O,X,X,O,X,X,X,X,X,X,X
JLOITSZ,O,X,X,O,X,X,X,X,O,O,X
JLOITZS,O,X,X,O,X,X,X,X,X,X,X
JLOISTZ,O,X,X,O,X,X,X,X,O,O,X
JLOISZT,O,O,X,X,X,X,X,X,O,X,X
JLOIZTS,O,O,X,O,X,X,X,X,X,X,O
JLOIZST,X,O,X,X,X,X,X,X,X,X,O
JLOSTIZ,O,X,O,O,X,X,X,X,O,O,X
JLOSTZI,O,X,O,O,X,X,X,X,O,O,X
JLOSITZ,O,X,O,O,X,X,X,X,O,O,X
JLOSIZT,O,O,X,X,X,X,X,X,O,X,X
JLOSZTI,O,O,O,X,X,X,X,X,O,X,X
JLOSZIT,O,O,X,X,X,X,X,X,O,X,X
JLOZTIS,O,O,X,O,X,X,X,X,X,X,X
JLOZTSI,O,O,X,O,X,X,X,X,X,X,X
JLOZITS,O,O,X,O,X,X,X,X,X,X,O
JLOZIST,X,O,X,X,X,X,X,X,X,X,O
JLOZSTI,X,O,X,X,X,X,X,X,X,X,X
JLOZSIT,X,O,X,X,X,X,X,X,X,X,X
JSTILZO,O,X,O,X,O,X,O,O,O,O,X
JSTILOZ,O,X,O,X,O,X,O,O,O,O,X
JSTIZLO,O,O,O,X,O,X,O,X,X,X,X
JSTIZOL,O,O,O,X,O,X,X,X,X,X,O
JSTIOLZ,O,X,O,X,O,X,O,O,O,X,X
JSTIOZL,O,X,O,X,O,X,X,X,X,X,O
JSTLIZO,O,O,O,X,O,X,O,O,O,O,X
JSTLIOZ,O,X,O,O,O,X,O,O,O,O,X
JSTLZIO,O,O,O,X,X,X,X,O,O,O,X
JSTLZOI,O,O,O,X,X,X,X,O,O,O,X
JSTLOIZ,O,X,O,O,X,X,X,O,O,O,X
JSTLOZI,O,X,O,O,X,X,X,O,O,O,X
JSTZILO,O,O,O,X,O,X,O,O,X,X,X
JSTZIOL,O,O,O,X,O,X,X,O,X,X,O
JSTZLIO,O,O,O,X,X,X,X,O,O,O,X
JSTZLOI,O,O,O,X,X,X,X,O,O,O,X
JSTZOIL,O,O,O,X,X,X,X,O,X,X,O
JSTZOLI,O,O,O,X,X,X,X,O,O,X,X
JSTOILZ,O,X,O,X,O,X,O,O,O,X,X
JSTOIZL,O,X,O,X,O,X,X,X,X,X,O
JSTOLIZ,O,X,O,O,X,X,X,O,O,O,X
JSTOLZI,O,X,O,O,X,X,X,O,O,O,X
JSTOZIL,O,X,O,X,X,X,X,O,X,X,O
JSTOZLI,O,X,O,X,X,X,X,O,O,X,X
JSITLZO,O,X,O,X,O,X,O,O,O,O,X
JSITLOZ,O,X,O,X,O,X,O,O,O,O,X
JSITZLO,O,O,O,X,O,X,O,X,X,X,X
JSITZOL,O,O,O,X,O,X,X,X,X,X,O
JSITOLZ,O,X,O,X,O,X,O,O,O,X,X
JSITOZL,O,X,O,X,O,X,X,X,X,X,O
JSILTZO,O,O,O,X,O,X,O,O,O,O,X
JSILTOZ,O,X,O,X,O,X,O,O,O,O,X
JSILZTO,O,O,X,X,X,X,O,O,O,O,X
JSILZOT,X,O,X,X,X,X,X,O,O,X,O
JSILOTZ,O,X,O,X,O,X,O,O,O,O,X
JSILOZT,O,O,X,X,X,X,X,O,O,X,O
JSIZTLO,X,O,X,X,O,X,O,O,X,X,X
JSIZTOL,X,O,X,X,O,X,X,O,X,X,O
JSIZLTO,X,O,X,X,X,X,O,O,X,X,X
JSIZLOT,X,O,X,X,X,X,X,O,X,X,O
JSIZOTL,X,O,X,X,O,X,X,O,X,X,O
JSIZOLT,X,X,X,X,X,X,X,O,X,X,O
JSIOTLZ,O,X,O,X,O,X,O,O,O,X,X
JSIOTZL,O,X,O,X,O,X,X,X,X,X,O
JSIOLTZ,O,X,O,X,O,X,O,O,O,X,X
JSIOLZT,O,X,X,X,X,X,X,O,O,X,O
JSIOZTL,O,O,X,X,O,X,X,O,X,X,O
JSIOZLT,O,X,X,X,X,X,X,O,X,X,O
JSLTIZO,O,O,O,X,O,X,O,O,O,O,X
JSLTIOZ,O,X,O,O,O,X,O,O,O,O,X
JSLTZIO,O,O,O,X,X,X,X,O,O,O,X
JSLTZOI,O,O,O,X,X,X,X,O,O,O,X
JSLTOIZ,O,X,O,O,X,X,X,O,O,O,X
JSLTOZI,O,X,O,O,X,X,X,O,O,O,X
JSLITZO,O,O,O,X,O,X,O,O,O,O,X
JSLITOZ,O,X,O,O,O,X,O,O,O,O,X
JSLIZTO,O,O,X,X,X,O,O,O,O,O,X
JSLIZOT,X,O,X,X,X,O,X,O,O,X,O
JSLIOTZ,O,X,O,O,O,X,O,O,O,O,X
JSLIOZT,O,O,X,X,X,O,X,O,O,X,O
JSLZTIO,O,O,O,X,X,O,X,O,O,O,X
JSLZTOI,O,O,O,X,X,O,X,O,O,O,X
JSLZITO,O,O,X,X,X,O,X,O,O,O,X
JSLZIOT,X,O,X,X,X,O,X,O,O,X,O
JSLZOTI,O,O,O,X,X,O,X,O,O,X,X
JSLZOIT,O,O,X,X,X,O,X,O,O,X,O
JSLOTIZ,O,X,O,O,X,X,X,O,O,O,X
JSLOTZI,O,X,O,O,X,X,X,O,O,O,X
JSLOITZ,O,X,O,O,X,X,X,O,O,O,X
JSLOIZT,O,O,X,X,X,O,X,O,O,X,O
JSLOZTI,O,O,O,X,X,O,X,O,O,X,X
JSLOZIT,O,O,X,X,X,O,X,O,O,X,O
JSZTILO,O,O,O,X,O,X,O,O,X,X,X
JSZTIOL,O,O,O,X,O,X,X,O,X,X,O
JSZTLIO,O,O,O,X,X,O,X,O,O,O,X
JSZTLOI,O,O,O,X,X,O,X,O,O,O,X
JSZTOIL,O,O,O,X,X,X,X,O,X,X,O
JSZTOLI,O,O,O,X,X,O,X,O,O,X,X
JSZITLO,X,O,X,X,O,X,O,O,X,X,X
JSZITOL,X,O,X,X,O,X,X,O,X,X,O
JSZILTO,X,O,X,X,X,X,O,O,X,X,X
JSZILOT,X,O,X,X,X,X,X,O,X,X,O
JSZIOTL,X,O,X,X,O,X,X,O,X,X,O
JSZIOLT,X,X,X,X,X,X,X,O,X,X,O
JSZLTIO,O,O,O,X,X,O,X,O,O,O,X
JSZLTOI,O,O,O,X,X,O,X,O,O,O,X
JSZLITO,O,O,X,X,X,O,X,O,O,O,X
JSZLIOT,X,O,X,X,X,O,X,O,O,X,O
JSZLOTI,O,O,O,X,X,O,X,O,O,X,X
JSZLOIT,O,O,X,X,X,O,X,O,O,X,O
JSZOTIL,O,O,O,X,X,X,X,O,X,X,O
JSZOTLI,O,O,O,X,X,O,X,O,O,X,X
JSZOITL,O,O,X,X,X,X,X,O,X,X,O
JSZOILT,O,X,X,X,X,X,X,O,X,X,O
JSZOLTI,O,O,O,X,X,O,X,O,O,X,X
JSZOLIT,O,O,X,X,X,O,X,O,O,X,O
JSOTILZ,O,X,O,X,O,X,O,O,O,X,X
JSOTIZL,O,X,O,X,O,X,X,X,X,X,O
JSOTLIZ,O,X,O,O,X,X,X,O,O,O,X
JSOTLZI,O,X,O,O,X,X,X,O,O,O,X
JSOTZIL,O,X,O,X,X,X,X,O,X,X,O
JSOTZLI,O,X,O,X,X,X,X,O,O,X,X
JSOITLZ,O,X,O,X,O,X,O,O,O,X,X
JSOITZL,O,X,O,X,O,X,X,X,X,X,O
JSOILTZ,O,X,O,X,O,X,O,O,O,X,X
JSOILZT,O,X,X,X,X,X,X,O,O,X,O
JSOIZTL,O,O,X,X,O,X,X,O,X,X,O
JSOIZLT,O,X,X,X,X,X,X,O,X,X,O
JSOLTIZ,O,X,O,O,X,X,X,O,O,O,X
JSOLTZI,O,X,O,O,X,X,X,O,O,O,X
