sequence,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je37IvhFchB6iBTeBd?nBWrBxwB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFSiBTeBxmBe?mBUsB3rB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFSiBTeBxmBe?mB3rBUsB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFyhB+iBTeBX?mB0mBxwB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFxcBTeBcnBX?mBWxBirB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFOhBXdBTeBc?nBSrBxwB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFTcBSjBxmBe?nBUrB3sB,v115@zgC8GeB8HeC8EeE8DeG8DeB8JeR8IvhF9iBTeB0gB+?rBKsBXrB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFicBGeBxmBz?mBUrB3sB,v115@zgC8GeB8HeC8EeE8DeG8DeB8JeR8IvhF9iBTeBXhB+?rBKsB0qB,v115@zgC8GeB8HeC8EeE8DeG8DeB8JeR8IvhF9iBTeB6lBO?mB3rBUsB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFTeB3hBcnBe?mBCnBxwB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhF6iBTeBmhBX?mB0mBxwB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je37IvhF5hBTeB8lBN?nB2wB6sB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je38IvhF9iBTeB6lBm?mBUmBxwB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFxdBmhBCjBX?mBUsBTrB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFyhB+iBTeB0?mBXmBxwB,v115@zgC8GeB8HeC8EeE8DeG8DeB8JeR8IvhFTeB6lBOrBX?nB9sB0rB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je37IvhFuhB9iBTeB8?lByrBxwB,v115@zgC8GeB8HeC8EeE8DeG8DeB8JeR8IvhFTeB6lBcmBX?nB9sB2wB,v115@zgC8GeB8HeC8EeE8DeG8DeB8JeuBJvhFTeB0gBRrBX?sBarB9sB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFTeBXmB8rB5?nBmrBirB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFicBGeBUiBR?rBTrB3sB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFTeBxhBcnBX?mBWxBirB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFxcBTeBXmB8?rB+sBirB
TLZIJOS,X,O,X,X,X,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TLZISJO,X,O,X,X,X,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TLZISOJ,X,O,X,X,X,O,O,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
TLZIOJS,X,O,X,X,X,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TLZIOSJ,X,O,X,X,O,O,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TLZJISO,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TLZJIOS,X,X,X,X,X,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TLZJSIO,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TLZJSOI,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZJOIS,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TLZJOSI,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZSIJO,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TLZSIOJ,X,X,X,X,O,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TLZSJIO,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TLZSJOI,X,X,X,X,O,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TLZSOIJ,X,X,X,X,O,O,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X
TLZSOJI,X,X,X,X,O,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TLZOIJS,X,O,X,X,X,O,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TLZOISJ,X,O,X,X,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TLZOJIS,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TLZOJSI,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZOSIJ,X,X,X,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TLZOSJI,X,X,X,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TLOIJSZ,O,O,O,O,X,O,X,O,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X
TLOIJZS,O,O,O,O,X,O,X,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
TLOISJZ,O,O,O,O,X,O,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TLOISZJ,O,X,O,X,X,O,X,X,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X
TLOIZJS,O,O,O,X,X,O,O,O,X,O,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X
TLOIZSJ,O,O,X,X,X,O,O,X,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
TLOJISZ,O,X,X,O,X,X,X,O,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X
TLOJIZS,O,X,X,O,X,O,X,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
TLOJSIZ,O,X,X,O,X,X,X,O,X,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X
TLOJSZI,O,X,X,O,X,O,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TLOJZIS,O,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLOJZSI,O,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOSIJZ,X,X,O,X,X,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TLOSIZJ,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,O,X
TLOSJIZ,X,X,X,O,X,X,X,O,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
TLOSJZI,X,X,X,O,X,O,X,O,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TLOSZIJ,X,X,X,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X
TLOSZJI,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TLOZIJS,X,O,X,X,X,O,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TLOZISJ,X,O,X,X,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TLOZJIS,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TLOZJSI,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZSIJ,X,X,X,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TLOZSJI,X,X,X,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJILSZO,O,X,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TJILSOZ,O,O,O,O,X,O,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X
TJILZSO,O,O,X,X,X,O,O,X,O,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X
TJILZOS,O,O,O,O,X,O,O,X,O,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X
TJILOSZ,O,O,O,O,X,O,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X,X,O,X,X
TJILOZS,O,O,O,O,X,O,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X,X,O,X,X
TJISLZO,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TJISLOZ,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
TJISZLO,O,O,O,O,X,X,X,X,O,X,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
TJISZOL,O,O,O,O,X,X,X,X,O,X,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
TJISOLZ,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X
TJISOZL,O,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X,O,X,O,X,X,X,O,X,X
TJIZLSO,O,O,X,X,X,O,O,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
TJIZLOS,O,O,O,O,X,O,O,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
TJIZSLO,O,O,O,O,X,O,O,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X
TJIZSOL,O,O,O,O,X,O,O,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X
TJIZOLS,O,O,O,O,X,O,O,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X
TJIZOSL,O,O,O,O,X,O,O,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X
TJIOLSZ,O,O,O,O,X,O,X,O,X,O,O,X,O,X,O,X,O,X,O,X,X,X,O,X,X
TJIOLZS,O,O,O,O,X,O,X,O,X,O,X,X,X,O,O,X,O,X,O,X,X,X,O,X,X
TJIOSLZ,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X
TJIOSZL,O,O,O,O,X,X,X,X,X,X,O,X,O,O,X,X,O,X,O,X,X,X,O,X,X
TJIOZLS,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X
TJIOZSL,O,O,O,O,X,O,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X
TJLISZO,O,X,X,O,X,X,X,X,X,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X
TJLISOZ,O,X,X,O,X,X,X,O,X,O,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X
TJLIZSO,O,X,X,X,X,O,O,O,O,X,X,X,X,O,O,O,O,X,O,X,X,X,X,X,X
TJLIZOS,O,X,X,O,X,O,O,O,O,O,X,X,X,O,O,O,O,X,O,X,X,X,X,X,X
TJLIOSZ,O,X,X,O,X,X,X,O,X,O,O,X,O,X,O,X,O,X,O,X,X,X,O,X,X
TJLIOZS,O,X,X,O,X,O,X,O,X,O,X,X,X,O,O,X,O,X,O,X,X,X,O,X,X
TJLSIZO,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJLSIOZ,O,X,X,O,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJLSZIO,O,X,X,X,X,O,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJLSZOI,O,X,X,O,X,O,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TJLSOIZ,O,X,X,O,X,X,X,O,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X
TJLSOZI,O,X,X,O,X,O,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TJLZISO,O,X,X,X,X,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJLZIOS,O,X,X,X,X,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJLZSIO,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJLZSOI,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJLZOIS,O,X,X,O,X,O,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TJLZOSI,O,X,X,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJLOISZ,O,X,X,O,X,X,X,O,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X
TJLOIZS,O,X,X,O,X,O,X,O,X,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X
TJLOSIZ,O,X,X,O,X,X,X,O,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X
TJLOSZI,O,X,X,O,X,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJLOZIS,O,X,X,O,X,O,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TJLOZSI,O,X,X,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSILZO,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TJSILOZ,O,X,O,O,X,X,X,X,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X,O,X
TJSIZLO,O,X,O,O,O,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
TJSIZOL,O,X,O,O,O,X,X,X,O,X,O,X,X,O,X,X,O,X,O,X,X,X,X,O,X
TJSIOLZ,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,O,O,X
TJSIOZL,O,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,O,O,X
TJSLIZO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJSLIOZ,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X
TJSLZIO,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJSLZOI,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TJSLOIZ,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X
TJSLOZI,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TJSZILO,O,X,X,X,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,O
TJSZIOL,O,X,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O
TJSZLIO,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
TJSZLOI,O,X,X,O,O,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O
TJSZOIL,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O
TJSZOLI,O,X,X,O,O,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O
TJSOILZ,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,O,X
TJSOIZL,O,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,O,X
TJSOLIZ,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X
TJSOLZI,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TJSOZIL,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X
TJSOZLI,O,X,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJZILSO,O,O,X,X,X,O,O,O,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X
TJZILOS,O,O,X,O,X,O,O,O,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X
TJZISLO,O,O,X,O,X,O,O,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X
TJZISOL,O,O,X,O,X,O,O,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X
TJZIOLS,O,O,X,O,X,O,O,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X
TJZIOSL,O,O,X,O,O,O,O,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X
TJZLISO,O,X,X,X,X,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJZLIOS,O,X,X,X,X,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJZLSIO,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJZLSOI,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZLOIS,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TJZLOSI,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZSILO,O,X,X,X,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZSIOL,O,X,X,X,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZSLIO,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJZSLOI,O,X,X,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZSOIL,O,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZSOLI,O,X,X,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZOILS,O,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
TJZOISL,O,O,X,O,O,O,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X
TJZOLIS,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TJZOLSI,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZOSIL,O,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZOSLI,O,X,X,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOILSZ,O,O,O,O,X,O,X,O,X,O,O,X,O,X,O,X,O,X,O,X,X,X,O,X,X
TJOILZS,O,O,O,O,X,O,X,O,X,O,X,X,X,O,O,X,O,X,O,X,X,X,O,X,X
TJOISLZ,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X
TJOISZL,O,O,O,O,X,X,X,X,X,X,O,X,O,O,X,X,O,X,O,X,X,X,O,X,X
TJOIZLS,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X
TJOIZSL,O,O,O,O,X,O,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X
TJOLISZ,O,X,X,O,X,X,X,O,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X
TJOLIZS,O,X,X,O,X,O,X,O,X,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X
TJOLSIZ,O,X,X,O,X,X,X,O,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X
TJOLSZI,O,X,X,O,X,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJOLZIS,O,X,X,O,X,O,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TJOLZSI,O,X,X,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOSILZ,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,O,X
TJOSIZL,O,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,O,X
TJOSLIZ,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X
TJOSLZI,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJOSZIL,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X
TJOSZLI,O,X,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJOZILS,O,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
TJOZISL,O,O,X,O,O,O,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X
TJOZLIS,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TJOZLSI,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOZSIL,O,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOZSLI,O,X,X,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSILJZO,X,X,O,O,X,O,X,X,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X
TSILJOZ,X,O,O,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TSILZJO,X,X,O,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
TSILZOJ,X,X,O,X,X,O,O,X,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X
TSILOJZ,X,O,O,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TSILOZJ,X,X,O,X,X,O,X,X,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,O,X
TSIJLZO,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
TSIJLOZ,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
TSIJZLO,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
TSIJZOL,O,O,O,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
TSIJOLZ,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X
TSIJOZL,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,O,O,X
TSIZLJO,X,O,O,O,X,O,O,X,O,X,X,O,O,X,X,O,O,X,O,X,X,O,X,X,X
TSIZLOJ,X,O,O,X,O,O,O,X,X,X,X,O,O,X,X,O,X,X,O,X,X,O,X,X,X
TSIZJLO,X,O,O,O,O,O,O,X,O,X,X,O,O,X,X,O,O,X,O,X,X,O,X,X,O
TSIZJOL,X,O,O,O,O,O,O,X,O,X,X,O,O,X,X,X,O,X,O,X,X,O,X,X,O
TSIZOLJ,X,O,O,X,O,O,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,O,X,O,X
TSIZOJL,X,O,O,O,O,O,O,X,O,X,O,O,O,X,X,X,O,X,O,X,X,O,X,O,X
TSIOLJZ,X,O,O,O,X,O,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X
TSIOLZJ,X,X,O,X,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X
TSIOJLZ,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X
TSIOJZL,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,O,O,X
TSIOZLJ,X,O,O,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,O,X,X,O,O,O,X
TSIOZJL,X,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X,O,X,O,X,X,O,O,O,X
TSLIJZO,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
TSLIJOZ,X,X,O,O,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSLIZJO,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
TSLIZOJ,X,X,O,X,X,X,O,X,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X
TSLIOJZ,X,X,O,X,X,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSLIOZJ,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,O,X
TSLJIZO,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
TSLJIOZ,X,X,X,O,X,X,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TSLJZIO,X,X,X,X,X,O,X,O,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
TSLJZOI,X,X,X,O,X,O,X,O,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TSLJOIZ,X,X,X,O,X,X,X,O,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
TSLJOZI,X,X,X,O,X,O,X,O,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TSLZIJO,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X
TSLZIOJ,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,O,X,X,X
TSLZJIO,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O
TSLZJOI,X,X,X,O,O,O,X,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,O
TSLZOIJ,X,X,X,X,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,O,X,O,X,X,X
TSLZOJI,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X
TSLOIJZ,X,X,O,X,X,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSLOIZJ,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,O,X
TSLOJIZ,X,X,X,O,X,X,X,O,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
TSLOJZI,X,X,X,O,X,O,X,O,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TSLOZIJ,X,X,X,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X
TSLOZJI,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TSJILZO,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TSJILOZ,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
