sequence,v115@1gD8GeA8GeC8GeD8CeB8AeE8AeC8Je06IvhFidB+jB?ZkBThB3iBFsB,v115@1gD8GeA8GeC8GeD8CeB8AeE8AeC8Je06IvhFOiBXeB?ZkBThBSoBFsB,v115@1gD8GeA8GeC8GeD8CeB8AeE8AeC8Je06IvhFXdB6jB?ZkB2mBziBFsB,v115@1gD8GeA8GeC8GeD8CeB8AeE8AeC8Je06IvhFTeBZkB?/mBFiBCoBOsB,v115@1gD8GeA8GeC8GeD8CeB8AeE8AeC8Jex9IvhFifB/mB?FiBTjBcsBOpB,v115@1gD8GeA8GeC8GeD8CeB8AeE8AeC8Je06IvhFTeBZkB?ihBWoBXiBFsB,v115@1gD8GeA8GeC8GeD8CeB8AeE8AeC8Je06IvhFViBZkB?/mBTjBOsBCtB
LJIOZST,O,X,O,O,X,O,X
LJSTIZO,O,O,O,O,X,X,X
LJSTIOZ,X,X,X,O,X,X,X
LJSTZIO,O,O,O,X,X,X,X
LJSTZOI,O,O,O,X,X,X,X
LJSTOIZ,X,X,X,O,X,X,X
LJSTOZI,X,X,X,X,O,X,X
LJSITZO,O,O,O,O,X,X,X
LJSITOZ,X,X,X,O,X,X,X
LJSIZTO,O,O,O,O,X,X,X
LJSIZOT,O,O,O,O,X,O,X
LJSIOTZ,X,X,O,O,X,X,X
LJSIOZT,O,O,O,O,X,O,X
LJSZTIO,O,O,O,X,X,X,X
LJSZTOI,O,O,O,X,O,X,X
LJSZITO,O,O,O,X,X,X,X
LJSZIOT,O,O,O,X,X,X,X
LJSZOTI,O,O,O,X,O,X,X
LJSZOIT,O,O,O,X,X,X,X
LJSOTIZ,X,X,O,O,X,X,X
LJSOTZI,X,X,O,X,O,X,X
LJSOITZ,X,X,O,O,X,X,X
LJSOIZT,O,O,O,O,X,O,X
LJSOZTI,O,O,O,X,O,X,X
LJSOZIT,O,O,O,X,X,X,X
LJZTISO,X,O,O,X,X,X,X
LJZTIOS,X,X,X,X,X,X,X
LJZTSIO,O,O,O,X,X,X,X
LJZTSOI,O,O,O,X,X,X,X
LJZTOIS,X,X,O,X,X,X,X
LJZTOSI,O,O,O,X,X,X,X
LJZITSO,X,X,O,X,X,X,X
LJZITOS,X,X,X,X,X,O,X
LJZISTO,X,X,O,X,X,X,X
LJZISOT,X,X,O,X,X,O,X
LJZIOTS,X,X,X,X,X,O,X
LJZIOST,X,X,O,X,X,O,X
LJZSTIO,O,O,O,X,X,X,X
LJZSTOI,O,O,O,X,O,X,X
LJZSITO,O,O,O,X,X,X,X
LJZSIOT,O,O,O,X,X,X,X
LJZSOTI,O,O,O,X,O,X,X
LJZSOIT,O,O,O,X,X,X,X
LJZOTIS,X,X,X,X,X,X,X
LJZOTSI,O,X,O,X,X,X,X
LJZOITS,X,X,X,X,X,O,X
LJZOIST,X,X,O,X,X,O,X
LJZOSTI,O,X,O,X,O,X,X
LJZOSIT,O,X,O,X,X,X,X
LJOTISZ,O,X,O,X,X,X,X
LJOTIZS,O,X,O,X,X,O,X
LJOTSIZ,O,X,O,X,X,X,X
LJOTSZI,O,X,O,X,X,X,X
LJOTZIS,X,X,X,X,X,X,X
LJOTZSI,O,X,O,X,X,X,X
LJOITSZ,O,X,O,X,X,X,X
LJOITZS,O,X,O,X,X,O,X
LJOISTZ,O,X,O,O,X,X,X
LJOISZT,O,X,O,O,X,O,X
LJOIZTS,O,X,O,X,X,O,X
LJOIZST,O,X,O,O,X,O,X
LJOSTIZ,O,X,O,O,X,X,X
LJOSTZI,O,X,O,X,O,X,X
LJOSITZ,O,X,O,O,X,X,X
LJOSIZT,O,X,O,O,X,O,X
LJOSZTI,O,X,O,X,O,X,X
LJOSZIT,O,X,O,X,X,X,X
LJOZTIS,X,X,X,X,X,X,X
LJOZTSI,O,X,O,X,X,X,X
LJOZITS,X,X,O,X,X,O,X
LJOZIST,X,X,O,X,X,O,X
LJOZSTI,O,X,O,X,O,X,X
LJOZSIT,O,X,O,X,X,X,X
LSTIJZO,X,O,O,O,X,O,X
LSTIJOZ,X,O,O,O,X,O,X
LSTIZJO,X,O,O,O,X,O,X
LSTIZOJ,X,O,O,O,X,X,X
LSTIOJZ,X,O,O,O,X,X,X
LSTIOZJ,X,O,O,O,O,X,X
LSTJIZO,X,O,O,O,X,O,X
LSTJIOZ,X,O,O,O,X,O,X
LSTJZIO,X,O,O,X,X,X,X
LSTJZOI,X,O,O,X,X,X,X
LSTJOIZ,X,O,O,O,X,O,X
LSTJOZI,X,O,O,X,O,X,X
LSTZIJO,X,O,X,O,X,X,X
LSTZIOJ,X,O,X,O,O,X,X
LSTZJIO,X,O,O,X,X,X,X
LSTZJOI,X,O,O,X,O,X,X
LSTZOIJ,X,X,O,O,O,X,X
LSTZOJI,X,O,O,X,O,X,X
LSTOIJZ,X,O,O,O,X,X,X
LSTOIZJ,X,O,O,O,O,X,X
LSTOJIZ,X,O,O,O,X,X,X
LSTOJZI,X,O,O,X,O,X,X
LSTOZIJ,X,X,O,O,O,X,X
LSTOZJI,X,O,O,X,O,X,X
LSITJZO,X,O,O,O,X,O,X
LSITJOZ,X,O,O,O,X,O,X
LSITZJO,X,O,O,O,X,O,X
LSITZOJ,X,O,O,O,X,X,X
LSITOJZ,X,O,O,O,X,X,X
LSITOZJ,X,O,O,O,O,X,X
LSIJTZO,X,O,O,O,X,X,O
LSIJTOZ,X,X,X,O,X,X,O
LSIJZTO,X,O,O,O,X,X,O
LSIJZOT,X,O,O,O,X,O,O
LSIJOTZ,X,X,X,O,X,X,O
LSIJOZT,X,O,O,O,X,O,O
LSIZTJO,X,O,O,O,X,O,X
LSIZTOJ,X,O,O,O,O,X,X
LSIZJTO,X,O,O,O,X,X,O
LSIZJOT,X,O,O,O,X,O,O
LSIZOTJ,X,X,O,O,O,X,X
LSIZOJT,X,O,O,O,X,X,O
LSIOTJZ,X,X,X,O,X,X,X
LSIOTZJ,X,X,O,O,O,X,X
LSIOJTZ,X,X,O,O,X,X,O
LSIOJZT,X,O,O,O,X,X,O
LSIOZTJ,X,X,O,O,O,X,X
LSIOZJT,X,O,O,O,X,X,O
LSJTIZO,X,O,O,O,X,X,O
LSJTIOZ,X,X,X,O,X,X,O
LSJTZIO,X,O,O,X,X,X,X
LSJTZOI,X,O,O,X,X,X,X
LSJTOIZ,X,X,X,O,X,X,O
LSJTOZI,X,X,X,X,O,X,X
LSJITZO,X,O,O,O,X,X,O
LSJITOZ,X,X,X,O,X,X,O
LSJIZTO,X,O,O,O,X,X,O
LSJIZOT,X,O,O,O,X,O,O
LSJIOTZ,X,X,X,O,X,X,O
LSJIOZT,X,O,O,O,X,O,O
LSJZTIO,X,O,O,X,X,X,X
LSJZTOI,X,O,O,X,O,X,X
LSJZITO,X,O,O,X,X,X,X
LSJZIOT,X,O,O,X,X,X,X
LSJZOTI,X,O,O,X,O,X,X
LSJZOIT,X,O,O,X,X,X,X
LSJOTIZ,X,X,X,O,X,X,X
LSJOTZI,X,X,X,X,O,X,X
LSJOITZ,X,X,X,O,X,X,O
LSJOIZT,X,O,O,O,X,O,O
LSJOZTI,X,O,O,X,O,X,X
LSJOZIT,X,O,O,X,X,X,X
LSZTIJO,X,O,X,O,X,X,X
LSZTIOJ,X,X,X,O,O,X,X
LSZTJIO,X,O,O,X,X,X,X
LSZTJOI,X,O,O,X,O,X,X
LSZTOIJ,X,X,O,O,O,X,X
LSZTOJI,X,O,O,X,O,X,X
LSZITJO,X,O,X,O,X,X,X
LSZITOJ,X,X,X,O,O,X,X
LSZIJTO,X,O,X,O,X,X,X
LSZIJOT,X,O,X,O,X,X,X
LSZIOTJ,X,X,X,O,O,X,X
LSZIOJT,X,O,X,O,X,X,X
LSZJTIO,X,O,O,X,X,X,X
LSZJTOI,X,O,O,X,O,X,X
LSZJITO,X,O,O,X,X,X,X
LSZJIOT,X,O,O,X,X,X,X
LSZJOTI,X,O,O,X,O,X,X
LSZJOIT,X,O,O,X,X,X,X
LSZOTIJ,X,X,O,O,O,X,X
LSZOTJI,X,X,O,X,O,X,X
LSZOITJ,X,X,O,O,O,X,X
LSZOIJT,X,X,O,O,X,X,X
LSZOJTI,X,O,O,X,O,X,X
LSZOJIT,X,O,O,X,X,X,X
LSOTIJZ,X,X,X,O,X,X,X
LSOTIZJ,X,X,O,O,O,X,X
LSOTJIZ,X,X,X,O,X,X,X
LSOTJZI,X,X,X,X,O,X,X
LSOTZIJ,X,X,O,O,O,X,X
LSOTZJI,X,X,O,X,O,X,X
LSOITJZ,X,X,X,O,X,X,X
LSOITZJ,X,X,O,O,O,X,X
LSOIJTZ,X,X,O,O,X,X,O
LSOIJZT,X,O,O,O,X,X,O
LSOIZTJ,X,X,O,O,O,X,X
LSOIZJT,X,O,O,O,X,X,O
LSOJTIZ,X,X,O,O,X,X,X
LSOJTZI,X,X,O,X,O,X,X
LSOJITZ,X,X,O,O,X,X,O
LSOJIZT,X,O,O,O,X,X,O
LSOJZTI,X,O,O,X,O,X,X
LSOJZIT,X,O,O,X,X,X,X
LSOZTIJ,X,X,O,O,O,X,X
LSOZTJI,X,X,O,X,O,X,X
LSOZITJ,X,X,O,O,O,X,X
LSOZIJT,X,X,O,O,X,X,X
LSOZJTI,X,O,O,X,O,X,X
LSOZJIT,X,O,O,X,X,X,X
LZTIJSO,X,O,O,X,X,O,X
LZTIJOS,X,O,O,X,X,O,X
LZTISJO,X,O,O,X,X,O,X
LZTISOJ,X,O,O,X,X,X,X
LZTIOJS,X,O,O,X,X,O,X
LZTIOSJ,X,O,O,X,X,X,X
LZTJISO,X,O,O,X,X,O,X
LZTJIOS,X,O,O,X,X,O,X
LZTJSIO,O,O,O,X,X,X,X
LZTJSOI,O,O,O,X,X,X,X
LZTJOIS,X,X,O,X,X,O,X
LZTJOSI,O,O,O,X,X,X,X
LZTSIJO,X,O,X,X,X,X,X
LZTSIOJ,X,O,X,X,O,X,X
LZTSJIO,X,O,O,X,X,X,X
LZTSJOI,X,O,O,X,O,X,X
LZTSOIJ,X,X,O,X,O,X,X
LZTSOJI,X,O,O,X,O,X,X
LZTOIJS,X,O,O,X,X,X,X
LZTOISJ,X,O,O,X,X,X,X
LZTOJIS,X,O,O,X,X,X,X
LZTOJSI,O,O,O,X,X,X,X
LZTOSIJ,X,O,O,X,O,X,X
LZTOSJI,X,O,O,X,O,X,X
LZITJSO,X,O,O,X,X,O,X
LZITJOS,X,O,O,X,X,O,X
LZITSJO,X,O,O,O,X,O,X
LZITSOJ,X,O,O,O,X,X,X
LZITOJS,X,O,O,X,X,O,X
LZITOSJ,X,O,O,O,X,X,X
LZIJTSO,X,O,O,X,X,O,X
LZIJTOS,X,O,O,X,X,O,X
LZIJSTO,X,O,O,O,X,X,X
LZIJSOT,X,O,O,O,X,O,X
LZIJOTS,X,X,O,X,X,O,X
LZIJOST,X,X,O,O,X,O,X
LZISTJO,X,O,O,O,X,O,X
LZISTOJ,X,O,O,O,O,X,X
LZISJTO,X,O,O,O,X,X,X
LZISJOT,X,O,O,O,X,O,X
LZISOTJ,X,X,O,O,O,X,X
LZISOJT,X,O,O,O,X,X,X
LZIOTJS,X,O,O,X,X,O,X
LZIOTSJ,X,O,O,O,X,X,X
LZIOJTS,X,X,O,X,X,O,X
LZIOJST,X,X,O,O,X,O,X
LZIOSTJ,X,X,O,O,O,X,X
LZIOSJT,X,O,O,O,X,X,X
LZJTISO,X,O,O,X,X,X,X
LZJTIOS,X,X,X,X,X,X,X
LZJTSIO,O,O,O,X,X,X,X
LZJTSOI,O,O,O,X,X,X,X
LZJTOIS,X,X,O,X,X,X,X
LZJTOSI,O,O,O,X,X,X,X
LZJITSO,X,X,O,X,X,X,X
LZJITOS,X,X,X,X,X,O,X
LZJISTO,X,X,O,X,X,X,X
LZJISOT,X,X,O,X,X,O,X
LZJIOTS,X,X,X,X,X,O,X
LZJIOST,X,X,O,X,X,O,X
LZJSTIO,O,O,O,X,X,X,X
LZJSTOI,O,O,O,X,O,X,X
LZJSITO,O,O,O,X,X,X,X
LZJSIOT,O,O,O,X,X,X,X
LZJSOTI,O,O,O,X,O,X,X
LZJSOIT,O,O,O,X,X,X,X
LZJOTIS,X,X,X,X,X,X,X
LZJOTSI,O,X,O,X,X,X,X
LZJOITS,X,X,X,X,X,O,X
LZJOIST,X,X,O,X,X,O,X
LZJOSTI,O,X,O,X,O,X,X
LZJOSIT,O,X,O,X,X,X,X
LZSTIJO,X,O,X,O,X,X,X
LZSTIOJ,X,X,X,O,O,X,X
LZSTJIO,X,O,O,X,X,X,X
LZSTJOI,X,O,O,X,O,X,X
LZSTOIJ,X,X,O,O,O,X,X
LZSTOJI,X,O,O,X,O,X,X
LZSITJO,X,O,X,O,X,X,X
LZSITOJ,X,X,X,O,O,X,X
LZSIJTO,X,O,X,O,X,X,X
LZSIJOT,X,O,X,O,X,X,X
LZSIOTJ,X,X,X,O,O,X,X
LZSIOJT,X,O,X,O,X,X,X
LZSJTIO,X,O,O,X,X,X,X
LZSJTOI,X,O,O,X,O,X,X
LZSJITO,X,O,O,X,X,X,X
LZSJIOT,X,O,O,X,X,X,X
LZSJOTI,X,O,O,X,O,X,X
LZSJOIT,X,O,O,X,X,X,X
LZSOTIJ,X,X,O,O,O,X,X
LZSOTJI,X,X,O,X,O,X,X
LZSOITJ,X,X,O,O,O,X,X
LZSOIJT,X,X,O,O,X,X,X
LZSOJTI,X,O,O,X,O,X,X
LZSOJIT,X,O,O,X,X,X,X
LZOTIJS,X,O,O,X,X,X,X
LZOTISJ,X,O,O,X,X,X,X
LZOTJIS,X,O,O,X,X,X,X
LZOTJSI,O,O,O,X,X,X,X
LZOTSIJ,X,O,O,X,O,X,X
LZOTSJI,X,O,O,X,O,X,X
LZOITJS,X,X,O,X,X,X,X
LZOITSJ,X,X,O,O,X,X,X
LZOIJTS,X,X,O,X,X,X,X
LZOIJST,X,X,O,O,X,X,X
LZOISTJ,X,X,O,O,O,X,X
LZOISJT,X,O,O,O,X,X,X
LZOJTIS,X,X,X,X,X,X,X
LZOJTSI,O,X,O,X,X,X,X
LZOJITS,X,X,O,X,X,X,X
LZOJIST,X,X,O,X,X,X,X
LZOJSTI,O,O,O,X,O,X,X
LZOJSIT,O,O,O,X,X,X,X
LZOSTIJ,X,X,O,O,O,X,X
LZOSTJI,X,O,O,X,O,X,X
LZOSITJ,X,X,O,O,O,X,X
LZOSIJT,X,O,O,O,X,X,X
LZOSJTI,X,O,O,X,O,X,X
LZOSJIT,X,O,O,X,X,X,X
LOTIJSZ,O,O,O,X,X,O,X
LOTIJZS,O,O,O,X,X,O,X
LOTISJZ,X,O,O,O,X,X,X
LOTISZJ,X,O,O,O,X,X,X
LOTIZJS,O,O,O,X,X,O,X
LOTIZSJ,X,O,O,O,X,X,X
LOTJISZ,O,O,O,X,X,O,X
LOTJIZS,O,O,O,X,X,O,X
LOTJSIZ,O,O,O,X,X,O,X
LOTJSZI,O,O,O,X,X,X,X
LOTJZIS,X,O,O,X,X,O,X
LOTJZSI,O,O,O,X,X,X,X
LOTSIJZ,X,O,O,O,X,X,X
LOTSIZJ,X,O,O,O,O,X,X
LOTSJIZ,X,O,O,O,X,X,X
LOTSJZI,X,O,O,X,O,X,X
LOTSZIJ,X,O,O,O,O,X,X
LOTSZJI,X,O,O,X,O,X,X
LOTZIJS,X,O,O,X,X,X,X
LOTZISJ,X,O,O,X,X,X,X
LOTZJIS,X,O,O,X,X,X,X
LOTZJSI,O,O,O,X,X,X,X
LOTZSIJ,X,O,O,X,O,X,X
LOTZSJI,X,O,O,X,O,X,X
LOITJSZ,O,O,O,X,X,O,X
LOITJZS,O,O,O,X,X,O,X
LOITSJZ,X,O,O,O,X,X,X
LOITSZJ,X,O,O,O,X,X,X
LOITZJS,O,O,O,X,X,O,X
LOITZSJ,X,O,O,O,X,X,X
LOIJTSZ,O,X,O,X,X,X,X
LOIJTZS,O,X,O,X,X,O,X
LOIJSTZ,O,O,O,O,X,X,X
LOIJSZT,O,O,O,O,X,O,X
LOIJZTS,O,X,O,X,X,O,X
LOIJZST,O,O,O,O,X,O,X
LOISTJZ,X,O,X,O,X,X,X
LOISTZJ,X,O,O,O,O,X,X
LOISJTZ,X,O,O,O,X,X,O
LOISJZT,X,O,O,O,X,X,O
LOISZTJ,X,O,O,O,O,X,X
LOISZJT,X,O,O,O,X,X,O
LOIZTJS,O,O,O,X,X,O,X
LOIZTSJ,X,O,O,O,X,X,X
LOIZJTS,O,X,O,X,X,O,X
LOIZJST,O,O,O,O,X,O,X
LOIZSTJ,X,O,O,O,O,X,X
LOIZSJT,X,O,O,O,X,X,O
LOJTISZ,O,X,O,X,X,X,X
LOJTIZS,O,X,O,X,X,O,X
LOJTSIZ,O,X,O,X,X,X,X
LOJTSZI,O,X,O,X,X,X,X
LOJTZIS,X,X,X,X,X,X,X
LOJTZSI,O,X,O,X,X,X,X
LOJITSZ,O,X,O,X,X,X,X
LOJITZS,O,X,O,X,X,O,X
LOJISTZ,O,O,O,O,X,X,X
LOJISZT,O,O,O,O,X,O,X
LOJIZTS,O,X,O,X,X,O,X
LOJIZST,O,O,O,O,X,O,X
LOJSTIZ,O,O,O,O,X,X,X
LOJSTZI,O,O,O,X,O,X,X
LOJSITZ,O,O,O,O,X,X,X
LOJSIZT,O,O,O,O,X,O,X
LOJSZTI,O,O,O,X,O,X,X
LOJSZIT,O,O,O,X,X,X,X
LOJZTIS,X,X,X,X,X,X,X
LOJZTSI,O,X,O,X,X,X,X
LOJZITS,X,X,O,X,X,O,X
LOJZIST,X,X,O,X,X,O,X
LOJZSTI,O,O,O,X,O,X,X
LOJZSIT,O,O,O,X,X,X,X
LOSTIJZ,X,O,X,O,X,X,X
LOSTIZJ,X,O,O,O,O,X,X
LOSTJIZ,X,O,X,O,X,X,X
LOSTJZI,X,O,X,X,O,X,X
LOSTZIJ,X,X,O,O,O,X,X
LOSTZJI,X,O,O,X,O,X,X
LOSITJZ,X,O,X,O,X,X,X
LOSITZJ,X,O,O,O,O,X,X
LOSIJTZ,X,O,O,O,X,X,O
LOSIJZT,X,O,O,O,X,X,O
LOSIZTJ,X,O,O,O,O,X,X
LOSIZJT,X,O,O,O,X,X,O
LOSJTIZ,X,O,O,O,X,X,X
LOSJTZI,X,O,O,X,O,X,X
LOSJITZ,X,O,O,O,X,X,O
LOSJIZT,X,O,O,O,X,X,O
LOSJZTI,X,O,O,X,O,X,X
LOSJZIT,X,O,O,X,X,X,X
LOSZTIJ,X,X,O,O,O,X,X
LOSZTJI,X,O,O,X,O,X,X
LOSZITJ,X,O,O,O,O,X,X
LOSZIJT,X,O,O,O,X,X,X
LOSZJTI,X,O,O,X,O,X,X
LOSZJIT,X,O,O,X,X,X,X
LOZTIJS,X,O,O,X,X,X,X
LOZTISJ,X,O,O,X,X,X,X
LOZTJIS,X,O,O,X,X,X,X
LOZTJSI,O,O,O,X,X,X,X
LOZTSIJ,X,O,O,X,O,X,X
LOZTSJI,X,O,O,X,O,X,X
LOZITJS,X,X,O,X,X,X,X
LOZITSJ,X,O,O,O,X,X,X
LOZIJTS,X,X,O,X,X,X,X
LOZIJST,X,O,O,O,X,X,X
LOZISTJ,X,O,O,O,O,X,X
LOZISJT,X,O,O,O,X,X,X
LOZJTIS,X,X,X,X,X,X,X
LOZJTSI,O,X,O,X,X,X,X
LOZJITS,X,X,O,X,X,X,X
LOZJIST,X,X,O,X,X,X,X
LOZJSTI,O,O,O,X,O,X,X
LOZJSIT,O,O,O,X,X,X,X
LOZSTIJ,X,X,O,O,O,X,X
LOZSTJI,X,O,O,X,O,X,X
LOZSITJ,X,O,O,O,O,X,X
LOZSIJT,X,O,O,O,X,X,X
LOZSJTI,X,O,O,X,O,X,X
LOZSJIT,X,O,O,X,X,X,X
JTILSZO,O,O,O,X,X,O,X
JTILSOZ,O,O,O,X,X,O,X
JTILZSO,O,O,O,X,X,O,X
JTILZOS,O,O,O,X,X,O,X
JTILOSZ,O,O,O,X,X,O,X
JTILOZS,O,O,O,X,X,O,X
JTISLZO,O,O,O,X,X,O,X
JTISLOZ,O,O,O,X,X,O,X
JTISZLO,O,O,O,X,X,O,X
JTISZOL,O,X,O,X,X,O,X
JTISOLZ,O,X,O,X,X,O,X
JTISOZL,O,X,O,X,X,O,X
JTIZLSO,O,O,O,X,X,O,X
JTIZLOS,O,O,O,X,X,O,X
JTIZSLO,O,O,O,X,X,O,X
JTIZSOL,O,X,O,X,X,O,X
JTIZOLS,O,O,O,X,X,O,X
JTIZOSL,O,O,O,X,X,O,X
JTIOLSZ,O,O,O,X,X,O,X
JTIOLZS,O,O,O,X,X,O,X
JTIOSLZ,O,O,O,X,X,O,X
JTIOSZL,O,O,O,X,X,O,X
JTIOZLS,O,O,O,X,X,O,X
JTIOZSL,O,O,O,X,X,O,X
JTLISZO,O,O,O,X,X,O,X
JTLISOZ,O,O,O,X,X,O,X
JTLIZSO,O,O,O,X,X,O,X
JTLIZOS,O,O,O,X,X,O,X
JTLIOSZ,O,O,O,X,X,O,X
JTLIOZS,O,O,O,X,X,O,X
JTLSIZO,O,O,O,X,X,O,X
JTLSIOZ,O,O,O,X,X,O,X
JTLSZIO,O,O,O,X,X,X,X
JTLSZOI,O,O,O,X,X,X,X
JTLSOIZ,O,O,O,X,X,O,X
JTLSOZI,O,O,O,X,X,X,X
JTLZISO,X,O,O,X,X,O,X
JTLZIOS,X,O,O,X,X,O,X
JTLZSIO,O,O,O,X,X,X,X
JTLZSOI,O,O,O,X,X,X,X
JTLZOIS,X,X,O,X,X,O,X
JTLZOSI,O,O,O,X,X,X,X
JTLOISZ,O,O,O,X,X,O,X
JTLOIZS,O,O,O,X,X,O,X
JTLOSIZ,O,O,O,X,X,O,X
JTLOSZI,O,O,O,X,X,X,X
JTLOZIS,X,X,O,X,X,O,X
JTLOZSI,O,O,O,X,X,X,X
JTSILZO,O,O,O,X,X,O,X
JTSILOZ,O,O,O,X,X,O,X
JTSIZLO,O,O,O,X,X,O,X
JTSIZOL,O,X,O,X,X,O,X
JTSIOLZ,O,X,O,X,X,O,X
JTSIOZL,O,X,O,X,X,O,X
JTSLIZO,O,O,O,X,X,O,X
JTSLIOZ,O,O,O,X,X,O,X
JTSLZIO,O,O,O,X,X,X,X
JTSLZOI,O,O,O,X,X,X,X
JTSLOIZ,O,O,O,X,X,O,X
JTSLOZI,O,O,O,X,X,X,X
JTSZILO,O,X,O,X,X,X,X
JTSZIOL,O,X,O,X,X,X,X
JTSZLIO,O,O,O,X,X,X,X
JTSZLOI,O,O,O,X,X,X,X
JTSZOIL,O,X,O,X,X,X,X
JTSZOLI,O,X,O,X,X,X,X
JTSOILZ,O,X,O,X,X,O,X
JTSOIZL,O,X,O,X,X,O,X
JTSOLIZ,O,X,O,X,X,O,X
JTSOLZI,O,X,O,X,X,X,X
JTSOZIL,O,X,O,X,X,X,X
JTSOZLI,O,X,O,X,X,X,X
JTZILSO,O,O,O,X,X,O,X
JTZILOS,O,O,O,X,X,O,X
JTZISLO,O,O,O,X,X,O,X
JTZISOL,O,X,O,X,X,O,X
JTZIOLS,O,O,O,X,X,O,X
JTZIOSL,O,X,O,X,X,O,X
JTZLISO,X,O,O,X,X,O,X
JTZLIOS,X,O,O,X,X,O,X
JTZLSIO,O,O,O,X,X,X,X
JTZLSOI,O,O,O,X,X,X,X
JTZLOIS,X,X,O,X,X,O,X
JTZLOSI,O,O,O,X,X,X,X
JTZSILO,O,X,O,X,X,X,X
JTZSIOL,O,X,O,X,X,X,X
JTZSLIO,O,O,O,X,X,X,X
JTZSLOI,O,O,O,X,X,X,X
JTZSOIL,O,X,O,X,X,X,X
JTZSOLI,O,X,O,X,X,X,X
JTZOILS,O,O,O,X,X,O,X
JTZOISL,O,X,O,X,X,O,X
JTZOLIS,X,O,O,X,X,O,X
JTZOLSI,O,O,O,X,X,X,X
JTZOSIL,O,X,O,X,X,X,X
JTZOSLI,O,O,O,X,X,X,X
JTOILSZ,O,O,O,X,X,O,X
JTOILZS,O,O,O,X,X,O,X
JTOISLZ,O,O,O,X,X,O,X
JTOISZL,O,O,O,X,X,O,X
JTOIZLS,O,O,O,X,X,O,X
JTOIZSL,O,O,O,X,X,O,X
JTOLISZ,O,O,O,X,X,O,X
JTOLIZS,O,O,O,X,X,O,X
JTOLSIZ,O,O,O,X,X,O,X
JTOLSZI,O,O,O,X,X,X,X
JTOLZIS,X,O,O,X,X,O,X
JTOLZSI,O,O,O,X,X,X,X
JTOSILZ,O,O,O,X,X,O,X
JTOSIZL,O,O,O,X,X,O,X
JTOSLIZ,O,O,O,X,X,O,X
JTOSLZI,O,O,O,X,X,X,X
JTOSZIL,O,X,O,X,X,X,X
JTOSZLI,O,O,O,X,X,X,X
JTOZILS,O,O,O,X,X,O,X
JTOZISL,O,O,O,X,X,O,X
JTOZLIS,X,O,O,X,X,O,X
JTOZLSI,O,O,O,X,X,X,X
JTOZSIL,O,X,O,X,X,X,X
JTOZSLI,O,O,O,X,X,X,X
JITLSZO,O,O,O,X,X,O,X
JITLSOZ,O,O,O,X,X,O,X
JITLZSO,O,O,O,X,X,O,X
JITLZOS,O,O,O,X,X,O,X
JITLOSZ,O,O,O,X,X,O,X
JITLOZS,O,O,O,X,X,O,X
JITSLZO,O,O,O,X,X,O,X
JITSLOZ,O,O,O,X,X,O,X
JITSZLO,O,O,O,X,X,O,X
JITSZOL,O,X,O,X,X,O,X
JITSOLZ,O,X,O,X,X,O,X
JITSOZL,O,X,O,X,X,O,X
JITZLSO,O,O,O,X,X,O,X
JITZLOS,O,O,O,X,X,O,X
JITZSLO,O,O,O,X,X,O,X
JITZSOL,O,X,O,X,X,O,X
JITZOLS,O,O,O,X,X,O,X
JITZOSL,O,O,O,X,X,O,X
JITOLSZ,O,O,O,X,X,O,X
JITOLZS,O,O,O,X,X,O,X
JITOSLZ,O,O,O,X,X,O,X
JITOSZL,O,O,O,X,X,O,X
JITOZLS,O,O,O,X,X,O,X
JITOZSL,O,O,O,X,X,O,X
JILTSZO,O,O,O,X,X,O,X
JILTSOZ,O,O,O,X,X,O,X
JILTZSO,O,O,O,X,X,O,X
JILTZOS,O,O,O,X,X,O,X
JILTOSZ,O,O,O,X,X,O,X
JILTOZS,O,O,O,X,X,O,X
JILSTZO,O,O,O,O,X,X,X
JILSTOZ,X,X,X,O,X,X,X
JILSZTO,O,O,O,O,X,X,X
JILSZOT,O,O,O,O,X,O,X
JILSOTZ,X,X,O,O,X,X,X
JILSOZT,O,O,O,O,X,O,X
JILZTSO,O,O,O,X,X,O,X
JILZTOS,O,O,O,X,X,O,X
JILZSTO,O,O,O,O,X,X,X
JILZSOT,O,O,O,O,X,O,X
JILZOTS,O,X,O,X,X,O,X
JILZOST,O,X,O,O,X,O,X
JILOTSZ,O,X,O,X,X,X,X
JILOTZS,O,X,O,X,X,O,X
JILOSTZ,O,X,O,O,X,X,X
JILOSZT,O,X,O,O,X,O,X
JILOZTS,O,X,O,X,X,O,X
JILOZST,O,X,O,O,X,O,X
JISTLZO,O,X,O,O,X,X,O
JISTLOZ,O,X,X,O,X,X,O
JISTZLO,O,X,O,O,X,X,O
JISTZOL,O,X,O,X,X,X,O
JISTOLZ,O,X,O,X,X,X,O
JISTOZL,O,X,O,X,X,X,O
JISLTZO,O,X,O,O,X,X,O
JISLTOZ,X,X,X,O,X,X,O
JISLZTO,O,X,O,O,X,X,O
JISLZOT,O,X,O,O,X,O,O
JISLOTZ,X,X,O,O,X,X,O
JISLOZT,O,X,O,O,X,O,O
JISZTLO,O,X,O,O,X,X,O
JISZTOL,O,X,O,X,X,X,O
JISZLTO,O,X,O,O,X,X,O
JISZLOT,O,X,O,O,X,O,O
JISZOTL,O,X,O,X,X,X,O
JISZOLT,O,X,O,X,X,O,O
JISOTLZ,O,X,O,X,X,X,O
