sequence,v115@DhD8FeF8EeF8AeF8JeO/IvhFXbBTcBxdBSlB0mBlqB,v115@DhD8FeF8EeF8AeF8JeK/IvhFzaBGcBxdB3gB0mBlqB,v115@DhD8FeF8EeF8AeF8JeO/IvhFXcBxdBzfBqmB0gBlqB,v115@DhD8FeF8EeF8AeF8JeO/IvhF0bBxdBzfBqmBXhBlqB,v115@DhD8FeF8EeF8AeF8Jem6IvhFShBxdBTfB3gB0mBlqB,v115@DhD8FeF8EeF8AeF8JeO/IvhF8fBxdBzgBqmB/qBFrB,v115@DhD8FeF8EeF8AeF8JeT6IvhF/gBFcBxdBqmBmkB8qB,v115@DhD8FeF8EeF8AeF8JeO/IvhFXbBxdBSlBThB0mBlqB,v115@DhD8FeF8EeF8AeF8JeO/IvhFTcBxdBCgB0gB/qB1wB,v115@DhD8FeF8EeF8AeF8Jei6IvhFchBxdB3fBTlB1rBuqB,v115@DhD8FeF8EeF8AeF8Jem6IvhFCcBxdBTfB/qBFrB0rB
LJZOITS,O,O,O,O,X,X,O,X,X,X,X
LJZOIST,O,O,O,O,X,O,O,X,X,X,X
LJZOSTI,O,O,O,O,X,O,O,X,X,X,X
LJZOSIT,O,O,O,O,X,O,O,X,X,X,X
LJOTISZ,O,O,O,O,X,X,X,O,O,X,X
LJOTIZS,O,X,O,O,X,X,O,O,O,X,X
LJOTSIZ,O,O,O,O,X,X,X,O,O,X,X
LJOTSZI,O,O,O,O,X,X,X,O,O,X,X
LJOTZIS,O,X,O,O,X,X,O,O,O,X,X
LJOTZSI,O,X,O,O,X,X,O,O,O,X,X
LJOITSZ,O,O,O,O,X,X,X,O,O,X,X
LJOITZS,O,X,O,O,X,X,O,O,O,X,X
LJOISTZ,O,X,O,O,X,X,X,O,X,X,X
LJOISZT,O,X,O,O,X,X,O,X,X,X,X
LJOIZTS,O,O,O,O,X,X,O,X,X,X,X
LJOIZST,O,O,O,O,X,O,O,X,X,X,X
LJOSTIZ,O,X,O,O,X,X,X,O,X,X,X
LJOSTZI,O,X,O,O,X,X,X,O,X,X,X
LJOSITZ,O,X,O,O,X,X,X,O,X,X,X
LJOSIZT,O,X,O,O,X,X,O,X,X,X,X
LJOSZTI,O,X,O,O,X,X,O,X,X,X,X
LJOSZIT,O,X,O,O,X,X,O,X,X,X,X
LJOZTIS,O,O,O,O,X,X,O,X,X,X,X
LJOZTSI,O,X,O,O,X,X,O,X,X,X,X
LJOZITS,O,O,O,O,X,X,O,X,X,X,X
LJOZIST,O,O,O,O,X,O,O,X,X,X,X
LJOZSTI,O,X,O,O,X,O,O,X,X,X,X
LJOZSIT,O,O,O,O,X,O,O,X,X,X,X
LSTIJZO,O,O,X,X,X,X,X,O,X,X,O
LSTIJOZ,O,O,O,O,X,X,X,O,O,X,O
LSTIZJO,O,O,X,X,X,O,O,O,X,X,O
LSTIZOJ,O,O,O,X,X,O,O,O,X,X,O
LSTIOJZ,O,O,O,O,X,X,X,O,O,O,O
LSTIOZJ,O,O,O,O,X,O,X,O,X,O,O
LSTJIZO,O,O,X,X,X,X,X,O,X,X,O
LSTJIOZ,O,O,O,O,X,X,X,O,O,X,O
LSTJZIO,O,O,X,X,X,X,X,O,X,X,O
LSTJZOI,O,O,X,X,X,X,X,O,X,X,X
LSTJOIZ,O,O,O,O,X,X,X,O,O,X,O
LSTJOZI,O,O,O,O,X,X,X,O,O,X,O
LSTZIJO,O,O,X,X,X,O,O,O,X,X,O
LSTZIOJ,O,O,O,X,X,O,O,O,X,X,O
LSTZJIO,O,O,X,X,X,O,O,O,X,X,O
LSTZJOI,O,O,X,X,X,O,O,O,X,X,X
LSTZOIJ,O,O,O,X,X,O,O,O,X,X,O
LSTZOJI,O,O,O,X,X,O,O,O,X,X,O
LSTOIJZ,O,O,O,O,X,X,X,O,O,O,O
LSTOIZJ,O,O,O,O,X,O,X,O,X,O,O
LSTOJIZ,O,O,O,O,X,X,X,O,O,O,O
LSTOJZI,O,O,O,O,X,X,X,O,O,O,O
LSTOZIJ,O,O,O,O,X,O,X,O,X,O,O
LSTOZJI,O,O,O,O,X,O,X,O,X,O,O
LSITJZO,O,O,X,X,X,X,X,O,X,X,O
LSITJOZ,O,O,O,O,X,X,X,O,O,X,O
LSITZJO,O,O,X,X,X,O,O,O,X,X,O
LSITZOJ,O,O,O,X,X,O,O,O,X,X,O
LSITOJZ,O,O,O,O,X,X,X,O,O,O,O
LSITOZJ,O,O,O,O,X,O,X,O,X,O,O
LSIJTZO,O,X,X,X,X,X,X,O,X,X,O
LSIJTOZ,O,X,O,O,X,X,X,O,O,X,O
LSIJZTO,O,X,X,X,X,O,O,O,X,X,X
LSIJZOT,O,X,X,X,X,O,O,X,X,X,X
LSIJOTZ,O,X,O,O,X,X,X,O,X,O,X
LSIJOZT,O,X,O,O,X,O,O,X,X,X,X
LSIZTJO,O,O,X,X,X,O,O,O,X,X,X
LSIZTOJ,O,O,O,X,X,O,O,O,X,X,X
LSIZJTO,O,O,X,X,X,O,O,O,X,X,X
LSIZJOT,O,O,X,X,X,O,O,X,X,X,X
LSIZOTJ,O,O,X,X,X,O,O,X,X,O,X
LSIZOJT,O,O,O,X,X,O,O,X,X,X,X
LSIOTJZ,O,O,O,O,X,X,X,O,X,O,O
LSIOTZJ,O,O,O,O,X,O,X,O,X,O,O
LSIOJTZ,O,X,O,O,X,X,X,O,X,O,O
LSIOJZT,O,X,O,O,X,O,X,X,X,X,X
LSIOZTJ,O,X,X,X,X,O,X,X,X,O,X
LSIOZJT,O,O,O,O,X,O,X,X,X,X,X
LSJTIZO,O,X,X,X,X,X,X,O,X,X,O
LSJTIOZ,O,X,O,O,X,X,X,O,O,X,O
LSJTZIO,O,X,X,X,X,X,X,O,X,X,O
LSJTZOI,O,X,X,X,X,X,X,O,X,X,X
LSJTOIZ,O,X,O,O,X,X,X,O,O,X,O
LSJTOZI,O,X,O,O,X,X,X,O,O,X,X
LSJITZO,O,X,X,X,X,X,X,O,X,X,O
LSJITOZ,O,X,O,O,X,X,X,O,O,X,O
LSJIZTO,O,X,X,X,X,O,O,O,X,X,X
LSJIZOT,O,X,X,X,X,O,O,X,X,X,X
LSJIOTZ,O,X,O,O,X,X,X,O,X,O,X
LSJIOZT,O,X,O,O,X,O,O,X,X,X,X
LSJZTIO,O,X,X,X,X,O,O,O,X,X,X
LSJZTOI,O,X,X,X,X,O,O,O,X,X,X
LSJZITO,O,X,X,X,X,O,O,O,X,X,X
LSJZIOT,O,X,X,X,X,O,O,X,X,X,X
LSJZOTI,O,X,X,X,X,O,O,X,X,X,X
LSJZOIT,O,X,X,X,X,O,O,X,X,X,X
LSJOTIZ,O,X,O,O,X,X,X,O,X,O,X
LSJOTZI,O,X,O,O,X,X,X,O,X,O,X
LSJOITZ,O,X,O,O,X,X,X,O,X,O,X
LSJOIZT,O,X,O,O,X,O,O,X,X,X,X
LSJOZTI,O,X,O,O,X,O,O,X,X,X,X
LSJOZIT,O,X,O,O,X,O,O,X,X,X,X
LSZTIJO,O,O,X,X,X,O,O,O,X,X,X
LSZTIOJ,O,O,O,X,X,O,O,O,X,X,X
LSZTJIO,O,O,X,X,X,O,O,O,X,X,X
LSZTJOI,O,O,X,X,X,O,O,O,X,X,X
LSZTOIJ,O,O,O,X,X,O,O,O,X,X,X
LSZTOJI,O,O,O,X,X,O,O,O,X,X,X
LSZITJO,O,O,X,X,X,O,O,O,X,X,X
LSZITOJ,O,O,O,X,X,O,O,O,X,X,X
LSZIJTO,O,O,X,X,X,O,O,O,X,X,X
LSZIJOT,O,O,X,X,X,O,O,X,X,X,X
LSZIOTJ,O,O,X,X,X,O,O,X,X,O,X
LSZIOJT,O,O,O,X,X,O,O,X,X,X,X
LSZJTIO,O,O,X,X,X,O,O,O,X,X,X
LSZJTOI,O,O,X,X,X,O,O,O,X,X,X
LSZJITO,O,O,X,X,X,O,O,O,X,X,X
LSZJIOT,O,O,X,X,X,O,O,X,X,X,X
LSZJOTI,O,O,X,X,X,O,O,X,X,X,X
LSZJOIT,O,O,X,X,X,O,O,X,X,X,X
LSZOTIJ,O,O,X,X,X,O,O,X,X,O,X
LSZOTJI,O,O,X,X,X,O,O,X,X,O,X
LSZOITJ,O,O,X,X,X,O,O,X,X,O,X
LSZOIJT,O,O,O,X,X,O,O,X,X,X,X
LSZOJTI,O,O,O,X,X,O,O,X,X,X,X
LSZOJIT,O,O,O,X,X,O,O,X,X,X,X
LSOTIJZ,O,O,O,O,X,X,X,O,X,O,O
LSOTIZJ,O,O,O,O,X,O,X,O,X,O,O
LSOTJIZ,O,O,O,O,X,X,X,O,X,O,O
LSOTJZI,O,O,O,O,X,X,X,O,X,O,O
LSOTZIJ,O,O,O,O,X,O,X,O,X,O,O
LSOTZJI,O,O,O,O,X,O,X,O,X,O,O
LSOITJZ,O,O,O,O,X,X,X,O,X,O,O
LSOITZJ,O,O,O,O,X,O,X,O,X,O,O
LSOIJTZ,O,X,O,O,X,X,X,O,X,O,O
LSOIJZT,O,X,O,O,X,O,X,X,X,X,X
LSOIZTJ,O,X,X,X,X,O,X,X,X,O,X
LSOIZJT,O,O,O,O,X,O,X,X,X,X,X
LSOJTIZ,O,X,O,O,X,X,X,O,X,O,O
LSOJTZI,O,X,O,O,X,X,X,O,X,O,O
LSOJITZ,O,X,O,O,X,X,X,O,X,O,O
LSOJIZT,O,X,O,O,X,O,X,X,X,X,X
LSOJZTI,O,X,O,O,X,O,X,X,X,X,X
LSOJZIT,O,X,O,O,X,O,X,X,X,X,X
LSOZTIJ,O,X,X,X,X,O,X,X,X,O,X
LSOZTJI,O,X,X,X,X,O,X,X,X,O,X
LSOZITJ,O,X,X,X,X,O,X,X,X,O,X
LSOZIJT,O,O,O,O,X,O,X,X,X,X,X
LSOZJTI,O,X,O,O,X,O,X,X,X,X,X
LSOZJIT,O,O,O,O,X,O,X,X,X,X,X
LZTIJSO,O,O,X,X,X,O,O,O,X,X,X
LZTIJOS,O,O,O,O,O,X,O,O,O,X,X
LZTISJO,O,O,X,X,X,O,O,O,X,X,X
LZTISOJ,O,O,O,X,O,O,O,O,X,X,X
LZTIOJS,O,O,O,O,O,X,X,O,O,X,X
LZTIOSJ,O,O,O,O,O,X,O,O,X,X,X
LZTJISO,O,O,X,X,X,O,O,O,X,X,X
LZTJIOS,O,O,O,O,O,X,O,O,O,X,X
LZTJSIO,O,O,X,X,X,O,O,O,X,X,X
LZTJSOI,O,O,X,X,X,O,O,O,X,X,X
LZTJOIS,O,O,O,O,O,X,O,O,O,X,X
LZTJOSI,O,O,O,O,O,X,O,O,O,X,X
LZTSIJO,O,O,X,X,X,O,O,O,X,X,X
LZTSIOJ,O,O,O,X,O,O,O,O,X,X,X
LZTSJIO,O,O,X,X,X,O,O,O,X,X,X
LZTSJOI,O,O,X,X,X,O,O,O,X,X,X
LZTSOIJ,O,O,O,X,O,O,O,O,X,X,X
LZTSOJI,O,O,O,X,O,O,O,O,X,X,X
LZTOIJS,O,O,O,O,O,X,X,O,O,X,X
LZTOISJ,O,O,O,O,O,X,O,O,X,X,X
LZTOJIS,O,O,O,O,O,X,X,O,O,X,X
LZTOJSI,O,O,O,O,O,X,X,O,O,X,X
LZTOSIJ,O,O,O,O,O,X,O,O,X,X,X
LZTOSJI,O,O,O,O,O,X,O,O,X,X,X
LZITJSO,O,O,X,X,X,O,O,O,X,X,X
LZITJOS,O,O,O,O,O,X,O,O,O,X,X
LZITSJO,O,O,X,X,X,O,O,O,X,X,X
LZITSOJ,O,O,O,X,O,O,O,O,X,X,X
LZITOJS,O,O,O,O,O,X,X,O,O,X,X
LZITOSJ,O,O,O,O,O,X,O,O,X,X,X
LZIJTSO,O,O,X,X,X,O,O,O,X,X,X
LZIJTOS,O,O,O,O,X,X,O,O,O,X,X
LZIJSTO,O,O,X,X,X,O,O,O,X,X,X
LZIJSOT,O,O,X,X,X,O,O,X,X,X,X
LZIJOTS,O,O,O,O,O,X,O,X,X,X,X
LZIJOST,O,O,O,O,O,O,O,X,X,X,X
LZISTJO,O,O,X,X,X,O,O,O,X,X,X
LZISTOJ,O,O,O,X,X,O,O,O,X,X,X
LZISJTO,O,O,X,X,X,O,O,O,X,X,X
LZISJOT,O,O,X,X,X,O,O,X,X,X,X
LZISOTJ,O,O,X,X,X,O,O,X,X,X,X
LZISOJT,O,O,O,X,O,O,O,X,X,X,X
LZIOTJS,O,O,O,O,O,X,X,X,X,X,X
LZIOTSJ,O,O,O,O,O,X,O,X,X,X,X
LZIOJTS,O,O,O,O,O,X,O,X,X,X,X
LZIOJST,O,O,O,O,O,O,O,X,X,X,X
LZIOSTJ,O,O,X,X,X,O,O,X,X,X,X
LZIOSJT,O,O,O,O,O,O,O,X,X,X,X
LZJTISO,O,O,X,X,X,O,O,O,X,X,X
LZJTIOS,O,O,O,O,X,X,O,O,O,X,X
LZJTSIO,O,O,X,X,X,O,O,O,X,X,X
LZJTSOI,O,O,X,X,X,O,O,O,X,X,X
LZJTOIS,O,O,O,O,X,X,O,O,O,X,X
LZJTOSI,O,O,O,O,X,X,O,O,O,X,X
LZJITSO,O,O,X,X,X,O,O,O,X,X,X
LZJITOS,O,O,O,O,X,X,O,O,O,X,X
LZJISTO,O,O,X,X,X,O,O,O,X,X,X
LZJISOT,O,O,X,X,X,O,O,X,X,X,X
LZJIOTS,O,O,O,O,O,X,O,X,X,X,X
LZJIOST,O,O,O,O,O,O,O,X,X,X,X
LZJSTIO,O,O,X,X,X,O,O,O,X,X,X
LZJSTOI,O,O,X,X,X,O,O,O,X,X,X
LZJSITO,O,O,X,X,X,O,O,O,X,X,X
LZJSIOT,O,O,X,X,X,O,O,X,X,X,X
LZJSOTI,O,O,X,X,X,O,O,X,X,X,X
LZJSOIT,O,O,X,X,X,O,O,X,X,X,X
LZJOTIS,O,O,O,O,O,X,O,X,X,X,X
LZJOTSI,O,O,O,O,O,X,O,X,X,X,X
LZJOITS,O,O,O,O,O,X,O,X,X,X,X
LZJOIST,O,O,O,O,O,O,O,X,X,X,X
LZJOSTI,O,O,O,O,O,O,O,X,X,X,X
LZJOSIT,O,O,O,O,O,O,O,X,X,X,X
LZSTIJO,O,O,X,X,X,O,O,O,X,X,X
LZSTIOJ,O,O,O,X,X,O,O,O,X,X,X
LZSTJIO,O,O,X,X,X,O,O,O,X,X,X
LZSTJOI,O,O,X,X,X,O,O,O,X,X,X
LZSTOIJ,O,O,O,X,X,O,O,O,X,X,X
LZSTOJI,O,O,O,X,X,O,O,O,X,X,X
LZSITJO,O,O,X,X,X,O,O,O,X,X,X
LZSITOJ,O,O,O,X,X,O,O,O,X,X,X
LZSIJTO,O,O,X,X,X,O,O,O,X,X,X
LZSIJOT,O,O,X,X,X,O,O,X,X,X,X
LZSIOTJ,O,O,X,X,X,O,O,X,X,X,X
LZSIOJT,O,O,O,X,O,O,O,X,X,X,X
LZSJTIO,O,O,X,X,X,O,O,O,X,X,X
LZSJTOI,O,O,X,X,X,O,O,O,X,X,X
LZSJITO,O,O,X,X,X,O,O,O,X,X,X
LZSJIOT,O,O,X,X,X,O,O,X,X,X,X
LZSJOTI,O,O,X,X,X,O,O,X,X,X,X
LZSJOIT,O,O,X,X,X,O,O,X,X,X,X
LZSOTIJ,O,O,X,X,X,O,O,X,X,X,X
LZSOTJI,O,O,X,X,X,O,O,X,X,X,X
LZSOITJ,O,O,X,X,X,O,O,X,X,X,X
LZSOIJT,O,O,O,X,O,O,O,X,X,X,X
LZSOJTI,O,O,O,X,O,O,O,X,X,X,X
LZSOJIT,O,O,O,X,O,O,O,X,X,X,X
LZOTIJS,O,O,O,O,O,X,X,X,X,X,X
LZOTISJ,O,O,O,O,O,X,O,X,X,X,X
LZOTJIS,O,O,O,O,O,X,X,X,X,X,X
LZOTJSI,O,O,O,O,O,X,X,X,X,X,X
LZOTSIJ,O,O,O,O,O,X,O,X,X,X,X
LZOTSJI,O,O,O,O,O,X,O,X,X,X,X
LZOITJS,O,O,O,O,O,X,X,X,X,X,X
LZOITSJ,O,O,O,O,O,X,O,X,X,X,X
LZOIJTS,O,O,O,O,O,X,O,X,X,X,X
LZOIJST,O,O,O,O,O,O,O,X,X,X,X
LZOISTJ,O,O,X,X,X,O,O,X,X,X,X
LZOISJT,O,O,O,O,O,O,O,X,X,X,X
LZOJTIS,O,O,O,O,O,X,O,X,X,X,X
LZOJTSI,O,O,O,O,O,X,O,X,X,X,X
LZOJITS,O,O,O,O,O,X,O,X,X,X,X
LZOJIST,O,O,O,O,O,O,O,X,X,X,X
LZOJSTI,O,O,O,O,O,O,O,X,X,X,X
LZOJSIT,O,O,O,O,O,O,O,X,X,X,X
LZOSTIJ,O,O,X,X,X,O,O,X,X,X,X
LZOSTJI,O,O,X,X,X,O,O,X,X,X,X
LZOSITJ,O,O,X,X,X,O,O,X,X,X,X
LZOSIJT,O,O,O,O,O,O,O,X,X,X,X
LZOSJTI,O,O,O,O,O,O,O,X,X,X,X
LZOSJIT,O,O,O,O,O,O,O,X,X,X,X
LOTIJSZ,O,O,O,O,X,X,X,O,O,X,X
LOTIJZS,O,X,O,O,X,X,X,O,O,X,X
LOTISJZ,O,O,O,O,X,X,X,O,O,O,X
LOTISZJ,O,O,O,O,X,X,X,O,X,O,X
LOTIZJS,O,O,O,O,X,X,X,O,O,X,X
LOTIZSJ,O,O,O,O,X,X,O,O,X,O,X
LOTJISZ,O,O,O,O,X,X,X,O,O,X,X
LOTJIZS,O,X,O,O,X,X,X,O,O,X,X
LOTJSIZ,O,O,O,O,X,X,X,O,O,X,X
LOTJSZI,O,O,O,O,X,X,X,O,O,X,X
LOTJZIS,O,X,O,O,X,X,X,O,O,X,X
LOTJZSI,O,X,O,O,X,X,X,O,O,X,X
LOTSIJZ,O,O,O,O,X,X,X,O,O,O,X
LOTSIZJ,O,O,O,O,X,X,X,O,X,O,X
LOTSJIZ,O,O,O,O,X,X,X,O,O,O,X
LOTSJZI,O,O,O,O,X,X,X,O,O,O,X
LOTSZIJ,O,O,O,O,X,X,X,O,X,O,X
LOTSZJI,O,O,O,O,X,X,X,O,X,O,X
LOTZIJS,O,O,O,O,X,X,X,O,O,X,X
LOTZISJ,O,O,O,O,X,X,O,O,X,O,X
LOTZJIS,O,O,O,O,X,X,X,O,O,X,X
LOTZJSI,O,X,O,O,X,X,X,O,O,X,X
LOTZSIJ,O,O,O,O,X,X,O,O,X,O,X
LOTZSJI,O,O,O,O,X,X,O,O,X,O,X
LOITJSZ,O,O,O,O,X,X,X,O,O,X,X
LOITJZS,O,X,O,O,X,X,X,O,O,X,X
LOITSJZ,O,O,O,O,X,X,X,O,O,O,X
LOITSZJ,O,O,O,O,X,X,X,O,X,O,X
LOITZJS,O,O,O,O,X,X,X,O,O,X,X
LOITZSJ,O,O,O,O,X,X,O,O,X,O,X
LOIJTSZ,O,O,O,O,X,X,X,O,O,X,X
LOIJTZS,O,X,O,O,X,X,O,O,O,X,X
LOIJSTZ,O,X,O,O,X,X,X,O,X,X,O
LOIJSZT,O,X,O,O,X,X,O,X,X,X,X
LOIJZTS,O,O,O,O,O,X,O,X,X,X,X
LOIJZST,O,O,O,O,O,O,O,X,X,X,X
LOISTJZ,O,O,O,O,X,X,X,O,X,O,O
LOISTZJ,O,O,O,O,X,O,X,O,X,O,O
LOISJTZ,O,X,O,O,X,X,X,O,X,O,O
LOISJZT,O,X,O,O,X,O,X,X,X,X,X
LOISZTJ,O,X,X,X,X,O,X,X,X,O,X
LOISZJT,O,O,O,O,X,O,X,X,X,X,X
LOIZTJS,O,O,O,O,O,X,X,X,X,X,X
LOIZTSJ,O,O,O,O,O,X,O,X,X,X,X
LOIZJTS,O,O,O,O,O,X,O,X,X,X,X
LOIZJST,O,O,O,O,O,O,O,X,X,X,X
LOIZSTJ,O,O,X,X,X,O,O,X,X,X,X
LOIZSJT,O,O,O,O,O,O,O,X,X,X,X
LOJTISZ,O,O,O,O,X,X,X,O,O,X,X
LOJTIZS,O,X,O,O,X,X,O,O,O,X,X
LOJTSIZ,O,O,O,O,X,X,X,O,O,X,X
LOJTSZI,O,O,O,O,X,X,X,O,O,X,X
LOJTZIS,O,X,O,O,X,X,O,O,O,X,X
LOJTZSI,O,X,O,O,X,X,O,O,O,X,X
LOJITSZ,O,O,O,O,X,X,X,O,O,X,X
LOJITZS,O,X,O,O,X,X,O,O,O,X,X
LOJISTZ,O,X,O,O,X,X,X,O,X,X,O
LOJISZT,O,X,O,O,X,X,O,X,X,X,X
LOJIZTS,O,O,O,O,O,X,O,X,X,X,X
LOJIZST,O,O,O,O,O,O,O,X,X,X,X
LOJSTIZ,O,X,O,O,X,X,X,O,X,X,O
LOJSTZI,O,X,O,O,X,X,X,O,X,X,O
LOJSITZ,O,X,O,O,X,X,X,O,X,X,O
LOJSIZT,O,X,O,O,X,X,O,X,X,X,X
LOJSZTI,O,X,O,O,X,X,O,X,X,X,X
LOJSZIT,O,X,O,O,X,X,O,X,X,X,X
LOJZTIS,O,O,O,O,O,X,O,X,X,X,X
LOJZTSI,O,X,O,O,O,X,O,X,X,X,X
LOJZITS,O,O,O,O,O,X,O,X,X,X,X
LOJZIST,O,O,O,O,O,O,O,X,X,X,X
LOJZSTI,O,X,O,O,O,O,O,X,X,X,X
LOJZSIT,O,O,O,O,O,O,O,X,X,X,X
LOSTIJZ,O,O,O,O,X,X,X,O,X,O,O
LOSTIZJ,O,O,O,O,X,O,X,O,X,O,O
LOSTJIZ,O,O,O,O,X,X,X,O,X,O,O
LOSTJZI,O,O,O,O,X,X,X,O,X,O,O
LOSTZIJ,O,O,O,O,X,O,X,O,X,O,O
LOSTZJI,O,O,O,O,X,O,X,O,X,O,O
LOSITJZ,O,O,O,O,X,X,X,O,X,O,O
LOSITZJ,O,O,O,O,X,O,X,O,X,O,O
LOSIJTZ,O,X,O,O,X,X,X,O,X,O,O
LOSIJZT,O,X,O,O,X,O,X,X,X,X,X
LOSIZTJ,O,X,X,X,X,O,X,X,X,O,X
LOSIZJT,O,O,O,O,X,O,X,X,X,X,X
LOSJTIZ,O,X,O,O,X,X,X,O,X,O,O
LOSJTZI,O,X,O,O,X,X,X,O,X,O,O
LOSJITZ,O,X,O,O,X,X,X,O,X,O,O
LOSJIZT,O,X,O,O,X,O,X,X,X,X,X
LOSJZTI,O,X,O,O,X,O,X,X,X,X,X
LOSJZIT,O,X,O,O,X,O,X,X,X,X,X
LOSZTIJ,O,X,X,X,X,O,X,X,X,O,X
LOSZTJI,O,X,X,X,X,O,X,X,X,O,X
LOSZITJ,O,X,X,X,X,O,X,X,X,O,X
LOSZIJT,O,O,O,O,X,O,X,X,X,X,X
LOSZJTI,O,X,O,O,X,O,X,X,X,X,X
LOSZJIT,O,O,O,O,X,O,X,X,X,X,X
LOZTIJS,O,O,O,O,O,X,X,X,X,X,X
LOZTISJ,O,O,O,O,O,X,O,X,X,X,X
LOZTJIS,O,O,O,O,O,X,X,X,X,X,X
LOZTJSI,O,O,O,O,O,X,X,X,X,X,X
LOZTSIJ,O,O,O,O,O,X,O,X,X,X,X
LOZTSJI,O,O,O,O,O,X,O,X,X,X,X
LOZITJS,O,O,O,O,O,X,X,X,X,X,X
LOZITSJ,O,O,O,O,O,X,O,X,X,X,X
LOZIJTS,O,O,O,O,O,X,O,X,X,X,X
LOZIJST,O,O,O,O,O,O,O,X,X,X,X
LOZISTJ,O,O,X,X,X,O,O,X,X,X,X
LOZISJT,O,O,O,O,O,O,O,X,X,X,X
LOZJTIS,O,O,O,O,O,X,O,X,X,X,X
LOZJTSI,O,O,O,O,O,X,O,X,X,X,X
LOZJITS,O,O,O,O,O,X,O,X,X,X,X
LOZJIST,O,O,O,O,O,O,O,X,X,X,X
LOZJSTI,O,O,O,O,O,O,O,X,X,X,X
LOZJSIT,O,O,O,O,O,O,O,X,X,X,X
LOZSTIJ,O,O,X,X,X,O,O,X,X,X,X
LOZSTJI,O,O,X,X,X,O,O,X,X,X,X
LOZSITJ,O,O,X,X,X,O,O,X,X,X,X
LOZSIJT,O,O,O,O,O,O,O,X,X,X,X
LOZSJTI,O,O,O,O,O,O,O,X,X,X,X
LOZSJIT,O,O,O,O,O,O,O,X,X,X,X
JTILSZO,O,O,X,X,X,X,X,O,O,X,X
JTILSOZ,O,O,O,O,X,X,X,O,O,X,X
JTILZSO,O,X,X,X,X,O,O,O,X,X,X
JTILZOS,O,X,O,O,X,X,O,O,O,X,X
JTILOSZ,O,O,O,O,X,X,X,O,O,X,X
JTILOZS,O,X,O,O,X,X,O,O,O,X,X
JTISLZO,O,O,X,X,X,X,X,O,O,X,X
JTISLOZ,O,O,O,O,X,X,X,O,O,X,X
JTISZLO,X,O,X,X,X,X,X,X,O,X,X
JTISZOL,X,X,X,X,X,X,X,X,O,X,X
JTISOLZ,X,O,O,O,X,X,X,O,O,X,X
JTISOZL,X,X,X,X,X,X,X,X,O,X,X
JTIZLSO,O,X,X,X,X,O,O,O,X,X,X
JTIZLOS,O,X,O,O,X,X,O,O,O,X,X
JTIZSLO,O,X,X,X,X,O,O,X,O,X,X
JTIZSOL,O,X,X,X,X,X,O,X,O,X,X
JTIZOLS,O,X,O,O,X,X,O,O,O,X,X
JTIZOSL,O,X,X,X,X,X,O,X,O,O,X
JTIOLSZ,O,X,O,O,X,X,X,O,O,X,X
JTIOLZS,O,X,O,O,X,X,O,O,O,X,X
JTIOSLZ,X,X,O,O,X,X,X,O,O,O,X
JTIOSZL,X,X,X,X,X,X,X,X,O,O,X
JTIOZLS,X,X,O,O,X,X,O,O,O,X,X
JTIOZSL,X,X,X,X,X,X,O,X,O,O,X
JTLISZO,O,O,X,X,X,X,X,O,O,X,X
JTLISOZ,O,O,O,O,X,X,X,O,O,X,X
JTLIZSO,O,X,X,X,X,O,O,O,X,X,X
JTLIZOS,O,X,O,O,X,X,O,O,O,X,X
JTLIOSZ,O,O,O,O,X,X,X,O,O,X,X
JTLIOZS,O,X,O,O,X,X,O,O,O,X,X
JTLSIZO,O,O,X,X,X,X,X,O,O,X,X
JTLSIOZ,O,O,O,O,X,X,X,O,O,X,X
JTLSZIO,O,O,X,X,X,X,X,O,O,X,X
JTLSZOI,O,O,X,X,X,X,X,O,O,X,X
JTLSOIZ,O,O,O,O,X,X,X,O,O,X,X
JTLSOZI,O,O,O,O,X,X,X,O,O,X,X
JTLZISO,O,X,X,X,X,O,O,O,X,X,X
JTLZIOS,O,X,O,O,X,X,O,O,O,X,X
JTLZSIO,O,X,X,X,X,O,O,O,X,X,X
JTLZSOI,O,X,X,X,X,O,O,O,X,X,X
JTLZOIS,O,X,O,O,X,X,O,O,O,X,X
JTLZOSI,O,X,O,O,X,X,O,O,O,X,X
JTLOISZ,O,O,O,O,X,X,X,O,O,X,X
JTLOIZS,O,X,O,O,X,X,O,O,O,X,X
JTLOSIZ,O,O,O,O,X,X,X,O,O,X,X
JTLOSZI,O,O,O,O,X,X,X,O,O,X,X
JTLOZIS,O,X,O,O,X,X,O,O,O,X,X
JTLOZSI,O,X,O,O,X,X,O,O,O,X,X
JTSILZO,O,O,X,X,X,X,X,O,O,X,X
JTSILOZ,O,O,O,O,X,X,X,O,O,X,X
JTSIZLO,X,O,X,X,X,X,X,X,O,X,X
JTSIZOL,X,X,X,X,X,X,X,X,O,X,X
JTSIOLZ,X,O,O,O,X,X,X,O,O,X,X
JTSIOZL,X,X,X,X,X,X,X,X,O,X,X
JTSLIZO,O,O,X,X,X,X,X,O,O,X,X
JTSLIOZ,O,O,O,O,X,X,X,O,O,X,X
JTSLZIO,O,O,X,X,X,X,X,O,O,X,X
JTSLZOI,O,O,X,X,X,X,X,O,O,X,X
JTSLOIZ,O,O,O,O,X,X,X,O,O,X,X
JTSLOZI,O,O,O,O,X,X,X,O,O,X,X
JTSZILO,X,O,X,X,X,X,X,X,O,X,X
