sequence,v115@1gB8HeB8FeE8EeF8DeG8MeT6IvhFicB9iBfnB5oB8s?BOtB,v115@1gB8HeB8FeE8EeF8DeG8MeT6IvhF/hBRdBcjBOnBqs?B9tB,v115@1gB8HeB8FeE8EeF8DeG8MeT6IvhF/hBRdBSjBNnB8s?B+tB,v115@1gB8HeB8FeE8EeF8DeG8MeT6IvhF/hBRdBOnBtsB6t?BctB,v115@1gB8HeB8FeE8EeF8DeG8MeT6IvhF2hBXeBxsB9tBCn?B0sB,v115@1gB8HeB8FeE8EeF8DeG8MeT6IvhFxcB6jB0hB9sB/t?BmsB,v115@1gB8HeB8FeE8EeF8DeG8MeT6IvhFmcBtiB0hB5oBys?BXtB
JLSTOIZ,X,O,X,O,X,X,X
JLSTOZI,O,O,O,O,X,X,X
JLSITZO,X,O,X,X,X,X,X
JLSITOZ,X,O,X,X,X,X,X
JLSIZTO,O,X,X,X,X,X,X
JLSIZOT,O,X,X,X,X,X,X
JLSIOTZ,X,O,X,X,X,X,X
JLSIOZT,O,X,X,X,X,X,X
JLSZTIO,O,O,O,X,X,X,X
JLSZTOI,O,O,O,X,X,X,X
JLSZITO,O,X,X,X,X,X,X
JLSZIOT,O,X,X,X,X,X,X
JLSZOTI,O,O,O,X,X,X,X
JLSZOIT,O,X,X,X,X,X,X
JLSOTIZ,X,O,X,O,X,X,X
JLSOTZI,O,O,O,O,X,X,X
JLSOITZ,X,O,X,X,X,X,X
JLSOIZT,O,X,X,X,X,X,X
JLSOZTI,O,O,O,X,X,X,X
JLSOZIT,O,X,X,X,X,X,X
JLZTISO,X,O,O,X,X,X,O
JLZTIOS,X,O,O,X,X,X,O
JLZTSIO,X,O,O,X,X,X,O
JLZTSOI,X,O,O,X,X,X,O
JLZTOIS,X,O,O,X,X,X,O
JLZTOSI,X,O,O,X,X,X,O
JLZITSO,X,X,O,X,X,X,O
JLZITOS,X,X,O,X,X,X,O
JLZISTO,O,X,X,X,X,X,O
JLZISOT,O,X,X,X,X,X,O
JLZIOTS,X,X,O,X,X,X,O
JLZIOST,O,X,X,X,X,X,O
JLZSTIO,O,O,O,X,X,X,O
JLZSTOI,O,O,O,X,X,X,O
JLZSITO,O,X,X,X,X,X,O
JLZSIOT,O,X,X,X,X,X,O
JLZSOTI,O,O,O,X,X,X,O
JLZSOIT,O,X,X,X,X,X,O
JLZOTIS,X,O,O,X,X,X,O
JLZOTSI,X,O,O,X,X,X,O
JLZOITS,X,X,O,X,X,X,O
JLZOIST,O,X,X,X,X,X,O
JLZOSTI,O,O,O,X,X,X,O
JLZOSIT,O,X,X,X,X,X,O
JLOTISZ,X,O,X,O,X,X,X
JLOTIZS,X,O,X,X,X,X,O
JLOTSIZ,X,O,X,O,X,X,X
JLOTSZI,X,O,O,O,X,X,X
JLOTZIS,X,O,O,X,X,X,O
JLOTZSI,X,O,O,O,X,X,O
JLOITSZ,X,O,X,X,O,X,X
JLOITZS,X,O,X,X,O,X,O
JLOISTZ,X,O,X,X,X,X,X
JLOISZT,O,X,X,X,X,X,X
JLOIZTS,X,X,O,X,O,X,O
JLOIZST,O,X,X,X,X,X,O
JLOSTIZ,X,O,X,O,X,X,X
JLOSTZI,O,O,O,O,X,X,X
JLOSITZ,X,O,X,X,X,X,X
JLOSIZT,O,X,X,X,X,X,X
JLOSZTI,O,O,O,X,X,X,X
JLOSZIT,O,X,X,X,X,X,X
JLOZTIS,X,O,O,X,X,X,O
JLOZTSI,X,O,O,X,X,X,O
JLOZITS,X,X,O,X,X,X,O
JLOZIST,O,X,X,X,X,X,O
JLOZSTI,O,O,O,X,X,X,O
JLOZSIT,O,X,X,X,X,X,O
JSTILZO,X,X,X,O,X,X,X
JSTILOZ,X,X,X,O,X,X,X
JSTIZLO,X,X,O,X,X,X,X
JSTIZOL,X,X,O,X,X,X,X
JSTIOLZ,X,X,X,O,X,X,X
JSTIOZL,X,X,O,X,X,X,X
JSTLIZO,X,O,X,O,X,X,X
JSTLIOZ,X,O,X,O,X,X,X
JSTLZIO,O,O,O,O,X,O,X
JSTLZOI,O,O,O,O,X,O,X
JSTLOIZ,X,O,X,O,X,X,X
JSTLOZI,O,O,O,O,X,O,X
JSTZILO,O,X,O,X,X,O,X
JSTZIOL,O,O,O,X,X,O,X
JSTZLIO,O,O,O,O,X,O,X
JSTZLOI,O,O,O,O,X,O,X
JSTZOIL,O,O,O,X,X,O,X
JSTZOLI,O,O,O,O,X,O,X
JSTOILZ,X,X,X,O,X,X,X
JSTOIZL,X,X,O,X,X,X,X
JSTOLIZ,X,O,X,O,X,X,X
JSTOLZI,O,O,O,O,X,O,X
JSTOZIL,O,O,O,X,X,O,X
JSTOZLI,O,O,O,O,X,O,X
JSITLZO,X,X,X,O,X,X,X
JSITLOZ,X,X,X,O,O,X,X
JSITZLO,X,X,O,X,O,X,X
JSITZOL,X,X,O,X,O,X,X
JSITOLZ,X,X,X,O,O,X,X
JSITOZL,X,X,O,X,O,X,X
JSILTZO,X,O,X,X,X,X,X
JSILTOZ,X,O,X,X,X,X,X
JSILZTO,O,X,X,X,X,X,X
JSILZOT,O,X,X,X,X,X,X
JSILOTZ,X,O,X,X,X,X,X
JSILOZT,O,X,X,X,X,X,X
JSIZTLO,O,X,O,X,O,X,X
JSIZTOL,O,X,O,X,O,X,X
JSIZLTO,O,X,X,X,X,X,X
JSIZLOT,O,X,X,X,X,X,X
JSIZOTL,O,X,O,X,O,X,X
JSIZOLT,O,X,X,X,X,X,X
JSIOTLZ,X,X,X,O,O,X,X
JSIOTZL,X,X,O,X,O,X,X
JSIOLTZ,X,O,X,X,X,X,X
JSIOLZT,O,X,X,X,X,X,X
JSIOZTL,O,X,O,X,O,X,X
JSIOZLT,O,X,X,X,X,X,X
JSLTIZO,X,O,X,O,X,X,X
JSLTIOZ,X,O,X,O,X,X,X
JSLTZIO,O,O,O,O,X,O,X
JSLTZOI,O,O,O,O,X,O,X
JSLTOIZ,X,O,X,O,X,X,X
JSLTOZI,O,O,O,O,X,O,X
JSLITZO,X,O,X,X,X,X,X
JSLITOZ,X,O,X,X,X,X,X
JSLIZTO,O,X,X,X,X,X,X
JSLIZOT,O,X,X,X,X,X,X
JSLIOTZ,X,O,X,X,X,X,X
JSLIOZT,O,X,X,X,X,X,X
JSLZTIO,O,O,O,X,X,X,X
JSLZTOI,O,O,O,X,X,X,X
JSLZITO,O,X,X,X,X,X,X
JSLZIOT,O,X,X,X,X,X,X
JSLZOTI,O,O,O,X,X,X,X
JSLZOIT,O,X,X,X,X,X,X
JSLOTIZ,X,O,X,O,X,X,X
JSLOTZI,O,O,O,O,X,O,X
JSLOITZ,X,O,X,X,X,X,X
JSLOIZT,O,X,X,X,X,X,X
JSLOZTI,O,O,O,X,X,X,X
JSLOZIT,O,X,X,X,X,X,X
JSZTILO,O,X,O,X,X,X,X
JSZTIOL,O,X,O,X,X,X,X
JSZTLIO,O,X,O,O,X,X,X
JSZTLOI,O,X,O,O,X,X,X
JSZTOIL,O,X,O,X,X,X,X
JSZTOLI,O,X,O,O,X,X,X
JSZITLO,O,X,O,X,X,O,X
JSZITOL,O,X,O,X,X,O,X
JSZILTO,O,X,X,X,X,X,X
JSZILOT,O,X,X,X,X,X,X
JSZIOTL,O,X,O,X,X,O,X
JSZIOLT,O,X,X,X,X,X,X
JSZLTIO,O,O,O,X,X,X,X
JSZLTOI,O,O,O,X,X,X,X
JSZLITO,O,X,X,X,X,X,X
JSZLIOT,O,X,X,X,X,X,X
JSZLOTI,O,O,O,X,X,X,X
JSZLOIT,O,X,X,X,X,X,X
JSZOTIL,O,X,O,X,X,X,X
JSZOTLI,O,X,O,O,X,X,X
JSZOITL,O,X,O,X,X,O,X
JSZOILT,O,X,X,X,X,X,X
JSZOLTI,O,O,O,X,X,X,X
JSZOLIT,O,X,X,X,X,X,X
JSOTILZ,X,X,X,O,X,X,X
JSOTIZL,X,X,O,X,X,X,X
JSOTLIZ,X,O,X,O,X,X,X
JSOTLZI,O,O,O,O,X,O,X
JSOTZIL,O,O,O,X,X,O,X
JSOTZLI,O,O,O,O,X,O,X
JSOITLZ,X,X,X,O,O,X,X
JSOITZL,X,X,O,X,O,X,X
JSOILTZ,X,O,X,X,X,X,X
JSOILZT,O,X,X,X,X,X,X
JSOIZTL,O,X,O,X,O,X,X
JSOIZLT,O,X,X,X,X,X,X
JSOLTIZ,X,O,X,O,X,X,X
JSOLTZI,O,O,O,O,X,O,X
JSOLITZ,X,O,X,X,X,X,X
JSOLIZT,O,X,X,X,X,X,X
JSOLZTI,O,O,O,X,X,X,X
JSOLZIT,O,X,X,X,X,X,X
JSOZTIL,O,X,O,X,X,X,X
JSOZTLI,O,X,O,O,X,X,X
JSOZITL,O,X,O,X,X,O,X
JSOZILT,O,X,X,X,X,X,X
JSOZLTI,O,O,O,X,X,X,X
JSOZLIT,O,X,X,X,X,X,X
JZTILSO,X,X,O,X,X,X,O
JZTILOS,X,X,O,X,X,X,O
JZTISLO,O,X,O,X,X,O,X
JZTISOL,O,X,O,X,X,O,X
JZTIOLS,X,X,O,X,X,X,O
JZTIOSL,O,X,O,X,X,O,X
JZTLISO,X,X,O,X,X,X,O
JZTLIOS,X,X,O,X,X,X,O
JZTLSIO,X,X,O,O,X,X,O
JZTLSOI,X,X,O,O,X,X,O
JZTLOIS,X,X,O,X,X,X,O
JZTLOSI,X,X,O,O,X,X,O
JZTSILO,O,X,O,X,X,O,X
JZTSIOL,O,X,O,X,X,O,X
JZTSLIO,O,X,O,O,X,O,X
JZTSLOI,O,X,O,O,X,O,X
JZTSOIL,O,X,O,X,X,O,X
JZTSOLI,O,X,O,O,X,O,X
JZTOILS,X,X,O,X,X,X,O
JZTOISL,O,X,O,X,X,O,X
JZTOLIS,X,X,O,X,X,X,O
JZTOLSI,X,X,O,O,X,X,O
JZTOSIL,O,X,O,X,X,O,X
JZTOSLI,O,X,O,O,X,O,X
JZITLSO,X,X,O,X,O,X,O
JZITLOS,X,X,O,X,O,X,O
JZITSLO,O,X,O,X,O,O,X
JZITSOL,O,X,O,X,O,O,X
JZITOLS,X,X,O,X,O,X,O
JZITOSL,O,X,O,X,O,O,X
JZILTSO,X,X,O,X,O,X,O
JZILTOS,X,X,O,X,O,X,O
JZILSTO,O,X,X,X,X,X,O
JZILSOT,O,X,X,X,X,X,O
JZILOTS,X,X,O,X,O,X,O
JZILOST,O,X,X,X,X,X,O
JZISTLO,O,X,O,X,O,O,X
JZISTOL,O,X,O,X,O,O,X
JZISLTO,O,X,X,X,X,X,O
JZISLOT,O,X,X,X,X,X,O
JZISOTL,O,X,O,X,O,O,X
JZISOLT,O,X,X,X,X,X,O
JZIOTLS,X,X,O,X,O,X,O
JZIOTSL,O,X,O,X,O,O,X
JZIOLTS,X,X,O,X,O,X,O
JZIOLST,O,X,X,X,X,X,O
JZIOSTL,O,X,O,X,O,O,X
JZIOSLT,O,X,X,X,X,X,O
JZLTISO,X,O,O,X,X,X,O
JZLTIOS,X,O,O,X,X,X,O
JZLTSIO,X,O,O,X,X,X,O
JZLTSOI,X,O,O,X,X,X,O
JZLTOIS,X,O,O,X,X,X,O
JZLTOSI,X,O,O,X,X,X,O
JZLITSO,X,X,O,X,X,X,O
JZLITOS,X,X,O,X,X,X,O
JZLISTO,O,X,X,X,X,X,O
JZLISOT,O,X,X,X,X,X,O
JZLIOTS,X,X,O,X,X,X,O
JZLIOST,O,X,X,X,X,X,O
JZLSTIO,O,O,O,X,X,X,O
JZLSTOI,O,O,O,X,X,X,O
JZLSITO,O,X,X,X,X,X,O
JZLSIOT,O,X,X,X,X,X,O
JZLSOTI,O,O,O,X,X,X,O
JZLSOIT,O,X,X,X,X,X,O
JZLOTIS,X,O,O,X,X,X,O
JZLOTSI,X,O,O,X,X,X,O
JZLOITS,X,X,O,X,X,X,O
JZLOIST,O,X,X,X,X,X,O
JZLOSTI,O,O,O,X,X,X,O
JZLOSIT,O,X,X,X,X,X,O
JZSTILO,O,X,O,X,X,X,X
JZSTIOL,O,X,O,X,X,X,X
JZSTLIO,O,X,O,O,X,X,X
JZSTLOI,O,X,O,O,X,X,X
JZSTOIL,O,X,O,X,X,X,X
JZSTOLI,O,X,O,O,X,X,X
JZSITLO,O,X,O,X,X,O,X
JZSITOL,O,X,O,X,X,O,X
JZSILTO,O,X,X,X,X,X,O
JZSILOT,O,X,X,X,X,X,O
JZSIOTL,O,X,O,X,X,O,X
JZSIOLT,O,X,X,X,X,X,O
JZSLTIO,O,O,O,X,X,X,O
JZSLTOI,O,O,O,X,X,X,O
JZSLITO,O,X,X,X,X,X,O
JZSLIOT,O,X,X,X,X,X,O
JZSLOTI,O,O,O,X,X,X,O
JZSLOIT,O,X,X,X,X,X,O
JZSOTIL,O,X,O,X,X,X,X
JZSOTLI,O,X,O,O,X,X,X
JZSOITL,O,X,O,X,X,O,X
JZSOILT,O,X,X,X,X,X,O
JZSOLTI,O,O,O,X,X,X,O
JZSOLIT,O,X,X,X,X,X,O
JZOTILS,X,X,O,X,X,X,O
JZOTISL,O,X,O,X,X,O,X
JZOTLIS,X,X,O,X,X,X,O
JZOTLSI,X,X,O,O,X,X,O
JZOTSIL,O,X,O,X,X,O,X
JZOTSLI,O,X,O,O,X,O,X
JZOITLS,X,X,O,X,O,X,O
JZOITSL,O,X,O,X,O,O,X
JZOILTS,X,X,O,X,O,X,O
JZOILST,O,X,X,X,X,X,O
JZOISTL,O,X,O,X,O,O,X
JZOISLT,O,X,X,X,X,X,O
JZOLTIS,X,O,O,X,X,X,O
JZOLTSI,X,O,O,X,X,X,O
JZOLITS,X,X,O,X,X,X,O
JZOLIST,O,X,X,X,X,X,O
JZOLSTI,O,O,O,X,X,X,O
JZOLSIT,O,X,X,X,X,X,O
JZOSTIL,O,X,O,X,X,X,X
JZOSTLI,O,X,O,O,X,X,X
JZOSITL,O,X,O,X,X,O,X
JZOSILT,O,X,X,X,X,X,O
JZOSLTI,O,O,O,X,X,X,O
JZOSLIT,O,X,X,X,X,X,O
JOTILSZ,X,X,X,O,O,X,X
JOTILZS,X,X,X,X,O,X,X
JOTISLZ,X,X,X,O,O,X,X
JOTISZL,X,X,O,X,O,X,X
JOTIZLS,X,X,O,X,O,X,X
JOTIZSL,X,X,O,X,O,X,X
JOTLISZ,X,O,X,O,X,X,X
JOTLIZS,X,O,X,X,X,X,X
JOTLSIZ,X,O,X,O,X,X,X
JOTLSZI,X,O,O,O,X,X,X
JOTLZIS,X,O,O,X,X,X,X
JOTLZSI,X,O,O,O,X,X,X
JOTSILZ,X,X,X,O,X,X,X
JOTSIZL,X,X,O,X,X,X,X
JOTSLIZ,X,O,X,O,X,X,X
JOTSLZI,X,O,O,O,X,O,X
JOTSZIL,X,O,O,X,X,O,X
JOTSZLI,X,O,O,O,X,O,X
JOTZILS,X,X,O,X,X,X,X
JOTZISL,X,X,O,X,X,O,X
JOTZLIS,X,O,O,X,X,X,X
JOTZLSI,X,O,O,O,X,X,X
JOTZSIL,X,O,O,X,X,O,X
JOTZSLI,X,O,O,O,X,O,X
JOITLSZ,X,X,X,O,O,X,X
JOITLZS,X,X,X,X,O,X,X
JOITSLZ,X,X,X,O,O,X,X
JOITSZL,X,X,O,X,O,X,X
JOITZLS,X,X,O,X,O,X,X
JOITZSL,X,X,O,X,O,X,X
JOILTSZ,X,O,X,X,O,X,X
JOILTZS,X,O,X,X,O,X,O
JOILSTZ,X,O,X,X,X,X,X
JOILSZT,O,X,X,X,X,X,X
JOILZTS,X,X,O,X,O,X,O
JOILZST,O,X,X,X,X,X,O
JOISTLZ,X,X,X,O,O,X,X
JOISTZL,X,X,O,X,O,X,X
JOISLTZ,X,O,X,X,X,X,X
JOISLZT,O,X,X,X,X,X,X
JOISZTL,O,X,O,X,O,X,X
JOISZLT,O,X,X,X,X,X,X
JOIZTLS,X,X,O,X,O,X,O
JOIZTSL,O,X,O,X,O,X,X
JOIZLTS,X,X,O,X,O,X,O
JOIZLST,O,X,X,X,X,X,O
JOIZSTL,O,X,O,X,O,X,X
JOIZSLT,O,X,X,X,X,X,O
JOLTISZ,X,O,X,O,X,X,X
JOLTIZS,X,O,X,X,X,X,O
JOLTSIZ,X,O,X,O,X,X,X
JOLTSZI,X,O,O,O,X,X,X
JOLTZIS,X,O,O,X,X,X,O
JOLTZSI,X,O,O,O,X,X,O
JOLITSZ,X,O,X,X,O,X,X
JOLITZS,X,O,X,X,O,X,O
JOLISTZ,X,O,X,X,X,X,X
JOLISZT,O,X,X,X,X,X,X
JOLIZTS,X,X,O,X,O,X,O
JOLIZST,O,X,X,X,X,X,O
JOLSTIZ,X,O,X,O,X,X,X
JOLSTZI,O,O,O,O,X,X,X
JOLSITZ,X,O,X,X,X,X,X
JOLSIZT,O,X,X,X,X,X,X
JOLSZTI,O,O,O,X,X,X,X
JOLSZIT,O,X,X,X,X,X,X
JOLZTIS,X,O,O,X,X,X,O
JOLZTSI,X,O,O,X,X,X,O
JOLZITS,X,X,O,X,X,X,O
JOLZIST,O,X,X,X,X,X,O
JOLZSTI,O,O,O,X,X,X,O
JOLZSIT,O,X,X,X,X,X,O
JOSTILZ,X,X,X,O,X,X,X
JOSTIZL,X,X,O,X,X,X,X
JOSTLIZ,X,O,X,O,X,X,X
JOSTLZI,O,O,O,O,X,O,X
JOSTZIL,O,O,O,X,X,O,X
JOSTZLI,O,O,O,O,X,O,X
JOSITLZ,X,X,X,O,O,X,X
JOSITZL,X,X,O,X,O,X,X
JOSILTZ,X,O,X,X,X,X,X
JOSILZT,O,X,X,X,X,X,X
JOSIZTL,O,X,O,X,O,X,X
JOSIZLT,O,X,X,X,X,X,X
JOSLTIZ,X,O,X,O,X,X,X
JOSLTZI,O,O,O,O,X,O,X
JOSLITZ,X,O,X,X,X,X,X
JOSLIZT,O,X,X,X,X,X,X
JOSLZTI,O,O,O,X,X,X,X
JOSLZIT,O,X,X,X,X,X,X
JOSZTIL,O,X,O,X,X,X,X
JOSZTLI,O,X,O,O,X,X,X
JOSZITL,O,X,O,X,X,O,X
JOSZILT,O,X,X,X,X,X,X
JOSZLTI,O,O,O,X,X,X,X
JOSZLIT,O,X,X,X,X,X,X
JOZTILS,X,X,O,X,X,X,O
JOZTISL,O,X,O,X,X,O,X
JOZTLIS,X,X,O,X,X,X,O
JOZTLSI,X,X,O,O,X,X,O
JOZTSIL,O,X,O,X,X,O,X
JOZTSLI,O,X,O,O,X,O,X
JOZITLS,X,X,O,X,O,X,O
JOZITSL,O,X,O,X,O,O,X
JOZILTS,X,X,O,X,O,X,O
JOZILST,O,X,X,X,X,X,O
JOZISTL,O,X,O,X,O,O,X
JOZISLT,O,X,X,X,X,X,O
JOZLTIS,X,O,O,X,X,X,O
JOZLTSI,X,O,O,X,X,X,O
JOZLITS,X,X,O,X,X,X,O
JOZLIST,O,X,X,X,X,X,O
JOZLSTI,O,O,O,X,X,X,O
JOZLSIT,O,X,X,X,X,X,O
JOZSTIL,O,X,O,X,X,X,X
JOZSTLI,O,X,O,O,X,X,X
JOZSITL,O,X,O,X,X,O,X
JOZSILT,O,X,X,X,X,X,O
JOZSLTI,O,O,O,X,X,X,O
JOZSLIT,O,X,X,X,X,X,O
STILJZO,X,O,X,O,X,X,X
STILJOZ,X,O,X,O,X,X,X
STILZJO,O,O,X,X,X,O,X
STILZOJ,O,O,X,X,X,O,X
STILOJZ,X,O,X,O,X,X,X
STILOZJ,O,O,X,X,X,O,X
STIJLZO,X,X,X,O,X,X,X
STIJLOZ,X,X,X,O,X,X,X
STIJZLO,X,X,O,X,X,X,X
STIJZOL,X,X,O,X,X,X,X
STIJOLZ,X,X,X,O,X,X,X
STIJOZL,X,X,O,X,X,X,X
STIZLJO,O,O,X,X,X,O,X
STIZLOJ,O,O,X,X,X,O,X
STIZJLO,O,X,X,X,X,O,X
STIZJOL,O,O,X,X,X,O,X
STIZOLJ,O,O,X,X,X,O,X
STIZOJL,O,O,X,X,X,O,X
STIOLJZ,X,O,X,O,X,X,X
STIOLZJ,O,O,X,X,X,O,X
STIOJLZ,X,X,X,O,X,X,X
STIOJZL,X,X,O,X,X,X,X
STIOZLJ,O,O,X,X,X,O,X
STIOZJL,O,O,X,X,X,O,X
STLIJZO,X,O,X,O,X,X,X
STLIJOZ,X,O,X,O,X,X,X
STLIZJO,O,O,X,X,X,O,X
STLIZOJ,O,O,X,X,X,O,X
STLIOJZ,X,O,X,O,X,X,X
STLIOZJ,O,O,X,X,X,O,X
STLJIZO,X,O,X,O,X,X,X
STLJIOZ,X,O,X,O,X,X,X
STLJZIO,O,O,O,O,X,O,X
STLJZOI,O,O,O,O,X,O,X
STLJOIZ,X,O,X,O,X,X,X
STLJOZI,O,O,O,O,X,O,X
STLZIJO,O,O,X,X,X,O,X
STLZIOJ,O,O,X,X,X,O,X
STLZJIO,O,O,X,O,X,O,X
STLZJOI,O,O,X,O,X,O,X
STLZOIJ,O,O,X,X,X,O,X
STLZOJI,O,O,X,O,X,O,X
STLOIJZ,X,O,X,O,X,X,X
STLOIZJ,O,O,X,X,X,O,X
STLOJIZ,X,O,X,O,X,X,X
STLOJZI,O,O,O,O,X,O,X
STLOZIJ,O,O,X,X,X,O,X
STLOZJI,O,O,X,O,X,O,X
STJILZO,X,X,X,O,X,X,X
STJILOZ,X,X,X,O,X,X,X
STJIZLO,X,X,O,X,X,X,X
STJIZOL,X,X,O,X,X,X,X
STJIOLZ,X,X,X,O,X,X,X
STJIOZL,X,X,O,X,X,X,X
STJLIZO,X,O,X,O,X,X,X
STJLIOZ,X,O,X,O,X,X,X
STJLZIO,O,O,O,O,X,O,X
STJLZOI,O,O,O,O,X,O,X
STJLOIZ,X,O,X,O,X,X,X
STJLOZI,O,O,O,O,X,O,X
STJZILO,O,X,O,X,X,O,X
STJZIOL,O,O,O,X,X,O,X
STJZLIO,O,O,O,O,X,O,X
STJZLOI,O,O,O,O,X,O,X
STJZOIL,O,O,O,X,X,O,X
STJZOLI,O,O,O,O,X,O,X
STJOILZ,X,X,X,O,X,X,X
STJOIZL,X,X,O,X,X,X,X
STJOLIZ,X,O,X,O,X,X,X
STJOLZI,O,O,O,O,X,O,X
STJOZIL,O,O,O,X,X,O,X
STJOZLI,O,O,O,O,X,O,X
STZILJO,O,O,X,X,X,O,X
STZILOJ,O,O,X,X,X,O,X
STZIJLO,O,X,X,X,X,O,X
STZIJOL,O,O,X,X,X,O,X
STZIOLJ,O,O,X,X,X,O,X
STZIOJL,O,O,X,X,X,O,X
STZLIJO,O,O,X,X,X,O,X
STZLIOJ,O,O,X,X,X,O,X
STZLJIO,O,O,X,O,X,O,X
STZLJOI,O,O,X,O,X,O,X
STZLOIJ,O,O,X,X,X,O,X
STZLOJI,O,O,X,O,X,O,X
STZJILO,O,X,O,X,X,O,X
STZJIOL,O,O,O,X,X,O,X
STZJLIO,O,O,O,O,X,O,X
STZJLOI,O,O,O,O,X,O,X
STZJOIL,O,O,O,X,X,O,X
STZJOLI,O,O,O,O,X,O,X
STZOILJ,O,O,X,X,X,O,X
STZOIJL,O,O,X,X,X,O,X
STZOLIJ,O,O,X,X,X,O,X
STZOLJI,O,O,X,O,X,O,X
STZOJIL,O,O,O,X,X,O,X
STZOJLI,O,O,O,O,X,O,X
STOILJZ,X,O,X,O,X,X,X
STOILZJ,O,O,X,X,X,O,X
STOIJLZ,X,X,X,O,X,X,X
STOIJZL,X,X,O,X,X,X,X
STOIZLJ,O,O,X,X,X,O,X
STOIZJL,O,O,X,X,X,O,X
STOLIJZ,X,O,X,O,X,X,X
STOLIZJ,O,O,X,X,X,O,X
STOLJIZ,X,O,X,O,X,X,X
STOLJZI,O,O,O,O,X,O,X
STOLZIJ,O,O,X,X,X,O,X
STOLZJI,O,O,X,O,X,O,X
STOJILZ,X,X,X,O,X,X,X
STOJIZL,X,X,O,X,X,X,X
STOJLIZ,X,O,X,O,X,X,X
STOJLZI,O,O,O,O,X,O,X
STOJZIL,O,O,O,X,X,O,X
STOJZLI,O,O,O,O,X,O,X
STOZILJ,O,O,X,X,X,O,X
STOZIJL,O,O,X,X,X,O,X
STOZLIJ,O,O,X,X,X,O,X
STOZLJI,O,O,X,O,X,O,X
STOZJIL,O,O,O,X,X,O,X
STOZJLI,O,O,O,O,X,O,X
SITLJZO,X,O,X,O,X,X,X
SITLJOZ,X,O,X,O,O,X,X
SITLZJO,O,O,X,X,X,O,X
SITLZOJ,O,O,X,X,X,O,X
SITLOJZ,X,O,X,O,O,X,X
SITLOZJ,O,O,X,X,X,O,X
SITJLZO,X,X,X,O,X,X,X
SITJLOZ,X,X,X,O,O,X,X
SITJZLO,X,X,O,X,O,X,X
SITJZOL,X,X,O,X,O,X,X
SITJOLZ,X,X,X,O,O,X,X
SITJOZL,X,X,O,X,O,X,X
SITZLJO,O,O,X,X,O,O,X
SITZLOJ,O,O,X,X,O,O,X
SITZJLO,O,X,X,X,O,O,X
SITZJOL,O,O,X,X,O,O,X
SITZOLJ,O,O,X,X,O,O,X
SITZOJL,O,O,X,X,O,O,X
SITOLJZ,X,O,X,O,O,X,X
SITOLZJ,O,O,X,X,X,O,X
SITOJLZ,X,X,X,O,O,X,X
SITOJZL,X,X,O,X,O,X,X
SITOZLJ,O,O,X,X,O,O,X
SITOZJL,O,O,X,X,O,O,X
SILTJZO,X,O,X,O,X,X,X
SILTJOZ,X,O,X,O,X,X,X
SILTZJO,O,O,X,X,X,O,O
SILTZOJ,O,O,X,X,X,O,O
SILTOJZ,X,O,X,O,X,X,X
SILTOZJ,O,O,X,X,X,O,O
SILJTZO,X,O,X,X,X,X,X
SILJTOZ,X,O,X,X,X,X,X
SILJZTO,O,X,X,X,X,X,X
SILJZOT,O,X,X,X,X,X,X
SILJOTZ,X,O,X,X,X,X,X
SILJOZT,O,X,X,X,X,X,X
SILZTJO,O,X,X,X,X,X,O
SILZTOJ,O,X,X,X,X,X,O
SILZJTO,O,X,X,X,X,X,O
SILZJOT,O,X,X,X,X,X,O
SILZOTJ,O,X,X,X,X,X,O
SILZOJT,O,X,X,X,X,X,O
SILOTJZ,X,O,X,O,X,X,X
SILOTZJ,O,O,X,X,X,O,O
SILOJTZ,X,O,X,X,X,X,X
SILOJZT,O,X,X,X,X,X,X
SILOZTJ,O,X,X,X,X,X,O
SILOZJT,O,X,X,X,X,X,O
SIJTLZO,X,X,X,O,X,X,X
SIJTLOZ,X,X,X,O,O,X,X
SIJTZLO,X,X,O,X,O,X,X
SIJTZOL,X,X,O,X,O,X,X
SIJTOLZ,X,X,X,O,O,X,X
SIJTOZL,X,X,O,X,O,X,X
SIJLTZO,X,O,X,X,X,X,X
SIJLTOZ,X,O,X,X,X,X,X
SIJLZTO,O,X,X,X,X,X,X
SIJLZOT,O,X,X,X,X,X,X
SIJLOTZ,X,O,X,X,X,X,X
SIJLOZT,O,X,X,X,X,X,X
SIJZTLO,O,X,O,X,O,X,X
SIJZTOL,O,X,O,X,O,X,X
SIJZLTO,O,X,X,X,X,X,X
SIJZLOT,O,X,X,X,X,X,X
SIJZOTL,O,X,O,X,O,X,X
SIJZOLT,O,X,X,X,X,X,X
SIJOTLZ,X,X,X,O,O,X,X
SIJOTZL,X,X,O,X,O,X,X
SIJOLTZ,X,O,X,X,X,X,X
SIJOLZT,O,X,X,X,X,X,X
SIJOZTL,O,X,O,X,O,X,X
SIJOZLT,O,X,X,X,X,X,X
SIZTLJO,O,X,X,X,O,O,X
SIZTLOJ,O,X,X,X,O,O,X
SIZTJLO,O,X,X,X,O,O,X
SIZTJOL,O,X,X,X,O,O,X
SIZTOLJ,O,X,X,X,O,O,X
SIZTOJL,O,X,X,X,O,O,X
SIZLTJO,O,X,X,X,X,O,O
SIZLTOJ,O,X,X,X,X,O,O
SIZLJTO,O,X,X,X,X,X,O
SIZLJOT,O,X,X,X,X,X,O
