sequence,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhFxbBXdB0gBFnBCr?B2wB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhFxbBXdBmgBqqBFn?B0rB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhFibBFdBulBcmBXn?BRwB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhFxcBlgB3hBOsB0l?BSwB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhF0cBlgBxmB6qBXn?B2wB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhFibB5lB/rBFnBcr?BOsB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhFxcB0gBlhBXnB6q?B2wB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhF2gBXdBUmBFnBCm?BRwB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhFxcB6lB/rBFnBmr?B0qB,v115@7gB8GeF8EeE8DeF8DeC8Jei6IvhFchBGgBVnBzlBXn?BRwB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhFxbBXdB6lBFnB0r?BerB
LJZIOST,X,O,X,O,X,X,X,X,X,X,X
LJZSTIO,X,O,X,O,X,X,O,X,X,X,X
LJZSTOI,X,O,X,O,X,X,O,X,X,X,X
LJZSITO,X,O,X,O,X,X,X,X,X,X,X
LJZSIOT,X,O,X,O,X,X,X,X,X,X,X
LJZSOTI,X,O,X,O,X,X,O,X,X,X,X
LJZSOIT,X,O,X,O,X,X,X,X,X,X,X
LJZOTIS,O,O,X,X,X,X,X,X,X,X,O
LJZOTSI,O,O,X,O,X,X,O,X,X,X,O
LJZOITS,X,O,X,X,X,X,X,X,X,X,X
LJZOIST,X,O,X,O,X,X,X,X,X,X,X
LJZOSTI,X,O,X,O,X,X,O,X,X,X,X
LJZOSIT,X,O,X,O,X,X,X,X,X,X,X
LJOTISZ,X,O,O,O,X,X,X,X,X,X,X
LJOTIZS,X,O,O,X,O,X,X,X,X,O,X
LJOTSIZ,O,O,O,O,X,X,X,O,X,X,X
LJOTSZI,O,O,O,O,X,X,X,X,X,X,X
LJOTZIS,O,O,X,X,O,X,X,X,X,O,X
LJOTZSI,O,O,X,O,X,X,X,X,X,O,X
LJOITSZ,X,O,O,O,X,X,X,O,X,X,X
LJOITZS,X,O,O,X,O,X,X,X,X,O,X
LJOISTZ,X,O,O,O,X,X,O,O,X,X,X
LJOISZT,X,O,O,O,X,X,X,X,X,X,X
LJOIZTS,X,O,O,X,O,X,X,O,X,X,X
LJOIZST,X,O,O,O,X,X,X,X,X,X,X
LJOSTIZ,X,O,O,O,X,X,O,O,O,X,X
LJOSTZI,X,O,O,O,X,X,O,X,O,X,X
LJOSITZ,X,O,O,O,X,X,O,O,X,X,X
LJOSIZT,X,O,O,O,X,X,X,X,X,X,X
LJOSZTI,X,O,O,O,X,X,O,X,X,X,X
LJOSZIT,X,O,X,O,X,X,X,X,X,X,X
LJOZTIS,O,O,X,X,X,X,X,X,X,X,O
LJOZTSI,O,O,X,O,X,X,O,X,X,X,O
LJOZITS,X,O,X,X,X,X,X,X,X,X,X
LJOZIST,X,O,X,O,X,X,X,X,X,X,X
LJOZSTI,X,O,X,O,X,X,O,X,X,X,X
LJOZSIT,X,O,X,O,X,X,X,X,X,X,X
LSTIJZO,X,O,X,X,X,O,X,X,O,O,X
LSTIJOZ,O,O,O,X,X,O,X,O,O,X,X
LSTIZJO,O,O,O,X,X,O,X,O,X,O,X
LSTIZOJ,O,O,O,X,X,O,X,O,X,X,X
LSTIOJZ,O,O,O,O,X,O,X,O,O,X,X
LSTIOZJ,O,O,O,X,X,O,O,O,X,X,X
LSTJIZO,X,O,X,X,X,X,X,X,O,O,X
LSTJIOZ,O,O,X,X,X,X,X,X,O,X,X
LSTJZIO,O,O,X,X,X,X,X,X,O,O,X
LSTJZOI,O,O,X,X,X,X,X,X,O,O,X
LSTJOIZ,O,O,O,O,X,X,X,O,O,X,X
LSTJOZI,O,O,O,O,X,X,X,X,O,X,X
LSTZIJO,O,O,O,X,X,X,X,X,X,O,X
LSTZIOJ,O,O,O,X,X,X,O,X,X,X,X
LSTZJIO,O,O,O,X,X,X,X,X,O,O,X
LSTZJOI,O,O,O,X,X,X,X,X,O,O,X
LSTZOIJ,O,O,O,X,X,X,O,X,X,X,X
LSTZOJI,O,O,O,O,X,X,O,X,O,X,X
LSTOIJZ,O,O,O,O,X,O,X,O,O,X,X
LSTOIZJ,O,O,O,X,X,O,O,O,X,X,X
LSTOJIZ,O,O,O,O,X,X,X,O,O,X,X
LSTOJZI,O,O,O,O,X,X,X,X,O,X,X
LSTOZIJ,O,O,O,X,X,X,O,X,X,X,X
LSTOZJI,O,O,O,O,X,X,O,X,O,X,X
LSITJZO,X,X,X,X,X,O,X,X,O,O,X
LSITJOZ,X,O,O,X,X,O,X,O,O,X,X
LSITZJO,X,X,O,X,X,O,X,O,X,O,X
LSITZOJ,X,X,O,X,X,O,X,O,X,X,X
LSITOJZ,X,O,O,O,X,O,X,O,O,X,X
LSITOZJ,X,X,O,X,X,O,O,O,X,X,X
LSIJTZO,X,X,X,X,X,X,X,X,X,O,X
LSIJTOZ,X,O,O,X,X,X,O,X,X,X,X
LSIJZTO,X,X,O,X,X,X,X,X,X,X,X
LSIJZOT,X,O,O,X,X,X,X,X,X,X,X
LSIJOTZ,X,O,O,X,X,X,O,O,X,X,X
LSIJOZT,X,O,O,X,X,X,X,X,X,X,X
LSIZTJO,X,X,O,X,X,X,X,X,X,X,X
LSIZTOJ,X,X,O,X,X,X,X,X,X,X,X
LSIZJTO,X,X,O,X,X,X,X,X,X,X,X
LSIZJOT,X,O,O,X,X,X,X,X,X,X,X
LSIZOTJ,X,X,O,X,X,X,X,X,X,X,X
LSIZOJT,X,O,O,X,X,X,X,X,X,X,X
LSIOTJZ,O,O,O,O,X,O,X,O,O,X,X
LSIOTZJ,O,O,O,X,X,O,O,O,X,X,X
LSIOJTZ,X,O,O,X,X,X,O,O,X,X,X
LSIOJZT,X,O,O,X,X,X,X,X,X,X,X
LSIOZTJ,X,X,O,X,X,X,X,X,X,X,X
LSIOZJT,X,O,O,X,X,X,X,X,X,X,X
LSJTIZO,X,O,X,X,X,X,X,X,O,O,X
LSJTIOZ,X,O,X,X,X,X,O,X,O,X,X
LSJTZIO,X,O,X,X,X,X,O,X,O,O,X
LSJTZOI,X,O,X,X,X,X,O,X,O,O,X
LSJTOIZ,X,O,O,O,X,X,O,X,O,X,X
LSJTOZI,X,O,O,O,X,X,O,X,O,X,X
LSJITZO,X,X,X,X,X,X,X,X,X,O,X
LSJITOZ,X,O,O,X,X,X,O,X,X,X,X
LSJIZTO,X,O,O,X,X,X,X,X,X,X,X
LSJIZOT,X,O,O,X,X,X,X,X,X,X,X
LSJIOTZ,X,O,O,X,X,X,O,X,X,X,X
LSJIOZT,X,O,O,X,X,X,X,X,X,X,X
LSJZTIO,X,O,X,X,X,X,O,X,X,X,X
LSJZTOI,X,O,O,X,X,X,O,X,X,X,X
LSJZITO,X,O,X,X,X,X,X,X,X,X,X
LSJZIOT,X,O,X,X,X,X,X,X,X,X,X
LSJZOTI,X,O,O,X,X,X,O,X,X,X,X
LSJZOIT,X,O,X,X,X,X,X,X,X,X,X
LSJOTIZ,X,O,O,O,X,X,O,O,O,X,X
LSJOTZI,X,O,O,O,X,X,O,X,O,X,X
LSJOITZ,X,O,O,X,X,X,O,O,X,X,X
LSJOIZT,X,O,O,X,X,X,X,X,X,X,X
LSJOZTI,X,O,O,X,X,X,O,X,X,X,X
LSJOZIT,X,O,X,X,X,X,X,X,X,X,X
LSZTIJO,O,O,O,X,X,X,X,X,X,X,X
LSZTIOJ,O,O,O,X,X,X,O,X,X,X,X
LSZTJIO,O,O,O,X,X,X,X,X,O,X,O
LSZTJOI,O,O,O,X,X,X,X,X,O,X,O
LSZTOIJ,O,O,O,X,X,X,O,X,X,X,X
LSZTOJI,O,O,O,O,X,X,O,X,O,X,O
LSZITJO,X,O,O,X,X,X,X,X,X,X,X
LSZITOJ,X,O,O,X,X,X,X,X,X,X,X
LSZIJTO,X,O,O,X,X,X,X,X,X,X,X
LSZIJOT,X,O,O,X,X,X,X,X,X,X,X
LSZIOTJ,X,O,O,X,X,X,X,X,X,X,X
LSZIOJT,X,O,O,X,X,X,X,X,X,X,X
LSZJTIO,X,O,O,X,X,X,X,X,X,X,X
LSZJTOI,X,O,O,X,X,X,X,X,X,X,X
LSZJITO,X,O,O,X,X,X,X,X,X,X,X
LSZJIOT,X,O,O,X,X,X,X,X,X,X,X
LSZJOTI,X,O,O,X,X,X,X,X,X,X,X
LSZJOIT,X,O,O,X,X,X,X,X,X,X,X
LSZOTIJ,O,O,O,X,X,X,O,X,X,X,X
LSZOTJI,O,O,O,O,X,X,O,X,O,X,O
LSZOITJ,X,O,O,X,X,X,X,X,X,X,X
LSZOIJT,X,O,O,X,X,X,X,X,X,X,X
LSZOJTI,X,O,O,X,X,X,X,X,X,X,X
LSZOJIT,X,O,O,X,X,X,X,X,X,X,X
LSOTIJZ,O,O,O,O,X,O,X,O,O,X,X
LSOTIZJ,O,O,O,X,X,O,O,O,X,X,X
LSOTJIZ,O,O,O,O,X,X,X,O,O,X,X
LSOTJZI,O,O,O,O,X,X,X,X,O,X,X
LSOTZIJ,O,O,O,X,X,X,O,X,X,X,X
LSOTZJI,O,O,O,O,X,X,O,X,O,X,X
LSOITJZ,O,O,O,O,X,O,X,O,O,X,X
LSOITZJ,O,O,O,X,X,O,O,O,X,X,X
LSOIJTZ,X,O,O,X,X,X,O,O,X,X,X
LSOIJZT,X,O,O,X,X,X,X,X,X,X,X
LSOIZTJ,X,X,O,X,X,X,X,X,X,X,X
LSOIZJT,X,O,O,X,X,X,X,X,X,X,X
LSOJTIZ,X,O,O,O,X,X,O,O,O,X,X
LSOJTZI,X,O,O,O,X,X,O,X,O,X,X
LSOJITZ,X,O,O,X,X,X,O,O,X,X,X
LSOJIZT,X,O,O,X,X,X,X,X,X,X,X
LSOJZTI,X,O,O,X,X,X,O,X,X,X,X
LSOJZIT,X,O,X,X,X,X,X,X,X,X,X
LSOZTIJ,O,O,O,X,X,X,O,X,X,X,X
LSOZTJI,O,O,O,O,X,X,O,X,O,X,O
LSOZITJ,X,O,O,X,X,X,X,X,X,X,X
LSOZIJT,X,O,O,X,X,X,X,X,X,X,X
LSOZJTI,X,O,O,X,X,X,X,X,X,X,X
LSOZJIT,X,O,O,X,X,X,X,X,X,X,X
LZTIJSO,O,O,X,X,X,X,X,X,X,O,O
LZTIJOS,O,O,X,X,X,X,X,X,X,O,O
LZTISJO,O,O,X,X,X,X,X,X,X,O,X
LZTISOJ,O,O,X,X,X,X,X,X,X,X,X
LZTIOJS,O,O,X,X,X,X,X,X,X,O,O
LZTIOSJ,O,O,X,X,X,X,X,X,X,X,X
LZTJISO,O,O,X,X,X,X,X,X,X,O,O
LZTJIOS,O,O,X,X,X,X,X,X,X,O,O
LZTJSIO,O,O,X,X,X,X,X,X,X,O,O
LZTJSOI,O,O,X,X,X,X,X,X,X,O,O
LZTJOIS,O,O,X,X,X,X,X,X,X,O,O
LZTJOSI,O,O,X,X,X,X,X,X,X,O,O
LZTSIJO,O,O,X,X,X,X,X,X,X,O,X
LZTSIOJ,O,O,X,X,X,X,X,X,X,X,X
LZTSJIO,O,O,X,X,X,X,X,X,X,O,O
LZTSJOI,O,O,X,X,X,X,X,X,X,O,O
LZTSOIJ,O,O,X,X,X,X,X,X,X,X,X
LZTSOJI,O,O,X,O,X,X,X,X,X,X,O
LZTOIJS,O,O,O,X,X,X,X,X,X,O,O
LZTOISJ,O,O,O,X,X,X,X,X,X,X,X
LZTOJIS,O,O,X,X,X,X,X,X,X,O,O
LZTOJSI,O,O,X,X,X,X,O,X,X,O,O
LZTOSIJ,O,O,O,X,X,X,O,X,X,X,X
LZTOSJI,O,O,O,O,X,X,O,X,X,X,O
LZITJSO,O,O,X,X,X,X,X,X,X,O,O
LZITJOS,O,O,O,X,X,X,X,X,X,O,O
LZITSJO,O,O,X,X,X,X,X,X,X,O,X
LZITSOJ,O,O,O,X,X,X,X,X,X,X,X
LZITOJS,O,O,O,X,X,X,X,X,X,O,O
LZITOSJ,O,O,O,X,X,X,X,X,X,X,X
LZIJTSO,X,O,O,X,X,X,X,X,X,O,X
LZIJTOS,X,O,O,X,X,X,X,X,X,O,X
LZIJSTO,X,O,O,X,X,X,X,X,X,X,X
LZIJSOT,X,O,O,X,X,X,X,X,X,X,X
LZIJOTS,X,O,O,X,X,X,X,X,X,X,X
LZIJOST,X,O,O,X,X,X,X,X,X,X,X
LZISTJO,X,O,O,X,X,X,X,X,X,X,X
LZISTOJ,X,O,O,X,X,X,X,X,X,X,X
LZISJTO,X,O,O,X,X,X,X,X,X,X,X
LZISJOT,X,O,O,X,X,X,X,X,X,X,X
LZISOTJ,X,O,O,X,X,X,X,X,X,X,X
LZISOJT,X,O,O,X,X,X,X,X,X,X,X
LZIOTJS,O,O,O,X,X,X,X,X,X,X,O
LZIOTSJ,O,O,O,X,X,X,X,X,X,X,X
LZIOJTS,X,O,O,X,X,X,X,X,X,X,X
LZIOJST,X,O,O,X,X,X,X,X,X,X,X
LZIOSTJ,X,O,O,X,X,X,X,X,X,X,X
LZIOSJT,X,O,O,X,X,X,X,X,X,X,X
LZJTISO,O,O,X,X,X,X,X,X,X,O,O
LZJTIOS,O,O,X,X,X,X,X,X,X,O,O
LZJTSIO,O,O,X,X,X,X,X,X,X,O,O
LZJTSOI,O,O,X,X,X,X,X,X,X,O,O
LZJTOIS,O,O,X,X,X,X,X,X,X,O,O
LZJTOSI,O,O,X,X,X,X,O,X,X,O,O
LZJITSO,X,O,X,X,X,X,X,X,X,O,X
LZJITOS,X,O,X,X,X,X,X,X,X,O,X
LZJISTO,X,O,X,X,X,X,X,X,X,X,X
LZJISOT,X,O,X,X,X,X,X,X,X,X,X
LZJIOTS,X,O,X,X,X,X,X,X,X,X,X
LZJIOST,X,O,X,X,X,X,X,X,X,X,X
LZJSTIO,X,O,X,X,X,X,O,X,X,X,X
LZJSTOI,X,O,X,X,X,X,O,X,X,X,X
LZJSITO,X,O,X,X,X,X,X,X,X,X,X
LZJSIOT,X,O,X,X,X,X,X,X,X,X,X
LZJSOTI,X,O,X,X,X,X,O,X,X,X,X
LZJSOIT,X,O,X,X,X,X,X,X,X,X,X
LZJOTIS,O,O,X,X,X,X,X,X,X,X,O
LZJOTSI,O,O,X,X,X,X,O,X,X,X,O
LZJOITS,X,O,X,X,X,X,X,X,X,X,X
LZJOIST,X,O,X,X,X,X,X,X,X,X,X
LZJOSTI,X,O,X,X,X,X,O,X,X,X,X
LZJOSIT,X,O,X,X,X,X,X,X,X,X,X
LZSTIJO,O,O,X,X,X,X,X,X,X,X,X
LZSTIOJ,O,O,O,X,X,X,O,X,X,X,X
LZSTJIO,O,O,X,X,X,X,X,X,O,X,O
LZSTJOI,O,O,O,X,X,X,X,X,O,X,O
LZSTOIJ,O,O,O,X,X,X,O,X,X,X,X
LZSTOJI,O,O,O,O,X,X,O,X,O,X,O
LZSITJO,X,O,O,X,X,X,X,X,X,X,X
LZSITOJ,X,O,O,X,X,X,X,X,X,X,X
LZSIJTO,X,O,O,X,X,X,X,X,X,X,X
LZSIJOT,X,O,O,X,X,X,X,X,X,X,X
LZSIOTJ,X,O,O,X,X,X,X,X,X,X,X
LZSIOJT,X,O,O,X,X,X,X,X,X,X,X
LZSJTIO,X,O,X,X,X,X,X,X,X,X,X
LZSJTOI,X,O,O,X,X,X,X,X,X,X,X
LZSJITO,X,O,X,X,X,X,X,X,X,X,X
LZSJIOT,X,O,X,X,X,X,X,X,X,X,X
LZSJOTI,X,O,O,X,X,X,X,X,X,X,X
LZSJOIT,X,O,X,X,X,X,X,X,X,X,X
LZSOTIJ,O,O,O,X,X,X,O,X,X,X,X
LZSOTJI,O,O,O,O,X,X,O,X,O,X,O
LZSOITJ,X,O,O,X,X,X,X,X,X,X,X
LZSOIJT,X,O,O,X,X,X,X,X,X,X,X
LZSOJTI,X,O,O,X,X,X,X,X,X,X,X
LZSOJIT,X,O,X,X,X,X,X,X,X,X,X
LZOTIJS,O,O,O,X,X,X,X,X,X,X,O
LZOTISJ,O,O,O,X,X,X,X,X,X,X,X
LZOTJIS,O,O,X,X,X,X,X,X,X,X,O
LZOTJSI,O,O,X,X,X,X,O,X,X,X,O
LZOTSIJ,O,O,O,X,X,X,O,X,X,X,X
LZOTSJI,O,O,O,O,X,X,O,X,X,X,O
LZOITJS,O,O,O,X,X,X,X,X,X,X,O
LZOITSJ,O,O,O,X,X,X,X,X,X,X,X
LZOIJTS,X,O,O,X,X,X,X,X,X,X,X
LZOIJST,X,O,O,X,X,X,X,X,X,X,X
LZOISTJ,X,O,O,X,X,X,X,X,X,X,X
LZOISJT,X,O,O,X,X,X,X,X,X,X,X
LZOJTIS,O,O,X,X,X,X,X,X,X,X,O
LZOJTSI,O,O,X,X,X,X,O,X,X,X,O
LZOJITS,X,O,X,X,X,X,X,X,X,X,X
LZOJIST,X,O,X,X,X,X,X,X,X,X,X
LZOJSTI,X,O,X,X,X,X,O,X,X,X,X
LZOJSIT,X,O,X,X,X,X,X,X,X,X,X
LZOSTIJ,O,O,O,X,X,X,O,X,X,X,X
LZOSTJI,O,O,O,O,X,X,O,X,O,X,O
LZOSITJ,X,O,O,X,X,X,X,X,X,X,X
LZOSIJT,X,O,O,X,X,X,X,X,X,X,X
LZOSJTI,X,O,O,X,X,X,X,X,X,X,X
LZOSJIT,X,O,X,X,X,X,X,X,X,X,X
LOTIJSZ,X,O,O,X,X,X,X,O,X,X,X
LOTIJZS,X,O,O,X,O,X,X,X,X,O,X
LOTISJZ,O,O,O,O,X,X,X,O,X,X,X
LOTISZJ,O,O,O,X,X,X,X,O,X,X,X
LOTIZJS,O,X,O,X,O,X,X,O,X,O,X
LOTIZSJ,O,X,O,X,O,X,X,O,X,X,X
LOTJISZ,X,O,O,X,X,X,X,X,X,X,X
LOTJIZS,X,O,O,X,O,X,X,X,X,O,X
LOTJSIZ,O,O,O,O,X,X,X,O,X,X,X
LOTJSZI,O,O,O,O,X,X,X,X,X,X,X
LOTJZIS,O,O,X,X,O,X,X,X,X,O,X
LOTJZSI,O,O,X,X,X,X,X,X,X,O,X
LOTSIJZ,O,O,O,O,X,O,X,O,O,X,X
LOTSIZJ,O,O,O,X,X,O,X,O,X,X,X
LOTSJIZ,O,O,O,O,X,X,X,O,O,X,X
LOTSJZI,O,O,O,O,X,X,X,X,O,X,X
LOTSZIJ,O,O,O,X,X,X,X,X,X,X,X
LOTSZJI,O,O,O,O,X,X,X,X,O,X,X
LOTZIJS,O,O,O,X,O,X,X,X,X,O,O
LOTZISJ,O,O,O,X,O,X,X,X,X,X,X
LOTZJIS,O,O,X,X,O,X,X,X,X,O,O
LOTZJSI,O,O,X,X,X,X,X,X,X,O,O
LOTZSIJ,O,O,O,X,X,X,X,X,X,X,X
LOTZSJI,O,O,O,O,X,X,X,X,X,X,O
LOITJSZ,X,O,O,X,X,X,X,O,X,X,X
LOITJZS,X,O,O,X,O,X,X,X,X,O,X
LOITSJZ,O,O,O,O,X,X,X,O,X,X,X
LOITSZJ,O,O,O,X,X,X,X,O,X,X,X
LOITZJS,O,X,O,X,O,X,X,O,X,O,X
LOITZSJ,O,X,O,X,O,X,X,O,X,X,X
LOIJTSZ,X,O,O,O,X,X,X,O,X,X,X
LOIJTZS,X,O,O,X,O,X,X,X,X,O,X
LOIJSTZ,X,O,O,O,X,X,O,O,X,X,X
LOIJSZT,X,O,O,O,X,X,X,X,X,X,X
LOIJZTS,X,O,O,X,O,X,X,O,X,X,X
LOIJZST,X,O,O,O,X,X,X,X,X,X,X
LOISTJZ,X,O,O,O,X,O,X,O,O,X,X
LOISTZJ,X,X,O,X,X,O,O,O,X,X,X
LOISJTZ,X,O,O,X,X,X,O,O,X,X,X
LOISJZT,X,O,O,X,X,X,X,X,X,X,X
LOISZTJ,X,X,O,X,X,X,X,X,X,X,X
LOISZJT,X,O,O,X,X,X,X,X,X,X,X
LOIZTJS,O,O,O,X,O,X,X,O,X,X,O
LOIZTSJ,O,O,O,X,O,X,X,O,X,X,X
LOIZJTS,X,O,O,X,X,X,X,O,X,X,X
LOIZJST,X,O,O,X,X,X,X,X,X,X,X
LOIZSTJ,X,O,O,X,X,X,X,X,X,X,X
LOIZSJT,X,O,O,X,X,X,X,X,X,X,X
LOJTISZ,X,O,O,O,X,X,X,X,X,X,X
LOJTIZS,X,O,O,X,O,X,X,X,X,O,X
LOJTSIZ,O,O,O,O,X,X,X,O,X,X,X
LOJTSZI,O,O,O,O,X,X,X,X,X,X,X
LOJTZIS,O,O,X,X,O,X,X,X,X,O,X
LOJTZSI,O,O,X,O,X,X,X,X,X,O,X
LOJITSZ,X,O,O,O,X,X,X,O,X,X,X
LOJITZS,X,O,O,X,O,X,X,X,X,O,X
LOJISTZ,X,O,O,O,X,X,O,O,X,X,X
LOJISZT,X,O,O,O,X,X,X,X,X,X,X
LOJIZTS,X,O,O,X,O,X,X,O,X,X,X
LOJIZST,X,O,O,O,X,X,X,X,X,X,X
LOJSTIZ,X,O,O,O,X,X,O,O,O,X,X
LOJSTZI,X,O,O,O,X,X,O,X,O,X,X
LOJSITZ,X,O,O,O,X,X,O,O,X,X,X
LOJSIZT,X,O,O,O,X,X,X,X,X,X,X
LOJSZTI,X,O,O,O,X,X,O,X,X,X,X
LOJSZIT,X,O,X,O,X,X,X,X,X,X,X
LOJZTIS,O,O,X,X,X,X,X,X,X,X,O
LOJZTSI,O,O,X,O,X,X,O,X,X,X,O
LOJZITS,X,O,X,X,X,X,X,X,X,X,X
LOJZIST,X,O,X,O,X,X,X,X,X,X,X
LOJZSTI,X,O,X,O,X,X,O,X,X,X,X
LOJZSIT,X,O,X,O,X,X,X,X,X,X,X
LOSTIJZ,O,O,O,O,X,O,X,O,O,X,X
LOSTIZJ,O,O,O,X,X,O,O,O,X,X,X
LOSTJIZ,O,O,O,O,X,X,X,O,O,X,X
LOSTJZI,O,O,O,O,X,X,X,X,O,X,X
LOSTZIJ,O,O,O,X,X,X,O,X,X,X,X
LOSTZJI,O,O,O,O,X,X,O,X,O,X,X
LOSITJZ,O,O,O,O,X,O,X,O,O,X,X
LOSITZJ,O,O,O,X,X,O,O,O,X,X,X
LOSIJTZ,X,O,O,X,X,X,O,O,X,X,X
LOSIJZT,X,O,O,X,X,X,X,X,X,X,X
LOSIZTJ,X,X,O,X,X,X,X,X,X,X,X
LOSIZJT,X,O,O,X,X,X,X,X,X,X,X
LOSJTIZ,X,O,O,O,X,X,O,O,O,X,X
LOSJTZI,X,O,O,O,X,X,O,X,O,X,X
LOSJITZ,X,O,O,X,X,X,O,O,X,X,X
LOSJIZT,X,O,O,X,X,X,X,X,X,X,X
LOSJZTI,X,O,O,X,X,X,O,X,X,X,X
LOSJZIT,X,O,X,X,X,X,X,X,X,X,X
LOSZTIJ,O,O,O,X,X,X,O,X,X,X,X
LOSZTJI,O,O,O,O,X,X,O,X,O,X,O
LOSZITJ,X,O,O,X,X,X,X,X,X,X,X
LOSZIJT,X,O,O,X,X,X,X,X,X,X,X
LOSZJTI,X,O,O,X,X,X,X,X,X,X,X
LOSZJIT,X,O,O,X,X,X,X,X,X,X,X
LOZTIJS,O,O,O,X,X,X,X,X,X,X,O
LOZTISJ,O,O,O,X,X,X,X,X,X,X,X
LOZTJIS,O,O,X,X,X,X,X,X,X,X,O
LOZTJSI,O,O,X,X,X,X,O,X,X,X,O
LOZTSIJ,O,O,O,X,X,X,O,X,X,X,X
LOZTSJI,O,O,O,O,X,X,O,X,X,X,O
LOZITJS,O,O,O,X,X,X,X,X,X,X,O
LOZITSJ,O,O,O,X,X,X,X,X,X,X,X
LOZIJTS,X,O,O,X,X,X,X,X,X,X,X
LOZIJST,X,O,O,X,X,X,X,X,X,X,X
LOZISTJ,X,O,O,X,X,X,X,X,X,X,X
LOZISJT,X,O,O,X,X,X,X,X,X,X,X
LOZJTIS,O,O,X,X,X,X,X,X,X,X,O
LOZJTSI,O,O,X,X,X,X,O,X,X,X,O
LOZJITS,X,O,X,X,X,X,X,X,X,X,X
LOZJIST,X,O,X,X,X,X,X,X,X,X,X
LOZJSTI,X,O,X,X,X,X,O,X,X,X,X
LOZJSIT,X,O,X,X,X,X,X,X,X,X,X
LOZSTIJ,O,O,O,X,X,X,O,X,X,X,X
LOZSTJI,O,O,O,O,X,X,O,X,O,X,O
LOZSITJ,X,O,O,X,X,X,X,X,X,X,X
LOZSIJT,X,O,O,X,X,X,X,X,X,X,X
LOZSJTI,X,O,O,X,X,X,X,X,X,X,X
LOZSJIT,X,O,X,X,X,X,X,X,X,X,X
JTILSZO,X,X,X,O,X,X,X,X,X,O,X
JTILSOZ,X,O,X,O,X,X,X,O,X,X,X
JTILZSO,X,X,X,X,X,X,X,X,X,O,X
JTILZOS,X,X,X,X,O,X,X,X,X,O,X
JTILOSZ,X,O,O,O,X,X,X,O,X,X,X
JTILOZS,X,X,O,X,O,X,X,X,X,O,X
JTISLZO,X,X,X,O,X,X,X,X,X,O,X
JTISLOZ,X,O,O,O,X,X,O,O,X,X,X
JTISZLO,X,X,O,X,X,X,X,O,X,O,X
JTISZOL,X,O,O,O,O,X,O,O,X,X,X
JTISOLZ,X,O,O,O,X,X,O,O,X,X,X
JTISOZL,X,O,O,O,O,X,O,O,X,X,X
JTIZLSO,X,X,O,X,X,X,X,O,X,O,X
JTIZLOS,X,X,O,X,O,X,X,O,X,O,X
JTIZSLO,X,X,O,X,X,X,X,O,X,O,X
JTIZSOL,X,O,O,X,O,X,X,O,X,X,X
JTIZOLS,X,X,O,X,O,X,X,O,X,O,X
JTIZOSL,X,O,O,X,O,X,X,O,X,X,X
JTIOLSZ,X,O,O,O,X,X,X,O,X,X,X
JTIOLZS,X,X,O,X,O,X,X,X,X,O,X
JTIOSLZ,X,O,O,O,X,X,O,O,X,X,X
JTIOSZL,X,O,O,O,O,X,O,O,X,X,X
JTIOZLS,X,X,O,X,O,X,X,O,X,O,X
JTIOZSL,X,O,O,X,O,X,X,O,X,X,X
JTLISZO,X,O,X,O,X,X,X,X,X,O,X
JTLISOZ,X,O,X,O,X,X,X,X,X,X,X
JTLIZSO,X,O,X,X,X,X,X,X,X,O,X
JTLIZOS,X,O,X,X,O,X,X,X,X,O,X
JTLIOSZ,X,O,X,O,X,X,X,X,X,X,X
JTLIOZS,X,O,X,X,O,X,X,X,X,O,X
JTLSIZO,X,O,X,O,X,X,X,X,X,O,X
JTLSIOZ,O,O,X,O,X,X,X,X,X,X,X
JTLSZIO,O,O,X,O,X,X,X,X,X,O,X
JTLSZOI,O,O,X,O,X,X,X,X,X,O,X
JTLSOIZ,O,O,X,O,X,X,X,O,X,X,X
JTLSOZI,O,O,X,O,X,X,X,X,X,X,X
JTLZISO,O,O,X,X,X,X,X,X,X,O,X
JTLZIOS,O,O,X,X,X,X,X,X,X,O,X
JTLZSIO,O,O,X,O,X,X,X,X,X,O,X
JTLZSOI,O,O,X,O,X,X,X,X,X,O,X
JTLZOIS,O,O,X,X,O,X,X,X,X,O,X
JTLZOSI,O,O,X,O,X,X,X,X,X,O,X
JTLOISZ,X,O,O,O,X,X,X,X,X,X,X
JTLOIZS,X,O,O,X,O,X,X,X,X,O,X
JTLOSIZ,O,O,O,O,X,X,X,O,X,X,X
JTLOSZI,O,O,O,O,X,X,X,X,X,X,X
JTLOZIS,O,O,X,X,O,X,X,X,X,O,X
JTLOZSI,O,O,X,O,X,X,X,X,X,O,X
JTSILZO,X,X,X,O,X,O,X,X,X,O,X
JTSILOZ,X,O,O,O,X,O,O,O,X,X,X
