sequence,v115@9gB8HeD8EeF8CeH8BeB8Jex6IvhFygBzcBGeB0mBln?B3sB,v115@9gB8HeD8EeF8CeH8BeB8Jem6IvhFzbBRdBSjBlmB3n?BUsB,v115@9gB8HeD8EeF8CeH8BeB8Jex6IvhFygBGdBTeBlmB3n?BUsB,v115@9gB8HeD8EeF8CeH8BeB8Jem6IvhFzbBRdBSjB3hBln?BUsB,v115@9gB8HeD8EeF8CeH8BeB8Jex6IvhF0cBTeBmgBfsBln?B6sB,v115@9gB8HeD8EeF8CeH8BeB8Jem6IvhFfhBxcBTeBCiBln?BUsB,v115@9gB8HeD8EeF8CeH8BeB8Jex6IvhFygBGdBTeB3hBln?BUsB
SITOLZJ,X,O,O,O,X,O,O
SITOJLZ,X,O,O,O,O,O,O
SITOJZL,X,O,O,O,O,O,O
SITOZLJ,X,O,O,O,X,X,O
SITOZJL,X,O,O,O,O,O,O
SILTJZO,O,O,O,X,O,O,O
SILTJOZ,X,O,O,O,O,O,O
SILTZJO,O,O,O,X,X,O,O
SILTZOJ,O,O,O,X,X,O,O
SILTOJZ,X,O,O,O,O,O,O
SILTOZJ,X,O,O,X,X,O,O
SILJTZO,O,O,O,X,O,O,O
SILJTOZ,X,O,O,O,O,O,O
SILJZTO,O,O,X,X,O,O,O
SILJZOT,O,O,O,O,X,O,O
SILJOTZ,X,O,O,O,O,O,O
SILJOZT,X,O,O,O,X,O,O
SILZTJO,O,O,O,X,X,O,O
SILZTOJ,O,O,O,X,X,O,O
SILZJTO,O,O,X,X,X,O,O
SILZJOT,O,O,O,O,X,O,O
SILZOTJ,O,X,O,X,X,O,O
SILZOJT,O,O,O,O,X,O,O
SILOTJZ,X,O,O,O,O,X,O
SILOTZJ,X,O,O,X,X,X,O
SILOJTZ,X,O,O,O,O,O,O
SILOJZT,X,O,O,O,X,O,O
SILOZTJ,X,X,O,X,X,X,O
SILOZJT,X,O,O,O,X,X,O
SIJTLZO,O,O,O,O,O,O,O
SIJTLOZ,X,O,O,O,O,O,O
SIJTZLO,O,O,O,O,O,O,O
SIJTZOL,O,O,O,O,O,O,O
SIJTOLZ,X,O,O,O,O,O,O
SIJTOZL,X,O,O,O,O,O,O
SIJLTZO,O,O,O,X,O,O,O
SIJLTOZ,X,O,O,O,O,O,O
SIJLZTO,O,O,X,X,O,O,O
SIJLZOT,O,O,O,O,X,O,O
SIJLOTZ,X,O,O,O,O,O,O
SIJLOZT,X,O,O,O,X,O,O
SIJZTLO,O,X,X,O,O,O,O
SIJZTOL,O,X,X,O,O,O,O
SIJZLTO,O,X,X,O,O,O,O
SIJZLOT,O,X,O,O,X,O,O
SIJZOTL,X,X,X,O,O,O,O
SIJZOLT,O,X,O,O,X,O,O
SIJOTLZ,X,O,O,O,O,O,O
SIJOTZL,X,O,O,O,O,O,X
SIJOLTZ,X,O,O,O,O,O,O
SIJOLZT,X,O,O,O,X,O,O
SIJOZTL,X,X,X,O,O,O,X
SIJOZLT,X,X,O,O,X,O,O
SIZTLJO,O,X,O,O,X,O,O
SIZTLOJ,O,X,O,O,X,O,O
SIZTJLO,O,X,O,O,O,O,O
SIZTJOL,O,X,O,O,O,O,O
SIZTOLJ,O,X,O,O,X,O,O
SIZTOJL,O,X,O,O,O,O,O
SIZLTJO,O,X,O,O,X,O,O
SIZLTOJ,O,X,O,O,X,O,O
SIZLJTO,O,X,X,O,X,O,O
SIZLJOT,O,X,O,O,X,O,O
SIZLOTJ,O,X,O,O,X,O,O
SIZLOJT,O,X,O,O,X,O,O
SIZJTLO,O,X,X,O,O,O,O
SIZJTOL,O,X,X,O,O,O,O
SIZJLTO,O,X,X,O,O,O,O
SIZJLOT,O,X,O,O,X,O,O
SIZJOTL,X,X,X,O,O,O,O
SIZJOLT,O,X,O,O,X,O,O
SIZOTLJ,O,X,O,O,X,O,O
SIZOTJL,O,X,O,O,O,O,O
SIZOLTJ,O,X,O,O,X,O,O
SIZOLJT,O,X,O,O,X,O,O
SIZOJTL,X,X,X,O,O,O,O
SIZOJLT,O,X,O,O,X,O,O
SIOTLJZ,X,O,O,O,O,O,O
SIOTLZJ,X,O,O,O,X,O,O
SIOTJLZ,X,O,O,O,O,O,O
SIOTJZL,X,O,O,O,O,O,O
SIOTZLJ,X,O,O,O,X,X,O
SIOTZJL,X,O,O,O,O,O,O
SIOLTJZ,X,O,O,O,O,X,O
SIOLTZJ,X,O,O,X,X,X,O
SIOLJTZ,X,O,O,O,O,O,O
SIOLJZT,X,O,O,O,X,O,O
SIOLZTJ,X,X,O,X,X,X,O
SIOLZJT,X,O,O,O,X,X,O
SIOJTLZ,X,O,O,O,O,O,O
SIOJTZL,X,O,O,O,O,O,X
SIOJLTZ,X,O,O,O,O,O,O
SIOJLZT,X,O,O,O,X,O,O
SIOJZTL,X,X,X,O,O,O,X
SIOJZLT,X,X,O,O,X,O,O
SIOZTLJ,X,X,O,O,X,O,O
SIOZTJL,X,X,O,O,O,O,O
SIOZLTJ,X,X,O,O,X,O,O
SIOZLJT,X,X,O,O,X,O,O
SIOZJTL,X,X,X,O,O,O,O
SIOZJLT,X,X,O,O,X,O,O
SLTIJZO,O,O,O,O,O,O,O
SLTIJOZ,X,O,O,O,O,O,O
SLTIZJO,O,O,O,O,X,O,O
SLTIZOJ,O,O,O,O,X,O,O
SLTIOJZ,X,O,O,O,O,O,O
SLTIOZJ,X,O,O,O,X,O,O
SLTJIZO,O,O,O,O,O,O,O
SLTJIOZ,X,O,O,O,O,O,O
SLTJZIO,O,O,O,O,O,O,O
SLTJZOI,O,O,O,O,O,O,O
SLTJOIZ,X,O,O,O,O,O,O
SLTJOZI,X,O,O,O,O,O,O
SLTZIJO,O,O,O,O,X,O,O
SLTZIOJ,O,O,O,O,X,O,O
SLTZJIO,O,O,O,O,X,O,O
SLTZJOI,O,O,O,O,X,O,O
SLTZOIJ,O,O,O,O,X,O,O
SLTZOJI,O,O,O,O,X,O,O
SLTOIJZ,X,O,O,O,O,O,O
SLTOIZJ,X,O,O,O,X,O,O
SLTOJIZ,X,O,O,O,O,O,O
SLTOJZI,X,O,O,O,O,O,O
SLTOZIJ,X,O,O,O,X,O,O
SLTOZJI,X,O,O,O,X,O,O
SLITJZO,O,O,O,O,O,O,O
SLITJOZ,X,O,O,O,O,O,O
SLITZJO,O,O,O,O,X,O,O
SLITZOJ,O,O,O,O,X,O,O
SLITOJZ,X,O,O,O,O,O,O
SLITOZJ,X,O,O,O,X,O,O
SLIJTZO,O,O,O,O,O,O,O
SLIJTOZ,X,O,O,O,O,O,O
SLIJZTO,O,O,X,O,O,O,O
SLIJZOT,O,O,O,O,X,O,O
SLIJOTZ,X,O,O,O,O,O,O
SLIJOZT,X,O,O,O,X,O,O
SLIZTJO,O,O,O,O,X,O,O
SLIZTOJ,O,O,O,O,X,O,O
SLIZJTO,O,O,X,O,X,O,O
SLIZJOT,O,O,O,O,X,O,O
SLIZOTJ,O,X,O,O,X,O,O
SLIZOJT,O,O,O,O,X,O,O
SLIOTJZ,X,O,O,O,O,X,O
SLIOTZJ,X,O,O,X,X,X,O
SLIOJTZ,X,O,O,O,O,O,O
SLIOJZT,X,O,O,O,X,O,O
SLIOZTJ,X,X,O,X,X,X,O
SLIOZJT,X,O,O,O,X,X,O
SLJTIZO,O,O,O,O,O,O,O
SLJTIOZ,X,O,O,O,O,O,O
SLJTZIO,O,O,O,O,O,O,O
SLJTZOI,O,O,O,O,O,O,O
SLJTOIZ,X,O,O,O,O,O,O
SLJTOZI,X,O,O,O,O,O,O
SLJITZO,O,O,O,O,O,O,O
SLJITOZ,X,O,O,O,O,O,O
SLJIZTO,O,O,X,O,O,O,O
SLJIZOT,O,O,O,O,X,O,O
SLJIOTZ,X,O,O,O,O,O,O
SLJIOZT,X,O,O,O,X,O,O
SLJZTIO,O,O,X,O,O,O,O
SLJZTOI,O,O,X,O,O,O,O
SLJZITO,O,O,X,O,O,O,O
SLJZIOT,O,O,O,O,X,O,O
SLJZOTI,X,O,X,O,X,O,O
SLJZOIT,O,O,O,O,X,O,O
SLJOTIZ,X,O,O,O,O,O,O
SLJOTZI,X,O,O,O,O,O,X
SLJOITZ,X,O,O,O,O,O,O
SLJOIZT,X,O,O,O,X,O,O
SLJOZTI,X,O,X,O,X,O,X
SLJOZIT,X,O,O,O,X,O,O
SLZTIJO,O,O,O,O,X,O,O
SLZTIOJ,O,O,O,O,X,O,O
SLZTJIO,O,O,O,O,X,O,O
SLZTJOI,O,O,O,O,X,O,O
SLZTOIJ,O,O,O,O,X,O,O
SLZTOJI,O,O,O,O,X,O,O
SLZITJO,O,O,O,O,X,O,O
SLZITOJ,O,O,O,O,X,O,O
SLZIJTO,O,O,X,O,X,O,O
SLZIJOT,O,O,O,O,X,O,O
SLZIOTJ,O,X,O,O,X,O,O
SLZIOJT,O,O,O,O,X,O,O
SLZJTIO,O,O,X,O,X,O,O
SLZJTOI,O,O,X,O,X,O,O
SLZJITO,O,O,X,O,X,O,O
SLZJIOT,O,O,O,O,X,O,O
SLZJOTI,X,O,X,O,X,O,O
SLZJOIT,O,O,O,O,X,O,O
SLZOTIJ,O,O,O,O,X,O,O
SLZOTJI,O,O,O,O,X,O,O
SLZOITJ,O,X,O,O,X,O,O
SLZOIJT,O,O,O,O,X,O,O
SLZOJTI,X,O,X,O,X,O,O
SLZOJIT,O,O,O,O,X,O,O
SLOTIJZ,X,O,O,O,O,O,O
SLOTIZJ,X,O,O,O,X,O,O
SLOTJIZ,X,O,O,O,O,O,O
SLOTJZI,X,O,O,O,O,O,O
SLOTZIJ,X,O,O,O,X,O,O
SLOTZJI,X,O,O,O,X,O,O
SLOITJZ,X,O,O,O,O,X,O
SLOITZJ,X,O,O,X,X,X,O
SLOIJTZ,X,O,O,O,O,O,O
SLOIJZT,X,O,O,O,X,O,O
SLOIZTJ,X,X,O,X,X,X,O
SLOIZJT,X,O,O,O,X,X,O
SLOJTIZ,X,O,O,O,O,O,O
SLOJTZI,X,O,O,O,O,O,X
SLOJITZ,X,O,O,O,O,O,O
SLOJIZT,X,O,O,O,X,O,O
SLOJZTI,X,O,X,O,X,O,X
SLOJZIT,X,O,O,O,X,O,O
SLOZTIJ,X,O,O,O,X,O,O
SLOZTJI,X,O,O,O,X,O,O
SLOZITJ,X,X,O,O,X,O,O
SLOZIJT,X,O,O,O,X,O,O
SLOZJTI,X,O,X,O,X,O,O
SLOZJIT,X,O,O,O,X,O,O
SJTILZO,O,O,O,O,O,O,O
SJTILOZ,X,O,O,O,O,O,O
SJTIZLO,O,O,O,O,O,O,O
SJTIZOL,O,O,O,O,O,O,O
SJTIOLZ,X,O,O,O,O,O,O
SJTIOZL,X,O,O,O,O,O,O
SJTLIZO,O,O,O,O,O,O,O
SJTLIOZ,X,O,O,O,O,O,O
SJTLZIO,O,O,O,O,O,O,O
SJTLZOI,O,O,O,O,O,O,O
SJTLOIZ,X,O,O,O,O,O,O
SJTLOZI,X,O,O,O,O,O,O
SJTZILO,O,O,O,O,O,O,O
SJTZIOL,O,O,O,O,O,O,O
SJTZLIO,O,O,O,O,O,O,O
SJTZLOI,O,O,O,O,O,O,O
SJTZOIL,O,O,O,O,O,O,O
SJTZOLI,O,O,O,O,O,O,O
SJTOILZ,X,O,O,O,O,O,O
SJTOIZL,X,O,O,O,O,O,O
SJTOLIZ,X,O,O,O,O,O,O
SJTOLZI,X,O,O,O,O,O,O
SJTOZIL,X,O,O,O,O,O,O
SJTOZLI,X,O,O,O,O,O,O
SJITLZO,O,O,O,O,O,O,O
SJITLOZ,X,O,O,O,O,O,O
SJITZLO,O,O,O,O,O,O,O
SJITZOL,O,O,O,O,O,O,O
SJITOLZ,X,O,O,O,O,O,O
SJITOZL,X,O,O,O,O,O,O
SJILTZO,O,O,O,X,O,O,O
SJILTOZ,X,O,O,O,O,O,O
SJILZTO,O,O,X,X,O,O,O
SJILZOT,O,O,O,O,X,O,O
SJILOTZ,X,O,O,O,O,O,O
SJILOZT,X,O,O,O,X,O,O
SJIZTLO,O,X,X,O,O,O,O
SJIZTOL,O,X,X,O,O,O,O
SJIZLTO,O,X,X,O,O,O,O
SJIZLOT,O,X,O,O,X,O,O
SJIZOTL,X,X,X,O,O,O,O
SJIZOLT,O,X,O,O,X,O,O
SJIOTLZ,X,O,O,O,O,O,O
SJIOTZL,X,O,O,O,O,O,X
SJIOLTZ,X,O,O,O,O,O,O
SJIOLZT,X,O,O,O,X,O,O
SJIOZTL,X,X,X,O,O,O,X
SJIOZLT,X,X,O,O,X,O,O
SJLTIZO,O,O,O,O,O,O,O
SJLTIOZ,X,O,O,O,O,O,O
SJLTZIO,O,O,O,O,O,O,O
SJLTZOI,O,O,O,O,O,O,O
SJLTOIZ,X,O,O,O,O,O,O
SJLTOZI,X,O,O,O,O,O,O
SJLITZO,O,O,O,O,O,O,O
SJLITOZ,X,O,O,O,O,O,O
SJLIZTO,O,O,X,O,O,O,O
SJLIZOT,O,O,O,O,X,O,O
SJLIOTZ,X,O,O,O,O,O,O
SJLIOZT,X,O,O,O,X,O,O
SJLZTIO,O,O,X,O,O,O,O
SJLZTOI,O,O,X,O,O,O,O
SJLZITO,O,O,X,O,O,O,O
SJLZIOT,O,O,O,O,X,O,O
SJLZOTI,X,O,X,O,X,O,O
SJLZOIT,O,O,O,O,X,O,O
SJLOTIZ,X,O,O,O,O,O,O
SJLOTZI,X,O,O,O,O,O,X
SJLOITZ,X,O,O,O,O,O,O
SJLOIZT,X,O,O,O,X,O,O
SJLOZTI,X,O,X,O,X,O,X
SJLOZIT,X,O,O,O,X,O,O
SJZTILO,O,O,O,O,O,O,O
SJZTIOL,O,O,O,O,O,O,O
SJZTLIO,O,O,O,O,O,O,O
SJZTLOI,O,O,O,O,O,O,O
SJZTOIL,O,O,O,O,O,O,O
SJZTOLI,O,O,O,O,O,O,O
SJZITLO,O,X,X,O,O,O,O
SJZITOL,O,X,X,O,O,O,O
SJZILTO,O,X,X,O,O,O,O
SJZILOT,O,X,O,O,X,O,O
SJZIOTL,X,X,X,O,O,O,O
SJZIOLT,O,X,O,O,X,O,O
SJZLTIO,O,O,X,O,O,O,O
SJZLTOI,O,O,X,O,O,O,O
SJZLITO,O,O,X,O,O,O,O
SJZLIOT,O,O,O,O,X,O,O
SJZLOTI,X,O,X,O,X,O,O
SJZLOIT,O,O,O,O,X,O,O
SJZOTIL,X,O,O,O,O,O,O
SJZOTLI,X,O,O,O,O,O,O
SJZOITL,X,X,X,O,O,O,O
SJZOILT,O,X,O,O,X,O,O
SJZOLTI,X,O,X,O,X,O,O
SJZOLIT,O,O,O,O,X,O,O
SJOTILZ,X,O,O,O,O,O,O
SJOTIZL,X,O,O,O,O,O,X
SJOTLIZ,X,O,O,O,O,O,O
SJOTLZI,X,O,O,O,O,O,X
SJOTZIL,X,O,O,O,O,O,X
SJOTZLI,X,O,O,O,O,O,X
SJOITLZ,X,O,O,O,O,O,O
SJOITZL,X,O,O,O,O,O,X
SJOILTZ,X,O,O,O,O,O,O
SJOILZT,X,O,O,O,X,O,O
SJOIZTL,X,X,X,O,O,O,X
SJOIZLT,X,X,O,O,X,O,O
SJOLTIZ,X,O,O,O,O,O,O
SJOLTZI,X,O,O,O,O,O,X
SJOLITZ,X,O,O,O,O,O,O
SJOLIZT,X,O,O,O,X,O,O
SJOLZTI,X,O,X,O,X,O,X
SJOLZIT,X,O,O,O,X,O,O
SJOZTIL,X,O,O,O,O,O,X
SJOZTLI,X,O,O,O,O,O,X
SJOZITL,X,X,X,O,O,O,X
SJOZILT,X,X,O,O,X,O,O
SJOZLTI,X,O,X,O,X,O,X
SJOZLIT,X,O,O,O,X,O,O
SZTILJO,O,O,O,O,X,O,O
SZTILOJ,O,O,O,O,X,O,O
SZTIJLO,O,O,O,O,O,O,O
SZTIJOL,O,O,O,O,O,O,O
SZTIOLJ,O,O,O,O,X,O,O
SZTIOJL,O,O,O,O,O,O,O
SZTLIJO,O,O,O,O,X,O,O
SZTLIOJ,O,O,O,O,X,O,O
SZTLJIO,O,O,O,O,X,O,O
SZTLJOI,O,O,O,O,X,O,O
SZTLOIJ,O,O,O,O,X,O,O
SZTLOJI,O,O,O,O,X,O,O
SZTJILO,O,O,O,O,O,O,O
SZTJIOL,O,O,O,O,O,O,O
SZTJLIO,O,O,O,O,O,O,O
SZTJLOI,O,O,O,O,O,O,O
SZTJOIL,O,O,O,O,O,O,O
SZTJOLI,O,O,O,O,O,O,O
SZTOILJ,O,O,O,O,X,O,O
SZTOIJL,O,O,O,O,O,O,O
SZTOLIJ,O,O,O,O,X,O,O
SZTOLJI,O,O,O,O,X,O,O
SZTOJIL,O,O,O,O,O,O,O
SZTOJLI,O,O,O,O,O,O,O
SZITLJO,O,X,O,O,X,O,O
SZITLOJ,O,X,O,O,X,O,O
SZITJLO,O,X,O,O,O,O,O
SZITJOL,O,X,O,O,O,O,O
SZITOLJ,O,X,O,O,X,O,O
SZITOJL,O,X,O,O,O,O,O
SZILTJO,O,X,O,O,X,O,O
SZILTOJ,O,X,O,O,X,O,O
SZILJTO,O,X,X,O,X,O,O
SZILJOT,O,X,O,O,X,O,O
SZILOTJ,O,X,O,O,X,O,O
SZILOJT,O,X,O,O,X,O,O
SZIJTLO,O,X,X,O,O,O,O
SZIJTOL,O,X,X,O,O,O,O
SZIJLTO,O,X,X,O,O,O,O
SZIJLOT,O,X,O,O,X,O,O
SZIJOTL,X,X,X,O,O,O,O
SZIJOLT,O,X,O,O,X,O,O
SZIOTLJ,O,X,O,O,X,O,O
SZIOTJL,O,X,O,O,O,O,O
SZIOLTJ,O,X,O,O,X,O,O
SZIOLJT,O,X,O,O,X,O,O
SZIOJTL,X,X,X,O,O,O,O
SZIOJLT,O,X,O,O,X,O,O
SZLTIJO,O,O,O,O,X,O,O
SZLTIOJ,O,O,O,O,X,O,O
SZLTJIO,O,O,O,O,X,O,O
SZLTJOI,O,O,O,O,X,O,O
SZLTOIJ,O,O,O,O,X,O,O
SZLTOJI,O,O,O,O,X,O,O
SZLITJO,O,O,O,O,X,O,O
SZLITOJ,O,O,O,O,X,O,O
SZLIJTO,O,O,X,O,X,O,O
SZLIJOT,O,O,O,O,X,O,O
SZLIOTJ,O,X,O,O,X,O,O
SZLIOJT,O,O,O,O,X,O,O
SZLJTIO,O,O,X,O,X,O,O
SZLJTOI,O,O,X,O,X,O,O
SZLJITO,O,O,X,O,X,O,O
SZLJIOT,O,O,O,O,X,O,O
SZLJOTI,X,O,X,O,X,O,O
SZLJOIT,O,O,O,O,X,O,O
SZLOTIJ,O,O,O,O,X,O,O
SZLOTJI,O,O,O,O,X,O,O
SZLOITJ,O,X,O,O,X,O,O
SZLOIJT,O,O,O,O,X,O,O
SZLOJTI,X,O,X,O,X,O,O
SZLOJIT,O,O,O,O,X,O,O
SZJTILO,O,O,O,O,O,O,O
SZJTIOL,O,O,O,O,O,O,O
SZJTLIO,O,O,O,O,O,O,O
SZJTLOI,O,O,O,O,O,O,O
SZJTOIL,O,O,O,O,O,O,O
SZJTOLI,O,O,O,O,O,O,O
SZJITLO,O,X,X,O,O,O,O
SZJITOL,O,X,X,O,O,O,O
SZJILTO,O,X,X,O,O,O,O
SZJILOT,O,X,O,O,X,O,O
SZJIOTL,X,X,X,O,O,O,O
SZJIOLT,O,X,O,O,X,O,O
SZJLTIO,O,O,X,O,O,O,O
SZJLTOI,O,O,X,O,O,O,O
SZJLITO,O,O,X,O,O,O,O
SZJLIOT,O,O,O,O,X,O,O
SZJLOTI,X,O,X,O,X,O,O
SZJLOIT,O,O,O,O,X,O,O
SZJOTIL,X,O,O,O,O,O,O
SZJOTLI,X,O,O,O,O,O,O
SZJOITL,X,X,X,O,O,O,O
SZJOILT,O,X,O,O,X,O,O
SZJOLTI,X,O,X,O,X,O,O
SZJOLIT,O,O,O,O,X,O,O
SZOTILJ,O,O,O,O,X,O,O
SZOTIJL,O,O,O,O,O,O,O
SZOTLIJ,O,O,O,O,X,O,O
SZOTLJI,O,O,O,O,X,O,O
SZOTJIL,O,O,O,O,O,O,O
SZOTJLI,O,O,O,O,O,O,O
SZOITLJ,O,X,O,O,X,O,O
SZOITJL,O,X,O,O,O,O,O
SZOILTJ,O,X,O,O,X,O,O
SZOILJT,O,X,O,O,X,O,O
SZOIJTL,X,X,X,O,O,O,O
SZOIJLT,O,X,O,O,X,O,O
SZOLTIJ,O,O,O,O,X,O,O
SZOLTJI,O,O,O,O,X,O,O
SZOLITJ,O,X,O,O,X,O,O
SZOLIJT,O,O,O,O,X,O,O
SZOLJTI,X,O,X,O,X,O,O
SZOLJIT,O,O,O,O,X,O,O
SZOJTIL,X,O,O,O,O,O,O
SZOJTLI,X,O,O,O,O,O,O
SZOJITL,X,X,X,O,O,O,O
SZOJILT,O,X,O,O,X,O,O
SZOJLTI,X,O,X,O,X,O,O
SZOJLIT,O,O,O,O,X,O,O
SOTILJZ,X,O,O,O,O,O,O
SOTILZJ,X,O,O,O,X,O,O
SOTIJLZ,X,O,O,O,O,O,O
SOTIJZL,X,O,O,O,O,O,O
SOTIZLJ,X,O,O,O,X,X,O
SOTIZJL,X,O,O,O,O,O,O
SOTLIJZ,X,O,O,O,O,O,O
SOTLIZJ,X,O,O,O,X,O,O
SOTLJIZ,X,O,O,O,O,O,O
SOTLJZI,X,O,O,O,O,O,O
SOTLZIJ,X,O,O,O,X,O,O
SOTLZJI,X,O,O,O,X,O,O
SOTJILZ,X,O,O,O,O,O,O
SOTJIZL,X,O,O,O,O,O,O
SOTJLIZ,X,O,O,O,O,O,O
SOTJLZI,X,O,O,O,O,O,O
SOTJZIL,X,O,O,O,O,O,O
SOTJZLI,X,O,O,O,O,O,O
SOTZILJ,X,O,O,O,X,O,O
SOTZIJL,X,O,O,O,O,O,O
SOTZLIJ,X,O,O,O,X,O,O
SOTZLJI,X,O,O,O,X,O,O
SOTZJIL,X,O,O,O,O,O,O
SOTZJLI,X,O,O,O,O,O,O
SOITLJZ,X,O,O,O,O,O,O
SOITLZJ,X,O,O,O,X,O,O
SOITJLZ,X,O,O,O,O,O,O
SOITJZL,X,O,O,O,O,O,O
SOITZLJ,X,O,O,O,X,X,O
SOITZJL,X,O,O,O,O,O,O
SOILTJZ,X,O,O,O,O,X,O
SOILTZJ,X,O,O,X,X,X,O
SOILJTZ,X,O,O,O,O,O,O
SOILJZT,X,O,O,O,X,O,O
SOILZTJ,X,X,O,X,X,X,O
SOILZJT,X,O,O,O,X,X,O
SOIJTLZ,X,O,O,O,O,O,O
SOIJTZL,X,O,O,O,O,O,X
SOIJLTZ,X,O,O,O,O,O,O
SOIJLZT,X,O,O,O,X,O,O
SOIJZTL,X,X,X,O,O,O,X
SOIJZLT,X,X,O,O,X,O,O
SOIZTLJ,X,X,O,O,X,O,O
SOIZTJL,X,X,O,O,O,O,O
SOIZLTJ,X,X,O,O,X,O,O
SOIZLJT,X,X,O,O,X,O,O
SOIZJTL,X,X,X,O,O,O,O
SOIZJLT,X,X,O,O,X,O,O
SOLTIJZ,X,O,O,O,O,O,O
SOLTIZJ,X,O,O,O,X,O,O
SOLTJIZ,X,O,O,O,O,O,O
SOLTJZI,X,O,O,O,O,O,O
SOLTZIJ,X,O,O,O,X,O,O
SOLTZJI,X,O,O,O,X,O,O
SOLITJZ,X,O,O,O,O,X,O
SOLITZJ,X,O,O,X,X,X,O
SOLIJTZ,X,O,O,O,O,O,O
SOLIJZT,X,O,O,O,X,O,O
SOLIZTJ,X,X,O,X,X,X,O
SOLIZJT,X,O,O,O,X,X,O
SOLJTIZ,X,O,O,O,O,O,O
SOLJTZI,X,O,O,O,O,O,X
SOLJITZ,X,O,O,O,O,O,O
SOLJIZT,X,O,O,O,X,O,O
SOLJZTI,X,O,X,O,X,O,X
SOLJZIT,X,O,O,O,X,O,O
SOLZTIJ,X,O,O,O,X,O,O
SOLZTJI,X,O,O,O,X,O,O
SOLZITJ,X,X,O,O,X,O,O
SOLZIJT,X,O,O,O,X,O,O
SOLZJTI,X,O,X,O,X,O,O
SOLZJIT,X,O,O,O,X,O,O
SOJTILZ,X,O,O,O,O,O,O
SOJTIZL,X,O,O,O,O,O,X
SOJTLIZ,X,O,O,O,O,O,O
SOJTLZI,X,O,O,O,O,O,X
SOJTZIL,X,O,O,O,O,O,X
SOJTZLI,X,O,O,O,O,O,X
SOJITLZ,X,O,O,O,O,O,O
SOJITZL,X,O,O,O,O,O,X
SOJILTZ,X,O,O,O,O,O,O
SOJILZT,X,O,O,O,X,O,O
SOJIZTL,X,X,X,O,O,O,X
SOJIZLT,X,X,O,O,X,O,O
SOJLTIZ,X,O,O,O,O,O,O
SOJLTZI,X,O,O,O,O,O,X
SOJLITZ,X,O,O,O,O,O,O
SOJLIZT,X,O,O,O,X,O,O
SOJLZTI,X,O,X,O,X,O,X
SOJLZIT,X,O,O,O,X,O,O
SOJZTIL,X,O,O,O,O,O,X
SOJZTLI,X,O,O,O,O,O,X
SOJZITL,X,X,X,O,O,O,X
SOJZILT,X,X,O,O,X,O,O
SOJZLTI,X,O,X,O,X,O,X
SOJZLIT,X,O,O,O,X,O,O
SOZTILJ,X,O,O,O,X,O,O
SOZTIJL,X,O,O,O,O,O,O
SOZTLIJ,X,O,O,O,X,O,O
SOZTLJI,X,O,O,O,X,O,O
SOZTJIL,X,O,O,O,O,O,O
SOZTJLI,X,O,O,O,O,O,O
SOZITLJ,X,X,O,O,X,O,O
SOZITJL,X,X,O,O,O,O,O
SOZILTJ,X,X,O,O,X,O,O
SOZILJT,X,X,O,O,X,O,O
SOZIJTL,X,X,X,O,O,O,O
SOZIJLT,X,X,O,O,X,O,O
SOZLTIJ,X,O,O,O,X,O,O
SOZLTJI,X,O,O,O,X,O,O
SOZLITJ,X,X,O,O,X,O,O
SOZLIJT,X,O,O,O,X,O,O
SOZLJTI,X,O,X,O,X,O,O
SOZLJIT,X,O,O,O,X,O,O
SOZJTIL,X,O,O,O,O,O,O
SOZJTLI,X,O,O,O,O,O,O
SOZJITL,X,X,X,O,O,O,O
SOZJILT,X,X,O,O,X,O,O
SOZJLTI,X,O,X,O,X,O,O
SOZJLIT,X,O,O,O,X,O,O
ZTILJSO,O,X,X,O,X,O,O
ZTILJOS,O,X,X,O,X,O,O
ZTILSJO,O,X,O,O,X,O,O
ZTILSOJ,O,X,O,O,X,O,O
ZTILOJS,O,X,X,O,X,O,O
ZTILOSJ,O,X,O,O,X,O,O
ZTIJLSO,O,X,X,O,X,O,O
ZTIJLOS,O,X,X,O,X,O,O
ZTIJSLO,O,X,X,O,X,O,O
ZTIJSOL,O,X,X,O,X,O,O
ZTIJOLS,O,X,X,O,X,O,O
ZTIJOSL,O,X,X,X,X,O,O
ZTISLJO,O,X,O,O,X,O,O
ZTISLOJ,O,X,O,O,X,O,O
ZTISJLO,O,X,O,O,X,O,O
ZTISJOL,O,X,O,O,X,O,O
ZTISOLJ,O,X,O,O,X,O,O
ZTISOJL,O,X,O,O,X,O,O
ZTIOLJS,O,X,X,O,X,O,O
ZTIOLSJ,O,X,O,O,X,O,O
ZTIOJLS,O,X,X,O,X,O,O
ZTIOJSL,O,X,X,X,X,O,O
ZTIOSLJ,O,X,O,X,X,O,O
ZTIOSJL,O,X,O,X,X,O,O
ZTLIJSO,O,X,X,O,X,O,O
ZTLIJOS,O,X,X,O,X,O,O
ZTLISJO,O,X,O,O,X,O,O
ZTLISOJ,O,X,O,O,X,O,O
ZTLIOJS,O,X,X,O,X,O,O
ZTLIOSJ,O,X,O,O,X,O,O
ZTLJISO,O,X,X,O,X,O,O
ZTLJIOS,O,X,X,O,X,O,O
ZTLJSIO,O,X,X,O,X,O,O
ZTLJSOI,O,X,X,O,X,O,O
ZTLJOIS,O,X,X,O,X,O,O
ZTLJOSI,O,X,X,O,X,O,O
