sequence,v115@zgB8HeC8GeB8EeF8DeF8DeC8Je07IvhFxcBTeBXiBl?lBmrBSwB,v115@zgB8HeC8GeB8EeF8DeF8DeC8Je07IvhFxcBTeBCiBl?lBesBXrB,v115@zgB8HeC8GeB8EeF8DeF8DeC8Jel7IvhFGdBTeB/mBa?nB0lBRwB,v115@zgB8HeC8GeB8EeF8DeF8DeC8Jex7IvhFTeBUhBFiB6?qBXnB2wB,v115@zgB8HeC8GeB8EeF8DeF8DeC8JeX8IvhFTeBFiBxlB0?lBOsBSwB,v115@zgB8HeC8GeB8EeF8DeF8DeC8JeG9IvhFTeBZnBllBc?rB6qB/rB,v115@zgB8HeC8GeB8EeF8DeF8DeC8Jex7IvhFTeBFhBXiB0?lBOsBSwB,v115@zgB8HeC8GeB8EeF8DeF8DeC8Je07IvhFSiBTeBllB3?mBmmBRwB,v115@zgB8HeC8GeB8EeF8DeF8DeC8Jex7IvhFTeBOnBllBc?rBCrBXsB,v115@zgB8HeC8GeB8EeF8DeF8DeC8Je/BJvhFGeB1lBiiB0?lBzmBRwB,v115@zgB8HeC8GeB8EeF8DeF8DeC8Je07IvhFxcBTeBOnBl?lBXrBqrB
IZOJLST,X,O,O,X,X,X,X,X,X,X,X
IZOJSTL,X,X,O,X,X,X,X,X,X,X,X
IZOJSLT,X,O,O,X,X,X,X,X,X,X,X
IZOSTLJ,O,O,O,X,O,O,O,O,X,X,X
IZOSTJL,O,O,O,X,O,O,O,O,X,X,X
IZOSLTJ,X,O,O,X,X,X,O,O,X,X,X
IZOSLJT,X,O,O,X,X,X,X,X,X,X,X
IZOSJTL,X,X,O,X,X,X,X,X,X,X,X
IZOSJLT,X,O,O,X,X,X,X,X,X,X,X
IOTLJSZ,X,X,O,X,O,X,X,X,X,O,X
IOTLJZS,X,O,O,O,X,X,X,O,X,X,X
IOTLSJZ,X,X,O,X,O,X,X,O,X,O,X
IOTLSZJ,X,O,O,X,O,X,X,O,X,X,X
IOTLZJS,X,O,O,O,X,X,O,O,X,X,X
IOTLZSJ,X,O,O,O,O,X,O,O,X,X,X
IOTJLSZ,X,O,O,X,O,X,X,X,X,O,X
IOTJLZS,X,O,O,X,X,X,X,O,X,X,X
IOTJSLZ,O,X,O,X,O,X,X,O,X,O,X
IOTJSZL,O,X,O,X,O,X,X,O,X,X,X
IOTJZLS,O,O,O,O,X,X,X,O,X,X,X
IOTJZSL,O,O,O,X,X,X,X,O,X,X,X
IOTSLJZ,X,X,O,X,O,X,X,O,X,O,X
IOTSLZJ,O,X,O,X,O,X,X,O,X,X,X
IOTSJLZ,O,X,O,X,O,X,X,O,X,O,O
IOTSJZL,O,X,O,X,O,X,X,O,X,X,X
IOTSZLJ,O,X,O,X,O,X,X,O,X,X,X
IOTSZJL,O,X,O,X,O,X,X,O,X,X,X
IOTZLJS,O,O,O,X,X,O,O,O,X,X,X
IOTZLSJ,O,O,O,X,O,O,O,O,X,X,X
IOTZJLS,O,O,O,X,X,O,X,O,O,X,X
IOTZJSL,O,O,O,X,X,O,O,O,X,X,X
IOTZSLJ,O,O,O,X,O,O,O,O,X,X,X
IOTZSJL,O,O,O,X,O,O,O,O,X,X,X
IOLTJSZ,X,X,O,X,O,X,X,X,X,O,X
IOLTJZS,X,O,O,O,X,X,X,O,X,X,X
IOLTSJZ,X,X,O,X,O,X,X,O,X,O,X
IOLTSZJ,X,O,O,X,O,X,X,O,X,X,X
IOLTZJS,X,O,O,O,X,X,O,O,X,X,X
IOLTZSJ,X,O,O,O,O,X,O,O,X,X,X
IOLJTSZ,X,O,O,X,O,X,X,X,X,O,X
IOLJTZS,X,O,O,O,X,X,X,O,X,X,X
IOLJSTZ,X,O,O,X,O,X,X,O,X,X,X
IOLJSZT,X,O,O,O,X,X,X,X,X,X,X
IOLJZTS,X,O,O,O,X,X,O,O,X,X,X
IOLJZST,X,O,O,O,X,X,X,X,X,X,X
IOLSTJZ,X,X,O,X,O,X,X,O,X,X,X
IOLSTZJ,X,X,O,X,O,X,O,O,X,X,X
IOLSJTZ,X,X,O,X,O,X,X,O,X,X,X
IOLSJZT,X,X,O,O,X,X,X,X,X,X,X
IOLSZTJ,X,O,O,O,O,X,O,O,X,X,X
IOLSZJT,X,O,O,O,X,X,X,X,X,X,X
IOLZTJS,X,O,O,O,X,O,O,O,X,X,X
IOLZTSJ,X,O,O,O,O,O,O,O,X,X,X
IOLZJTS,X,O,O,O,X,X,O,O,X,X,X
IOLZJST,X,O,O,O,X,X,X,X,X,X,X
IOLZSTJ,X,O,O,O,O,X,O,O,X,X,X
IOLZSJT,X,O,O,O,X,X,X,X,X,X,X
IOJTLSZ,X,O,O,X,O,X,X,X,X,O,X
IOJTLZS,X,O,O,X,X,X,X,O,X,X,X
IOJTSLZ,O,X,O,X,O,X,X,O,X,O,X
IOJTSZL,O,X,O,X,O,X,X,O,X,X,X
IOJTZLS,O,O,O,O,X,X,X,O,X,X,X
IOJTZSL,O,O,O,X,X,X,X,O,X,X,X
IOJLTSZ,X,O,O,X,O,X,X,X,X,O,X
IOJLTZS,X,O,O,O,X,X,X,O,X,X,X
IOJLSTZ,X,O,O,X,O,X,X,O,X,X,X
IOJLSZT,X,O,O,O,X,X,X,X,X,X,X
IOJLZTS,X,O,O,O,X,X,O,O,X,X,X
IOJLZST,X,O,O,O,X,X,X,X,X,X,X
IOJSTLZ,O,O,O,X,O,X,X,O,X,X,O
IOJSTZL,O,O,O,X,O,X,X,O,X,X,X
IOJSLTZ,X,O,O,X,X,X,X,O,X,X,X
IOJSLZT,X,O,O,X,X,X,X,X,X,X,X
IOJSZTL,X,O,O,X,X,X,X,X,X,X,X
IOJSZLT,X,O,O,X,X,X,X,X,X,X,X
IOJZTLS,X,O,O,O,X,O,X,O,O,X,X
IOJZTSL,X,X,O,X,X,O,O,O,X,X,X
IOJZLTS,X,O,O,X,X,X,O,O,X,X,X
IOJZLST,X,O,O,X,X,X,X,X,X,X,X
IOJZSTL,X,X,O,X,X,X,X,X,X,X,X
IOJZSLT,X,O,O,X,X,X,X,X,X,X,X
IOSTLJZ,X,X,O,X,O,X,X,O,X,X,X
IOSTLZJ,O,X,O,X,O,X,O,O,X,X,X
IOSTJLZ,O,X,O,X,O,X,X,O,X,X,O
IOSTJZL,O,X,O,X,O,X,X,O,X,X,X
IOSTZLJ,O,X,O,X,O,X,O,O,X,X,X
IOSTZJL,O,X,O,X,O,X,O,O,X,X,X
IOSLTJZ,X,X,O,X,O,X,X,O,X,X,X
IOSLTZJ,X,X,O,X,O,X,O,O,X,X,X
IOSLJTZ,X,X,O,X,O,X,X,O,X,X,X
IOSLJZT,X,X,O,O,X,X,X,X,X,X,X
IOSLZTJ,X,X,O,O,O,X,O,O,X,X,X
IOSLZJT,X,X,O,O,X,X,X,X,X,X,X
IOSJTLZ,O,X,O,X,O,X,X,O,X,X,O
IOSJTZL,O,X,O,X,O,X,X,O,X,X,X
IOSJLTZ,X,X,O,X,X,X,X,O,X,X,X
IOSJLZT,X,X,O,X,X,X,X,X,X,X,X
IOSJZTL,X,X,O,X,X,X,X,X,X,X,X
IOSJZLT,X,X,O,X,X,X,X,X,X,X,X
IOSZTLJ,X,X,O,X,O,O,O,O,X,X,X
IOSZTJL,X,X,O,X,O,O,O,O,X,X,X
IOSZLTJ,X,X,O,X,X,X,O,O,X,X,X
IOSZLJT,X,X,O,X,X,X,X,X,X,X,X
IOSZJTL,X,X,O,X,X,X,X,X,X,X,X
IOSZJLT,X,X,O,X,X,X,X,X,X,X,X
IOZTLJS,O,O,O,X,X,O,O,O,X,X,X
IOZTLSJ,O,O,O,X,O,O,O,O,X,X,X
IOZTJLS,O,O,O,X,X,O,X,O,O,X,X
IOZTJSL,O,O,O,X,X,O,O,O,X,X,X
IOZTSLJ,O,O,O,X,O,O,O,O,X,X,X
IOZTSJL,O,O,O,X,O,O,O,O,X,X,X
IOZLTJS,O,O,O,O,X,O,O,O,X,X,X
IOZLTSJ,O,O,O,O,O,O,O,O,X,X,X
IOZLJTS,X,O,O,O,X,X,O,O,X,X,X
IOZLJST,X,O,O,O,X,X,X,X,X,X,X
IOZLSTJ,X,O,O,O,O,X,O,O,X,X,X
IOZLSJT,X,O,O,O,X,X,X,X,X,X,X
IOZJTLS,O,O,O,X,X,O,X,O,O,X,X
IOZJTSL,O,O,O,X,X,O,O,O,X,X,X
IOZJLTS,X,O,O,X,X,X,O,O,X,X,X
IOZJLST,X,O,O,X,X,X,X,X,X,X,X
IOZJSTL,X,X,O,X,X,X,X,X,X,X,X
IOZJSLT,X,O,O,X,X,X,X,X,X,X,X
IOZSTLJ,O,O,O,X,O,O,O,O,X,X,X
IOZSTJL,O,O,O,X,O,O,O,O,X,X,X
IOZSLTJ,X,O,O,X,X,X,O,O,X,X,X
IOZSLJT,X,O,O,X,X,X,X,X,X,X,X
IOZSJTL,X,X,O,X,X,X,X,X,X,X,X
IOZSJLT,X,O,O,X,X,X,X,X,X,X,X
LTIJSZO,X,X,X,X,X,X,X,X,X,O,X
LTIJSOZ,X,X,X,X,O,X,X,X,X,O,X
LTIJZSO,X,X,X,O,X,X,X,X,X,O,X
LTIJZOS,X,O,X,O,X,X,X,O,X,X,X
LTIJOSZ,X,X,O,X,O,X,X,X,X,O,X
LTIJOZS,X,O,O,O,X,X,X,O,X,X,X
LTISJZO,X,X,O,X,X,X,X,O,X,O,X
LTISJOZ,X,X,O,X,O,X,X,O,X,O,X
LTISZJO,X,X,O,X,X,X,X,O,X,O,X
LTISZOJ,X,O,O,X,O,X,X,O,X,X,X
LTISOJZ,X,X,O,X,O,X,X,O,X,O,X
LTISOZJ,X,O,O,X,O,X,X,O,X,X,X
LTIZJSO,X,X,X,O,X,X,X,X,X,O,X
LTIZJOS,X,O,O,O,X,X,O,O,X,X,X
LTIZSJO,X,X,O,X,X,X,X,O,X,O,X
LTIZSOJ,X,O,O,O,O,X,O,O,X,X,X
LTIZOJS,X,O,O,O,X,X,O,O,X,X,X
LTIZOSJ,X,O,O,O,O,X,O,O,X,X,X
LTIOJSZ,X,X,O,X,O,X,X,X,X,O,X
LTIOJZS,X,O,O,O,X,X,X,O,X,X,X
LTIOSJZ,X,X,O,X,O,X,X,O,X,O,X
LTIOSZJ,X,O,O,X,O,X,X,O,X,X,X
LTIOZJS,X,O,O,O,X,X,O,O,X,X,X
LTIOZSJ,X,O,O,O,O,X,O,O,X,X,X
LTJISZO,X,O,X,X,X,X,X,X,X,O,X
LTJISOZ,X,O,X,X,O,X,X,X,X,O,X
LTJIZSO,X,O,X,O,X,X,X,X,X,O,X
LTJIZOS,X,O,X,O,X,X,X,X,X,X,X
LTJIOSZ,X,O,X,X,O,X,X,X,X,O,X
LTJIOZS,X,O,X,O,X,X,X,X,X,X,X
LTJSIZO,O,O,X,X,X,X,X,X,X,O,X
LTJSIOZ,O,O,X,X,X,X,X,X,X,O,X
LTJSZIO,O,O,X,O,X,X,X,X,X,O,X
LTJSZOI,O,O,X,O,X,X,X,X,X,O,X
LTJSOIZ,O,O,X,X,O,X,X,X,X,O,X
LTJSOZI,O,O,X,O,X,X,X,X,X,O,X
LTJZISO,X,O,X,O,X,X,X,X,X,O,X
LTJZIOS,O,O,X,O,X,X,X,X,X,X,X
LTJZSIO,O,O,X,O,X,X,X,X,X,O,X
LTJZSOI,O,O,X,O,X,X,X,X,X,O,X
LTJZOIS,O,O,X,O,X,X,X,O,X,X,X
LTJZOSI,O,O,X,O,X,X,X,X,X,X,X
LTJOISZ,X,O,O,X,O,X,X,X,X,O,X
LTJOIZS,X,O,O,O,X,X,X,X,X,X,X
LTJOSIZ,O,O,X,X,O,X,X,X,X,O,X
LTJOSZI,O,O,X,O,X,X,X,X,X,O,X
LTJOZIS,O,O,O,O,X,X,X,O,X,X,X
LTJOZSI,O,O,O,O,X,X,X,X,X,X,X
LTSIJZO,X,X,X,X,X,X,X,X,X,O,X
LTSIJOZ,X,X,X,X,O,X,X,X,X,O,X
LTSIZJO,X,X,X,X,X,X,X,X,X,O,X
LTSIZOJ,O,O,X,X,O,X,X,X,X,X,X
LTSIOJZ,X,X,X,X,O,X,X,X,X,O,X
LTSIOZJ,O,O,X,X,O,X,O,X,X,X,X
LTSJIZO,O,X,X,X,X,X,X,X,X,O,O
LTSJIOZ,O,X,X,X,X,X,X,X,X,O,O
LTSJZIO,O,X,X,X,X,X,X,X,X,O,O
LTSJZOI,O,X,X,X,X,X,X,X,X,O,O
LTSJOIZ,O,X,X,X,O,X,X,X,X,O,O
LTSJOZI,O,X,X,X,X,X,O,X,X,O,O
LTSZIJO,X,X,X,X,X,X,O,X,X,X,X
LTSZIOJ,O,O,X,O,X,X,O,X,X,X,X
LTSZJIO,O,X,X,X,X,X,O,X,X,O,X
LTSZJOI,O,X,X,X,X,X,O,X,X,O,X
LTSZOIJ,O,O,X,O,O,X,O,O,X,X,X
LTSZOJI,O,O,X,O,X,X,O,X,X,X,X
LTSOIJZ,X,X,X,X,O,X,X,X,X,X,X
LTSOIZJ,O,O,X,X,O,X,O,X,X,X,X
LTSOJIZ,O,X,X,X,O,X,X,X,X,O,O
LTSOJZI,O,X,X,X,X,X,O,X,X,O,O
LTSOZIJ,O,O,X,O,O,X,O,O,X,X,X
LTSOZJI,O,O,X,O,X,X,O,X,X,X,X
LTZIJSO,X,X,X,O,X,O,X,X,X,O,X
LTZIJOS,X,O,O,O,X,O,O,O,X,X,X
LTZISJO,X,X,O,X,X,O,O,O,X,O,X
LTZISOJ,X,O,O,O,O,O,O,O,X,X,X
LTZIOJS,O,O,O,O,X,O,O,O,X,X,X
LTZIOSJ,O,O,O,O,O,O,O,O,X,X,X
LTZJISO,X,O,X,O,X,X,X,X,O,O,X
LTZJIOS,O,O,X,O,X,X,O,X,O,X,X
LTZJSIO,O,O,X,O,X,X,O,X,O,O,X
LTZJSOI,O,O,X,O,X,X,O,X,O,O,X
LTZJOIS,O,O,O,O,X,X,O,O,O,X,X
LTZJOSI,O,O,O,O,X,X,O,X,O,X,X
LTZSIJO,X,X,O,X,X,X,O,X,X,X,X
LTZSIOJ,O,O,O,O,X,X,O,X,X,X,X
LTZSJIO,O,X,O,X,X,X,O,X,X,O,X
LTZSJOI,O,X,O,X,X,X,O,X,X,O,X
LTZSOIJ,O,O,O,O,O,X,O,O,X,X,X
LTZSOJI,O,O,O,O,X,X,O,X,X,X,X
LTZOIJS,O,O,O,O,X,O,O,O,X,X,X
LTZOISJ,O,O,O,O,O,O,O,O,X,X,X
LTZOJIS,O,O,O,O,X,X,O,O,O,X,X
LTZOJSI,O,O,O,O,X,X,O,X,O,X,X
LTZOSIJ,O,O,O,O,O,X,O,O,X,X,X
LTZOSJI,O,O,O,O,X,X,O,X,X,X,X
LTOIJSZ,X,X,O,X,O,X,X,X,X,O,X
LTOIJZS,X,O,O,O,X,X,X,O,X,X,X
LTOISJZ,X,X,O,X,O,X,X,O,X,O,X
LTOISZJ,X,O,O,X,O,X,X,O,X,X,X
LTOIZJS,X,O,O,O,X,X,O,O,X,X,X
LTOIZSJ,X,O,O,O,O,X,O,O,X,X,X
LTOJISZ,X,O,O,X,O,X,X,X,X,O,X
LTOJIZS,X,O,O,O,X,X,X,X,X,X,X
LTOJSIZ,O,O,X,X,O,X,X,X,X,O,X
LTOJSZI,O,O,X,O,X,X,X,X,X,O,X
LTOJZIS,O,O,O,O,X,X,X,O,X,X,X
LTOJZSI,O,O,O,O,X,X,X,X,X,X,X
LTOSIJZ,X,X,X,X,O,X,X,X,X,X,X
LTOSIZJ,O,O,X,X,O,X,O,X,X,X,X
LTOSJIZ,O,X,X,X,O,X,X,X,X,O,O
LTOSJZI,O,X,X,X,X,X,O,X,X,O,O
LTOSZIJ,O,O,X,O,O,X,O,O,X,X,X
LTOSZJI,O,O,X,O,X,X,O,X,X,X,X
LTOZIJS,O,O,O,O,X,O,O,O,X,X,X
LTOZISJ,O,O,O,O,O,O,O,O,X,X,X
LTOZJIS,O,O,O,O,X,X,O,O,O,X,X
LTOZJSI,O,O,O,O,X,X,O,X,O,X,X
LTOZSIJ,O,O,O,O,O,X,O,O,X,X,X
LTOZSJI,O,O,O,O,X,X,O,X,X,X,X
LITJSZO,X,X,O,X,X,X,X,X,X,O,X
LITJSOZ,X,X,O,X,O,X,X,X,X,O,X
LITJZSO,X,X,X,O,X,X,X,X,X,O,X
LITJZOS,X,O,X,O,X,X,X,O,X,X,X
LITJOSZ,X,X,O,X,O,X,X,X,X,O,X
LITJOZS,X,O,O,O,X,X,X,O,X,X,X
LITSJZO,X,X,O,X,X,X,X,O,X,O,X
LITSJOZ,X,X,O,X,O,X,X,O,X,O,X
LITSZJO,X,X,O,X,X,X,X,O,X,O,X
LITSZOJ,X,O,O,X,O,X,X,O,X,X,X
LITSOJZ,X,X,O,X,O,X,X,O,X,O,X
LITSOZJ,X,O,O,X,O,X,X,O,X,X,X
LITZJSO,X,X,X,O,X,X,X,X,X,O,X
LITZJOS,X,O,O,O,X,X,O,O,X,X,X
LITZSJO,X,X,O,X,X,X,X,O,X,O,X
LITZSOJ,X,O,O,O,O,X,O,O,X,X,X
LITZOJS,X,O,O,O,X,X,O,O,X,X,X
LITZOSJ,X,O,O,O,O,X,O,O,X,X,X
LITOJSZ,X,X,O,X,O,X,X,X,X,O,X
LITOJZS,X,O,O,O,X,X,X,O,X,X,X
LITOSJZ,X,X,O,X,O,X,X,O,X,O,X
LITOSZJ,X,O,O,X,O,X,X,O,X,X,X
LITOZJS,X,O,O,O,X,X,O,O,X,X,X
LITOZSJ,X,O,O,O,O,X,O,O,X,X,X
LIJTSZO,X,O,O,X,X,X,X,X,X,O,X
LIJTSOZ,X,O,O,X,O,X,X,X,X,O,X
LIJTZSO,X,O,X,O,X,X,X,X,X,O,X
LIJTZOS,X,O,X,O,X,X,X,O,X,X,X
LIJTOSZ,X,O,O,X,O,X,X,X,X,O,X
LIJTOZS,X,O,O,O,X,X,X,O,X,X,X
LIJSTZO,X,O,O,X,X,X,X,O,X,O,X
LIJSTOZ,X,O,O,X,O,X,X,O,X,O,X
LIJSZTO,X,O,O,O,X,X,X,X,X,X,X
LIJSZOT,X,O,O,O,X,X,X,X,X,X,X
LIJSOTZ,X,O,O,X,O,X,X,O,X,X,X
LIJSOZT,X,O,O,O,X,X,X,X,X,X,X
LIJZTSO,X,X,X,O,X,X,X,X,X,O,X
LIJZTOS,X,O,O,O,X,X,O,X,X,X,X
LIJZSTO,X,O,O,O,X,X,X,X,X,X,X
LIJZSOT,X,O,O,O,X,X,X,X,X,X,X
LIJZOTS,X,O,O,O,X,X,O,O,X,X,X
LIJZOST,X,O,O,O,X,X,X,X,X,X,X
LIJOTSZ,X,O,O,X,O,X,X,X,X,O,X
LIJOTZS,X,O,O,O,X,X,X,O,X,X,X
LIJOSTZ,X,O,O,X,O,X,X,O,X,X,X
LIJOSZT,X,O,O,O,X,X,X,X,X,X,X
LIJOZTS,X,O,O,O,X,X,O,O,X,X,X
LIJOZST,X,O,O,O,X,X,X,X,X,X,X
LISTJZO,X,X,O,X,X,X,X,O,X,O,X
LISTJOZ,X,X,O,X,O,X,X,O,X,O,X
LISTZJO,X,X,O,X,X,X,X,O,X,O,X
LISTZOJ,X,X,O,X,O,X,X,O,X,X,X
LISTOJZ,X,X,O,X,O,X,X,O,X,O,X
LISTOZJ,X,X,O,X,O,X,O,O,X,X,X
LISJTZO,X,X,O,X,X,X,X,O,X,O,X
LISJTOZ,X,X,O,X,O,X,X,O,X,O,X
LISJZTO,X,X,O,O,X,X,X,X,X,X,X
LISJZOT,X,X,O,O,X,X,X,X,X,X,X
LISJOTZ,X,X,O,X,O,X,X,O,X,X,X
LISJOZT,X,X,O,O,X,X,X,X,X,X,X
LISZTJO,X,X,O,X,X,X,O,O,X,X,X
LISZTOJ,X,X,O,O,O,X,O,O,X,X,X
LISZJTO,X,X,O,O,X,X,X,X,X,X,X
LISZJOT,X,X,O,O,X,X,X,X,X,X,X
LISZOTJ,X,O,O,O,O,X,O,O,X,X,X
LISZOJT,X,O,O,O,X,X,X,X,X,X,X
LISOTJZ,X,X,O,X,O,X,X,O,X,X,X
LISOTZJ,X,X,O,X,O,X,O,O,X,X,X
LISOJTZ,X,X,O,X,O,X,X,O,X,X,X
LISOJZT,X,X,O,O,X,X,X,X,X,X,X
LISOZTJ,X,O,O,O,O,X,O,O,X,X,X
LISOZJT,X,O,O,O,X,X,X,X,X,X,X
LIZTJSO,X,X,X,O,X,O,X,X,X,O,X
LIZTJOS,X,X,O,O,X,O,O,O,X,X,X
LIZTSJO,X,X,O,X,X,O,O,O,X,O,X
LIZTSOJ,X,X,O,O,O,O,O,O,X,X,X
LIZTOJS,X,O,O,O,X,O,O,O,X,X,X
LIZTOSJ,X,O,O,O,O,O,O,O,X,X,X
LIZJTSO,X,X,X,O,X,X,X,X,X,O,X
LIZJTOS,X,X,O,O,X,X,O,X,X,X,X
LIZJSTO,X,X,O,O,X,X,X,X,X,X,X
LIZJSOT,X,X,O,O,X,X,X,X,X,X,X
LIZJOTS,X,O,O,O,X,X,O,O,X,X,X
LIZJOST,X,O,O,O,X,X,X,X,X,X,X
LIZSTJO,X,X,O,X,X,X,O,O,X,X,X
LIZSTOJ,X,X,O,O,O,X,O,O,X,X,X
LIZSJTO,X,X,O,O,X,X,X,X,X,X,X
LIZSJOT,X,X,O,O,X,X,X,X,X,X,X
LIZSOTJ,X,O,O,O,O,X,O,O,X,X,X
LIZSOJT,X,O,O,O,X,X,X,X,X,X,X
LIZOTJS,X,O,O,O,X,O,O,O,X,X,X
LIZOTSJ,X,O,O,O,O,O,O,O,X,X,X
LIZOJTS,X,O,O,O,X,X,O,O,X,X,X
LIZOJST,X,O,O,O,X,X,X,X,X,X,X
LIZOSTJ,X,O,O,O,O,X,O,O,X,X,X
LIZOSJT,X,O,O,O,X,X,X,X,X,X,X
LIOTJSZ,X,X,O,X,O,X,X,X,X,O,X
LIOTJZS,X,O,O,O,X,X,X,O,X,X,X
LIOTSJZ,X,X,O,X,O,X,X,O,X,O,X
LIOTSZJ,X,O,O,X,O,X,X,O,X,X,X
LIOTZJS,X,O,O,O,X,X,O,O,X,X,X
LIOTZSJ,X,O,O,O,O,X,O,O,X,X,X
LIOJTSZ,X,O,O,X,O,X,X,X,X,O,X
LIOJTZS,X,O,O,O,X,X,X,O,X,X,X
LIOJSTZ,X,O,O,X,O,X,X,O,X,X,X
LIOJSZT,X,O,O,O,X,X,X,X,X,X,X
LIOJZTS,X,O,O,O,X,X,O,O,X,X,X
LIOJZST,X,O,O,O,X,X,X,X,X,X,X
LIOSTJZ,X,X,O,X,O,X,X,O,X,X,X
LIOSTZJ,X,X,O,X,O,X,O,O,X,X,X
LIOSJTZ,X,X,O,X,O,X,X,O,X,X,X
LIOSJZT,X,X,O,O,X,X,X,X,X,X,X
LIOSZTJ,X,O,O,O,O,X,O,O,X,X,X
LIOSZJT,X,O,O,O,X,X,X,X,X,X,X
LIOZTJS,X,O,O,O,X,O,O,O,X,X,X
LIOZTSJ,X,O,O,O,O,O,O,O,X,X,X
LIOZJTS,X,O,O,O,X,X,O,O,X,X,X
LIOZJST,X,O,O,O,X,X,X,X,X,X,X
LIOZSTJ,X,O,O,O,O,X,O,O,X,X,X
LIOZSJT,X,O,O,O,X,X,X,X,X,X,X
LJTISZO,X,O,X,X,X,X,X,X,X,O,X
LJTISOZ,X,O,X,X,O,X,X,X,X,O,X
LJTIZSO,X,O,X,O,X,X,X,X,X,O,X
LJTIZOS,X,O,X,O,X,X,X,X,X,X,X
LJTIOSZ,X,O,X,X,O,X,X,X,X,O,X
LJTIOZS,X,O,X,O,X,X,X,X,X,X,X
LJTSIZO,O,O,X,X,X,X,X,X,X,O,X
LJTSIOZ,O,O,X,X,X,X,X,X,X,O,X
LJTSZIO,O,O,X,O,X,X,X,X,X,O,X
LJTSZOI,O,O,X,O,X,X,X,X,X,O,X
LJTSOIZ,O,O,X,X,O,X,X,X,X,O,X
LJTSOZI,O,O,X,O,X,X,X,X,X,O,X
LJTZISO,X,O,X,O,X,X,X,X,X,O,X
LJTZIOS,O,O,X,O,X,X,X,X,X,X,X
LJTZSIO,O,O,X,O,X,X,X,X,X,O,X
LJTZSOI,O,O,X,O,X,X,X,X,X,O,X
LJTZOIS,O,O,X,O,X,X,X,O,X,X,X
LJTZOSI,O,O,X,O,X,X,X,X,X,X,X
LJTOISZ,X,O,O,X,O,X,X,X,X,O,X
LJTOIZS,X,O,O,O,X,X,X,X,X,X,X
LJTOSIZ,O,O,X,X,O,X,X,X,X,O,X
LJTOSZI,O,O,X,O,X,X,X,X,X,O,X
LJTOZIS,O,O,O,O,X,X,X,O,X,X,X
LJTOZSI,O,O,O,O,X,X,X,X,X,X,X
LJITSZO,X,O,O,X,X,X,X,X,X,O,X
LJITSOZ,X,O,O,X,O,X,X,X,X,O,X
LJITZSO,X,O,X,O,X,X,X,X,X,O,X
LJITZOS,X,O,X,O,X,X,X,O,X,X,X
LJITOSZ,X,O,O,X,O,X,X,X,X,O,X
LJITOZS,X,O,O,O,X,X,X,O,X,X,X
LJISTZO,X,O,O,X,X,X,X,O,X,O,X
LJISTOZ,X,O,O,X,O,X,X,O,X,O,X
LJISZTO,X,O,O,O,X,X,X,X,X,X,X
LJISZOT,X,O,O,O,X,X,X,X,X,X,X
LJISOTZ,X,O,O,X,O,X,X,O,X,X,X
LJISOZT,X,O,O,O,X,X,X,X,X,X,X
LJIZTSO,X,X,X,O,X,X,X,X,X,O,X
LJIZTOS,X,O,O,O,X,X,O,X,X,X,X
LJIZSTO,X,O,O,O,X,X,X,X,X,X,X
LJIZSOT,X,O,O,O,X,X,X,X,X,X,X
LJIZOTS,X,O,O,O,X,X,O,O,X,X,X
LJIZOST,X,O,O,O,X,X,X,X,X,X,X
LJIOTSZ,X,O,O,X,O,X,X,X,X,O,X
LJIOTZS,X,O,O,O,X,X,X,O,X,X,X
LJIOSTZ,X,O,O,X,O,X,X,O,X,X,X
LJIOSZT,X,O,O,O,X,X,X,X,X,X,X
LJIOZTS,X,O,O,O,X,X,O,O,X,X,X
LJIOZST,X,O,O,O,X,X,X,X,X,X,X
LJSTIZO,O,O,X,X,X,X,X,X,X,O,O
LJSTIOZ,O,O,X,X,X,X,X,X,X,O,O
LJSTZIO,O,O,X,O,X,X,X,X,X,O,O
LJSTZOI,O,O,X,O,X,X,X,X,X,O,O
LJSTOIZ,O,O,X,X,X,X,X,X,X,O,O
LJSTOZI,O,O,X,O,X,X,O,X,X,O,O
LJSITZO,X,O,X,X,X,X,X,X,X,O,X
LJSITOZ,X,O,X,X,X,X,X,X,X,O,X
LJSIZTO,X,O,X,O,X,X,X,X,X,X,X
LJSIZOT,X,O,X,O,X,X,X,X,X,X,X
LJSIOTZ,X,O,X,X,X,X,X,X,X,X,X
LJSIOZT,X,O,X,O,X,X,X,X,X,X,X
LJSZTIO,X,O,X,O,X,X,O,X,X,X,X
LJSZTOI,X,O,X,O,X,X,O,X,X,X,X
LJSZITO,X,O,X,O,X,X,X,X,X,X,X
LJSZIOT,X,O,X,O,X,X,X,X,X,X,X
LJSZOTI,X,O,X,O,X,X,O,X,X,X,X
LJSZOIT,X,O,X,O,X,X,X,X,X,X,X
LJSOTIZ,O,O,X,X,X,X,X,X,X,X,O
LJSOTZI,O,O,X,O,X,X,O,X,X,X,O
LJSOITZ,X,O,X,X,X,X,X,X,X,X,X
LJSOIZT,X,O,X,O,X,X,X,X,X,X,X
LJSOZTI,X,O,X,O,X,X,O,X,X,X,X
LJSOZIT,X,O,X,O,X,X,X,X,X,X,X
LJZTISO,X,O,X,O,X,X,X,X,O,O,X
LJZTIOS,X,O,X,O,X,X,O,X,O,X,X
LJZTSIO,X,O,X,O,X,X,O,X,O,O,X
