sequence,v115@4gD8GeC8FeD8FeD8DeG8JeT6IvhF/gBUcB5jBlkByq?B2uB,v115@4gD8GeC8FeD8FeD8DeG8JeT6IvhFegBUcB5jBfmBKp?BFqB,v115@4gD8GeC8FeD8FeD8DeG8Jei6IvhF3bB5jBckBOmBTl?B1uB,v115@4gD8GeC8FeD8FeD8DeG8JeK/IvhFfgB5jBFhBcqBml?BTpB,v115@4gD8GeC8FeD8FeD8DeG8Jei7IvhF5jBOkBFhBfqB0l?BTpB,v115@4gD8GeC8FeD8FeD8DeG8Jel6IvhFUcB5jB/kBTgByq?B2uB,v115@4gD8GeC8FeD8FeD8DeG8Je06IvhF5jB2kB3lBFmBTp?BiqB,v115@4gD8GeC8FeD8FeD8DeG8Je06IvhFlbB5jB2kBXhBTp?BiqB,v115@4gD8GeC8FeD8FeD8DeG8JeK/IvhFUcB5jBFgBzlBmp?B3pB,v115@4gD8GeC8FeD8FeD8DeG8JeU8IvhF5jBFgBzlBmpB/p?BipB,v115@4gD8GeC8FeD8FeD8DeG8Je5DJvhFTfB/lBFhBmlBip?B0pB,v115@4gD8GeC8FeD8FeD8DeG8JeU8IvhF5jBFgBzlBipB/p?BmpB,v115@4gD8GeC8FeD8FeD8DeG8JeK/IvhF5jBUgBFhBzlBmp?B3pB
LTOIZJS,X,O,O,O,X,O,X,X,X,X,X,X,X
LTOIZSJ,O,O,O,O,O,X,X,X,X,X,X,O,X
LTOJISZ,O,O,X,O,X,O,X,O,X,X,X,X,X
LTOJIZS,X,O,X,X,X,O,X,O,X,X,X,X,X
LTOJSIZ,O,O,X,O,X,O,X,O,X,X,X,X,X
LTOJSZI,O,O,X,X,X,O,X,O,X,X,X,X,X
LTOJZIS,X,O,X,X,X,O,X,O,X,X,X,X,X
LTOJZSI,X,O,X,X,X,O,X,O,X,X,X,X,X
LTOSIJZ,O,O,X,O,X,X,X,O,X,X,O,X,X
LTOSIZJ,O,O,O,O,X,X,X,O,X,X,O,X,X
LTOSJIZ,O,O,X,O,X,X,X,O,X,X,O,X,X
LTOSJZI,O,O,X,X,X,X,X,O,X,X,X,X,X
LTOSZIJ,O,O,O,O,X,X,X,O,X,X,O,X,X
LTOSZJI,O,O,O,X,X,X,X,O,X,X,X,X,X
LTOZIJS,X,O,O,O,X,O,X,X,X,X,X,X,X
LTOZISJ,O,O,O,O,O,X,X,X,X,X,X,O,X
LTOZJIS,X,O,O,O,X,O,X,X,X,X,X,X,X
LTOZJSI,X,O,O,O,X,O,X,X,X,X,X,X,X
LTOZSIJ,O,O,O,O,O,X,X,X,X,X,X,X,X
LTOZSJI,O,O,O,O,O,X,X,X,X,X,X,X,X
LITJSZO,O,O,O,X,X,O,X,O,X,X,X,X,O
LITJSOZ,O,O,X,X,X,O,X,O,X,X,X,X,X
LITJZSO,O,O,O,X,O,O,X,O,X,X,X,X,O
LITJZOS,O,O,O,X,X,O,X,O,X,X,X,X,O
LITJOSZ,O,O,O,X,X,O,X,X,X,X,X,X,X
LITJOZS,O,O,O,X,X,O,X,X,X,X,X,X,O
LITSJZO,O,O,X,X,X,X,X,O,X,X,X,X,X
LITSJOZ,O,O,X,X,X,X,X,O,X,X,O,X,X
LITSZJO,O,O,X,X,O,X,X,O,X,X,X,X,X
LITSZOJ,O,O,X,X,O,X,X,O,X,X,O,X,X
LITSOJZ,O,O,X,X,X,X,X,O,X,X,O,X,X
LITSOZJ,O,O,X,X,X,X,X,O,X,X,O,X,X
LITZJSO,O,O,O,X,O,O,X,X,X,X,X,X,X
LITZJOS,X,O,O,X,X,O,X,X,X,X,X,X,X
LITZSJO,O,O,O,X,O,X,X,X,X,X,X,X,X
LITZSOJ,O,O,O,X,O,X,X,X,X,X,X,X,X
LITZOJS,X,O,O,O,X,O,X,X,X,X,X,X,X
LITZOSJ,O,O,O,O,O,X,X,X,X,X,X,X,X
LITOJSZ,O,O,X,O,X,O,X,O,X,X,X,X,X
LITOJZS,X,O,X,X,X,O,X,O,X,X,X,X,X
LITOSJZ,O,O,X,O,X,X,X,O,X,X,O,O,X
LITOSZJ,O,O,O,O,X,X,X,O,X,X,O,O,X
LITOZJS,X,O,O,O,X,O,X,X,X,X,X,X,X
LITOZSJ,O,O,O,O,O,X,X,X,X,X,X,O,X
LIJTSZO,O,O,O,X,X,O,X,O,X,X,X,X,O
LIJTSOZ,O,O,X,X,X,O,X,O,X,X,X,X,X
LIJTZSO,O,O,O,X,X,O,X,O,X,X,X,X,O
LIJTZOS,O,O,O,X,X,O,X,O,X,X,X,X,O
LIJTOSZ,O,O,O,X,X,O,X,X,O,X,X,X,X
LIJTOZS,O,O,O,X,X,O,X,X,O,X,X,X,O
LIJSTZO,O,O,O,X,X,O,X,O,X,X,X,X,O
LIJSTOZ,O,O,X,X,X,O,X,O,X,X,O,X,X
LIJSZTO,O,O,X,X,X,O,X,O,X,X,X,X,O
LIJSZOT,O,X,X,X,X,O,X,O,X,X,X,X,X
LIJSOTZ,O,X,O,X,X,O,X,O,O,X,O,X,X
LIJSOZT,O,X,X,X,X,O,X,O,O,X,X,X,X
LIJZTSO,O,X,X,X,X,O,X,O,X,X,X,X,O
LIJZTOS,O,X,X,X,X,O,X,O,X,X,X,X,O
LIJZSTO,O,O,X,X,X,O,X,O,X,X,X,X,O
LIJZSOT,O,X,X,X,X,O,X,O,X,X,X,X,X
LIJZOTS,X,X,X,X,X,O,X,O,O,X,X,X,O
LIJZOST,O,X,X,X,X,O,X,O,O,X,X,X,X
LIJOTSZ,O,O,O,X,X,O,X,O,O,X,X,X,X
LIJOTZS,O,O,O,X,X,O,X,O,O,X,X,X,O
LIJOSTZ,O,X,O,X,X,O,X,O,O,O,O,O,X
LIJOSZT,O,X,X,X,X,O,X,O,O,O,X,O,X
LIJOZTS,X,X,X,X,X,O,X,O,O,X,X,X,O
LIJOZST,O,X,X,X,X,O,X,O,O,O,X,O,X
LISTJZO,O,O,X,X,X,X,X,O,X,X,X,X,X
LISTJOZ,O,O,X,X,X,X,X,O,X,X,O,X,X
LISTZJO,O,O,X,X,X,X,X,O,X,X,X,X,X
LISTZOJ,O,O,X,X,X,X,X,O,X,X,O,X,X
LISTOJZ,O,O,X,X,X,X,X,O,X,X,O,X,X
LISTOZJ,O,O,X,X,X,X,X,O,X,X,O,X,X
LISJTZO,O,O,X,X,X,O,X,O,X,X,X,X,X
LISJTOZ,O,O,X,X,X,O,X,O,X,X,O,X,X
LISJZTO,O,O,X,X,O,O,X,O,X,X,X,X,X
LISJZOT,O,X,X,X,X,O,X,O,X,X,X,X,X
LISJOTZ,O,X,X,X,X,O,X,O,X,X,O,X,X
LISJOZT,O,X,X,X,X,O,X,O,X,X,X,X,X
LISZTJO,O,O,X,X,O,X,X,O,X,X,X,X,X
LISZTOJ,O,O,X,X,O,X,X,O,X,X,O,X,X
LISZJTO,O,O,X,X,O,O,X,O,X,X,X,X,X
LISZJOT,O,X,X,X,X,O,X,O,X,X,X,X,X
LISZOTJ,O,O,X,X,X,X,X,O,X,X,O,X,X
LISZOJT,O,X,X,X,X,O,X,O,X,X,X,X,X
LISOTJZ,O,O,X,X,X,X,X,O,X,X,O,O,X
LISOTZJ,O,O,X,X,X,X,X,O,X,X,O,O,X
LISOJTZ,O,X,X,X,X,O,O,O,X,X,O,O,X
LISOJZT,O,X,X,X,X,O,O,O,X,X,X,O,X
LISOZTJ,O,O,X,X,X,X,X,O,X,X,O,O,X
LISOZJT,O,X,X,X,X,O,X,O,X,X,X,O,X
LIZTJSO,O,O,X,X,O,O,X,X,X,X,X,X,X
LIZTJOS,X,O,X,X,X,O,X,X,X,X,X,X,X
LIZTSJO,O,O,X,X,O,X,X,X,X,X,X,X,X
LIZTSOJ,O,O,X,X,O,X,X,X,X,X,X,X,X
LIZTOJS,X,O,X,O,X,O,X,X,X,X,X,X,X
LIZTOSJ,O,O,X,O,O,X,X,X,X,X,X,X,X
LIZJTSO,O,X,X,X,X,O,X,O,X,X,X,X,X
LIZJTOS,O,X,X,X,X,O,X,O,X,X,X,X,X
LIZJSTO,O,O,X,X,X,O,X,O,X,X,X,X,X
LIZJSOT,O,X,X,X,X,O,X,O,X,X,X,X,X
LIZJOTS,X,X,X,X,X,O,X,O,X,X,X,X,X
LIZJOST,O,X,X,X,X,O,X,O,X,X,X,X,X
LIZSTJO,O,O,X,X,O,X,X,O,X,X,X,X,X
LIZSTOJ,O,O,X,X,O,X,X,O,X,X,O,X,X
LIZSJTO,O,O,X,X,O,O,X,O,X,X,X,X,X
LIZSJOT,O,X,X,X,X,O,X,O,X,X,X,X,X
LIZSOTJ,O,O,X,X,X,X,X,O,X,X,O,X,X
LIZSOJT,O,X,X,X,X,O,X,O,X,X,X,X,X
LIZOTJS,X,O,X,O,X,O,X,X,X,X,X,X,X
LIZOTSJ,X,O,X,O,X,X,X,X,X,X,X,O,X
LIZOJTS,X,X,X,O,X,O,X,O,X,X,X,X,X
LIZOJST,O,X,X,O,X,O,X,O,X,O,X,O,X
LIZOSTJ,O,O,X,O,X,X,X,O,X,X,O,O,X
LIZOSJT,O,X,X,O,X,O,X,O,X,X,X,O,X
LIOTJSZ,O,O,X,O,X,O,X,O,X,X,X,X,X
LIOTJZS,X,O,X,X,X,O,X,O,X,X,X,X,X
LIOTSJZ,O,O,X,O,X,X,X,O,X,X,O,O,X
LIOTSZJ,O,O,O,O,X,X,X,O,X,X,O,O,X
LIOTZJS,X,O,O,O,X,O,X,X,X,X,X,X,X
LIOTZSJ,O,O,O,O,X,X,X,X,X,X,X,O,X
LIOJTSZ,O,O,X,O,X,O,X,O,X,X,X,X,X
LIOJTZS,O,O,X,X,X,O,X,O,X,X,X,X,X
LIOJSTZ,O,X,X,O,X,O,O,O,X,O,O,O,X
LIOJSZT,O,X,X,X,X,O,O,O,X,O,X,O,X
LIOJZTS,X,X,X,O,X,O,X,O,X,X,X,X,X
LIOJZST,O,X,X,O,X,O,O,O,X,O,X,O,X
LIOSTJZ,O,O,X,O,X,X,X,O,X,X,O,O,X
LIOSTZJ,O,O,O,O,X,X,X,O,X,X,O,O,X
LIOSJTZ,O,X,X,O,X,O,O,O,X,X,O,O,X
LIOSJZT,O,X,X,X,X,O,O,O,X,X,X,O,X
LIOSZTJ,O,O,X,O,X,X,X,O,X,X,O,O,X
LIOSZJT,O,X,X,O,X,O,X,O,X,X,X,O,X
LIOZTJS,X,O,X,O,X,O,X,X,X,X,X,X,X
LIOZTSJ,X,O,X,O,X,X,X,X,X,X,X,O,X
LIOZJTS,X,X,X,O,X,O,X,O,X,X,X,X,X
LIOZJST,O,X,X,O,X,O,X,O,X,O,X,O,X
LIOZSTJ,O,O,X,O,X,X,X,O,X,X,O,O,X
LIOZSJT,O,X,X,O,X,O,X,O,X,X,X,O,X
LJTISZO,O,O,O,X,X,O,X,O,X,X,X,X,O
LJTISOZ,O,O,X,X,X,O,X,O,X,X,X,X,X
LJTIZSO,O,O,O,X,X,O,X,O,X,X,X,X,O
LJTIZOS,O,O,O,X,X,O,X,O,X,X,X,X,O
LJTIOSZ,O,O,O,X,X,O,X,X,O,X,X,X,X
LJTIOZS,O,O,O,X,X,O,X,X,O,X,X,X,O
LJTSIZO,O,O,O,X,X,O,X,O,X,X,X,X,O
LJTSIOZ,O,O,X,X,X,O,X,O,X,X,X,X,X
LJTSZIO,O,O,O,X,X,O,X,O,X,X,X,X,O
LJTSZOI,O,O,O,X,X,O,X,O,X,X,X,X,X
LJTSOIZ,O,O,X,X,X,O,X,O,X,X,X,X,X
LJTSOZI,O,O,X,X,X,O,X,O,X,X,X,X,X
LJTZISO,O,O,O,X,X,O,X,O,X,X,X,X,O
LJTZIOS,O,O,O,X,X,O,X,O,X,X,X,X,O
LJTZSIO,O,O,O,X,X,O,X,O,X,X,X,X,O
LJTZSOI,O,O,O,X,X,O,X,O,X,X,X,X,X
LJTZOIS,O,O,O,X,X,O,X,O,X,X,X,X,O
LJTZOSI,O,O,O,X,X,O,X,X,X,X,X,X,X
LJTOISZ,O,O,O,X,X,O,X,X,O,X,X,X,X
LJTOIZS,O,O,O,X,X,O,X,X,O,X,X,X,O
LJTOSIZ,O,O,O,X,X,O,X,X,O,X,X,X,X
LJTOSZI,O,O,O,X,X,O,X,X,O,X,X,X,X
LJTOZIS,O,O,O,X,X,O,X,X,O,X,X,X,O
LJTOZSI,O,O,O,X,X,O,X,X,O,X,X,X,X
LJITSZO,O,O,O,X,X,O,X,O,X,X,X,X,O
LJITSOZ,O,O,X,X,X,O,X,O,X,X,X,X,X
LJITZSO,O,O,O,X,X,O,X,O,X,X,X,X,O
LJITZOS,O,O,O,X,X,O,X,O,X,X,X,X,O
LJITOSZ,O,O,O,X,X,O,X,X,O,X,X,X,X
LJITOZS,O,O,O,X,X,O,X,X,O,X,X,X,O
LJISTZO,O,O,O,X,X,O,X,O,X,X,X,X,O
LJISTOZ,O,O,X,X,X,O,X,O,X,X,O,X,X
LJISZTO,O,O,X,X,X,O,X,O,X,X,X,X,O
LJISZOT,O,X,X,X,X,O,X,O,X,X,X,X,X
LJISOTZ,O,X,O,X,X,O,X,O,O,X,O,X,X
LJISOZT,O,X,X,X,X,O,X,O,O,X,X,X,X
LJIZTSO,O,X,X,X,X,O,X,O,X,X,X,X,O
LJIZTOS,O,X,X,X,X,O,X,O,X,X,X,X,O
LJIZSTO,O,O,X,X,X,O,X,O,X,X,X,X,O
LJIZSOT,O,X,X,X,X,O,X,O,X,X,X,X,X
LJIZOTS,X,X,X,X,X,O,X,O,O,X,X,X,O
LJIZOST,O,X,X,X,X,O,X,O,O,X,X,X,X
LJIOTSZ,O,O,O,X,X,O,X,O,O,X,X,X,X
LJIOTZS,O,O,O,X,X,O,X,O,O,X,X,X,O
LJIOSTZ,O,X,O,X,X,O,X,O,O,O,O,O,X
LJIOSZT,O,X,X,X,X,O,X,O,O,O,X,O,X
LJIOZTS,X,X,X,X,X,O,X,O,O,X,X,X,O
LJIOZST,O,X,X,X,X,O,X,O,O,O,X,O,X
LJSTIZO,O,O,O,X,X,O,X,O,X,X,X,X,O
LJSTIOZ,O,O,X,X,X,O,X,O,X,X,O,X,X
LJSTZIO,O,O,O,X,X,O,X,O,X,X,X,X,O
LJSTZOI,O,O,O,X,X,O,X,O,X,X,X,X,X
LJSTOIZ,O,O,X,X,X,O,X,O,X,X,O,X,X
LJSTOZI,O,O,X,X,X,O,X,O,X,X,X,X,X
LJSITZO,O,O,O,X,X,O,X,O,X,X,X,X,O
LJSITOZ,O,O,X,X,X,O,X,O,X,X,O,X,X
LJSIZTO,O,O,X,X,X,O,X,O,X,X,X,X,O
LJSIZOT,O,X,X,X,X,O,X,O,X,X,X,X,X
LJSIOTZ,O,X,O,X,X,O,X,O,O,X,O,X,X
LJSIOZT,O,X,X,X,X,O,X,O,O,X,X,X,X
LJSZTIO,O,O,X,X,X,O,X,O,X,X,X,X,O
LJSZTOI,O,O,X,X,X,O,X,O,X,X,X,X,X
LJSZITO,O,O,X,X,X,O,X,O,X,X,X,X,O
LJSZIOT,O,X,X,X,X,O,X,O,X,X,X,X,X
LJSZOTI,O,X,X,X,X,O,X,O,X,X,X,X,X
LJSZOIT,O,X,X,X,X,O,X,O,X,X,X,X,X
LJSOTIZ,O,X,O,X,X,O,X,O,O,X,O,X,X
LJSOTZI,O,X,O,X,X,O,X,O,O,X,X,X,X
LJSOITZ,O,X,O,X,X,O,X,O,O,X,O,X,X
LJSOIZT,O,X,X,X,X,O,X,O,O,X,X,X,X
LJSOZTI,O,X,X,X,X,O,X,O,O,X,X,X,X
LJSOZIT,O,X,X,X,X,O,X,O,O,X,X,X,X
LJZTISO,O,X,X,X,X,O,X,O,X,X,X,X,O
LJZTIOS,O,X,X,X,X,O,X,O,X,X,X,X,O
LJZTSIO,O,X,X,X,X,O,X,O,X,X,X,X,O
LJZTSOI,O,X,X,X,X,O,X,O,X,X,X,X,X
LJZTOIS,O,X,X,X,X,O,X,O,X,X,X,X,O
LJZTOSI,O,X,X,X,X,O,X,X,X,X,X,X,X
LJZITSO,O,X,X,X,X,O,X,O,X,X,X,X,O
LJZITOS,O,X,X,X,X,O,X,O,X,X,X,X,O
LJZISTO,O,O,X,X,X,O,X,O,X,X,X,X,O
LJZISOT,O,X,X,X,X,O,X,O,X,X,X,X,X
LJZIOTS,X,X,X,X,X,O,X,O,O,X,X,X,O
LJZIOST,O,X,X,X,X,O,X,O,O,X,X,X,X
LJZSTIO,O,O,X,X,X,O,X,O,X,X,X,X,O
LJZSTOI,O,O,X,X,X,O,X,O,X,X,X,X,X
LJZSITO,O,O,X,X,X,O,X,O,X,X,X,X,O
LJZSIOT,O,X,X,X,X,O,X,O,X,X,X,X,X
LJZSOTI,O,X,X,X,X,O,X,O,X,X,X,X,X
LJZSOIT,O,X,X,X,X,O,X,O,X,X,X,X,X
LJZOTIS,X,X,X,X,X,O,X,O,O,X,X,X,O
LJZOTSI,X,X,X,X,X,O,X,X,O,X,X,X,X
LJZOITS,X,X,X,X,X,O,X,O,O,X,X,X,O
LJZOIST,O,X,X,X,X,O,X,O,O,X,X,X,X
LJZOSTI,O,X,X,X,X,O,X,O,O,X,X,X,X
LJZOSIT,O,X,X,X,X,O,X,O,O,X,X,X,X
LJOTISZ,O,O,O,X,X,O,X,O,O,X,X,X,X
LJOTIZS,O,O,O,X,X,O,X,O,O,X,X,X,O
LJOTSIZ,O,O,O,X,X,O,X,O,O,X,X,X,X
LJOTSZI,O,O,O,X,X,O,X,O,O,X,X,X,X
LJOTZIS,O,O,O,X,X,O,X,O,O,X,X,X,O
LJOTZSI,O,O,O,X,X,O,X,O,O,X,X,X,X
LJOITSZ,O,O,O,X,X,O,X,O,O,X,X,X,X
LJOITZS,O,O,O,X,X,O,X,O,O,X,X,X,O
LJOISTZ,O,X,O,X,X,O,X,O,O,O,O,O,X
LJOISZT,O,X,X,X,X,O,X,O,O,O,X,O,X
LJOIZTS,X,X,X,X,X,O,X,O,O,X,X,X,O
LJOIZST,O,X,X,X,X,O,X,O,O,O,X,O,X
LJOSTIZ,O,X,O,X,X,O,X,O,O,X,O,X,X
LJOSTZI,O,X,O,X,X,O,X,O,O,X,X,X,X
LJOSITZ,O,X,O,X,X,O,X,O,O,X,O,X,X
LJOSIZT,O,X,X,X,X,O,X,O,O,X,X,X,X
LJOSZTI,O,X,X,X,X,O,X,O,O,X,X,X,X
LJOSZIT,O,X,X,X,X,O,X,O,O,X,X,X,X
LJOZTIS,X,X,X,X,X,O,X,O,O,X,X,X,O
LJOZTSI,X,X,X,X,X,O,X,O,O,X,X,X,X
LJOZITS,X,X,X,X,X,O,X,O,O,X,X,X,O
LJOZIST,O,X,X,X,X,O,X,O,O,O,X,O,X
LJOZSTI,O,X,X,X,X,O,X,O,O,X,X,X,X
LJOZSIT,O,X,X,X,X,O,X,O,O,X,X,X,X
LSTIJZO,O,O,X,X,X,X,X,O,X,X,X,X,X
LSTIJOZ,O,O,X,X,X,X,X,O,X,X,O,X,X
LSTIZJO,O,O,X,X,X,X,X,O,X,X,X,X,X
LSTIZOJ,O,O,X,X,X,X,X,O,X,X,O,X,X
LSTIOJZ,O,O,X,X,X,X,X,O,X,X,O,X,X
LSTIOZJ,O,O,X,X,X,X,X,O,X,X,O,X,X
LSTJIZO,O,O,X,X,X,X,X,O,X,X,X,X,X
LSTJIOZ,O,O,X,X,X,X,X,O,X,X,O,X,X
LSTJZIO,O,O,X,X,X,X,X,O,X,X,X,X,X
LSTJZOI,O,O,X,X,X,X,X,O,X,X,X,X,X
LSTJOIZ,O,O,X,X,X,X,X,O,X,X,O,X,X
LSTJOZI,O,O,X,X,X,X,X,O,X,X,X,X,X
LSTZIJO,O,O,X,X,X,X,X,O,X,X,X,X,X
LSTZIOJ,O,O,X,X,X,X,X,O,X,X,O,X,X
LSTZJIO,O,O,X,X,X,X,X,O,X,X,X,X,X
LSTZJOI,O,O,X,X,X,X,X,O,X,X,X,X,X
LSTZOIJ,O,O,X,X,X,X,X,O,X,X,O,X,X
LSTZOJI,O,O,X,X,X,X,X,O,X,X,X,X,X
LSTOIJZ,O,O,X,X,X,X,X,O,X,X,O,X,X
LSTOIZJ,O,O,X,X,X,X,X,O,X,X,O,X,X
LSTOJIZ,O,O,X,X,X,X,X,O,X,X,O,X,X
LSTOJZI,O,O,X,X,X,X,X,O,X,X,X,X,X
LSTOZIJ,O,O,X,X,X,X,X,O,X,X,O,X,X
LSTOZJI,O,O,X,X,X,X,X,O,X,X,X,X,X
LSITJZO,O,O,X,X,X,X,X,O,X,X,X,X,X
LSITJOZ,O,O,X,X,X,X,X,O,X,X,O,X,X
LSITZJO,O,O,X,X,X,X,X,O,X,X,X,X,X
LSITZOJ,O,O,X,X,X,X,X,O,X,X,O,X,X
LSITOJZ,O,O,X,X,X,X,X,O,X,X,O,X,X
LSITOZJ,O,O,X,X,X,X,X,O,X,X,O,X,X
LSIJTZO,O,O,X,X,X,O,X,O,X,X,X,X,X
LSIJTOZ,O,O,X,X,X,O,X,O,X,X,O,X,X
LSIJZTO,O,O,X,X,O,O,X,O,X,X,X,X,X
LSIJZOT,O,X,X,X,X,O,X,O,X,X,X,X,X
LSIJOTZ,O,X,X,X,X,O,X,O,X,X,O,X,X
LSIJOZT,O,X,X,X,X,O,X,O,X,X,X,X,X
LSIZTJO,O,O,X,X,O,X,X,O,X,X,X,X,X
LSIZTOJ,O,O,X,X,O,X,X,O,X,X,O,X,X
LSIZJTO,O,O,X,X,O,O,X,O,X,X,X,X,X
LSIZJOT,O,X,X,X,X,O,X,O,X,X,X,X,X
LSIZOTJ,O,O,X,X,X,X,X,O,X,X,O,X,X
LSIZOJT,O,X,X,X,X,O,X,O,X,X,X,X,X
LSIOTJZ,O,O,X,X,X,X,X,O,X,X,O,O,X
LSIOTZJ,O,O,X,X,X,X,X,O,X,X,O,O,X
LSIOJTZ,O,X,X,X,X,O,O,O,X,X,O,O,X
LSIOJZT,O,X,X,X,X,O,O,O,X,X,X,O,X
LSIOZTJ,O,O,X,X,X,X,X,O,X,X,O,O,X
LSIOZJT,O,X,X,X,X,O,X,O,X,X,X,O,X
LSJTIZO,O,O,X,X,X,O,X,O,X,X,X,X,X
LSJTIOZ,O,O,X,X,X,O,X,O,X,X,O,X,X
LSJTZIO,O,O,X,X,X,O,X,O,X,X,X,X,X
LSJTZOI,O,O,X,X,X,O,X,O,X,X,X,X,X
LSJTOIZ,O,O,X,X,X,O,X,O,X,X,O,X,X
LSJTOZI,O,O,X,X,X,O,X,O,X,X,X,X,X
LSJITZO,O,O,X,X,X,O,X,O,X,X,X,X,X
LSJITOZ,O,O,X,X,X,O,X,O,X,X,O,X,X
LSJIZTO,O,O,X,X,O,O,X,O,X,X,X,X,X
LSJIZOT,O,X,X,X,X,O,X,O,X,X,X,X,X
LSJIOTZ,O,X,X,X,X,O,X,O,X,X,O,X,X
LSJIOZT,O,X,X,X,X,O,X,O,X,X,X,X,X
LSJZTIO,O,O,X,X,O,O,X,O,X,X,X,X,X
LSJZTOI,O,O,X,X,O,O,X,O,X,X,X,X,X
LSJZITO,O,O,X,X,O,O,X,O,X,X,X,X,X
LSJZIOT,O,X,X,X,X,O,X,O,X,X,X,X,X
LSJZOTI,O,X,X,X,X,O,X,O,X,X,X,X,X
LSJZOIT,O,X,X,X,X,O,X,O,X,X,X,X,X
LSJOTIZ,O,X,X,X,X,O,X,O,X,X,O,X,X
LSJOTZI,O,X,X,X,X,O,X,O,X,X,X,X,X
LSJOITZ,O,X,X,X,X,O,X,O,X,X,O,X,X
LSJOIZT,O,X,X,X,X,O,X,O,X,X,X,X,X
LSJOZTI,O,X,X,X,X,O,X,O,X,X,X,X,X
LSJOZIT,O,X,X,X,X,O,X,O,X,X,X,X,X
LSZTIJO,O,O,X,X,O,X,X,O,X,X,X,X,X
LSZTIOJ,O,O,X,X,O,X,X,O,X,X,O,X,X
LSZTJIO,O,O,X,X,O,X,X,O,X,X,X,X,X
LSZTJOI,O,O,X,X,O,X,X,O,X,X,X,X,X
LSZTOIJ,O,O,X,X,O,X,X,O,X,X,O,X,X
LSZTOJI,O,O,X,X,O,X,X,O,X,X,X,X,X
LSZITJO,O,O,X,X,O,X,X,O,X,X,X,X,X
LSZITOJ,O,O,X,X,O,X,X,O,X,X,O,X,X
LSZIJTO,O,O,X,X,O,O,X,O,X,X,X,X,X
LSZIJOT,O,X,X,X,X,O,X,O,X,X,X,X,X
LSZIOTJ,O,O,X,X,X,X,X,O,X,X,O,X,X
LSZIOJT,O,X,X,X,X,O,X,O,X,X,X,X,X
LSZJTIO,O,O,X,X,O,O,X,O,X,X,X,X,X
LSZJTOI,O,O,X,X,O,O,X,O,X,X,X,X,X
LSZJITO,O,O,X,X,O,O,X,O,X,X,X,X,X
LSZJIOT,O,X,X,X,X,O,X,O,X,X,X,X,X
LSZJOTI,O,X,X,X,X,O,X,O,X,X,X,X,X
LSZJOIT,O,X,X,X,X,O,X,O,X,X,X,X,X
LSZOTIJ,O,O,X,X,X,X,X,O,X,X,O,X,X
LSZOTJI,O,O,X,X,X,X,X,O,X,X,X,X,X
LSZOITJ,O,O,X,X,X,X,X,O,X,X,O,X,X
LSZOIJT,O,X,X,X,X,O,X,O,X,X,X,X,X
LSZOJTI,O,X,X,X,X,O,X,O,X,X,X,X,X
LSZOJIT,O,X,X,X,X,O,X,O,X,X,X,X,X
LSOTIJZ,O,O,X,X,X,X,X,O,X,X,O,X,X
LSOTIZJ,O,O,X,X,X,X,X,O,X,X,O,X,X
LSOTJIZ,O,O,X,X,X,X,X,O,X,X,O,X,X
LSOTJZI,O,O,X,X,X,X,X,O,X,X,X,X,X
LSOTZIJ,O,O,X,X,X,X,X,O,X,X,O,X,X
LSOTZJI,O,O,X,X,X,X,X,O,X,X,X,X,X
LSOITJZ,O,O,X,X,X,X,X,O,X,X,O,O,X
LSOITZJ,O,O,X,X,X,X,X,O,X,X,O,O,X
LSOIJTZ,O,X,X,X,X,O,O,O,X,X,O,O,X
LSOIJZT,O,X,X,X,X,O,O,O,X,X,X,O,X
LSOIZTJ,O,O,X,X,X,X,X,O,X,X,O,O,X
LSOIZJT,O,X,X,X,X,O,X,O,X,X,X,O,X
LSOJTIZ,O,X,X,X,X,O,X,O,X,X,O,X,X
LSOJTZI,O,X,X,X,X,O,X,O,X,X,X,X,X
LSOJITZ,O,X,X,X,X,O,O,O,X,X,O,X,X
LSOJIZT,O,X,X,X,X,O,O,O,X,X,X,X,X
LSOJZTI,O,X,X,X,X,O,X,O,X,X,X,X,X
LSOJZIT,O,X,X,X,X,O,O,O,X,X,X,X,X
LSOZTIJ,O,O,X,X,X,X,X,O,X,X,O,X,X
LSOZTJI,O,O,X,X,X,X,X,O,X,X,X,X,X
LSOZITJ,O,O,X,X,X,X,X,O,X,X,O,O,X
LSOZIJT,O,X,X,X,X,O,X,O,X,X,X,O,X
LSOZJTI,O,X,X,X,X,O,X,O,X,X,X,X,X
LSOZJIT,O,X,X,X,X,O,X,O,X,X,X,X,X
LZTIJSO,O,O,X,X,O,O,X,X,X,X,X,X,X
LZTIJOS,X,O,X,X,X,O,X,X,X,X,X,X,X
LZTISJO,O,O,X,X,O,X,X,X,X,X,X,X,X
LZTISOJ,O,O,X,X,O,X,X,X,X,X,X,X,X
LZTIOJS,X,O,X,O,X,O,X,X,X,X,X,X,X
LZTIOSJ,O,O,X,O,O,X,X,X,X,X,X,X,X
LZTJISO,O,O,X,X,O,O,X,X,X,X,X,X,X
LZTJIOS,X,O,X,X,X,O,X,X,X,X,X,X,X
LZTJSIO,O,O,X,X,O,O,X,X,X,X,X,X,X
LZTJSOI,O,O,X,X,O,O,X,X,X,X,X,X,X
LZTJOIS,X,O,X,X,X,O,X,X,X,X,X,X,X
LZTJOSI,X,O,X,X,X,O,X,X,X,X,X,X,X
