sequence,v115@+gA8GeC8GeG8AeE8BeF8Jei6IvhF3bBchBxdBmiBFn?BTqB,v115@+gA8GeC8GeG8AeE8BeF8Jei6IvhFcgBTcBxdBmiBFn?B3qB,v115@+gA8GeC8GeG8AeE8BeF8Jei6IvhFRcBFeBmgBfnB0n?BTqB,v115@+gA8GeC8GeG8AeE8BeF8Jei6IvhFchBxdBTgBmiBFn?B3qB,v115@+gA8GeC8GeG8AeE8BeF8Jei6IvhFFcBXdBOjBcnBxq?BTqB
OIJSLZT,X,X,X,X,X
OIJSZTL,X,X,X,X,X
OIJSZLT,X,X,X,X,X
OIJZTLS,X,O,X,O,O
OIJZTSL,X,O,X,O,O
OIJZLTS,X,O,X,O,O
OIJZLST,O,X,X,X,O
OIJZSTL,X,X,X,X,O
OIJZSLT,O,X,X,X,O
OISTLJZ,X,X,X,O,X
OISTLZJ,X,X,X,X,X
OISTJLZ,X,X,X,O,X
OISTJZL,X,X,X,O,X
OISTZLJ,X,X,X,X,X
OISTZJL,X,X,X,X,X
OISLTJZ,X,X,X,O,X
OISLTZJ,X,X,X,X,X
OISLJTZ,X,X,X,O,X
OISLJZT,X,X,X,X,X
OISLZTJ,X,X,X,X,X
OISLZJT,X,X,X,X,X
OISJTLZ,X,X,X,O,X
OISJTZL,X,X,X,O,X
OISJLTZ,X,X,X,O,X
OISJLZT,X,X,X,X,X
OISJZTL,X,X,X,X,X
OISJZLT,X,X,X,X,X
OISZTLJ,X,X,X,X,X
OISZTJL,X,X,X,X,X
OISZLTJ,X,X,X,X,X
OISZLJT,X,X,X,X,X
OISZJTL,X,X,X,X,X
OISZJLT,X,X,X,X,X
OIZTLJS,X,O,X,O,O
OIZTLSJ,X,O,X,X,O
OIZTJLS,X,O,X,O,O
OIZTJSL,X,O,X,O,O
OIZTSLJ,X,O,X,X,O
OIZTSJL,X,X,X,X,O
OIZLTJS,X,O,X,O,O
OIZLTSJ,X,O,X,X,O
OIZLJTS,X,O,X,O,O
OIZLJST,X,X,X,X,O
OIZLSTJ,O,X,X,X,O
OIZLSJT,O,X,X,X,O
OIZJTLS,X,O,X,O,O
OIZJTSL,X,O,X,O,O
OIZJLTS,X,O,X,O,O
OIZJLST,X,X,X,X,O
OIZJSTL,X,X,X,X,O
OIZJSLT,X,X,X,X,O
OIZSTLJ,X,X,X,X,O
OIZSTJL,X,X,X,X,O
OIZSLTJ,O,X,X,X,O
OIZSLJT,O,X,X,X,O
OIZSJTL,X,X,X,X,O
OIZSJLT,X,X,X,X,O
OLTIJSZ,O,X,X,O,X
OLTIJZS,O,X,X,O,X
OLTISJZ,O,X,X,O,X
OLTISZJ,O,X,X,X,X
OLTIZJS,O,X,X,O,X
OLTIZSJ,O,X,X,X,X
OLTJISZ,O,X,O,O,X
OLTJIZS,O,X,X,O,X
OLTJSIZ,O,X,O,O,X
OLTJSZI,O,X,X,O,X
OLTJZIS,O,X,X,O,X
OLTJZSI,O,X,O,O,X
OLTSIJZ,O,X,O,O,X
OLTSIZJ,O,X,O,X,X
OLTSJIZ,O,X,O,O,X
OLTSJZI,O,X,O,O,X
OLTSZIJ,O,X,O,X,X
OLTSZJI,O,X,O,O,X
OLTZIJS,O,X,X,O,X
OLTZISJ,O,X,X,X,X
OLTZJIS,O,X,X,O,X
OLTZJSI,O,X,O,O,X
OLTZSIJ,O,X,O,X,X
OLTZSJI,O,X,O,O,X
OLITJSZ,O,X,X,O,X
OLITJZS,O,X,X,O,O
OLITSJZ,O,X,X,O,X
OLITSZJ,O,X,X,X,X
OLITZJS,O,X,X,O,O
OLITZSJ,O,X,X,X,O
OLIJTSZ,X,X,X,O,X
OLIJTZS,X,X,X,O,O
OLIJSTZ,X,X,X,O,X
OLIJSZT,X,X,X,X,X
OLIJZTS,X,O,X,O,O
OLIJZST,O,X,X,X,O
OLISTJZ,X,X,X,O,X
OLISTZJ,X,X,X,X,X
OLISJTZ,X,X,X,O,X
OLISJZT,X,X,X,X,X
OLISZTJ,X,X,X,X,X
OLISZJT,X,X,X,X,X
OLIZTJS,X,O,X,O,O
OLIZTSJ,X,O,X,X,O
OLIZJTS,X,O,X,O,O
OLIZJST,X,X,X,X,O
OLIZSTJ,O,X,X,X,O
OLIZSJT,O,X,X,X,O
OLJTISZ,X,X,O,O,X
OLJTIZS,X,X,X,O,X
OLJTSIZ,X,X,O,O,X
OLJTSZI,X,X,X,O,X
OLJTZIS,X,X,X,O,X
OLJTZSI,X,X,O,O,X
OLJITSZ,X,X,O,O,X
OLJITZS,X,X,X,O,O
OLJISTZ,X,X,O,O,X
OLJISZT,X,X,O,X,X
OLJIZTS,X,O,X,O,O
OLJIZST,O,X,X,X,O
OLJSTIZ,X,X,O,O,X
OLJSTZI,X,X,X,O,X
OLJSITZ,X,X,O,O,X
OLJSIZT,X,X,O,X,X
OLJSZTI,X,X,O,O,X
OLJSZIT,X,X,O,X,X
OLJZTIS,X,O,X,O,X
OLJZTSI,X,O,O,O,X
OLJZITS,X,O,X,O,O
OLJZIST,O,X,X,X,O
OLJZSTI,O,X,X,O,O
OLJZSIT,O,X,X,X,O
OLSTIJZ,X,X,O,O,X
OLSTIZJ,X,X,O,X,X
OLSTJIZ,X,X,O,O,X
OLSTJZI,X,X,O,O,X
OLSTZIJ,X,X,O,X,X
OLSTZJI,X,X,O,O,X
OLSITJZ,X,X,O,O,X
OLSITZJ,X,X,O,X,X
OLSIJTZ,X,X,O,O,X
OLSIJZT,X,X,O,X,X
OLSIZTJ,X,X,O,X,X
OLSIZJT,X,X,O,X,X
OLSJTIZ,X,X,O,O,X
OLSJTZI,X,X,O,O,X
OLSJITZ,X,X,O,O,X
OLSJIZT,X,X,O,X,X
OLSJZTI,X,X,O,O,X
OLSJZIT,X,X,O,X,X
OLSZTIJ,X,X,O,X,X
OLSZTJI,X,X,O,O,X
OLSZITJ,X,X,O,X,X
OLSZIJT,X,X,O,X,X
OLSZJTI,X,X,O,O,X
OLSZJIT,X,X,O,X,X
OLZTIJS,X,O,X,O,X
OLZTISJ,O,O,X,X,X
OLZTJIS,O,O,X,O,X
OLZTJSI,O,O,O,O,X
OLZTSIJ,O,O,O,X,X
OLZTSJI,O,O,O,O,X
OLZITJS,X,O,X,O,O
OLZITSJ,X,O,X,X,O
OLZIJTS,X,O,X,O,O
OLZIJST,X,X,X,X,O
OLZISTJ,O,X,X,X,O
OLZISJT,O,X,X,X,O
OLZJTIS,X,O,X,O,X
OLZJTSI,X,O,O,O,X
OLZJITS,X,O,X,O,O
OLZJIST,O,X,X,X,O
OLZJSTI,O,X,X,O,O
OLZJSIT,O,X,X,X,O
OLZSTIJ,O,X,X,X,X
OLZSTJI,O,X,X,O,O
OLZSITJ,O,X,X,X,O
OLZSIJT,O,X,X,X,O
OLZSJTI,O,X,X,O,O
OLZSJIT,O,X,X,X,O
OJTILSZ,X,X,O,O,X
OJTILZS,X,X,X,O,X
OJTISLZ,X,X,X,O,X
OJTISZL,X,X,X,O,X
OJTIZLS,X,X,X,O,X
OJTIZSL,X,X,X,O,X
OJTLISZ,X,X,O,O,X
OJTLIZS,X,X,X,O,X
OJTLSIZ,X,X,O,O,X
OJTLSZI,X,X,X,O,X
OJTLZIS,X,X,X,O,X
OJTLZSI,X,X,O,O,X
OJTSILZ,X,X,O,O,X
OJTSIZL,X,X,X,O,X
OJTSLIZ,X,X,O,O,X
OJTSLZI,X,X,X,O,X
OJTSZIL,X,X,X,O,X
OJTSZLI,X,X,X,O,X
OJTZILS,X,X,X,O,X
OJTZISL,X,X,X,O,X
OJTZLIS,X,X,X,O,X
OJTZLSI,X,X,O,O,X
OJTZSIL,X,X,O,O,X
OJTZSLI,X,X,O,O,X
OJITLSZ,X,X,O,O,X
OJITLZS,X,X,X,O,O
OJITSLZ,X,X,X,O,X
OJITSZL,X,X,X,O,X
OJITZLS,X,X,X,O,O
OJITZSL,X,X,X,O,O
OJILTSZ,X,X,O,O,X
OJILTZS,X,X,X,O,O
OJILSTZ,X,X,O,O,X
OJILSZT,X,X,O,X,X
OJILZTS,X,O,X,O,O
OJILZST,O,X,X,X,O
OJISTLZ,X,X,O,O,X
OJISTZL,X,X,X,O,X
OJISLTZ,X,X,O,O,X
OJISLZT,X,X,O,X,X
OJISZTL,X,X,O,X,X
OJISZLT,X,X,O,X,X
OJIZTLS,X,O,X,O,O
OJIZTSL,X,O,X,O,O
OJIZLTS,X,O,X,O,O
OJIZLST,O,X,X,X,O
OJIZSTL,X,X,X,X,O
OJIZSLT,O,X,X,X,O
OJLTISZ,X,X,O,O,X
OJLTIZS,X,X,X,O,X
OJLTSIZ,X,X,O,O,X
OJLTSZI,X,X,X,O,X
OJLTZIS,X,X,X,O,X
OJLTZSI,X,X,O,O,X
OJLITSZ,X,X,O,O,X
OJLITZS,X,X,X,O,O
OJLISTZ,X,X,O,O,X
OJLISZT,X,X,O,X,X
OJLIZTS,X,O,X,O,O
OJLIZST,O,X,X,X,O
OJLSTIZ,X,X,O,O,X
OJLSTZI,X,X,X,O,X
OJLSITZ,X,X,O,O,X
OJLSIZT,X,X,O,X,X
OJLSZTI,X,X,O,O,X
OJLSZIT,X,X,O,X,X
OJLZTIS,X,O,X,O,X
OJLZTSI,X,O,O,O,X
OJLZITS,X,O,X,O,O
OJLZIST,O,X,X,X,O
OJLZSTI,O,X,X,O,O
OJLZSIT,O,X,X,X,O
OJSTILZ,X,X,O,O,X
OJSTIZL,X,X,X,O,X
OJSTLIZ,X,X,O,O,X
OJSTLZI,X,X,X,O,X
OJSTZIL,X,X,X,O,X
OJSTZLI,X,X,X,O,X
OJSITLZ,X,X,O,O,X
OJSITZL,X,X,X,O,X
OJSILTZ,X,X,O,O,X
OJSILZT,X,X,O,X,X
OJSIZTL,X,X,O,X,X
OJSIZLT,X,X,O,X,X
OJSLTIZ,X,X,O,O,X
OJSLTZI,X,X,X,O,X
OJSLITZ,X,X,O,O,X
OJSLIZT,X,X,O,X,X
OJSLZTI,X,X,O,O,X
OJSLZIT,X,X,O,X,X
OJSZTIL,X,X,O,X,X
OJSZTLI,X,X,O,X,X
OJSZITL,X,X,O,X,X
OJSZILT,X,X,O,X,X
OJSZLTI,X,X,O,O,X
OJSZLIT,X,X,O,X,X
OJZTILS,X,O,X,O,X
OJZTISL,X,O,X,O,X
OJZTLIS,X,O,X,O,X
OJZTLSI,X,O,O,O,X
OJZTSIL,X,O,O,O,X
OJZTSLI,X,O,O,O,X
OJZITLS,X,O,X,O,O
OJZITSL,X,O,X,O,O
OJZILTS,X,O,X,O,O
OJZILST,O,X,X,X,O
OJZISTL,X,X,X,X,O
OJZISLT,O,X,X,X,O
OJZLTIS,X,O,X,O,X
OJZLTSI,X,O,O,O,X
OJZLITS,X,O,X,O,O
OJZLIST,O,X,X,X,O
OJZLSTI,O,X,X,O,O
OJZLSIT,O,X,X,X,O
OJZSTIL,X,X,X,X,O
OJZSTLI,X,X,X,X,O
OJZSITL,X,X,X,X,O
OJZSILT,O,X,X,X,O
OJZSLTI,O,X,X,O,O
OJZSLIT,O,X,X,X,O
OSTILJZ,X,X,O,O,X
OSTILZJ,X,X,O,X,X
OSTIJLZ,X,X,O,O,X
OSTIJZL,X,X,O,O,X
OSTIZLJ,X,X,O,X,X
OSTIZJL,X,X,O,X,X
OSTLIJZ,X,X,O,O,X
OSTLIZJ,X,X,O,X,X
OSTLJIZ,X,X,O,O,X
OSTLJZI,X,X,O,O,X
OSTLZIJ,X,X,O,X,X
OSTLZJI,X,X,O,O,X
OSTJILZ,X,X,O,O,X
OSTJIZL,X,X,O,O,X
OSTJLIZ,X,X,O,O,X
OSTJLZI,X,X,O,O,X
OSTJZIL,X,X,O,O,X
OSTJZLI,X,X,O,O,X
OSTZILJ,X,X,O,X,X
OSTZIJL,X,X,O,X,X
OSTZLIJ,X,X,O,X,X
OSTZLJI,X,X,O,O,X
OSTZJIL,X,X,O,O,X
OSTZJLI,X,X,O,O,X
OSITLJZ,X,X,O,O,X
OSITLZJ,X,X,O,X,X
OSITJLZ,X,X,O,O,X
OSITJZL,X,X,O,O,X
OSITZLJ,X,X,O,X,X
OSITZJL,X,X,O,X,X
OSILTJZ,X,X,O,O,X
OSILTZJ,X,X,O,X,X
OSILJTZ,X,X,O,O,X
OSILJZT,X,X,O,X,X
OSILZTJ,X,X,O,X,X
OSILZJT,X,X,O,X,X
OSIJTLZ,X,X,O,O,X
OSIJTZL,X,X,O,O,X
OSIJLTZ,X,X,O,O,X
OSIJLZT,X,X,O,X,X
OSIJZTL,X,X,O,X,X
OSIJZLT,X,X,O,X,X
OSIZTLJ,X,X,O,X,X
OSIZTJL,X,X,O,X,X
OSIZLTJ,X,X,O,X,X
OSIZLJT,X,X,O,X,X
OSIZJTL,X,X,O,X,X
OSIZJLT,X,X,O,X,X
OSLTIJZ,X,X,O,O,X
OSLTIZJ,X,X,O,X,X
OSLTJIZ,X,X,O,O,X
OSLTJZI,X,X,O,O,X
OSLTZIJ,X,X,O,X,X
OSLTZJI,X,X,O,O,X
OSLITJZ,X,X,O,O,X
OSLITZJ,X,X,O,X,X
OSLIJTZ,X,X,O,O,X
OSLIJZT,X,X,O,X,X
OSLIZTJ,X,X,O,X,X
OSLIZJT,X,X,O,X,X
OSLJTIZ,X,X,O,O,X
OSLJTZI,X,X,O,O,X
OSLJITZ,X,X,O,O,X
OSLJIZT,X,X,O,X,X
OSLJZTI,X,X,O,O,X
OSLJZIT,X,X,O,X,X
OSLZTIJ,X,X,O,X,X
OSLZTJI,X,X,O,O,X
OSLZITJ,X,X,O,X,X
OSLZIJT,X,X,O,X,X
OSLZJTI,X,X,O,O,X
OSLZJIT,X,X,O,X,X
OSJTILZ,X,X,O,O,X
OSJTIZL,X,X,O,O,X
OSJTLIZ,X,X,O,O,X
OSJTLZI,X,X,O,O,X
OSJTZIL,X,X,O,O,X
OSJTZLI,X,X,O,O,X
OSJITLZ,X,X,O,O,X
OSJITZL,X,X,O,O,X
OSJILTZ,X,X,O,O,X
OSJILZT,X,X,O,X,X
OSJIZTL,X,X,O,X,X
OSJIZLT,X,X,O,X,X
OSJLTIZ,X,X,O,O,X
OSJLTZI,X,X,O,O,X
OSJLITZ,X,X,O,O,X
OSJLIZT,X,X,O,X,X
OSJLZTI,X,X,O,O,X
OSJLZIT,X,X,O,X,X
OSJZTIL,X,X,O,X,X
OSJZTLI,X,X,O,X,X
OSJZITL,X,X,O,X,X
OSJZILT,X,X,O,X,X
OSJZLTI,X,X,O,O,X
OSJZLIT,X,X,O,X,X
OSZTILJ,X,X,O,X,X
OSZTIJL,X,X,O,X,X
OSZTLIJ,X,X,O,X,X
OSZTLJI,X,X,O,O,X
OSZTJIL,X,X,O,O,X
OSZTJLI,X,X,O,O,X
OSZITLJ,X,X,O,X,X
OSZITJL,X,X,O,X,X
OSZILTJ,X,X,O,X,X
OSZILJT,X,X,O,X,X
OSZIJTL,X,X,O,X,X
OSZIJLT,X,X,O,X,X
OSZLTIJ,X,X,O,X,X
OSZLTJI,X,X,O,O,X
OSZLITJ,X,X,O,X,X
OSZLIJT,X,X,O,X,X
OSZLJTI,X,X,O,O,X
OSZLJIT,X,X,O,X,X
OSZJTIL,X,X,O,X,X
OSZJTLI,X,X,O,X,X
OSZJITL,X,X,O,X,X
OSZJILT,X,X,O,X,X
OSZJLTI,X,X,O,O,X
OSZJLIT,X,X,O,X,X
OZTILJS,O,O,X,O,X
OZTILSJ,O,O,X,X,X
OZTIJLS,O,O,X,O,X
OZTIJSL,O,O,X,O,X
OZTISLJ,O,O,X,X,X
OZTISJL,O,X,X,X,X
OZTLIJS,O,O,X,O,X
OZTLISJ,O,O,X,X,X
OZTLJIS,O,O,X,O,X
OZTLJSI,O,O,O,O,X
OZTLSIJ,O,O,O,X,X
OZTLSJI,O,O,O,O,X
OZTJILS,O,O,X,O,X
OZTJISL,O,O,X,O,X
OZTJLIS,O,O,X,O,X
OZTJLSI,O,O,O,O,X
OZTJSIL,O,O,O,O,X
OZTJSLI,O,O,O,O,X
OZTSILJ,O,O,O,X,X
OZTSIJL,O,X,O,X,X
OZTSLIJ,O,O,O,X,X
OZTSLJI,O,O,O,O,X
OZTSJIL,O,O,O,O,X
OZTSJLI,O,O,O,O,X
OZITLJS,X,O,X,O,O
OZITLSJ,X,O,X,X,O
OZITJLS,X,O,X,O,O
OZITJSL,X,O,X,O,O
OZITSLJ,X,O,X,X,O
OZITSJL,X,X,X,X,O
OZILTJS,X,O,X,O,O
OZILTSJ,X,O,X,X,O
OZILJTS,X,O,X,O,O
OZILJST,X,X,X,X,O
OZILSTJ,O,X,X,X,O
OZILSJT,O,X,X,X,O
OZIJTLS,X,O,X,O,O
OZIJTSL,X,O,X,O,O
OZIJLTS,X,O,X,O,O
OZIJLST,X,X,X,X,O
OZIJSTL,X,X,X,X,O
OZIJSLT,X,X,X,X,O
OZISTLJ,X,X,X,X,O
OZISTJL,X,X,X,X,O
OZISLTJ,O,X,X,X,O
OZISLJT,O,X,X,X,O
OZISJTL,X,X,X,X,O
OZISJLT,X,X,X,X,O
OZLTIJS,X,O,X,O,X
OZLTISJ,O,O,X,X,X
OZLTJIS,O,O,X,O,X
OZLTJSI,O,O,O,O,X
OZLTSIJ,O,O,O,X,X
OZLTSJI,O,O,O,O,X
OZLITJS,X,O,X,O,O
OZLITSJ,X,O,X,X,O
OZLIJTS,X,O,X,O,O
OZLIJST,X,X,X,X,O
OZLISTJ,O,X,X,X,O
OZLISJT,O,X,X,X,O
OZLJTIS,X,O,X,O,X
OZLJTSI,X,O,O,O,X
OZLJITS,X,O,X,O,O
OZLJIST,O,X,X,X,O
OZLJSTI,O,X,X,O,O
OZLJSIT,O,X,X,X,O
OZLSTIJ,O,X,X,X,X
OZLSTJI,O,X,X,O,O
OZLSITJ,O,X,X,X,O
OZLSIJT,O,X,X,X,O
OZLSJTI,O,X,X,O,O
OZLSJIT,O,X,X,X,O
OZJTILS,X,O,X,O,X
OZJTISL,X,O,X,O,X
OZJTLIS,X,O,X,O,X
OZJTLSI,X,O,O,O,X
OZJTSIL,X,O,O,O,X
OZJTSLI,X,O,O,O,X
OZJITLS,X,O,X,O,O
OZJITSL,X,O,X,O,O
OZJILTS,X,O,X,O,O
OZJILST,O,X,X,X,O
OZJISTL,X,X,X,X,O
OZJISLT,O,X,X,X,O
OZJLTIS,X,O,X,O,X
OZJLTSI,X,O,O,O,X
OZJLITS,X,O,X,O,O
OZJLIST,O,X,X,X,O
OZJLSTI,O,X,X,O,O
OZJLSIT,O,X,X,X,O
OZJSTIL,X,X,X,X,O
OZJSTLI,X,X,X,X,O
OZJSITL,X,X,X,X,O
OZJSILT,O,X,X,X,O
OZJSLTI,O,X,X,O,O
OZJSLIT,O,X,X,X,O
OZSTILJ,O,X,X,X,O
OZSTIJL,X,X,X,X,O
OZSTLIJ,O,X,X,X,X
OZSTLJI,O,X,X,O,O
OZSTJIL,O,X,X,O,O
OZSTJLI,O,X,X,O,O
OZSITLJ,X,X,X,X,O
OZSITJL,X,X,X,X,O
OZSILTJ,O,X,X,X,O
OZSILJT,O,X,X,X,O
OZSIJTL,X,X,X,X,O
OZSIJLT,X,X,X,X,O
OZSLTIJ,O,X,X,X,X
OZSLTJI,O,X,X,O,O
OZSLITJ,O,X,X,X,O
OZSLIJT,O,X,X,X,O
OZSLJTI,O,X,X,O,O
OZSLJIT,O,X,X,X,O
OZSJTIL,X,X,X,X,O
OZSJTLI,X,X,X,X,O
OZSJITL,X,X,X,X,O
OZSJILT,O,X,X,X,O
OZSJLTI,O,X,X,O,O
OZSJLIT,O,X,X,X,O
