sequence,v115@5gB8GeB8BeB8EeE8DeF8DeE8JeT6IvhFxbBXeBupBF?mB0qBiqB,v115@5gB8GeB8BeB8EeE8DeF8DeE8JeT6IvhFxbBXeBFmBC?qBUqBmqB,v115@5gB8GeB8BeB8EeE8DeF8DeE8Jex7IvhFXeBlfBUhBO?qB6pBzqB,v115@5gB8GeB8BeB8EeE8DeF8DeE8Jex6IvhFXeB0fBFmBC?qBOrBTqB,v115@5gB8GeB8BeB8EeE8DeF8DeE8JeT6IvhFxbBXeBVmBu?pBiqB0qB,v115@5gB8GeB8BeB8EeE8DeF8DeE8Je07IvhFXeBlfBxlB6?pBOrBTqB,v115@5gB8GeB8BeB8EeE8DeF8DeE8JeT6IvhFCcBXeB8kBV?mB2qBRvB,v115@5gB8GeB8BeB8EeE8DeF8DeE8JeT6IvhFxbBXeBVmBq?pB2qB0qB,v115@5gB8GeB8BeB8EeE8DeF8DeE8Jei6IvhF1gBXeB5kBT?hB0lB2vB,v115@5gB8GeB8BeB8EeE8DeF8DeE8Jei6IvhFcgBXeB5kBF?mBTqBOrB,v115@5gB8GeB8BeB8EeE8DeF8DeE8JeT6IvhFegBXeBUhBS?qBFmBRvB,v115@5gB8GeB8BeB8EeE8DeF8DeE8JeT6IvhF2gBXeBqpBx?lBFmB0qB
IZTOSLJ,X,X,X,X,X,O,O,X,X,X,X,X
IZTOSJL,O,X,X,X,O,O,O,X,X,X,X,X
IZLTJSO,X,X,X,O,X,X,O,X,X,X,O,O
IZLTJOS,X,X,X,O,X,X,O,X,X,X,O,O
IZLTSJO,X,X,X,O,X,O,O,X,X,X,O,O
IZLTSOJ,X,O,X,O,X,O,O,O,X,X,O,O
IZLTOJS,X,X,X,O,X,X,O,X,X,X,O,O
IZLTOSJ,X,O,X,O,X,X,O,O,X,X,O,O
IZLJTSO,X,X,O,X,X,X,X,X,O,X,O,O
IZLJTOS,X,X,X,X,X,X,X,X,O,X,O,O
IZLJSTO,X,X,O,X,X,X,X,X,O,X,O,O
IZLJSOT,O,X,X,X,O,X,X,O,O,X,O,O
IZLJOTS,X,X,X,X,X,X,X,X,O,X,O,O
IZLJOST,O,X,X,X,O,X,X,O,O,X,O,O
IZLSTJO,X,X,X,O,X,O,O,X,X,X,O,O
IZLSTOJ,X,O,X,O,X,O,O,O,X,X,O,O
IZLSJTO,X,X,O,X,X,X,X,X,O,X,O,O
IZLSJOT,O,X,X,X,O,X,X,O,O,X,O,O
IZLSOTJ,X,O,X,X,X,X,O,O,X,X,O,O
IZLSOJT,X,X,X,X,X,X,X,O,X,X,O,O
IZLOTJS,X,X,X,X,X,X,O,X,X,X,O,O
IZLOTSJ,X,X,X,X,X,X,O,X,X,X,O,O
IZLOJTS,X,X,X,X,X,X,X,X,X,X,O,O
IZLOJST,X,X,X,X,X,X,X,X,X,X,O,O
IZLOSTJ,X,O,X,X,X,X,O,O,X,X,O,O
IZLOSJT,X,X,X,X,X,X,X,O,X,X,O,O
IZJTLSO,O,X,O,X,X,X,O,X,O,X,X,X
IZJTLOS,O,X,X,X,X,X,O,X,O,X,X,X
IZJTSLO,O,X,O,X,X,O,O,X,O,X,X,X
IZJTSOL,O,X,O,X,X,O,O,X,O,X,X,X
IZJTOLS,O,X,X,X,X,X,O,X,O,X,X,X
IZJTOSL,O,X,O,X,X,X,O,X,O,X,X,X
IZJLTSO,X,X,O,X,X,X,X,X,O,X,O,X
IZJLTOS,X,X,X,X,X,X,X,X,O,X,O,X
IZJLSTO,X,X,O,X,X,X,X,X,O,X,O,X
IZJLSOT,O,X,X,X,X,X,X,X,O,X,O,O
IZJLOTS,X,X,X,X,X,X,X,X,O,X,O,X
IZJLOST,O,X,X,X,X,X,X,X,O,X,O,O
IZJSTLO,O,X,O,X,X,O,O,X,O,X,X,X
IZJSTOL,O,X,O,X,X,O,O,X,O,X,X,X
IZJSLTO,X,X,O,X,X,X,X,X,O,X,O,X
IZJSLOT,O,X,X,X,X,X,X,X,O,X,O,O
IZJSOTL,O,X,O,X,O,X,O,X,O,X,X,X
IZJSOLT,O,X,X,X,O,X,X,X,O,X,X,X
IZJOTLS,O,X,X,X,X,X,O,X,O,X,X,X
IZJOTSL,O,X,O,X,X,X,O,X,O,X,X,X
IZJOLTS,X,X,X,X,X,X,X,X,O,X,X,X
IZJOLST,O,X,X,X,X,X,X,X,O,X,X,X
IZJOSTL,O,X,O,X,O,X,O,X,O,X,X,X
IZJOSLT,O,X,X,X,O,X,X,X,O,X,X,X
IZSTLJO,X,X,X,O,X,O,O,X,X,X,O,X
IZSTLOJ,X,O,X,O,X,O,O,O,X,X,O,X
IZSTJLO,O,X,O,X,X,O,O,X,X,X,X,X
IZSTJOL,O,X,O,X,O,O,O,X,X,X,X,X
IZSTOLJ,X,X,X,X,X,O,O,X,X,X,X,X
IZSTOJL,O,X,O,X,O,O,O,X,X,X,X,X
IZSLTJO,X,X,X,O,X,O,O,X,X,X,O,O
IZSLTOJ,X,O,X,O,X,O,O,O,X,X,O,O
IZSLJTO,X,X,O,X,X,X,X,X,O,X,O,O
IZSLJOT,O,X,X,X,O,X,X,O,O,X,O,O
IZSLOTJ,X,O,X,X,X,X,O,O,X,X,O,O
IZSLOJT,X,X,X,X,X,X,X,O,X,X,O,O
IZSJTLO,O,X,O,X,X,O,O,X,O,X,X,X
IZSJTOL,O,X,O,X,X,O,O,X,O,X,X,X
IZSJLTO,X,X,O,X,X,X,X,X,O,X,O,X
IZSJLOT,O,X,X,X,X,X,X,X,O,X,O,O
IZSJOTL,O,X,O,X,O,X,O,X,O,X,X,X
IZSJOLT,O,X,X,X,O,X,X,X,O,X,X,X
IZSOTLJ,X,X,X,X,X,O,O,X,X,O,X,X
IZSOTJL,O,X,O,X,O,O,O,X,X,O,X,X
IZSOLTJ,X,O,X,X,X,X,O,O,X,X,O,X
IZSOLJT,X,X,O,X,X,X,X,O,X,X,O,X
IZSOJTL,O,X,O,X,O,X,O,X,X,X,X,X
IZSOJLT,O,X,O,X,O,X,X,X,X,X,X,X
IZOTLJS,X,X,X,X,X,X,O,X,X,O,X,X
IZOTLSJ,X,X,X,X,X,X,O,X,X,O,X,X
IZOTJLS,X,X,O,X,X,X,O,X,X,O,X,X
IZOTJSL,X,X,O,X,X,X,O,X,X,O,X,X
IZOTSLJ,X,X,X,X,X,O,O,X,X,O,X,X
IZOTSJL,X,X,O,X,X,O,O,X,X,O,X,X
IZOLTJS,X,X,X,X,X,X,O,X,X,X,O,X
IZOLTSJ,X,X,X,X,X,X,O,X,X,X,O,X
IZOLJTS,X,X,O,X,X,X,X,X,X,X,O,X
IZOLJST,X,X,O,X,X,X,X,X,X,X,O,X
IZOLSTJ,X,X,X,X,X,X,O,X,X,X,O,X
IZOLSJT,X,X,O,X,X,X,X,X,X,X,O,X
IZOJTLS,X,X,O,X,X,X,O,X,X,X,X,X
IZOJTSL,O,X,O,X,X,X,O,X,X,X,X,X
IZOJLTS,X,X,O,X,X,X,X,X,X,X,X,X
IZOJLST,O,X,O,X,X,X,X,X,X,X,X,X
IZOJSTL,O,X,O,X,X,X,O,X,X,X,X,X
IZOJSLT,O,X,O,X,X,X,X,X,X,X,X,X
IZOSTLJ,X,X,X,X,X,O,O,X,X,O,X,X
IZOSTJL,O,X,O,X,O,O,O,X,X,O,X,X
IZOSLTJ,X,O,X,X,X,X,O,O,X,X,O,X
IZOSLJT,X,X,O,X,X,X,X,O,X,X,O,X
IZOSJTL,O,X,O,X,O,X,O,X,X,X,X,X
IZOSJLT,O,X,O,X,O,X,X,X,X,X,X,X
IOTLJSZ,X,O,X,X,X,X,X,O,X,X,O,X
IOTLJZS,X,X,X,X,X,X,X,X,X,X,O,X
IOTLSJZ,O,O,X,X,O,X,X,O,X,X,O,X
IOTLSZJ,X,O,X,X,X,O,O,O,X,O,O,X
IOTLZJS,X,X,X,X,X,X,O,X,X,O,O,X
IOTLZSJ,X,O,X,X,X,O,O,O,X,O,O,X
IOTJLSZ,O,X,X,X,O,X,X,X,X,X,X,X
IOTJLZS,X,X,X,X,O,X,X,X,X,X,X,X
IOTJSLZ,O,X,X,X,O,X,X,X,X,X,X,X
IOTJSZL,O,X,X,X,O,O,O,X,X,O,X,X
IOTJZLS,O,X,X,X,X,X,O,X,X,O,X,X
IOTJZSL,O,X,X,X,O,O,O,X,X,O,X,X
IOTSLJZ,O,O,X,X,O,X,X,O,X,X,O,X
IOTSLZJ,X,O,X,X,X,O,O,O,X,O,O,X
IOTSJLZ,O,X,X,X,O,X,X,X,X,X,X,X
IOTSJZL,O,X,X,X,O,O,O,X,X,O,X,X
IOTSZLJ,X,X,X,X,X,O,O,X,X,O,X,X
IOTSZJL,O,X,O,X,O,O,O,X,X,O,X,X
IOTZLJS,X,X,X,X,X,X,O,X,X,O,X,X
IOTZLSJ,X,X,X,X,X,O,O,X,X,O,X,X
IOTZJLS,X,X,O,X,X,X,O,X,X,O,X,X
IOTZJSL,X,X,O,X,X,O,O,X,X,O,X,X
IOTZSLJ,X,X,X,X,X,O,O,X,X,O,X,X
IOTZSJL,O,X,O,X,O,O,O,X,X,O,X,X
IOLTJSZ,X,O,X,X,X,X,X,O,X,X,O,X
IOLTJZS,X,X,X,X,X,X,X,O,X,X,O,X
IOLTSJZ,X,O,X,X,X,X,X,O,X,X,O,X
IOLTSZJ,X,O,X,X,X,O,O,O,X,O,O,O
IOLTZJS,X,O,X,X,X,X,O,X,X,O,O,O
IOLTZSJ,X,O,X,X,X,O,O,O,X,O,O,O
IOLJTSZ,X,X,X,X,O,X,X,O,X,X,O,X
IOLJTZS,X,X,X,X,X,X,X,O,X,X,O,X
IOLJSTZ,X,O,X,X,O,X,X,O,X,X,O,X
IOLJSZT,X,X,X,X,O,X,X,O,O,X,O,O
IOLJZTS,X,X,X,X,X,X,X,X,O,X,O,O
IOLJZST,X,X,X,X,O,X,X,O,O,X,O,O
IOLSTJZ,O,O,X,X,O,X,X,O,X,X,O,X
IOLSTZJ,X,O,X,X,X,O,O,O,X,O,O,O
IOLSJTZ,O,O,X,X,O,X,X,O,X,X,O,X
IOLSJZT,O,X,X,X,O,X,X,O,O,X,O,O
IOLSZTJ,X,O,X,X,X,O,O,O,X,X,O,O
IOLSZJT,X,X,O,X,X,X,X,O,X,X,O,O
IOLZTJS,X,X,X,X,X,X,O,X,X,X,O,O
IOLZTSJ,X,X,X,X,X,O,O,X,X,X,O,O
IOLZJTS,X,X,O,X,X,X,X,X,X,X,O,O
IOLZJST,X,X,O,X,X,X,X,X,X,X,O,O
IOLZSTJ,X,O,X,X,X,O,O,O,X,X,O,O
IOLZSJT,X,X,O,X,X,X,X,O,X,X,O,O
IOJTLSZ,O,X,X,X,O,X,X,X,X,X,X,X
IOJTLZS,X,X,X,X,O,X,X,X,X,X,X,X
IOJTSLZ,O,X,X,X,O,X,X,X,X,X,X,X
IOJTSZL,O,X,O,X,O,O,O,X,X,O,X,X
IOJTZLS,O,X,O,X,X,X,O,X,X,O,X,X
IOJTZSL,O,X,O,X,O,O,O,X,X,O,X,X
IOJLTSZ,X,X,X,X,O,X,X,X,X,X,O,O
IOJLTZS,X,X,X,X,O,X,X,X,X,X,O,X
IOJLSTZ,O,X,X,X,O,X,X,X,X,X,O,O
IOJLSZT,O,X,X,X,O,X,X,X,O,X,O,O
IOJLZTS,X,X,X,X,X,X,X,X,O,X,O,X
IOJLZST,X,X,X,X,O,X,X,X,O,X,O,O
IOJSTLZ,O,X,X,X,O,X,X,X,X,X,X,X
IOJSTZL,O,X,O,X,O,O,O,X,X,O,X,X
IOJSLTZ,O,O,X,X,O,X,X,O,X,X,O,O
IOJSLZT,O,X,X,X,O,X,X,O,O,X,O,O
IOJSZTL,O,X,O,X,O,O,O,X,O,X,X,X
IOJSZLT,O,X,O,X,O,X,X,X,O,X,X,X
IOJZTLS,O,X,O,X,X,X,O,X,O,X,X,X
IOJZTSL,O,X,O,X,X,O,O,X,O,X,X,X
IOJZLTS,X,X,O,X,X,X,X,X,O,X,X,X
IOJZLST,O,X,O,X,X,X,X,X,O,X,X,X
IOJZSTL,O,X,O,X,O,O,O,X,O,X,X,X
IOJZSLT,O,X,O,X,O,X,X,X,O,X,X,X
IOSTLJZ,O,O,X,X,O,X,X,O,X,X,O,X
IOSTLZJ,X,O,X,X,X,O,O,O,X,O,O,X
IOSTJLZ,O,X,X,X,O,X,X,X,X,X,X,X
IOSTJZL,O,X,X,X,O,O,O,X,X,O,X,X
IOSTZLJ,X,X,X,X,X,O,O,X,X,O,X,X
IOSTZJL,O,X,O,X,O,O,O,X,X,O,X,X
IOSLTJZ,O,O,X,X,O,X,X,O,X,X,O,X
IOSLTZJ,X,O,X,X,X,O,O,O,X,O,O,O
IOSLJTZ,O,O,X,X,O,X,X,O,X,X,O,X
IOSLJZT,O,X,X,X,O,X,X,O,O,X,O,O
IOSLZTJ,X,O,X,X,X,O,O,O,X,X,O,O
IOSLZJT,X,X,O,X,X,X,X,O,X,X,O,O
IOSJTLZ,O,X,X,X,O,X,X,X,X,X,X,X
IOSJTZL,O,X,O,X,O,O,O,X,X,O,X,X
IOSJLTZ,O,O,X,X,O,X,X,O,X,X,O,O
IOSJLZT,O,X,X,X,O,X,X,O,O,X,O,O
IOSJZTL,O,X,O,X,O,O,O,X,O,X,X,X
IOSJZLT,O,X,O,X,O,X,X,X,O,X,X,X
IOSZTLJ,X,X,X,X,X,O,O,X,X,O,X,X
IOSZTJL,O,X,O,X,O,O,O,X,X,O,X,X
IOSZLTJ,X,O,X,X,X,O,O,O,X,X,O,X
IOSZLJT,X,X,O,X,X,X,X,O,X,X,O,X
IOSZJTL,O,X,O,X,O,O,O,X,X,X,X,X
IOSZJLT,O,X,O,X,O,X,X,X,X,X,X,X
IOZTLJS,X,X,X,X,X,X,O,X,X,O,X,X
IOZTLSJ,X,X,X,X,X,O,O,X,X,O,X,X
IOZTJLS,X,X,O,X,X,X,O,X,X,O,X,X
IOZTJSL,X,X,O,X,X,O,O,X,X,O,X,X
IOZTSLJ,X,X,X,X,X,O,O,X,X,O,X,X
IOZTSJL,X,X,O,X,X,O,O,X,X,O,X,X
IOZLTJS,X,X,X,X,X,X,O,X,X,X,O,X
IOZLTSJ,X,X,X,X,X,O,O,X,X,X,O,X
IOZLJTS,X,X,O,X,X,X,X,X,X,X,O,X
IOZLJST,X,X,O,X,X,X,X,X,X,X,O,X
IOZLSTJ,X,X,X,X,X,O,O,X,X,X,O,X
IOZLSJT,X,X,O,X,X,X,X,X,X,X,O,X
IOZJTLS,X,X,O,X,X,X,O,X,X,X,X,X
IOZJTSL,O,X,O,X,X,O,O,X,X,X,X,X
IOZJLTS,X,X,O,X,X,X,X,X,X,X,X,X
IOZJLST,O,X,O,X,X,X,X,X,X,X,X,X
IOZJSTL,O,X,O,X,X,O,O,X,X,X,X,X
IOZJSLT,O,X,O,X,X,X,X,X,X,X,X,X
IOZSTLJ,X,X,X,X,X,O,O,X,X,O,X,X
IOZSTJL,O,X,O,X,O,O,O,X,X,O,X,X
IOZSLTJ,X,O,X,X,X,O,O,O,X,X,O,X
IOZSLJT,X,X,O,X,X,X,X,O,X,X,O,X
IOZSJTL,O,X,O,X,O,O,O,X,X,X,X,X
IOZSJLT,O,X,O,X,O,X,X,X,X,X,X,X
LTIJSZO,X,X,X,X,O,X,O,O,O,X,X,X
LTIJSOZ,O,O,X,X,O,X,X,O,X,X,X,X
LTIJZSO,X,X,X,X,O,X,O,O,O,X,X,X
LTIJZOS,X,X,X,X,O,X,O,O,O,X,X,X
LTIJOSZ,O,O,X,X,O,X,X,O,X,X,X,X
LTIJOZS,X,X,X,X,O,X,X,O,X,X,X,X
LTISJZO,X,X,X,X,O,X,O,O,O,X,X,X
LTISJOZ,O,O,X,X,O,X,X,O,X,X,X,X
LTISZJO,X,O,X,O,X,O,O,X,X,X,X,O
LTISZOJ,X,O,X,O,X,O,O,O,X,X,X,O
LTISOJZ,O,O,X,X,O,X,X,O,X,X,X,X
LTISOZJ,X,O,X,X,X,O,O,O,X,X,X,O
LTIZJSO,X,O,X,O,X,X,O,X,X,X,X,O
LTIZJOS,X,O,X,O,X,X,O,X,X,X,X,O
LTIZSJO,X,O,X,O,X,O,O,X,X,X,X,O
LTIZSOJ,X,O,X,O,X,O,O,O,X,X,X,O
LTIZOJS,X,O,X,O,X,X,O,X,X,X,X,O
LTIZOSJ,X,O,X,O,X,X,O,O,X,X,X,O
LTIOJSZ,X,O,X,X,X,X,X,O,X,X,X,X
LTIOJZS,X,X,X,X,X,X,X,O,X,X,X,X
LTIOSJZ,O,O,X,X,O,X,X,O,X,X,X,X
LTIOSZJ,X,O,X,X,X,O,O,O,X,X,X,O
LTIOZJS,X,O,X,X,X,X,O,X,X,X,X,O
LTIOZSJ,X,O,X,X,X,O,O,O,X,X,X,O
LTJISZO,X,X,X,X,O,X,O,O,O,X,X,X
LTJISOZ,O,O,X,X,O,X,X,O,X,X,X,X
LTJIZSO,X,X,X,X,O,X,O,O,O,X,X,X
LTJIZOS,X,X,X,X,O,X,O,O,O,X,X,X
LTJIOSZ,O,O,X,X,O,X,X,O,X,X,X,X
LTJIOZS,X,X,X,X,O,X,X,O,X,X,X,X
LTJSIZO,X,X,X,X,O,X,O,O,O,X,X,X
LTJSIOZ,O,O,X,X,O,X,X,O,X,X,X,X
LTJSZIO,O,O,O,O,O,X,X,O,O,X,X,X
LTJSZOI,O,O,O,O,O,X,X,O,X,X,X,X
LTJSOIZ,O,O,X,X,O,X,X,O,X,X,X,X
LTJSOZI,O,O,X,X,O,X,X,O,X,X,X,X
LTJZISO,O,O,O,O,O,X,X,O,O,X,X,X
LTJZIOS,O,O,X,O,O,X,X,O,O,X,X,X
LTJZSIO,O,O,O,O,O,X,X,O,O,X,X,X
LTJZSOI,O,O,O,O,O,X,X,O,X,X,X,X
LTJZOIS,O,O,X,O,O,X,X,O,X,X,X,X
LTJZOSI,O,O,X,O,O,X,X,O,X,X,X,X
LTJOISZ,O,O,X,X,O,X,X,O,X,X,X,X
LTJOIZS,X,X,X,X,O,X,X,O,X,X,X,X
LTJOSIZ,O,O,X,X,O,X,X,O,X,X,X,X
LTJOSZI,O,O,X,X,O,X,X,O,X,X,X,X
LTJOZIS,O,O,X,X,O,X,X,O,X,X,X,X
LTJOZSI,O,O,X,X,O,X,X,O,X,X,X,X
LTSIJZO,X,X,X,X,O,X,O,O,O,X,X,X
LTSIJOZ,O,O,X,X,O,X,X,O,X,X,X,X
LTSIZJO,X,O,X,O,X,O,O,X,X,X,X,O
LTSIZOJ,X,O,X,O,X,O,O,O,X,X,X,O
LTSIOJZ,O,O,X,X,O,X,X,O,X,X,X,X
LTSIOZJ,X,O,X,X,X,O,O,O,X,X,X,O
LTSJIZO,X,X,X,X,O,X,O,O,O,X,X,X
LTSJIOZ,O,O,X,X,O,X,X,O,X,X,X,X
LTSJZIO,O,O,O,O,O,X,X,O,O,X,X,X
LTSJZOI,O,O,O,O,O,X,X,O,X,X,X,X
LTSJOIZ,O,O,X,X,O,X,X,O,X,X,X,X
LTSJOZI,O,O,X,X,O,X,X,O,X,X,X,X
LTSZIJO,X,O,X,O,X,O,O,X,X,X,X,O
LTSZIOJ,X,O,X,O,X,O,O,O,X,X,X,O
LTSZJIO,O,O,O,O,O,X,X,O,X,X,X,X
LTSZJOI,O,O,O,O,O,X,X,O,X,X,X,X
LTSZOIJ,X,O,X,O,X,X,X,O,X,X,X,O
LTSZOJI,X,O,O,O,X,X,X,O,X,X,X,X
LTSOIJZ,O,O,X,X,O,X,X,O,X,X,X,X
LTSOIZJ,X,O,X,X,X,O,O,O,X,O,X,O
LTSOJIZ,O,O,X,X,O,X,X,O,X,X,X,X
LTSOJZI,O,O,X,X,O,X,X,O,X,X,X,X
LTSOZIJ,X,O,X,O,X,O,X,O,X,O,X,O
LTSOZJI,X,O,O,O,X,X,X,O,X,X,X,X
LTZIJSO,X,O,X,O,X,X,O,X,X,X,X,O
LTZIJOS,X,O,X,O,X,X,O,X,X,X,X,O
LTZISJO,X,O,X,O,X,X,O,X,X,X,X,O
LTZISOJ,X,O,X,O,X,X,O,O,X,X,X,O
LTZIOJS,X,O,X,O,X,X,O,X,X,X,X,O
LTZIOSJ,X,O,X,O,X,X,O,O,X,X,X,O
LTZJISO,O,O,X,O,O,X,X,O,X,X,X,X
LTZJIOS,O,O,X,O,O,X,X,O,X,X,X,X
LTZJSIO,O,O,X,O,O,X,X,O,X,X,X,X
LTZJSOI,O,O,X,O,O,X,X,O,X,X,X,X
LTZJOIS,O,O,X,O,O,X,X,O,X,X,X,X
LTZJOSI,O,O,X,O,O,X,X,O,X,X,X,X
LTZSIJO,X,O,X,O,X,O,O,X,X,X,X,O
LTZSIOJ,X,O,X,O,X,O,O,O,X,X,X,O
LTZSJIO,O,O,O,O,O,X,X,O,X,X,X,X
LTZSJOI,O,O,O,O,O,X,X,O,X,X,X,X
LTZSOIJ,X,O,X,O,X,X,X,O,X,X,X,O
LTZSOJI,X,O,O,O,X,X,X,O,X,X,X,X
LTZOIJS,X,O,X,O,X,X,X,X,X,X,X,O
LTZOISJ,X,O,X,O,X,X,X,O,X,X,X,O
LTZOJIS,X,O,X,O,X,X,X,O,X,X,X,X
LTZOJSI,X,O,X,O,X,X,X,O,X,X,X,X
LTZOSIJ,X,O,X,O,X,X,X,O,X,X,X,O
LTZOSJI,X,O,X,O,X,X,X,O,X,X,X,X
LTOIJSZ,X,O,X,X,X,X,X,O,X,X,X,X
LTOIJZS,X,X,X,X,X,X,X,O,X,X,X,X
LTOISJZ,O,O,X,X,O,X,X,O,X,X,X,X
LTOISZJ,X,O,X,X,X,O,O,O,X,O,X,O
LTOIZJS,X,O,X,X,X,X,O,X,X,O,X,O
LTOIZSJ,X,O,X,X,X,O,O,O,X,O,X,O
LTOJISZ,O,O,X,X,O,X,X,O,X,X,X,X
LTOJIZS,X,X,X,X,O,X,X,O,X,X,X,X
LTOJSIZ,O,O,X,X,O,X,X,O,X,X,X,X
LTOJSZI,O,O,X,X,O,X,X,O,X,X,X,X
LTOJZIS,O,O,X,X,O,X,X,O,X,X,X,X
LTOJZSI,O,O,X,X,O,X,X,O,X,X,X,X
LTOSIJZ,O,O,X,X,O,X,X,O,X,X,X,X
LTOSIZJ,X,O,X,X,X,O,O,O,X,O,X,O
LTOSJIZ,O,O,X,X,O,X,X,O,X,X,X,X
LTOSJZI,O,O,X,X,O,X,X,O,X,X,X,X
LTOSZIJ,X,O,X,O,X,O,X,O,X,O,X,O
LTOSZJI,X,O,O,O,X,X,X,O,X,X,X,X
LTOZIJS,X,O,X,O,X,X,X,X,X,O,X,O
LTOZISJ,X,O,X,O,X,X,X,O,X,O,X,O
LTOZJIS,X,O,X,O,X,X,X,O,X,X,X,X
LTOZJSI,X,O,X,O,X,X,X,O,X,X,X,X
LTOZSIJ,X,O,X,O,X,O,X,O,X,O,X,O
LTOZSJI,X,O,O,O,X,X,X,O,X,X,X,X
LITJSZO,X,X,X,X,O,X,O,O,O,X,O,X
LITJSOZ,O,O,X,X,O,X,X,O,X,X,O,X
LITJZSO,X,X,X,X,O,X,O,O,O,X,O,X
LITJZOS,X,X,X,X,O,X,O,O,O,X,O,X
LITJOSZ,O,O,X,X,O,X,X,O,X,X,O,X
LITJOZS,X,X,X,X,O,X,X,O,X,X,O,X
LITSJZO,X,X,X,X,O,X,O,O,O,X,O,X
LITSJOZ,O,O,X,X,O,X,X,O,X,X,O,X
LITSZJO,X,O,X,O,X,O,O,X,X,X,O,O
LITSZOJ,X,O,X,O,X,O,O,O,X,X,O,O
LITSOJZ,O,O,X,X,O,X,X,O,X,X,O,X
LITSOZJ,X,O,X,X,X,O,O,O,X,X,O,O
LITZJSO,X,O,X,O,X,X,O,X,X,X,O,O
LITZJOS,X,O,X,O,X,X,O,X,X,X,O,O
LITZSJO,X,O,X,O,X,O,O,X,X,X,O,O
LITZSOJ,X,O,X,O,X,O,O,O,X,X,O,O
LITZOJS,X,O,X,O,X,X,O,X,X,X,O,O
LITZOSJ,X,O,X,O,X,X,O,O,X,X,O,O
LITOJSZ,X,O,X,X,X,X,X,O,X,X,O,X
LITOJZS,X,X,X,X,X,X,X,O,X,X,O,X
LITOSJZ,O,O,X,X,O,X,X,O,X,X,O,X
LITOSZJ,X,O,X,X,X,O,O,O,X,X,O,O
LITOZJS,X,O,X,X,X,X,O,X,X,X,O,O
LITOZSJ,X,O,X,X,X,O,O,O,X,X,O,O
LIJTSZO,X,X,X,X,O,X,O,O,O,X,O,X
LIJTSOZ,X,O,X,X,O,X,X,O,X,X,O,O
LIJTZSO,X,X,X,X,O,X,O,O,O,X,O,X
LIJTZOS,X,X,X,X,O,X,O,O,O,X,O,X
LIJTOSZ,X,O,X,X,O,X,X,O,X,X,O,O
LIJTOZS,X,X,X,X,O,X,X,O,X,X,O,X
LIJSTZO,X,X,X,X,O,X,O,O,O,X,O,X
LIJSTOZ,X,O,X,X,O,X,X,O,X,X,O,O
LIJSZTO,X,X,X,X,X,X,X,X,O,X,O,O
LIJSZOT,X,X,X,X,O,X,X,O,O,X,O,O
LIJSOTZ,O,O,X,X,O,X,X,O,X,X,O,O
LIJSOZT,O,X,X,X,O,X,X,O,O,X,O,O
LIJZTSO,X,X,X,X,X,X,X,X,O,X,O,O
LIJZTOS,X,X,X,X,X,X,X,X,O,X,O,O
LIJZSTO,X,X,X,X,X,X,X,X,O,X,O,O
LIJZSOT,X,X,X,X,O,X,X,O,O,X,O,O
LIJZOTS,X,X,X,X,X,X,X,X,O,X,O,O
LIJZOST,X,X,X,X,O,X,X,O,O,X,O,O
LIJOTSZ,X,X,X,X,O,X,X,O,X,X,O,O
LIJOTZS,X,X,X,X,O,X,X,O,X,X,O,X
LIJOSTZ,O,O,X,X,O,X,X,O,X,X,O,O
LIJOSZT,O,X,X,X,O,X,X,O,O,X,O,O
LIJOZTS,X,X,X,X,X,X,X,X,O,X,O,O
LIJOZST,X,X,X,X,O,X,X,O,O,X,O,O
LISTJZO,X,X,X,X,O,X,O,O,O,X,O,X
LISTJOZ,O,O,X,X,O,X,X,O,X,X,O,X
LISTZJO,X,O,X,O,X,O,O,X,X,X,O,O
LISTZOJ,X,O,X,O,X,O,O,O,X,X,O,O
LISTOJZ,O,O,X,X,O,X,X,O,X,X,O,X
LISTOZJ,X,O,X,X,X,O,O,O,X,X,O,O
LISJTZO,X,X,X,X,O,X,O,O,O,X,O,X
LISJTOZ,X,O,X,X,O,X,X,O,X,X,O,O
LISJZTO,X,X,X,X,X,X,X,X,O,X,O,O
LISJZOT,X,X,X,X,O,X,X,O,O,X,O,O
LISJOTZ,O,O,X,X,O,X,X,O,X,X,O,O
LISJOZT,O,X,X,X,O,X,X,O,O,X,O,O
LISZTJO,X,X,X,O,X,O,O,X,X,X,O,O
LISZTOJ,X,O,X,O,X,O,O,O,X,X,O,O
LISZJTO,X,X,O,X,X,X,X,X,O,X,O,O
LISZJOT,O,X,X,X,O,X,X,O,O,X,O,O
LISZOTJ,X,O,X,X,X,X,O,O,X,X,O,O
LISZOJT,X,X,X,X,X,X,X,O,X,X,O,O
LISOTJZ,O,O,X,X,O,X,X,O,X,X,O,X
LISOTZJ,X,O,X,X,X,X,O,O,X,O,O,O
LISOJTZ,O,O,X,X,O,X,X,O,X,X,O,X
LISOJZT,O,X,X,X,O,X,X,O,O,X,O,O
LISOZTJ,X,O,X,X,X,X,O,O,X,X,O,O
LISOZJT,X,X,X,X,X,X,X,O,X,X,O,O
LIZTJSO,X,X,X,O,X,X,O,X,X,X,O,O
LIZTJOS,X,X,X,O,X,X,O,X,X,X,O,O
LIZTSJO,X,X,X,O,X,O,O,X,X,X,O,O
LIZTSOJ,X,O,X,O,X,O,O,O,X,X,O,O
