sequence,v115@3gC8GeA8HeB8DeA8AeE8CeH8AeB8JeZ/IvhFqfBTbB?GeBfnBliB8sB,v115@3gC8GeA8HeB8DeA8AeE8CeH8AeB8JeZ/IvhFCbBuiB?cjBXgBzhBlsB,v115@3gC8GeA8HeB8DeA8AeE8CeH8AeB8JeZ/IvhFufBcgB?CeBzhBXjBlsB,v115@3gC8GeA8HeB8DeA8AeE8CeH8AeB8JeZ/IvhFqfBTbB?3dBcjBWnBlsB,v115@3gC8GeA8HeB8DeA8AeE8CeH8AeB8JeZ/IvhFGbBcjB?zfBCiB3iBlsB,v115@3gC8GeA8HeB8DeA8AeE8CeH8AeB8Jex6IvhFSiBTeB?OkBXgBFnB8sB
SZITJOL,O,O,O,X,X,O
SZITOLJ,O,O,O,X,X,O
SZITOJL,O,O,O,X,X,O
SZILTJO,O,O,O,X,X,O
SZILTOJ,O,O,X,O,X,O
SZILJTO,O,O,O,O,X,X
SZILJOT,O,O,O,O,X,X
SZILOTJ,O,O,X,O,X,X
SZILOJT,O,O,O,O,O,X
SZIJTLO,O,O,O,O,X,O
SZIJTOL,O,X,O,X,X,O
SZIJLTO,O,O,O,O,X,O
SZIJLOT,O,O,O,O,X,X
SZIJOTL,X,X,O,X,X,O
SZIJOLT,O,O,O,O,X,X
SZIOTLJ,O,O,O,X,X,O
SZIOTJL,O,O,O,X,X,O
SZIOLTJ,O,O,O,O,X,X
SZIOLJT,O,O,O,O,O,X
SZIOJTL,X,O,O,X,X,X
SZIOJLT,O,O,O,X,O,X
SZLTIJO,O,O,O,X,X,O
SZLTIOJ,O,O,X,O,X,O
SZLTJIO,O,O,O,X,X,O
SZLTJOI,O,O,X,X,X,O
SZLTOIJ,O,O,X,O,X,O
SZLTOJI,O,O,X,X,X,O
SZLITJO,O,O,O,X,X,O
SZLITOJ,O,O,X,O,X,O
SZLIJTO,O,O,O,O,X,X
SZLIJOT,O,O,O,O,X,X
SZLIOTJ,O,O,X,O,X,X
SZLIOJT,O,O,O,O,O,X
SZLJTIO,O,O,O,O,X,O
SZLJTOI,O,X,X,O,X,O
SZLJITO,O,O,O,O,X,O
SZLJIOT,O,O,O,O,X,X
SZLJOTI,O,X,X,O,X,X
SZLJOIT,O,O,O,O,X,X
SZLOTIJ,O,O,X,O,X,X
SZLOTJI,O,O,X,X,X,X
SZLOITJ,O,O,X,O,X,X
SZLOIJT,O,O,O,O,O,X
SZLOJTI,O,O,X,O,X,X
SZLOJIT,O,O,O,O,O,X
SZJTILO,O,O,O,O,X,O
SZJTIOL,O,X,O,X,X,O
SZJTLIO,O,O,O,O,X,O
SZJTLOI,O,X,O,O,X,O
SZJTOIL,O,X,O,X,X,O
SZJTOLI,O,X,O,O,X,O
SZJITLO,O,O,O,O,X,O
SZJITOL,O,X,O,X,X,O
SZJILTO,O,O,O,O,X,O
SZJILOT,O,O,O,O,X,X
SZJIOTL,X,X,O,X,X,O
SZJIOLT,O,O,O,O,X,X
SZJLTIO,O,O,O,O,X,O
SZJLTOI,O,X,X,O,X,O
SZJLITO,O,O,O,O,X,O
SZJLIOT,O,O,O,O,X,X
SZJLOTI,O,X,X,O,X,X
SZJLOIT,O,O,O,O,X,X
SZJOTIL,O,X,O,X,X,O
SZJOTLI,O,X,O,O,X,O
SZJOITL,X,X,O,X,X,O
SZJOILT,O,O,O,O,X,X
SZJOLTI,O,X,O,O,X,X
SZJOLIT,O,O,O,O,X,X
SZOTILJ,O,O,O,X,X,O
SZOTIJL,O,O,O,X,X,O
SZOTLIJ,O,O,O,O,X,O
SZOTLJI,O,O,O,X,X,O
SZOTJIL,O,O,O,X,X,O
SZOTJLI,O,O,O,X,X,O
SZOITLJ,O,O,O,X,X,O
SZOITJL,O,O,O,X,X,O
SZOILTJ,O,O,O,O,X,X
SZOILJT,O,O,O,O,O,X
SZOIJTL,X,O,O,X,X,X
SZOIJLT,O,O,O,X,O,X
SZOLTIJ,O,O,O,O,X,X
SZOLTJI,O,O,O,X,X,X
SZOLITJ,O,O,O,O,X,X
SZOLIJT,O,O,O,O,O,X
SZOLJTI,O,O,O,O,X,X
SZOLJIT,O,O,O,O,O,X
SZOJTIL,O,O,O,X,X,O
SZOJTLI,O,O,O,O,X,O
SZOJITL,X,O,O,X,X,O
SZOJILT,O,O,O,O,O,X
SZOJLTI,O,O,O,O,X,X
SZOJLIT,O,O,O,O,O,X
SOTILJZ,X,O,O,X,O,X
SOTILZJ,X,O,O,X,O,X
SOTIJLZ,X,O,O,X,O,X
SOTIJZL,X,O,O,X,O,X
SOTIZLJ,X,O,O,X,O,X
SOTIZJL,X,O,O,X,O,X
SOTLIJZ,O,O,O,O,O,X
SOTLIZJ,O,O,O,O,O,X
SOTLJIZ,O,O,O,O,O,X
SOTLJZI,X,O,O,O,O,X
SOTLZIJ,O,O,O,O,O,X
SOTLZJI,O,O,O,O,O,X
SOTJILZ,X,O,O,X,O,X
SOTJIZL,X,O,O,X,O,X
SOTJLIZ,O,O,O,O,O,X
SOTJLZI,X,O,O,O,O,X
SOTJZIL,X,O,O,O,O,X
SOTJZLI,X,O,O,O,O,X
SOTZILJ,O,O,O,O,O,X
SOTZIJL,O,O,O,X,O,X
SOTZLIJ,O,O,O,O,O,X
SOTZLJI,O,O,O,O,O,X
SOTZJIL,O,O,O,O,O,X
SOTZJLI,O,O,O,O,O,X
SOITLJZ,X,O,O,X,O,X
SOITLZJ,X,O,O,X,O,X
SOITJLZ,X,O,O,X,O,X
SOITJZL,X,O,O,X,O,X
SOITZLJ,X,O,O,X,O,X
SOITZJL,X,O,O,X,O,X
SOILTJZ,O,O,X,X,X,X
SOILTZJ,O,O,O,X,X,X
SOILJTZ,O,O,X,X,X,X
SOILJZT,O,O,O,X,O,X
SOILZTJ,O,O,O,X,X,X
SOILZJT,O,O,O,X,O,X
SOIJTLZ,X,O,X,X,O,X
SOIJTZL,X,O,X,X,O,X
SOIJLTZ,O,O,X,X,X,X
SOIJLZT,O,O,O,X,O,X
SOIJZTL,X,O,O,X,X,X
SOIJZLT,X,O,O,X,O,X
SOIZTLJ,O,O,O,X,X,O
SOIZTJL,O,O,O,X,X,O
SOIZLTJ,O,O,O,X,X,X
SOIZLJT,O,O,O,X,O,X
SOIZJTL,X,O,O,X,X,X
SOIZJLT,O,O,O,X,O,X
SOLTIJZ,O,O,X,O,X,X
SOLTIZJ,O,O,O,O,X,X
SOLTJIZ,O,O,X,O,X,X
SOLTJZI,X,O,X,O,X,X
SOLTZIJ,O,O,O,O,X,X
SOLTZJI,O,O,O,O,X,X
SOLITJZ,O,O,X,O,X,X
SOLITZJ,O,O,O,O,X,X
SOLIJTZ,O,O,X,X,X,X
SOLIJZT,O,O,O,O,O,X
SOLIZTJ,O,O,O,O,X,X
SOLIZJT,O,O,O,O,O,X
SOLJTIZ,O,O,X,X,X,X
SOLJTZI,X,O,X,X,X,X
SOLJITZ,O,O,X,X,X,X
SOLJIZT,O,O,O,O,O,X
SOLJZTI,O,O,O,O,X,X
SOLJZIT,O,O,O,O,O,X
SOLZTIJ,O,O,O,O,X,X
SOLZTJI,O,O,O,X,X,X
SOLZITJ,O,O,O,O,X,X
SOLZIJT,O,O,O,O,O,X
SOLZJTI,O,O,O,O,X,X
SOLZJIT,O,O,O,O,O,X
SOJTILZ,X,O,X,X,O,X
SOJTIZL,X,O,X,X,O,X
SOJTLIZ,O,O,X,X,O,X
SOJTLZI,X,O,X,X,O,X
SOJTZIL,X,O,X,X,O,X
SOJTZLI,X,O,X,X,O,X
SOJITLZ,X,O,X,X,O,X
SOJITZL,X,O,X,X,O,X
SOJILTZ,O,O,X,X,X,X
SOJILZT,O,O,O,X,O,X
SOJIZTL,X,O,O,X,X,O
SOJIZLT,X,O,O,X,O,X
SOJLTIZ,O,O,X,X,X,X
SOJLTZI,X,O,X,X,X,X
SOJLITZ,O,O,X,X,X,X
SOJLIZT,O,O,O,O,O,X
SOJLZTI,O,O,O,O,X,X
SOJLZIT,O,O,O,O,O,X
SOJZTIL,O,O,O,X,X,O
SOJZTLI,O,O,O,O,X,O
SOJZITL,X,O,O,X,X,O
SOJZILT,O,O,O,O,O,X
SOJZLTI,O,O,O,O,X,X
SOJZLIT,O,O,O,O,O,X
SOZTILJ,O,O,O,X,X,O
SOZTIJL,O,O,O,X,X,O
SOZTLIJ,O,O,O,O,X,O
SOZTLJI,O,O,O,X,X,O
SOZTJIL,O,O,O,X,X,O
SOZTJLI,O,O,O,X,X,O
SOZITLJ,O,O,O,X,X,O
SOZITJL,O,O,O,X,X,O
SOZILTJ,O,O,O,O,X,X
SOZILJT,O,O,O,O,O,X
SOZIJTL,X,O,O,X,X,X
SOZIJLT,O,O,O,X,O,X
SOZLTIJ,O,O,O,O,X,X
SOZLTJI,O,O,O,X,X,X
SOZLITJ,O,O,O,O,X,X
SOZLIJT,O,O,O,O,O,X
SOZLJTI,O,O,O,O,X,X
SOZLJIT,O,O,O,O,O,X
SOZJTIL,O,O,O,X,X,O
SOZJTLI,O,O,O,O,X,O
SOZJITL,X,O,O,X,X,O
SOZJILT,O,O,O,O,O,X
SOZJLTI,O,O,O,O,X,X
SOZJLIT,O,O,O,O,O,X
ZTILJSO,X,O,O,O,X,O
ZTILJOS,O,X,O,O,O,O
ZTILSJO,O,O,O,O,X,O
ZTILSOJ,O,O,O,O,O,O
ZTILOJS,O,X,O,O,O,O
ZTILOSJ,O,X,O,O,O,O
ZTIJLSO,X,O,O,O,X,O
ZTIJLOS,O,X,O,O,O,O
ZTIJSLO,X,O,O,O,X,O
ZTIJSOL,X,O,O,O,X,O
ZTIJOLS,X,X,O,O,O,O
ZTIJOSL,X,O,O,O,O,O
ZTISLJO,O,O,O,O,X,O
ZTISLOJ,O,O,O,O,O,O
ZTISJLO,O,O,O,O,X,O
ZTISJOL,O,O,O,O,X,O
ZTISOLJ,O,O,O,O,O,O
ZTISOJL,O,O,O,X,O,O
ZTIOLJS,X,O,O,O,O,O
ZTIOLSJ,X,O,O,O,O,O
ZTIOJLS,X,O,O,O,O,O
ZTIOJSL,X,O,O,O,O,O
ZTIOSLJ,X,O,O,O,O,O
ZTIOSJL,X,O,O,X,O,O
ZTLIJSO,X,O,O,O,X,O
ZTLIJOS,O,X,O,O,O,O
ZTLISJO,O,O,O,O,X,O
ZTLISOJ,O,O,O,O,O,O
ZTLIOJS,O,X,O,O,O,O
ZTLIOSJ,O,X,O,O,O,O
ZTLJISO,X,O,O,O,X,O
ZTLJIOS,O,X,O,O,O,O
ZTLJSIO,X,O,O,O,X,O
ZTLJSOI,X,O,O,O,X,O
ZTLJOIS,O,X,O,O,O,O
ZTLJOSI,X,X,O,O,O,O
ZTLSIJO,O,O,O,O,X,O
ZTLSIOJ,O,O,O,O,O,O
ZTLSJIO,O,O,O,O,X,O
ZTLSJOI,O,O,O,O,X,O
ZTLSOIJ,O,O,O,O,O,O
ZTLSOJI,O,O,O,O,O,O
ZTLOIJS,O,X,O,O,O,O
ZTLOISJ,O,X,O,O,O,O
ZTLOJIS,O,X,O,O,O,O
ZTLOJSI,X,X,O,O,O,O
ZTLOSIJ,O,X,O,O,O,O
ZTLOSJI,O,X,O,O,O,O
ZTJILSO,X,O,O,O,X,O
ZTJILOS,O,X,O,O,O,O
ZTJISLO,X,O,O,O,X,O
ZTJISOL,X,O,O,O,X,O
ZTJIOLS,X,X,O,O,O,O
ZTJIOSL,X,O,O,O,O,O
ZTJLISO,X,O,O,O,X,O
ZTJLIOS,O,X,O,O,O,O
ZTJLSIO,X,O,O,O,X,O
ZTJLSOI,X,O,O,O,X,O
ZTJLOIS,O,X,O,O,O,O
ZTJLOSI,X,X,O,O,O,O
ZTJSILO,X,O,O,O,X,O
ZTJSIOL,X,O,O,O,X,O
ZTJSLIO,X,O,O,O,X,O
ZTJSLOI,X,O,O,O,X,O
ZTJSOIL,X,O,O,O,X,O
ZTJSOLI,X,O,O,O,X,O
ZTJOILS,X,X,O,O,O,O
ZTJOISL,X,O,O,O,O,O
ZTJOLIS,O,X,O,O,O,O
ZTJOLSI,X,X,O,O,O,O
ZTJOSIL,X,O,O,O,O,O
ZTJOSLI,X,O,O,O,O,O
ZTSILJO,O,O,O,O,X,O
ZTSILOJ,O,O,O,O,O,O
ZTSIJLO,O,O,O,O,X,O
ZTSIJOL,O,O,O,O,X,O
ZTSIOLJ,O,O,O,O,O,O
ZTSIOJL,O,O,O,X,O,O
ZTSLIJO,O,O,O,O,X,O
ZTSLIOJ,O,O,O,O,O,O
ZTSLJIO,O,O,O,O,X,O
ZTSLJOI,O,O,O,O,X,O
ZTSLOIJ,O,O,O,O,O,O
ZTSLOJI,O,O,O,O,O,O
ZTSJILO,O,O,O,O,X,O
ZTSJIOL,O,O,O,O,X,O
ZTSJLIO,O,O,O,O,X,O
ZTSJLOI,O,O,O,O,X,O
ZTSJOIL,O,O,O,O,X,O
ZTSJOLI,O,O,O,O,X,O
ZTSOILJ,O,O,O,O,O,O
ZTSOIJL,O,O,O,X,O,O
ZTSOLIJ,O,O,O,O,O,O
ZTSOLJI,O,O,O,O,O,O
ZTSOJIL,O,O,O,O,O,O
ZTSOJLI,O,O,O,O,O,O
ZTOILJS,X,O,O,O,O,O
ZTOILSJ,X,O,O,O,O,O
ZTOIJLS,X,O,O,O,O,O
ZTOIJSL,X,O,O,O,O,O
ZTOISLJ,X,O,O,O,O,O
ZTOISJL,X,O,O,X,O,O
ZTOLIJS,O,O,O,O,O,O
ZTOLISJ,O,O,O,O,O,O
ZTOLJIS,O,O,O,O,O,O
ZTOLJSI,X,O,O,O,O,O
ZTOLSIJ,O,O,O,O,O,O
ZTOLSJI,O,O,O,O,O,O
ZTOJILS,X,O,O,O,O,O
ZTOJISL,X,O,O,O,O,O
ZTOJLIS,O,O,O,O,O,O
ZTOJLSI,X,O,O,O,O,O
ZTOJSIL,X,O,O,O,O,O
ZTOJSLI,X,O,O,O,O,O
ZTOSILJ,O,O,O,O,O,O
ZTOSIJL,O,O,O,X,O,O
ZTOSLIJ,O,O,O,O,O,O
ZTOSLJI,O,O,O,O,O,O
ZTOSJIL,O,O,O,O,O,O
ZTOSJLI,O,O,O,O,O,O
ZITLJSO,X,O,O,O,X,O
ZITLJOS,O,X,O,O,O,O
ZITLSJO,O,O,O,O,X,O
ZITLSOJ,O,O,O,O,O,O
ZITLOJS,O,X,O,O,O,O
ZITLOSJ,O,X,O,O,O,O
ZITJLSO,X,O,O,O,X,O
ZITJLOS,O,X,O,O,O,O
ZITJSLO,X,O,O,O,X,O
ZITJSOL,X,O,O,O,X,O
ZITJOLS,X,X,O,O,O,O
ZITJOSL,X,O,O,O,O,O
ZITSLJO,O,O,O,O,X,O
ZITSLOJ,O,O,O,O,O,O
ZITSJLO,O,O,O,O,X,O
ZITSJOL,O,O,O,O,X,O
ZITSOLJ,O,O,O,O,O,O
ZITSOJL,O,O,O,X,O,O
ZITOLJS,X,O,O,O,O,O
ZITOLSJ,X,O,O,O,O,O
ZITOJLS,X,O,O,O,O,O
ZITOJSL,X,O,O,O,O,O
ZITOSLJ,X,O,O,O,O,O
ZITOSJL,X,O,O,X,O,O
ZILTJSO,X,X,O,O,X,X
ZILTJOS,O,X,O,O,X,X
ZILTSJO,O,X,O,O,X,X
ZILTSOJ,O,X,O,O,X,X
ZILTOJS,O,X,O,O,O,X
ZILTOSJ,O,X,O,O,X,X
ZILJTSO,X,X,O,O,X,X
ZILJTOS,O,X,O,O,X,X
ZILJSTO,O,O,O,O,X,X
ZILJSOT,O,O,O,O,X,X
ZILJOTS,O,X,O,O,O,X
ZILJOST,O,X,O,O,O,X
ZILSTJO,O,O,O,X,X,X
ZILSTOJ,O,X,X,O,X,X
ZILSJTO,O,O,O,O,X,X
ZILSJOT,O,O,O,O,X,X
ZILSOTJ,O,X,X,O,X,X
ZILSOJT,O,O,O,O,O,X
ZILOTJS,O,X,O,O,O,X
ZILOTSJ,O,X,O,O,X,X
ZILOJTS,O,X,O,O,O,X
ZILOJST,O,X,O,O,O,X
ZILOSTJ,O,X,O,O,X,X
ZILOSJT,O,X,O,O,O,X
ZIJTLSO,X,X,O,O,X,O
ZIJTLOS,O,X,O,O,X,O
ZIJTSLO,X,O,O,O,X,O
ZIJTSOL,X,X,O,X,X,O
ZIJTOLS,X,X,O,X,X,O
ZIJTOSL,X,X,O,X,X,O
ZIJLTSO,X,X,O,O,X,O
ZIJLTOS,O,X,O,O,X,O
ZIJLSTO,O,O,O,O,X,X
ZIJLSOT,O,O,O,O,X,X
ZIJLOTS,O,X,O,O,O,X
ZIJLOST,O,X,O,O,O,X
ZIJSTLO,O,O,O,O,X,O
ZIJSTOL,O,X,O,X,X,O
ZIJSLTO,O,O,O,O,X,O
ZIJSLOT,O,O,O,O,X,X
ZIJSOTL,X,X,O,X,X,O
ZIJSOLT,O,O,O,O,X,X
ZIJOTLS,X,X,O,X,O,O
ZIJOTSL,X,X,O,X,X,O
ZIJOLTS,O,X,O,O,O,X
ZIJOLST,O,X,O,O,O,X
ZIJOSTL,X,X,O,X,X,X
ZIJOSLT,X,O,O,O,O,X
ZISTLJO,O,O,O,X,X,O
ZISTLOJ,O,O,O,O,X,O
ZISTJLO,O,O,O,X,X,O
ZISTJOL,O,O,O,X,X,O
ZISTOLJ,O,O,O,X,X,O
ZISTOJL,O,O,O,X,X,O
ZISLTJO,O,O,O,X,X,O
ZISLTOJ,O,O,X,O,X,O
ZISLJTO,O,O,O,O,X,X
ZISLJOT,O,O,O,O,X,X
ZISLOTJ,O,O,X,O,X,X
ZISLOJT,O,O,O,O,O,X
ZISJTLO,O,O,O,O,X,O
ZISJTOL,O,X,O,X,X,O
ZISJLTO,O,O,O,O,X,O
ZISJLOT,O,O,O,O,X,X
ZISJOTL,X,X,O,X,X,O
ZISJOLT,O,O,O,O,X,X
ZISOTLJ,O,O,O,X,X,O
ZISOTJL,O,O,O,X,X,O
ZISOLTJ,O,O,O,O,X,X
ZISOLJT,O,O,O,O,O,X
ZISOJTL,X,O,O,X,X,X
ZISOJLT,O,O,O,X,O,X
ZIOTLJS,X,O,O,X,O,X
ZIOTLSJ,X,O,O,X,O,X
ZIOTJLS,X,O,O,X,O,X
ZIOTJSL,X,O,O,X,O,X
ZIOTSLJ,X,O,O,X,O,X
ZIOTSJL,X,O,O,X,O,X
ZIOLTJS,O,X,O,O,O,X
ZIOLTSJ,O,X,O,O,X,X
ZIOLJTS,O,X,O,O,O,X
ZIOLJST,O,O,O,O,O,X
ZIOLSTJ,O,O,O,O,X,X
ZIOLSJT,O,O,O,O,O,X
ZIOJTLS,X,X,O,X,O,X
ZIOJTSL,X,O,O,X,O,X
ZIOJLTS,O,X,O,O,O,X
ZIOJLST,O,O,O,O,O,X
ZIOJSTL,X,O,O,X,X,X
ZIOJSLT,X,O,O,O,O,X
ZIOSTLJ,O,O,O,X,X,X
ZIOSTJL,O,O,O,X,X,X
ZIOSLTJ,O,O,O,O,X,X
ZIOSLJT,O,O,O,O,O,X
ZIOSJTL,X,O,O,X,X,X
ZIOSJLT,O,O,O,X,O,X
ZLTIJSO,X,X,O,O,X,O
ZLTIJOS,O,X,O,O,X,O
ZLTISJO,O,X,O,O,X,O
ZLTISOJ,O,X,O,O,X,O
ZLTIOJS,O,X,O,O,O,O
ZLTIOSJ,O,X,O,O,X,O
ZLTJISO,X,X,O,O,X,O
ZLTJIOS,O,X,O,O,X,O
ZLTJSIO,X,X,O,O,X,O
ZLTJSOI,X,X,O,O,X,O
ZLTJOIS,O,X,O,O,X,O
ZLTJOSI,X,X,O,O,X,O
ZLTSIJO,O,X,O,O,X,O
ZLTSIOJ,O,X,O,O,X,O
ZLTSJIO,O,X,O,O,X,O
ZLTSJOI,O,X,O,O,X,O
ZLTSOIJ,O,X,O,O,X,O
ZLTSOJI,O,X,O,O,X,O
ZLTOIJS,O,X,O,O,O,O
ZLTOISJ,O,X,O,O,X,O
ZLTOJIS,O,X,O,O,O,O
ZLTOJSI,X,X,O,O,X,O
ZLTOSIJ,O,X,O,O,X,O
ZLTOSJI,O,X,O,O,X,O
ZLITJSO,X,X,O,O,X,X
ZLITJOS,O,X,O,O,X,X
ZLITSJO,O,X,O,O,X,X
ZLITSOJ,O,X,O,O,X,X
ZLITOJS,O,X,O,O,O,X
ZLITOSJ,O,X,O,O,X,X
ZLIJTSO,X,X,O,O,X,X
ZLIJTOS,O,X,O,O,X,X
ZLIJSTO,O,O,O,O,X,X
ZLIJSOT,O,O,O,O,X,X
ZLIJOTS,O,X,O,O,O,X
ZLIJOST,O,X,O,O,O,X
ZLISTJO,O,O,O,X,X,X
ZLISTOJ,O,X,X,O,X,X
ZLISJTO,O,O,O,O,X,X
ZLISJOT,O,O,O,O,X,X
ZLISOTJ,O,X,X,O,X,X
ZLISOJT,O,O,O,O,O,X
ZLIOTJS,O,X,O,O,O,X
ZLIOTSJ,O,X,O,O,X,X
ZLIOJTS,O,X,O,O,O,X
ZLIOJST,O,X,O,O,O,X
ZLIOSTJ,O,X,O,O,X,X
ZLIOSJT,O,X,O,O,O,X
ZLJTISO,X,X,O,O,X,O
ZLJTIOS,O,X,O,O,X,O
ZLJTSIO,X,X,O,O,X,O
ZLJTSOI,X,X,O,O,X,O
ZLJTOIS,O,X,O,O,X,O
ZLJTOSI,X,X,O,O,X,O
ZLJITSO,X,X,O,O,X,O
ZLJITOS,O,X,O,O,X,O
ZLJISTO,O,O,O,O,X,X
ZLJISOT,O,O,O,O,X,X
ZLJIOTS,O,X,O,O,O,X
ZLJIOST,O,X,O,O,O,X
ZLJSTIO,O,O,O,O,X,O
ZLJSTOI,O,X,X,O,X,O
ZLJSITO,O,O,O,O,X,O
ZLJSIOT,O,O,O,O,X,X
ZLJSOTI,O,X,X,O,X,X
ZLJSOIT,O,O,O,O,X,X
ZLJOTIS,O,X,O,O,O,X
ZLJOTSI,X,X,O,O,X,X
ZLJOITS,O,X,O,O,O,X
ZLJOIST,O,X,O,O,O,X
ZLJOSTI,O,X,O,O,X,X
ZLJOSIT,O,X,O,O,O,X
ZLSTIJO,O,O,O,X,X,O
ZLSTIOJ,O,X,X,O,X,O
ZLSTJIO,O,O,O,X,X,O
ZLSTJOI,O,X,X,X,X,O
ZLSTOIJ,O,X,X,O,X,O
ZLSTOJI,O,X,X,X,X,O
ZLSITJO,O,O,O,X,X,O
ZLSITOJ,O,X,X,O,X,O
ZLSIJTO,O,O,O,O,X,X
ZLSIJOT,O,O,O,O,X,X
ZLSIOTJ,O,X,X,O,X,X
ZLSIOJT,O,O,O,O,O,X
ZLSJTIO,O,O,O,O,X,O
ZLSJTOI,O,X,X,O,X,O
ZLSJITO,O,O,O,O,X,O
ZLSJIOT,O,O,O,O,X,X
ZLSJOTI,O,X,X,O,X,X
ZLSJOIT,O,O,O,O,X,X
ZLSOTIJ,O,X,X,O,X,X
ZLSOTJI,O,X,X,X,X,X
ZLSOITJ,O,X,X,O,X,X
ZLSOIJT,O,O,O,O,O,X
ZLSOJTI,O,X,X,O,X,X
ZLSOJIT,O,O,O,O,O,X
ZLOTIJS,O,X,O,O,O,X
ZLOTISJ,O,X,O,O,X,X
ZLOTJIS,O,X,O,O,O,X
ZLOTJSI,X,X,O,O,X,X
ZLOTSIJ,O,X,O,O,X,X
ZLOTSJI,O,X,O,O,X,X
ZLOITJS,O,X,O,O,O,X
ZLOITSJ,O,X,O,O,X,X
ZLOIJTS,O,X,O,O,O,X
ZLOIJST,O,X,O,O,O,X
ZLOISTJ,O,X,O,O,X,X
ZLOISJT,O,X,O,O,O,X
ZLOJTIS,O,X,O,O,O,X
ZLOJTSI,X,X,O,O,X,X
ZLOJITS,O,X,O,O,O,X
ZLOJIST,O,X,O,O,O,X
ZLOJSTI,O,X,O,O,X,X
ZLOJSIT,O,X,O,O,O,X
ZLOSTIJ,O,X,O,O,X,X
ZLOSTJI,O,X,O,X,X,X
ZLOSITJ,O,X,O,O,X,X
ZLOSIJT,O,X,O,O,O,X
ZLOSJTI,O,X,O,O,X,X
ZLOSJIT,O,X,O,O,O,X
ZJTILSO,X,X,O,O,X,O
ZJTILOS,O,X,O,O,X,O
ZJTISLO,X,O,O,O,X,O
ZJTISOL,X,X,O,X,X,O
ZJTIOLS,X,X,O,X,X,O
ZJTIOSL,X,X,O,X,X,O
ZJTLISO,X,X,O,O,X,O
ZJTLIOS,O,X,O,O,X,O
ZJTLSIO,X,X,O,O,X,O
ZJTLSOI,X,X,O,O,X,O
ZJTLOIS,O,X,O,O,X,O
ZJTLOSI,X,X,O,O,X,O
ZJTSILO,X,O,O,O,X,O
ZJTSIOL,X,X,O,X,X,O
ZJTSLIO,X,O,O,O,X,O
ZJTSLOI,X,X,O,O,X,O
ZJTSOIL,X,X,O,X,X,O
ZJTSOLI,X,X,O,O,X,O
ZJTOILS,X,X,O,X,X,O
ZJTOISL,X,X,O,X,X,O
ZJTOLIS,O,X,O,O,X,O
ZJTOLSI,X,X,O,O,X,O
ZJTOSIL,X,X,O,X,X,O
ZJTOSLI,X,X,O,O,X,O
ZJITLSO,X,X,O,O,X,O
ZJITLOS,O,X,O,O,X,O
ZJITSLO,X,O,O,O,X,O
ZJITSOL,X,X,O,X,X,O
ZJITOLS,X,X,O,X,X,O
ZJITOSL,X,X,O,X,X,O
ZJILTSO,X,X,O,O,X,O
ZJILTOS,O,X,O,O,X,O
ZJILSTO,O,O,O,O,X,X
ZJILSOT,O,O,O,O,X,X
ZJILOTS,O,X,O,O,O,X
ZJILOST,O,X,O,O,O,X
ZJISTLO,O,O,O,O,X,O
ZJISTOL,O,X,O,X,X,O
ZJISLTO,O,O,O,O,X,O
ZJISLOT,O,O,O,O,X,X
ZJISOTL,X,X,O,X,X,O
ZJISOLT,O,O,O,O,X,X
ZJIOTLS,X,X,O,X,O,O
ZJIOTSL,X,X,O,X,X,O
ZJIOLTS,O,X,O,O,O,X
ZJIOLST,O,X,O,O,O,X
ZJIOSTL,X,X,O,X,X,X
ZJIOSLT,X,O,O,O,O,X
ZJLTISO,X,X,O,O,X,O
ZJLTIOS,O,X,O,O,X,O
ZJLTSIO,X,X,O,O,X,O
ZJLTSOI,X,X,O,O,X,O
ZJLTOIS,O,X,O,O,X,O
ZJLTOSI,X,X,O,O,X,O
ZJLITSO,X,X,O,O,X,O
ZJLITOS,O,X,O,O,X,O
ZJLISTO,O,O,O,O,X,X
ZJLISOT,O,O,O,O,X,X
ZJLIOTS,O,X,O,O,O,X
ZJLIOST,O,X,O,O,O,X
ZJLSTIO,O,O,O,O,X,O
ZJLSTOI,O,X,X,O,X,O
ZJLSITO,O,O,O,O,X,O
ZJLSIOT,O,O,O,O,X,X
ZJLSOTI,O,X,X,O,X,X
ZJLSOIT,O,O,O,O,X,X
ZJLOTIS,O,X,O,O,O,X
ZJLOTSI,X,X,O,O,X,X
ZJLOITS,O,X,O,O,O,X
ZJLOIST,O,X,O,O,O,X
ZJLOSTI,O,X,O,O,X,X
ZJLOSIT,O,X,O,O,O,X
ZJSTILO,O,O,O,O,X,O
ZJSTIOL,O,X,O,X,X,O
ZJSTLIO,O,O,O,O,X,O
ZJSTLOI,O,X,O,O,X,O
ZJSTOIL,O,X,O,X,X,O
ZJSTOLI,O,X,O,O,X,O
ZJSITLO,O,O,O,O,X,O
ZJSITOL,O,X,O,X,X,O
ZJSILTO,O,O,O,O,X,O
ZJSILOT,O,O,O,O,X,X
ZJSIOTL,X,X,O,X,X,O
ZJSIOLT,O,O,O,O,X,X
ZJSLTIO,O,O,O,O,X,O
ZJSLTOI,O,X,X,O,X,O
ZJSLITO,O,O,O,O,X,O
ZJSLIOT,O,O,O,O,X,X
ZJSLOTI,O,X,X,O,X,X
ZJSLOIT,O,O,O,O,X,X
ZJSOTIL,O,X,O,X,X,O
ZJSOTLI,O,X,O,O,X,O
